title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Color,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Closure,Sensor,Compatible Device,Notification,Notification Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Call Function,Bluetooth,Messaging Support,Email Support,Operating Range,Call Features,Display Resolution,Display Size,Scratch Resistant,Calorie Count,Step Count,Heart Rate Monitor,Date & Time Display,Calendar,Alarm Clock,Speaker,Microphone,Gesture Control,Voice Control,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Water Resistance Depth,Maximum Operating Altitude,Talk time,Battery Type,Stand By Time,Other Features,Operating System,RAM,Number of Cores,Processor Name,Processor Speed,Internal Memory,Expandable Memory,Wi-Fi,GPS,Bluetooth Version,Third Party App Support,Other Connectivity Features,Display Type,Flash,Primary Camera,Other Camera Features,Backlight Display,Other Display Features,Altimeter,Other Fitness Features,Compass,Chronograph,Language,Number of Buttons,Other Watch Functions,Audio Features,Supported Audio Format,Video Features,Supported Video Format,Speaker Volume,HD Recording,HD Playback,Other Multimedia Features,Width,Height,Thickness,Diameter,Weight,Other Dimensions,International Warranty,Compatible Operating System
"Fire-Boltt Rise BT Calling 47mm (1.85), Voice Assistanc...","₹1,399",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/c/s/-original-imagkx8chhek9ydt.jpeg?q=70,https://www.flipkart.com/fire-boltt-rise-bt-calling-47mm-1-85-voice-assistance-123-sports-single-connection-smartwatch/p/itmde61a4834df5a?pid=SMWGKVYJJ8SUG8KF&lid=LSTSMWGKVYJJ8SUG8KFMJ5UPO&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_5_173&otracker=search&fm=organic&iid=684ffd96-cc52-45f6-85ae-2a18b68a38cb.SMWGKVYJJ8SUG8KF.SEARCH&ppt=None&ppn=None&ssid=y164ud3hnk0000001738369045857&qH=87968ec020b2016b,2025-02-01 01:17:28,"1 Smartwatch, 1 Charging Cable, 1 Manual",BSW069,"Rise BT Calling 47mm (1.85), Voice Assistance & 123 Sports Single BT Connection",Gold,Square,Gold,Silicone,Free Size,Yes,Yes,Fitness & Outdoor,,Men & Women,Android & iOS,Gold Black,Buckle,"Bluetooth Calling, SpO2, Optical Heart Rate Sensor Tianyihexin 3605, Accelerometer, Barometer, Gyro Sensor, Light Sensor.G-Sensor SC7A20",,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",Ring (Only in Bluetooth Calling Mode) and Vibration,120 min,Upto 7 Days,Yes,USB Cable With Magnetic Charging Points,Yes,Yes,No,No,10 m,,240 x 280 Pixels,1.85 inch,Yes,Yes,Yes,Yes,Date & Time,No,Yes,Yes,Yes,Wrist Wake Function,Yes,,,,,,1 m,,,Lithium Ion,,,,,,,,,,No,No,v5.0,,"Single BT Connection Bluetooth Calling Smartwatch, Compatible OS Android 4.4 or above , iOS 8.0 or above, Bluetooth Version:BT 5.0 or above",HD,,,,No,,No,"SPO2, Heart Rate Tracking, Sports Data Analysis, Sleep Tracking, Step Count, Calorie Count, Distance Measurement, 123 Sports Mode (running/walking/badminton/cycling/basketball/soccer/skipping rope)",No,Yes,English,2,"1. Fire-Boltt Rise Bluetooth Calling Smartwatch with Neon UI & 8 UI style switching, 2.Supports Bluetooth Calling : You can make and receive calls through the watch, 3. InBuilt Voice Assistance, 4.Large Squaare Screen : 1.85 inch screen with Ultra High Resolution of 240 x 280 Pixels, 5.123 Sports Mode & 360 Health Control : Heart rate monitor, blood oxygen measure, Sleep Monitoring, Breathe Exercise, 6.Music Player : Control your phone music playing and play the music on the watch with independent speaker, 7.Enjoy seamless calling and talking through the watch with latest microphone 4015MIC & mic is IP67 Waterproof, 8.Contact Sync : Sync favourite contacts on your watch via your the app, 9.Call Logs : Check missed calls and answered calls on the watch, 10.Pedometer : Multiple sports modes selection, steps, calorie, distance record, 11.Sedentary Reminders : Time to work out, change the unhealthy mode of life, 12.Other Functions : Alarm clock, Stopwatch, Timer, Low Power Mode, DND, Flashlight & more.",,,,,,,,,43.4 mm,37.8 mm,11.48 mm,46.99 mm,80 g,,,
LOPAZ T800 Ultra Smartwatch Bluetooth Call Fitness Brac...,₹649,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/2/i/b/1-96-android-ios-t800-ultra-smartwatch-bluetooth-call-fitness-original-imagqzznbx5kwh3m.jpeg?q=70,https://www.flipkart.com/lopaz-t800-ultra-smartwatch-bluetooth-call-fitness-bracelet-magnetic-charging-g4/p/itm246f95e8103b2?pid=SMWGQZZNX2DC25TM&lid=LSTSMWGQZZNX2DC25TMLRYEGG&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_5_177&otracker=search&fm=organic&iid=en_SREeiI4ZWlgB_rW3zCdlgDfDSs5hWRnqtbWwmSXHy5r8pZfpTENwnEcTPElBUfKTfajxG4Qj1vnIAJ8khSJnyw%3D%3D&ppt=None&ppn=None&ssid=y164ud3hnk0000001738369045857&qH=87968ec020b2016b,2025-02-01 01:17:28,"1 Smartwatch, Strap, 1 Wireless Charger",T800 Ultra Smartwatch Bluetooth Call Fitness Bracelet Magnetic Charging G4,T800 Ultra Smartwatch Bluetooth Call Fitness Bracelet Magnetic Charging G4,silver,Square,Grey,Silicone,Free Size,Yes,No,"Fitness & Outdoor, Health & Medical, Notifier, Watchphone",Metal,Men & Women,Android & iOS,Grey,,"Accelerometer, Gyroscope, Proximity Sensor",,yes,Vibrate,120 min,2,Yes,Wireless Charger,Yes,Yes,Yes,,10 m,BT Calling,1080 pixel,1.96 mm,Yes,Yes,Yes,Yes,yes,Yes,Yes,yes,yes,,Yes,,,,,,10 m,,,Lithium Ion,,"4 sensors: Gravity sensor, pedometer sensor, heart rate sensor (HRS3300), and SPO2 sensor., Bluetooth Calling: make and answer calls directly via a smartwatch",,,,,,,,,,4,,"Multi-functions: Step counting, distance measurement, calorie consumption management, sleep monitoring, time display, incoming call reminder, intelligent alarm clock, heart rate, blood pressure, blood oxygen, intelligent remote control camera, prevent the loss, information push (WeChat, QQ, SMS, Facebook, Twitter), event reminder.",HD,,,,Yes,"1.99 inch Large TFT screen with 320*386 pixels offers a very clear display with super bright colors., Bright Screen Time Setting: Support, Set in the App. Can set 5s, 10s, and 15s to automatically turn off the screen.",,,Yes,,Multi Language,3,,,,,,,,,,,,,,,,,
JOKIN T800 Ultra smartwatch Bluetooth Call Fitness Brac...,₹649,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/i/0/n/1-99-android-ios-t800-ultra-biggest-display-smart-watch-with-bt-original-imagppngk3nfwv7n.jpeg?q=70,https://www.flipkart.com/jokin-t800-ultra-smartwatch-bluetooth-call-fitness-bracelet-magnetic-charging-g4/p/itm3f3dd6ee2c869?pid=SMWGQMWQCG3TGCJP&lid=LSTSMWGQMWQCG3TGCJPIWLBBH&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_5_181&otracker=search&fm=organic&iid=en_SREeiI4ZWlgB_rW3zCdlgDfDSs5hWRnqtbWwmSXHy5pjrAi9wrccPhhLvM1KX3DpqqfG9esJ8gShoJTPGdEwHg%3D%3D&ppt=None&ppn=None&ssid=y164ud3hnk0000001738369045857&qH=87968ec020b2016b,2025-02-01 01:17:28,"1 Smartwatch, Strap, 1 Wireless Charger",T800 Ultra smartwatch Bluetooth Call Fitness Bracelet Magnetic Charging G4,T800 Ultra smartwatch Bluetooth Call Fitness Bracelet Magnetic Charging G4,Silver,Square,Orange,Silicone,Free Size,Yes,No,"Fitness & Outdoor, Health & Medical, Notifier, Watchphone",Metal,Men & Women,Android & iOS,Orange,,"Accelerometer, Gyroscope, Proximity Sensor",,yes,Vibrate,120 min,3 days,Yes,Wireless Charger,Yes,Yes,Yes,,10 m,BT Calling,1080 pixel,49 mm,Yes,Yes,Yes,Yes,yes,Yes,Yes,yes,yes,,Yes,,,,,,10 m,,,Lithium Ion,,,,,,,,,,,,4,,"Multi-functions: Step counting, distance measurement, calorie consumption management, sleep monitoring, time display, incoming call reminder, intelligent alarm clock, heart rate, blood pressure, blood oxygen, intelligent remote control camera, prevent the loss, information push (WeChat, QQ, SMS, Facebook, Twitter), event reminder.",HD,,,,Yes,"1.99 inch Large TFT screen with 320*386 pixels offers a very clear display with super bright colors., Bright Screen Time Setting: Support, Set in the App. Can set 5s, 10s, and 15s to automatically turn off the screen.",,,Yes,,Multi Language,3,,,,,,,,,,,,,,,,,
"WTG PF9 Series 1.39"" AMOLED Display Music & Fitness BT ...","₹1,463",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/6/h/y/39-gen-nine-new-watch-0004-android-ios-wtg-yes-original-imah33rbg5shhmju.jpeg?q=70,https://www.flipkart.com/wtg-pf9-series-1-39-amoled-display-music-fitness-bt-calling-luxury-design-girls-smartwatch/p/itm79d83b7cb9058?pid=SMWGXNAHN8GFGWCD&lid=LSTSMWGXNAHN8GFGWCDMYFOSK&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_5_185&otracker=search&fm=organic&iid=684ffd96-cc52-45f6-85ae-2a18b68a38cb.SMWGXNAHN8GFGWCD.SEARCH&ppt=None&ppn=None&ssid=y164ud3hnk0000001738369045857&qH=87968ec020b2016b,2025-02-01 01:17:28,1 smart watch,GEN-9-ROUND-DIAL-WT-SMT002,"PF9 Series 1.39"" AMOLED Display Music & Fitness BT Calling Luxury Design girls",Rose Gold,Round,Brown,Stainless steel,Regular Size,Yes,No,Notifier,Super Amoled,Women,Android & iOS,"Rose Gold, Pink",Clip on,Heart rate::Fitness tracking,All smartphone,Notifications: Receive,Vibrate and ringing,120 min,5 Days,Yes,Wireless Charging,Yes,Yes,Yes,Yes,10 m,Call Notifications,380x380 pixel,39 mm,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,yes,"Answer call, Change music, reject call",Yes,6 Month of Manufacturing,Contact Support: wowstoresent@gmail.com,Manufacturing Defect,physical damaged,6 Months,0.5 m,10 m,10 hr,Lithium Polymer,72 hr,Water-Resistant Desig,Android and ios,1 GB,,snapdragon,,1 GB,,No,No,5.0,Lefun Health,Remote Camera Contr,AMOLED,yes,,open camera with aap,Yes,"600 Nits Brightness, Sunlight proof",No,"1. Multi-function sports mode, Sleep monitor, Pedometer",No,No,English & more,3,"Weather, Calculator, Slide Section",Noise cancellation,Mp3,,,100 dB,,,,,,,,,,0 Months,
"Boult Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brigh...","₹1,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/n/h/q/-original-imagzv6hnnyepyad.jpeg?q=70,https://www.flipkart.com/boult-drift-bluetooth-calling-1-85-hd-500nits-brightness-150-watchfaces-spo2-smartwatch/p/itme171ba9906c5f?pid=SMWGZSX59YCAZRSX&lid=LSTSMWGZSX59YCAZRSXO7QMKO&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_5_189&otracker=search&fm=organic&iid=684ffd96-cc52-45f6-85ae-2a18b68a38cb.SMWGZSX59YCAZRSX.SEARCH&ppt=None&ppn=None&ssid=y164ud3hnk0000001738369045857&qH=87968ec020b2016b,2025-02-01 01:17:28,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift +,"Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brightness, 150+ Watchfaces, SpO2",Multicolour,Rectangle,Pink,Silicone,Free Size,Yes,Yes,Fitness & Outdoor,,Women,Android & iOS,Peach fuzz,,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,Yes,Yes,No,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",240 x 280 Pixels,1.85 Inch,No,Yes,Yes,Yes,Date and Time,No,Yes,1 Speaker,Yes,,Yes,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",1 Year,1.5 m,,,Lithium Ion,600 Hr,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.85inch 500 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie count",,,,,,,,No,No,,,,TFT,,,,Yes,High Brightness,No,100+ Workout Modes,No,No,"English (Default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,"Bluetooth Calling, 1.85inch 500 Nits High Brightness Display, Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 100+ Workout Modes, Sleep Tracking, Weather Details, Find My Phone, Multiple Fun Mini Games",,,,,,,,,37.28 mm,10.75 mm,44.17 mm,,42 g,,,
"boAt Lunar Discovery w/ Turn by Turn Navigation, 3.53 c...","₹1,549",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/k/d/s/-original-imah5upygruefwny.jpeg?q=70,https://www.flipkart.com/boat-lunar-discovery-w-turn-navigation-3-53-cm-hd-display-bt-calling-smartwatch/p/itmfacb4300bc4e8?pid=SMWH44GETZFNZ8YH&lid=LSTSMWH44GETZFNZ8YH3GHJE2&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_5_193&otracker=search&fm=organic&iid=684ffd96-cc52-45f6-85ae-2a18b68a38cb.SMWH44GETZFNZ8YH.SEARCH&ppt=None&ppn=None&ssid=y164ud3hnk0000001738369045857&qH=87968ec020b2016b,2025-02-01 01:17:28,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Lunar Discovery,"Lunar Discovery w/ Turn by Turn Navigation, 3.53 cm HD Display & BT Calling",,Round,Black,Stainless steel,Free Size,Yes,Yes,Fitness & Outdoor,,Men & Women,Android & iOS,Black Metal,,"HR, SpO2, G-sensor",,,,,7 Days,,,Yes,Yes,,,,,240 x 240 pixel,35.3 mm,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,Physical Damages,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noise Colorfit Icon 2 1.8'' Display with Bluetooth Call...,"₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/o/c/a/-original-imah76jszpjhp2yr.jpeg?q=70,https://www.flipkart.com/noise-colorfit-icon-2-1-8-display-bluetooth-calling-ai-voice-assistant-smartwatch/p/itm8229e27c1df28?pid=SMWGEH7VV8B3H8Y6&lid=LSTSMWGEH7VV8B3H8Y6ZUQIYO&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_5_197&otracker=search&fm=organic&iid=en_SREeiI4ZWlgB_rW3zCdlgDfDSs5hWRnqtbWwmSXHy5oK5U957d7Gzn30468iGu_wjzSj--3EpJaJcFIGODOPGMsrgPW5YLzJU0_H6_RHKR0%3D&ppt=None&ppn=None&ssid=y164ud3hnk0000001738369045857&qH=87968ec020b2016b,2025-02-01 01:17:28,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfiticon2-std-blu_blu,"Colorfit Icon 2 1.8'' Display with Bluetooth Calling, AI Voice Assistant",Blue,Rectangle,Blue,Silicone,Regular,Yes,Yes,Fitness & Outdoor,Polycarbonate,Men & Women,Android & iOS,Blue,Buckle,"Heart Rate, SpO2","iPhone, Android Smartphones","Smart Notifications (Calls, Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts)",Vibration,,Upto 7 days,Yes,Magnetic Charger,Yes,Yes,Yes,Yes,10 m,"Reject Calls, Take Calls, Speed Dial",240 x 286 pixel,1.8 inch,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Change Music, Answer Calls",Yes,1 Year Manufacturer Warranty,Contact - productfeedback@nexxbase.com | support.gonoise.com | +91 8882132132,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹1,099",4.1,Data not available,Image not available,URL not available,2025-02-01 01:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:18:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-01 01:18:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift Max 2.01''HD Screen,BT Calling, Working Cro...","₹1,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/5/u/s/-original-imah8xv5bjyppg6q.jpeg?q=70,https://www.flipkart.com/boult-drift-max-2-01-hd-screen-bt-calling-working-crown-complete-health-track-ip68-smartwatch/p/itm41b5b7a847d77?pid=SMWH6PTYSTM6EEWP&lid=LSTSMWH6PTYSTM6EEWPDGY9ZJ&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_6_201&otracker=search&fm=organic&iid=en_1mE2LTj0c59gDFW9By9-YmmKf-o7dpQe5fIQwcLSahkUp_6dU136a--lAo7Z1WqcRNtcHuQi7-UvglZ2KXretPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=b1c49j9j5s0000001738369124280&qH=87968ec020b2016b,2025-02-01 01:18:46,"Smartwatch, Charging Cable, Warranty Card, User Manual",Drift Max,"Drift Max 2.01''HD Screen,BT Calling, Working Crown, Complete Health Track, IP68",Multicolour,Square,Silver,Stainless steel,Free Size,Yes,Yes,Fitness & Outdoor,Zinc Alloy,Men & Women,Android & iOS,Silver,,"Real Heart rate, SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails, Water Drink reminder, sedentary reminder, Alarm Clock, Low battery reminder",Vibrate,150 min,Upto 5 days,Yes,Magnetic Charging Cable,Yes,Yes,No,No,10 m,"Pick up incoming calls, reject incoming calls, dial, Dedicated Speaker and Mic, AI voice assistant",240x296 Pixel,2 inch,No,Yes,Yes,Yes,Date and Time,No,Yes,1 Speaker,Yes,Wrist to Screen Wake,Yes,1 Year Warranty from the date of purchase,Repair or Replace,Any kind of technical issue,"Physical damage, loss of smartwatch or any accessories.",1 Year,1 m,,,Lithium Polymer,480 hr,"Remote Camera, 150+ Watch Faces with Custom watch faces, 2.0inch 1000 Nits High Brightness Display​, 120+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie’s count",,,,,,,,,No,v5.2,,,HD,,,,Yes,1000 Nits High Brightness,No,120+ Workout modes,No,No,English,2,"Bluetooth Calling, 2.0inch 1000 Nits High Brightness Display​ with 240x296 display resolution , Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 120+ Workout Modes, Sleep Tracking, Intelligent AI Voice assistance, Weather Details, Find My Phone, Other Functions : Alarm clock, Stopwatch, Timer, DND, Flashlight & more.",,,,,,,,,48 mm,11 mm,39 mm,,50 g,,,
GETECH T10 Ultra Series 8 Smartwatch Bluetooth Call Bra...,₹699,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/d/o/j/49-t10-black-8-android-ios-getech-yes-original-imah887yuhbpzyq7.jpeg?q=70,https://www.flipkart.com/getech-t10-ultra-series-8-smartwatch-bluetooth-call-bracelet-magnetic-charging-s7/p/itm95316dd708028?pid=SMWH875ZPCSN4YP4&lid=LSTSMWH875ZPCSN4YP4Y0CSNY&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_6_205&otracker=search&fm=organic&iid=a1d0e1fb-6ffc-418f-a8ae-2558aeec15e1.SMWH875ZPCSN4YP4.SEARCH&ppt=None&ppn=None&ssid=b1c49j9j5s0000001738369124280&qH=87968ec020b2016b,2025-02-01 01:18:46,1 smartwatch,T10=black 8,T10 Ultra Series 8 Smartwatch Bluetooth Call Bracelet Magnetic Charging S7,Silver,Square,Black,Silicone,Free Size,Yes,Yes,Watchphone,ZINC Alloy,Men & Women,Android & iOS,Black,Clip on,Aaclerometer,Mobile,All,Vibrate,40 min,2 Year,Yes,Wirlees,Yes,Yes,Yes,Yes,20 m,All,320X320 pixel,49 mm,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,All,Yes,NA,NA,NA,NA,0 Months,50 m,3000 m,48 hr,Lithium,72 hr,Noise cancelltion,Mobile,512 MB,2 core,AS80,800,500 MB,1 GB,Yes,Yes,2.1,Hiwatch pro,Bluetooth,AMOLED,NA,0.1 MP,NA,Yes,Raise to wake,Yes,Sleep Tracking,Yes,Yes,English,3,Barometer,Noise cancelltion,mp3,NA,AVI,80 dB,HD,HD,Music,44 mm,49 mm,14 mm,44 mm,100 g,25 g weight box,0 Months,
Amgen DZ09 S 0.009 phone Smartwatch,"₹1,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/jj8vyq80/smartwatch/a/x/q/dz09-s-0-009-amgen-original-imaf6vazzqyggzbv.jpeg?q=70,https://www.flipkart.com/amgen-dz09-s-0-009-phone-smartwatch/p/itm0bb68de142f7d?pid=SMWF6UYHJQXNPAXQ&lid=LSTSMWF6UYHJQXNPAXQXBSB6O&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_6_209&otracker=search&fm=organic&iid=a1d0e1fb-6ffc-418f-a8ae-2558aeec15e1.SMWF6UYHJQXNPAXQ.SEARCH&ppt=None&ppn=None&ssid=b1c49j9j5s0000001738369124280&qH=87968ec020b2016b,2025-02-01 01:18:46,"One Smartwatch, One USB Charging Cable",DZ09 S 0.009,DZ09 S 0.009 phone,Silver,Square,Black,Silicone,Free Size,Yes,No,Watchphone,stainless steel,Men & Women,Android,Black,Rubber Strap Clip on,"Accelerometer, Gyroscope, Proximity Sensor",All Smartphone /tablet,Push Notification,Viberation,,2Days,Yes,USB Cable,Yes,Yes,Yes,Yes,,Yes,320*320 pixel pixel,44 mm,Yes,,,,Date & Time,Yes,Yes,1Speaker,1Microphone,,,"Limited to Manufacturing Defects ,6 Months Warranty",Replacement,,,6 Months,,,20 hr,Lithium Ion,72 hr,"Passometer, Sleep Tracker, Message Reminder, Call Reminder, Answer Call, Dial Call, Remote Control, Push Message, Altitude Meter.",Possible Fork Android,512 MB,,MTK6260A 533 MHz CPU,,,32 GB,,,v4.0,Available,You can connect this smart band to your smartphone using Bluetooth and get the details of our daily activities on your smartphone.Browser and internet connectivity available,TFT LED,,1.9 MP,"Click Pictures ,video recording",Yes,"Remote Camera, Barometer, Pedometer, Alarm Clock, Stopwatch, Phonebook, Make Calls, recive calls, sms, anti lost, calculator",Yes,"with Sedentary reminder, Vibration, Calendar, Calculator,Clock, Stopwatch, voice recorder",,,,1,"Passometer, Sleep Tracker, Message Reminder, Call Reminder, Answer Call, Dial Call, Remote Control, Push Message, Altitude Meter.","voice recording,noise cancelation",MP3 / MP4 local playback; Bluetooth music playing,Recording and playback,,,,,All Android PhoneAndroid wearWatchphone,58 mm,39 mm,12 mm,,55 g,,,Android and IOS
Giskat T800 Ultra Full screen Smart Watch Series 8 4G N...,₹599,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/r/p/g/49-ultra-t800-smart-watch-android-ios-gunjan-sales-yes-original-imah7qkemgch8n5d.jpeg?q=70,https://www.flipkart.com/giskat-t800-ultra-full-screen-smart-watch-series-8-4g-network-smartwatch/p/itmb6902b505466d?pid=SMWH8J2CQYV3Y4GG&lid=LSTSMWH8J2CQYV3Y4GGRZF8UI&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_6_213&otracker=search&fm=organic&iid=a1d0e1fb-6ffc-418f-a8ae-2558aeec15e1.SMWH8J2CQYV3Y4GG.SEARCH&ppt=None&ppn=None&ssid=b1c49j9j5s0000001738369124280&qH=87968ec020b2016b,2025-02-01 01:18:46,1 x smart watch Set,T800 Ultra Smart watch,T800 Ultra Full screen Smart Watch Series 8 4G Network,,Square,Black,Silicone,Free Size,Yes,Yes,Watchphone,Aluminium,Men & Women,Android & iOS,Black,,"Accelerometer, Gyroscope, Proximity Sensor",,"Calendar Reminder, Missed Call Notification","Ringer, Vibration",60 min,3 Days,Yes,Wireless,Yes,Yes,Yes,Yes,,"Mute Calls, Reject Calls, Take Calls, Speed Dial",320 x 320 pixel,49 44,Yes,Yes,Yes,Yes,Date & Time,Yes,Yes,Yes,Yes,,,,,,,,,,72 hr,Lithium Ion,72 hr,,,,,,,,,,,,,,AMOLED,,,,Yes,"Additional Features are Blood oxygen and Blood Pressure Monitor, Multisports modes, Sedentary Reminder, Find Phone, Bluetooth, and many more. This smartwatch has a 400 mAh battery capacity with 2-3 days of normal usage and 7 days of standby time.",Yes,,,,,3,,,,,,,,,,,,,,,,,
