title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Color,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Water Resistance Depth,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Sensor,Compatible Device,Notification,Notification Type,Battery Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Stand By Time,Other Features,Call Function,Bluetooth,GPS,Messaging Support,Bluetooth Version,Email Support,Operating Range,Call Features,Display Resolution,Display Size,Display Type,Backlight Display,Scratch Resistant,Other Display Features,Calorie Count,Step Count,Heart Rate Monitor,Altimeter,Other Fitness Features,Date & Time Display,Compass,Calendar,Alarm Clock,Chronograph,Language,Number of Buttons,Other Watch Functions,Speaker,Microphone,Gesture Control,Voice Control,Width,Height,Thickness,Weight,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Closure,Wi-Fi,Third Party App Support,Other Connectivity Features,Other Camera Features,Audio Features,Diameter,Maximum Operating Altitude,Talk time,Operating System,RAM,Internal Memory,Flash,Speaker Volume,International Warranty,Other Multimedia Features,Number of Cores,Supported Audio Format,Other Dimensions,Processor Name,Processor Speed,Compatible Operating System,Video Features,Supported Video Format,HD Recording,HD Playback,Primary Camera,Expandable Memory
"Noise Icon 4 with Stunning 1.96'' AMOLED Display, Metal...","₹1,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/x/l/2/-original-imah6s6ps2qqg67c.jpeg?q=70,https://www.flipkart.com/noise-icon-4-stunning-1-96-amoled-display-metallic-finish-bt-calling-smartwatch/p/itm2300420ac9f28?pid=SMWGWZVPGGTDVZRG&lid=LSTSMWGWZVPGGTDVZRGOCH4NS&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_1_33&otracker=search&fm=organic&iid=079a2e73-958b-4b3e-a5f6-db65cdccbf4a.SMWGWZVPGGTDVZRG.SEARCH&ppt=None&ppn=None&ssid=gkpot4zxyo0000001738686501662&qH=87968ec020b2016b,2/5/2025 17:28,1 smartwatch,wrb-sw-colorfiticon4-std-gld_blk,"Icon 4 with Stunning 1.96'' AMOLED Display, Metallic Finish, BT Calling",Gold,Rectangle,Black,Silicone,Regular,Yes,Yes,,Fitness & Outdoor,Polycarbonate,Men & Women,Android & iOS,Midnight Gold,"Heart Rate, SpO2",,Yes,,,,Upto 7 days,Yes,,,,Yes,Yes,,,,,10 m,,410 x 502 pixel,49.784 mm,AMOLED,,,,Yes,Yes,Yes,,,Yes,,,Yes,,,,,Yes,Yes,,,,,,,1 Year Manufacturer Warranty,Contact - help@nexxbase.com | support.gonoise.in | +91 8882132132,Manufacturing Defects,Physical Damage,1 Year,Buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Trail 2.01"" 3D Curved HD Display, Working Crown, ...","₹1,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/l/z/v/-original-imahyxqdgfwwsdgz.jpeg?q=70,https://www.flipkart.com/boult-trail-2-01-3d-curved-hd-display-working-crown-190-watch-faces-health-track-smartwatch/p/itm69268aeb3e215?pid=SMWHYJMVCQB29Y66&lid=LSTSMWHYJMVCQB29Y6671LUJZ&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_1_37&otracker=search&fm=organic&iid=en_uhnrx6f1h2MBHn7SIldWocg_oIyO8Sgye-9CFwkKStvOyLcgBW3_unIEPIlVdgf2N_c-JxDdHuR54fjI2X8iOInfEY2D5bWfIUmTlXs_oiU%3D&ppt=None&ppn=None&ssid=gkpot4zxyo0000001738686501662&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Charging Cable, Warranty Card, User Manual",Trail,"Trail 2.01"" 3D Curved HD Display, Working Crown, 190+ Watch Faces, Health Track",,Square,Green,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,,Men & Women,Android & iOS,Jade Green,"Real Heart Rate, SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,Lithium Polymer,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,,"World Clock, Remote Camera, 190+ Watch Faces with Custom Watch Faces, 2.01 inch Display?, 120+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calories Count",Yes,Yes,No,No,v5.3,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",240 x 296 Pixel,51.054 mm,IPS HD,Yes,No,"3D Curved Glass, IPS Screen",Yes,Yes,Yes,No,120+ Workout Modes,Date and Time,No,No,Yes,No,English (Default),1,"Bluetooth Calling, 2.01inch? with 240 x 296 Display Resolution, Working Crown, Complete Health Monitoring, Female Cycle Tracker, 190+ Cloud Watch Faces with Custom Watch Face, 120+ Workout Modes, Sleep Tracking, Intelligent AI Voice Assistance, Weather Details, Find My Phone, Remote Camera Option, Other Functions : Alarm Clock, Stopwatch, Timer, DND, Flashlight & More",Yes,Yes,Raise to Wake,Yes,38.1 mm,48.1 mm,12.9 mm,49.5 g,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",1 Year,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹1,099",4,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2/5/2025 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brigh...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/e/e/p/-original-imah8mtwtmmxa47x.jpeg?q=70,https://www.flipkart.com/boult-drift-bluetooth-calling-1-85-hd-500nits-brightness-150-watchfaces-spo2-smartwatch/p/itm9aab07df7f268?pid=SMWGMH4JA69PG4TF&lid=LSTSMWGMH4JA69PG4TF75UAZN&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_2_41&otracker=search&fm=organic&iid=en_OkxIk7UsrZa1HW571OE8NMGIeNl-c4BhaQkA_vFKaHNQIll6Pa7sOkEyGAtfHYRADkJiK0KAyVoBicHEcdhZWQ%3D%3D&ppt=None&ppn=None&ssid=4i8t1ppw9c0000001738686532674&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift +,"Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brightness, 150+ Watchfaces, SpO2",Multicolour,Rectangle,Black,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,,Men & Women,Android & iOS,Jet Black,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,Lithium Ion,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,600 Hr,"Remote Camera, 150+ Watch Faces with Custom watch faces, 1.85inch 500 Nits High Brightness Display, 100+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie count",Yes,Yes,No,No,,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",240 x 280 Pixels,1.85 inch,TFT,Yes,No,High Brightness,Yes,Yes,Yes,No,100+ Workout Modes,Date and Time,No,No,Yes,No,"English (Default), Chinese, Traditional Chinese, German, Korean, Spanish, Japanese, French, Russian, Arabic, Ukrainian, Italian, Portuguese",,"Bluetooth Calling, 1.85inch 500 Nits High Brightness Display, Complete Health Monitoring, Female Cycle Tracker, 150+ Cloud Watch faces with custom watch face, 100+ Workout Modes, Sleep Tracking, Weather Details, Find My Phone, Multiple Fun Mini Games",1 Speaker,Yes,,Yes,37.28 mm,10.75 mm,44.17 mm,42 g,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",1 Year,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
"beatXP Unbound Neo 1.8"" Super AMOLED Display, BT Callin...",₹999,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/f/c/2/45-72-bxio3001-bxsm3001-android-ios-beatxp-yes-original-imagymykg87rd6p2.jpeg?q=70,https://www.flipkart.com/beatxp-unbound-neo-1-8-super-amoled-display-bt-calling-500nits-brightness-smartwatch/p/itm3f6a3dcb89d27?pid=SMWGN9HQBYG3GVSX&lid=LSTSMWGN9HQBYG3GVSXLHNQJS&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_2_45&otracker=search&fm=organic&iid=3a43911d-1e46-4957-9bb6-80aeb52ef8eb.SMWGN9HQBYG3GVSX.SEARCH&ppt=None&ppn=None&ssid=4i8t1ppw9c0000001738686532674&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Charging Cable, User's Manual, Warranty Card, Offer Card, Features Card",BXIO3001/BXSM3001,"Unbound Neo 1.8"" Super AMOLED Display, BT Calling, 500nits Brightness",,Rectangle,Black,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Electric Black,Health & SpO2 Monitoring,,,,,,Upto 5 Days,,,,,Yes,Yes,,,,,,,368*448 pixel,45.72 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Trail Pro 2.01''3D Curved Display, 600Nits, 250+ ...","₹1,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/7/j/s/-original-imah8nz3pptay2dd.jpeg?q=70,https://www.flipkart.com/boult-trail-pro-2-01-3d-curved-display-600nits-250-watch-faces-health-track-ip68-smartwatch/p/itm316c457451d80?pid=SMWH82VTDGR5F5DH&lid=LSTSMWH82VTDGR5F5DHN07SJH&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_2_49&otracker=search&fm=organic&iid=3a43911d-1e46-4957-9bb6-80aeb52ef8eb.SMWH82VTDGR5F5DH.SEARCH&ppt=None&ppn=None&ssid=4i8t1ppw9c0000001738686532674&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, User Manual, Charging Cable, Warranty Card",BA-FK-Trail Pro-Jet Black,"Trail Pro 2.01''3D Curved Display, 600Nits, 250+ Watch Faces, Health Track, IP68",,Square,Black,Stainless steel,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,,Men & Women,Android & iOS,Jet Black,"Real Heart Rate, SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,Lithium Polymer,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,,"World Clock, Remote Camera, 190+ Watch Faces with Custom Watch Faces, 2.01inch Display?, 120+ Sports Modes, Health Monitor- 24 x 7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calorie�s Count",Yes,Yes,No,No,v5.3,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",240 x 296 Pixels,51.054 mm,AMOLED,Yes,No,"3D Curved Glass, IPS Screen",Yes,Yes,Yes,No,120+ Workout Modes,Date and Time,No,No,Yes,No,English (Default),1,"Bluetooth Calling, 2.01inch? with 240x296 display resolution, Working Crown, Complete Health Monitoring, Female Cycle Tracker, 190+ Cloud Watch faces with custom watch face, 120+ Workout Modes, Sleep Tracking, Intelligent AI Voice assistance, Weather Details, Find My Phone, Remote Camera option, Other Functions : Alarm clock, Stopwatch, Timer, DND, Flashlight & more.",Yes,Yes,Raise to Wake,Yes,38.1 mm,48.1 mm,12.9 mm,49.5 g,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",1 Year,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
PunnkFunnk T800 ultra Series 8 smart watch with AI assi...,₹590,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/k/v/49-fl-t800-grey-fg-android-ios-punnkfunnk-yes-original-imah7jyuegbpfzez.jpeg?q=70,https://www.flipkart.com/punnkfunnk-t800-ultra-series-8-smart-watch-ai-assistant-bluetooth-calling-fitness-smartwatch/p/itmaf79124c27487?pid=SMWGTYRH4HYTHEBZ&lid=LSTSMWGTYRH4HYTHEBZO7ZAXW&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_2_53&otracker=search&fm=organic&iid=3a43911d-1e46-4957-9bb6-80aeb52ef8eb.SMWGTYRH4HYTHEBZ.SEARCH&ppt=None&ppn=None&ssid=4i8t1ppw9c0000001738686532674&qH=87968ec020b2016b,2/5/2025 17:28,1,Fl_ T800 Grey-FG,"T800 ultra Series 8 smart watch with AI assistant, bluetooth calling and fitness",Gold,Rectangle,Grey,Silicone,2 Inch Large Sunlight Proof Display,Yes,Yes,0.5 m,"Fitness & Outdoor, Health & Medical",Stainless Steel Super Amoled display,Men,Android & iOS,Grey,Fitness Health sports tracker,Samsung iPhone VIVO OPPO MI POCO NOKIA MOTOROLA One Plus,"Call reminder, SMS Reminder, Health and fitness reminder, App notifications, Alarm and calendar reminder",vibrate and ringing,Lithium Polymer,100 min,2 Days Max after all things used but Normal 5 Days Battery run Proper,Yes,Wireless Charger,50 hr,25+ Apps always on display feature Music Camera Operate,Yes,Yes,No,No,5,No,10 m,"Take Calls, Reject, Missed Calls, Dial Pad, Contacts",300X300 pixel,49 mm,AMOLED,Yes,Yes,"Sunlight Proof display, 2 Inch Large Display, All words & apps clearly view no small app no small word, Amoled display",Yes,Yes,Yes,No,"Heart rate, Blood pressure, Blood oxygen, Time display, Step counting,Calories Distance, with game",Yes,No,Yes,Yes,No,English,3,"Heart rate, Blood pressure, Blood oxygen, Time display, Step counting,Calories Distance,, BT call?Play music?Messages reminder?Pedometer?Distance?Calories?Sleep monitoring?Heart rate?Calendar?Raise-to-wake?Intelligent
voice?Call records?SMS?Alarm?Remote camera?Dial?Phone book?Calculator?Clock?Ringtone settings,body temperature monitor
Waterproof: IP67 Waterproof",Yes,Yes,"Make Calls, Answer Calls, Mute Rejects Calls, Missed calls show, Contacts",Yes,,,,,3 month warranty,NA,Manufacturing Defects,Physical Damage,3 Months,yes,No,,App and Bluetooth,remote Sutter,Noise Cancellation,,10 m,1 hr,Android and ios,768 MB,2 GB,yes,"Low 40 dB, Medium 60 dB, High 100 dB",1 Months,,,,,,,,,,,,,
"Boult Drift BT Calling HD Display, 140+ Watchfaces, Com...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/t/f/b/-original-imah8mtvdugzm4yd.jpeg?q=70,https://www.flipkart.com/boult-drift-bt-calling-hd-display-140-watchfaces-complete-health-monitoring-smartwatch/p/itmfb17bcbb4e204?pid=SMWGMHUGERGB5YXD&lid=LSTSMWGMHUGERGB5YXD5XBFU7&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_2_57&otracker=search&fm=organic&iid=en_OkxIk7UsrZa1HW571OE8NMGIeNl-c4BhaQkA_vFKaHOKB_wj21F8blsc2DJriUFHrPmg1gHaI4GqhjUtBZ1kxA%3D%3D&ppt=None&ppn=None&ssid=4i8t1ppw9c0000001738686532674&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift,"Drift BT Calling HD Display, 140+ Watchfaces, Complete Health Monitoring",,Rectangle,Beige,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,ABS,Women,Android & iOS,Beige,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails",Vibrate,Lithium Polymer,60 min,Upto 7 Days,Yes,Magnetic Charging Cable,288 Hr,"Fun Mini Games, Remote Camera, Custom Watch Face Option, 150+ watch faces, 500 nits high brightness display, Multiple Sports Modes",Yes,Yes,No,No,v5.0,,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial",240 x 280 Pixels,1.69 Inch,TFT,Yes,No,High Brightness,Yes,Yes,Yes,No,60 Workout Modes,Date and Time,No,No,Yes,No,English,1,"Female Cycle Tracker, Multiple Workout Modes, Sleep Tracking, Weather Details, Find Phone",1 Speaker,Yes,,Yes,35.78 mm,44.17 mm,11.6 mm,45 g,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",1 Year,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boult Drift BT Calling HD Display, 140+ Watchfaces, Com...","₹1,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/9/a/w/-original-imah8mtk5qagwhhz.jpeg?q=70,https://www.flipkart.com/boult-drift-bt-calling-hd-display-140-watchfaces-complete-health-monitoring-smartwatch/p/itm8e3a483f91c22?pid=SMWGMHUGET5DCJ3C&lid=LSTSMWGMHUGET5DCJ3CEHZXG3&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_2_61&otracker=search&fm=organic&iid=en_OkxIk7UsrZa1HW571OE8NMGIeNl-c4BhaQkA_vFKaHNh9JWMStQGrqqeaICthIBudtzZxe4yRgN_bFYLubft3Q%3D%3D&ppt=None&ppn=None&ssid=4i8t1ppw9c0000001738686532674&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift,"Drift BT Calling HD Display, 140+ Watchfaces, Complete Health Monitoring",Multicolour,Rectangle,Green,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,ABS,Men & Women,Android & iOS,Green,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,"Social Media, Messages, Incoming Calls, Emails",Vibrate,Lithium Polymer,60 min,Upto 7 Days,Yes,Magnetic Charging Cable,288 Hr,"Fun Mini Games, Remote Camera, Custom Watch Face Option, 150+ watch faces, 500 nits high brightness display, Multiple Sports Modes",Yes,Yes,No,No,v5.0,,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial",240 x 280 Pixels,1.69 Inch,TFT,Yes,No,High Brightness,Yes,Yes,Yes,No,60 Workout Modes,Date and Time,No,No,Yes,No,English,1,"Female Cycle Tracker, Multiple Workout Modes, Sleep Tracking, Weather Details, Find Phone",1 Speaker,Yes,,Yes,35.78 mm,44.17 mm,11.6 mm,45 g,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",1 Year,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
"CMF by Nothing Watch Pro 2, 1.32"" AMOLED, auto-brightne...","₹4,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/y/q/h/-original-imah2gmfunhhascz.jpeg?q=70,https://www.flipkart.com/cmf-nothing-watch-pro-2-1-32-amoled-auto-brightness-gesture-control-3d-warmup-guide-gps-smartwatch/p/itm51681954b749e?pid=SMWHFYQBHSTTJ8ER&lid=LSTSMWHFYQBHSTTJ8ERH0MVQK&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_2_65&otracker=search&fm=organic&iid=3a43911d-1e46-4957-9bb6-80aeb52ef8eb.SMWHFYQBHSTTJ8ER.SEARCH&ppt=None&ppn=None&ssid=4i8t1ppw9c0000001738686532674&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Charging Line, User Guide & Safety Information and Warranty Information",D398,"Watch Pro 2, 1.32"" AMOLED, auto-brightness,Gesture Control, 3D warmup guide,GPS",,Round,Grey,Silicone,Free Size,Yes,Yes,1.5 m,"Fitness & Outdoor, Health & Medical, Notifier, Safety & Security, Watchphone",Metal Aluminum Alloy,Men & Women,Android & iOS,Dark Grey,"Accelerometer Sensor, Ambient Light Sensor, Heart Rate & SpO2 Blood Oxygen Saturation Sensor","All Andriod 8 or Above Devices, All iOS 13 or Above Devices","Smart Notifications (Calls, Text, Email, Social Media App Alerts, Weather, Alarm Clock, Calendar Alerts)",Vibration,Lithium Polymer,100 min,11 Day,Yes,USB Cable,264 Hr,,Yes,Yes,Yes,No,v5.3,,10 m,"Receive incoming call signal, display incoming call reminder; can hang up the phone, Missed calls have message reminders, Incoming call reminder has higher priority than other reminders",466 x 466 Pixels,33.5 mm,AMOLED,Yes,,AMOLED Display with upto 620nits brightness,Yes,Yes,Yes,,"Training goals, Heart Rate, Warm-up exercises, 24-hour heart rate/SpO? monitoring, Smart Sleep Algorithm, Menstrual cycle tracking, All-day step count, Calories, Resting heart rate, Abnormal heart rate alert, Abnormal blood oxygen alert.","Date & Time display along with health metrics like step count, heartbeat, calories burned etc",Yes,Yes,Yes,,"English, Indian Hindi, Italian, German, French, Czech, Slovak, Polish, Romanian, Spanish, Thai, Indonesian, Filipino, Arabic, Hebrew, Japanese, Korean, Traditional Chinese, Simplified Chinese, Russian, Portuguese, Bulgarian",1,"Smart Movement Algorithm, Warm Up Exercises, Heart Rate, Fitness Data Integration, Multi System GPS, 120 Sports Modes with Smart Recognition, Smart Sleep Algorithm, Menstrual Cycle Tracking, Wellness Companion, Gesture Control",1 Speaker,1 Microphone,"Change Music, Answer Calls, Checking Weather, etc.",Yes,45 mm,45 mm,13.6 mm,48.1 g,1 year warranty provided from the date of purchase,Offsite,Manufacturing Defects,Physical Damages,1 Year,,,Full Support on CMF Watch App,,Control camera app to take pictures,,,,,,,,,,,,,,,,,,,,,,,
Fastrack Optimus2 Pro-1.43'' AMOLED|Advanced Blazing Fa...,"₹2,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/w/m/q/-original-imah5hztgfqkfwb9.jpeg?q=70,https://www.flipkart.com/fastrack-optimus2-pro-1-43-amoled-advanced-blazing-fast-ui-aod-metal-case-working-crown-smartwatch/p/itm7aa50ddb7212a?pid=SMWH3S4JYFPATZCV&lid=LSTSMWH3S4JYFPATZCVECIYWL&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_2_69&otracker=search&fm=organic&iid=3a43911d-1e46-4957-9bb6-80aeb52ef8eb.SMWH3S4JYFPATZCV.SEARCH&ppt=None&ppn=None&ssid=4i8t1ppw9c0000001738686532674&qH=87968ec020b2016b,2/5/2025 17:28,"Smartwatch, Charging Cable, Quick Start Guide",38153NP01,Optimus2 Pro-1.43'' AMOLED|Advanced Blazing Fast UI|AOD|Metal Case|Working Crown,,Round,Black,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,Metal Alloy,Men & Women,Android & iOS,Black,Heart Rate & SpO2,,"Call Notifications , Call Answer & Reject, Call Mute, Social Media Notifications, SMS Notifictaions, Other App Notification",Ring and Vibration,Lithium Polymer,120 min,Upto 5 Days,Yes,,,"1.43"" AMOLED Display with Bright Pixel Resolution,SingleSync BT Calling with Advanced Chipset, Calculator, AI Voice Assistant, 100+ Sports Modes, One Click Health Measurement, Auto Stress Monitor, 24x7 Heart Rate Monitor, SpO2 and Sleep Monitor with REM Sleep, Breathe Exercise, Alarm, Stopwatch and Timer, Notifications, Weather Display, Camera and Music Contro",Yes,Yes,No,Yes,v5.3,No,10 m,"Call Answer, Call Reject, Call Mute, Call Notifications, Quick Replies (Android)",466 x 466 Pixels,36.32 mm,AMOLED,Yes,No,550 Nits,Yes,Yes,Yes,No,"One Click Measurement, 24x7 HRM, Auto Stress, SpO2, Sleep Tracker, Women's Health, Activity Tracker, Breathe Exercise, 100+ Multisports",Yes,No,Yes,Yes,No,English,1,,Yes,Yes,No,Yes,52 mm,46 mm,11.5 mm,52 g,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,Physical Damage,1 Year,,No,Not Supported,,Camera Control,Music Control,,,,,,,,,,Music Control,,,,,,,,,,,,
