title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Series,Color,Display,Backlight,Panel Type,Resolution,Screen Resolution Type,Processor,Sales Package,Screen Form Factor,HD Standard,Display Screen Coating,Number of Colors,Maximum Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Power Consumption,Other Power Features,HDMI,VGA,Display Port,USB,Audio Out,Audio In,Other Connectivity Features,Operating Temperature,Non Operating Temperature,Storage Temperature,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,Plug and Play,HDCP Support,System Requirements,Other Features,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,DVI,Audio Jacks,Maximum 3D Refresh Rate,Touch Response Time,Operating Humidity Range,OSD Languages Supported,3D,Part Number
"ZEBRONICS 46.99 cm (18.5 inch) HD LED Backlit TN Panel HDMI, VGA Input, HD 1366 x 768, 16.7M Colors, G...","₹2,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/ktuewsw0/monitor/i/l/x/zeb-v19hd-led-hd-18-5-zeb-v19hd-led-zebronics-original-imag73hbg3zhz3zx.jpeg?q=70,https://www.flipkart.com/zebronics-46-99-cm-18-5-inch-hd-led-backlit-tn-panel-hdmi-vga-input-1366-x-768-16-7m-colors-glossy-panel-slim-design-wall-mountable-monitor-zeb-v19hd-led/p/itmcd404240dd818?pid=MONG6Z8GQEHKGZKF&lid=LSTMONG6Z8GQEHKGZKFNOT5TK&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=96659f01-4085-4c41-b099-1a33ec71a830.MONG6Z8GQEHKGZKF.SEARCH&ppt=None&ppn=None&ssid=wb9sxx7yu80000001739029886809&qH=08b5411f848a2581,2025-02-08 16:51:27,ZEB-V19HD LED,,Black,46.99 cm (18.5 inch) LED Display,LED Backlit Backlight,TN Panel,1366 x 768 pixels,HD,,"1 Monitor, Power Cord, VGA Cable, User Manual, Base",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",16:09,50000:1 (Dynamic),,,8 ms,,3 mm,,,,No,,,,No,No,No,No,,,,,,,Yes,Yes,No,,No,,,,,,,,,,,,,,No,,Yes,,,,44 mm,33.5 mm,46.9 mm,2.5 kg,,,,,1 year carry into service center,ZEB-V19HD LED,Any Physical Damage,1 Year,,,,,,,No,
"ZEBRONICS Pure Pixel 60.96 cm (24 inch) Full HD VA Panel with 250 nits brightness, HDMI, VGA, Ultra Sl...","₹6,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/z/i/6/zeb-ea124-full-hd-24-2024-zeb-ea124-100hz-online-zebronics-original-imahf7v6fvf4w9tr.jpeg?q=70,https://www.flipkart.com/zebronics-pure-pixel-60-96-cm-24-inch-full-hd-va-panel-250-nits-brightness-hdmi-vga-ultra-slim-bezel-built-in-speakers-metal-stand-wall-mountable-monitor-zeb-ea124/p/itmf7d05ad8c20a5?pid=MONHYCUGHEWFHT66&lid=LSTMONHYCUGHEWFHT66HZHNQG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=96659f01-4085-4c41-b099-1a33ec71a830.MONHYCUGHEWFHT66.SEARCH&ppt=None&ppn=None&ssid=wb9sxx7yu80000001739029886809&qH=08b5411f848a2581,2025-02-08 16:51:27,ZEB-EA124,Pure Pixel,White 1,60.96 cm (24 inch) LED Display,,VA Panel,,Full HD,,"Monitor - 1 unit, Base - 1 unit, Stem - 1 unit, HDMI cable - 1 unit, Power Adapter - 1 unit, User Manual - 1 unit",Flat,,,,"100 Hz (Analog), 100 Hz (Digital)",,,178° (2D),178° (2D),12 ms,250 nits (2D),0.2745 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540 mm,390 mm,7.4 mm,2.62 kg,,,,,1 year carry into service center,Any manufacturing defect,Any physical or damage accessiors,,,,100 Hz,12 ms,,,,
"SAMSUNG 68.58 cm (27 inch) Full HD IPS Panel Flicker-Free, HDMI, Display Port, Bezel-less Design Flat ...","₹10,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/m/y/-original-imah8pwhqqngwh8v.jpeg?q=70,https://www.flipkart.com/samsung-68-58-cm-27-inch-full-hd-ips-panel-flicker-free-hdmi-display-port-bezel-less-design-flat-monitor-ls27c330gawxxl/p/itm242e33dfe21e9?pid=MONGYYQGEEKHQZFB&lid=LSTMONGYYQGEEKHQZFBGG8SBB&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=96659f01-4085-4c41-b099-1a33ec71a830.MONGYYQGEEKHQZFB.SEARCH&ppt=None&ppn=None&ssid=wb9sxx7yu80000001739029886809&qH=08b5411f848a2581,2025-02-08 16:51:27,LS27C330GAWXXL,,Black,68.58 cm (27 inch) LED Display,,IPS Panel,,Full HD,,"1 Monitor, Accessory included, Power Cable (1.5M), HDMI Cable, User Manual",Flat,,,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,,178° (2D),178° (2D),4 ms,250 nits (2D),,72%,,,,,,,,,,,,,,AC 100 - 240 V,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,Windows 10,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0054),"₹3,154",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/5/k/mon-0054-hd-20-2023-mon-0054-frontech-original-imahyrryap3ccunb.jpeg?q=70,https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0054/p/itm8713072821479?pid=MONGS24B7UGXAKTX&lid=LSTMONGS24B7UGXAKTXPSDLVN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=96659f01-4085-4c41-b099-1a33ec71a830.MONGS24B7UGXAKTX.SEARCH&ppt=None&ppn=None&ssid=wb9sxx7yu80000001739029886809&qH=08b5411f848a2581,2025-02-08 16:51:27,MON-0054,-,Black,50.8 cm (20 inch) LED Display,LED Backlit Backlight,VA Panel,1600 x 900 pixels,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,1080p,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:09,"1000000:1, 1000000:1 (Dynamic)","130° (2D), 160° (3D)","90° (2D), 0° (3D)",5 ms,"250 nits (2D), 0 nits (3D)",0.276 mm,86%,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by - with -",-,-,NA,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180V - 255V,"24 W (Operational), 0 W (Standby)",,"Yes, 1 x 1.3 Port","Yes, 15 Pin",Yes,0 x 0 Port,No,No,,0 - 50° C,0 - 0° C,20 - 60° C,NA,Yes,-3 to 12 Degree,0,215 x 205 x 165 mm,No,-,NA,No,"Auto, Menu, Up, Down, Power",Yes,No,"Windows 11, Windows 10, Windows 8.1, Windows 8",NA,220 mm,360 mm,471 mm,3.25 kg,220 mm,356 mm,471 mm,3 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,Yes,,0 Hz,0 ms,20 - 60 %,15 Languages,No,
"Acer NITRO 68.58 cm (27 inch) Full HD IPS Panel with sRGB 99%, HDR10 Support, 2X2W Inbuilt Speakers, A...","₹11,390",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/q/m/o/-original-imagy55jq646frhh.jpeg?q=70,https://www.flipkart.com/acer-nitro-68-58-cm-27-inch-full-hd-ips-panel-srgb-99-hdr10-support-2x2w-inbuilt-speakers-display-widget-visioncare-2-0-tilt-able-stand-gaming-monitor-vg270-m3/p/itmcfac8b651bb52?pid=MONGTFA39SRSH43K&lid=LSTMONGTFA39SRSH43KEUK3O8&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&spotlightTagId=FkPickId_6bo%2Fg0i%2F9no&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=96659f01-4085-4c41-b099-1a33ec71a830.MONGTFA39SRSH43K.SEARCH&ppt=None&ppn=None&ssid=wb9sxx7yu80000001739029886809&qH=08b5411f848a2581,2025-02-08 16:51:27,VG270 M3,NITRO,Black,68.58 cm (27 inch) LED Display,,IPS Panel,,Full HD,,"1 Monitor, Stand, Power Cord, Manual, HDMI Cable",Flat,,,,"180 Hz (Analog), 180 Hz (Digital)",,,,,1 ms,250 nits (2D),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,
"Acer Nitro 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel with sRGB 99%, HDR10 Support, 2X2W Inbui...","₹7,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/9/g/s/-original-imagu3zrqukzdv7f.jpeg?q=70,https://www.flipkart.com/acer-nitro-60-45-cm-23-8-inch-full-hd-led-backlit-ips-panel-srgb-99-hdr10-support-2x2w-inbuilt-speakers-display-widget-visioncare-2-0-tilt-able-stand-gaming-monitor-vg240y/p/itme6fa3745e4cc3?pid=MONGTFA3JUYEHHHW&lid=LSTMONGTFA3JUYEHHHWIMC5GJ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=96659f01-4085-4c41-b099-1a33ec71a830.MONGTFA3JUYEHHHW.SEARCH&ppt=None&ppn=None&ssid=wb9sxx7yu80000001739029886809&qH=08b5411f848a2581,2025-02-08 16:51:27,VG240Y,Nitro,Black,60.45 cm (23.8 inch) LCD Display,LED Backlit Backlight,IPS Panel,1920 x 1080 Pixels pixels,Full HD,,"Monitor, Stand, Power Cord, Manual, HDMI Cable",Flat,,,,"180 Hz (Analog), 180 Hz (Digital)",16:9,,178° (2D),178° (2D),0.5 ms,250 nits (2D),,99% SRGB,,,No,,,,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",,,Yes,2,,2,,,,"Yes, 2 x 2.0 Port",,Yes,,Yes,,Connectivity Options of 2 x HDMI (2.0) 1 x Display (1.2) Ports with Inbox HDMI Cable I Audio Out I Integrated 2W x 2 Stereo Speakers,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,Audio Out,,,,,No,
"BenQ GW2790 68.58 cm (27 inch) Full HD LED Backlit IPS Panel 99% sRGB, Eye-careU, Dual HDMI, Display P...","₹10,498",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/y/r/gw2790-full-hd-27-2024-gw2790-benq-original-imagy6vpevgqgg4u.jpeg?q=70,https://www.flipkart.com/benq-gw2790-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-99-srgb-eye-careu-dual-hdmi-display-port-bezel-less-eyesafe-vesa-mediasync-brightness-intelligence-low-blue-light-speakers-2wx2-wall-mountable-monitor-gw2790/p/itm4af37e8d586ae?pid=MONGXXF4BYERYQDG&lid=LSTMONGXXF4BYERYQDGCR0H6R&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=96659f01-4085-4c41-b099-1a33ec71a830.MONGXXF4BYERYQDG.SEARCH&ppt=None&ppn=None&ssid=wb9sxx7yu80000001739029886809&qH=08b5411f848a2581,2025-02-08 16:51:27,GW2790,GW2790,Black,68.58 cm (27 inch) LED Display,LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,Full HD,,"1 Monitor, 1.5 m Power Cord, HDMI Signal Cable, User Manual, Warranty Card",Flat,1080p,Anti-glare,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,,,,5 ms,250 nits (2D),0.311 mm,99% sRGB,,,No,,,,"Yes, 2 Speakers",Yes,,Yes,2,,,"AC 100 - 240 V, 50/60 Hz",35 W (Operational),,"Yes, 2",No,Yes,,No,Yes,,,,,,,,,,VESA,Kensington Lock,,No,,Yes,Yes,,,,,,,,,,,39 Months Warranty,Manufacturing Defects,Physical Damages,39 Months,,Audio In,,,,18 Languages,,
"BenQ GW2490 60.96 cm (24 inch) Full HD LED Backlit IPS Panel 99% sRGB, Eye-careU, Dual HDMI, Display P...","₹8,250",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/i/x/5/gw2490-full-hd-24-2024-gw2490-benq-original-imagy6vfbvxjjhpu.jpeg?q=70,https://www.flipkart.com/benq-gw2490-60-96-cm-24-inch-full-hd-led-backlit-ips-panel-99-srgb-eye-careu-dual-hdmi-display-port-bezel-less-eyesafe-vesa-mediasync-brightness-intelligence-low-blue-light-speakers-2wx2-wall-mountable-monitor-gw2490/p/itm4af37e8d586ae?pid=MONGXXF4ETTSY3NK&lid=LSTMONGXXF4ETTSY3NKREMWFH&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=96659f01-4085-4c41-b099-1a33ec71a830.MONGXXF4ETTSY3NK.SEARCH&ppt=None&ppn=None&ssid=wb9sxx7yu80000001739029886809&qH=08b5411f848a2581,2025-02-08 16:51:27,GW2490,GW2490,Black,60.96 cm (24 inch) LED Display,LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,Full HD,,"1 Monitor, 1.5 m Power Cord, HDMI Signal Cable, User Manual, Warranty Card",Flat,1080p,Anti-glare,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,,,,5 ms,250 nits (2D),0.274 mm,99% sRGB,,,No,,,,"Yes, 2 Speakers",Yes,,Yes,2,,,"AC 100 - 240 V, 50/60 Hz",35 W (Operational),,"Yes, 2",No,Yes,,No,Yes,,,,,,,,,,VESA,Kensington Lock,,No,,Yes,Yes,,,,,,,,,,,39 Months Warranty,Manufacturing Defects,Physical Damages,39 Months,,Audio In,,,,18 Languages,,
Frontech - 55.88 cm (22 inch) HD LED Backlit VA Panel Monitor (MON_0060),"₹3,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/y/a/d/mon-0060-hd-22-2023-mon-0060-frontech-original-imahyrrugzdksygb.jpeg?q=70,https://www.flipkart.com/frontech-55-88-cm-22-inch-hd-led-backlit-va-panel-monitor-mon-0060/p/itmf746581f8464d?pid=MONH8G7ZVTCRFJRR&lid=LSTMONH8G7ZVTCRFJRRSGOHHZ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=96659f01-4085-4c41-b099-1a33ec71a830.MONH8G7ZVTCRFJRR.SEARCH&ppt=None&ppn=None&ssid=wb9sxx7yu80000001739029886809&qH=08b5411f848a2581,2025-02-08 16:51:27,MON_0060,-,Black,55.88 cm (22 inch) LED Display,LED Backlit Backlight,VA Panel,1920 x 1080 pixels,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Unit Stand, 1 Unit Manual",Flat,1080p,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:10,"5000000:1, 5000000:1 (Dynamic)","130° (2D), 0° (3D)","90° (2D), 0° (3D)",3 ms,"250 nits (2D), 0 nits (3D)",0.282 mm,sRGB,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mount","No, Supported by - with -",-,-,-,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,180-255,"21 W (Operational), 0 W (Standby)",-,"Yes, 0 x 1.4 Port","Yes, 15 Pin",Yes,0 x 0 Port,No,No,VGA,0 - 0° C,0 - 0° C,-,NA,Yes,3-12 Degree,-,215 x 205 x 165 mm,Yes,-,-,No,"Auto, Menu, Up, Down, Power",Yes,No,"Windows10, Windows7, Windows8, Windows8.1",-,31 mm,400 mm,512 mm,3.5 kg,31 mm,362 mm,512 mm,3.2 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,No,,0 Hz,0 ms,0 - 0 %,,No,
"Acer 54.61 cm (21.5 inch) Full HD LED Backlit VA Panel with ZeroFrame Design, Ergonomic Stand, Acer Vi...","₹5,695",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/z/l/6/-original-imagze3c9aggznc9.jpeg?q=70,https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-led-backlit-va-panel-zeroframe-design-ergonomic-stand-vision-care-flicker-free-monitor-ek220q/p/itme973196ea99d8?pid=MONG4GBU5GN9RNNK&lid=LSTMONG4GBU5GN9RNNK0YQLLF&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=96659f01-4085-4c41-b099-1a33ec71a830.MONG4GBU5GN9RNNK.SEARCH&ppt=None&ppn=None&ssid=wb9sxx7yu80000001739029886809&qH=08b5411f848a2581,2025-02-08 16:51:27,EK220Q,,Black,54.61 cm (21.5 inch) LED Display,LED Backlit Backlight,VA Panel,1920 x 1080 pixels,Full HD,,"LCD MONITOR 1N, USER MANUAL 1N, POWER CABLE N/A",Flat,1080p,,16.7 M Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,"3000:1, 100000000:1 (Dynamic)",178° (2D),178° (2D),1 ms,250 nits (2D),0.248 mm,72% NTSC,,"Flicker Free, Comfyview, Low Blue Light Technology, AMD Free Sync Technology",No,,,,No,No,No,No,,,,,,,"Yes, 1 x 1.4 Port",Yes,No,,No,,,,,,,,5 - 20,,,,,,,,,,,,503 mm,379 mm,181 mm,2.4 kg,,,,,3 Years Warranty Provided by the Manufacturer from Date of Purchase,Manufacturing Defects,Physical Damages,3 Year,No,,,,,,,
"Acer 60.45 cm (23.8 inch) Full HD IPS Panel with-Visioncare, VGA, HDMI, Ergonomic Stand, Flicker-Free ...","₹6,656",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/4/h/5/-original-imagxpgpcnpyqmyj.jpeg?q=70,https://www.flipkart.com/acer-60-45-cm-23-8-inch-full-hd-ips-panel-with-visioncare-vga-hdmi-ergonomic-stand-flicker-free-monitor-ek240y/p/itme973196ea99d8?pid=MONGWVAUEKTXSNWG&lid=LSTMONGWVAUEKTXSNWGVY9ZEW&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=96659f01-4085-4c41-b099-1a33ec71a830.MONGWVAUEKTXSNWG.SEARCH&ppt=None&ppn=None&ssid=wb9sxx7yu80000001739029886809&qH=08b5411f848a2581,2025-02-08 16:51:27,EK240Y,,Black,60.45 cm (23.8 inch) LED Display,,IPS Panel,,Full HD,,"1 Monitor, Stand, Power Cord, User Manual, HDMI Cable",Flat,,,,"100 Hz (Analog), 100 Hz (Digital)",16:09,,,,1 ms,250 nits (2D),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,
Frontech - 46.99 cm (18.5 inch) HD LED Backlit VA Panel Monitor (MON-0061),"₹2,543",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/p/6/s/mon-0061-hd-18-5-2023-mon-0061-frontech-original-imahfu4szzpqse62.jpeg?q=70,https://www.flipkart.com/frontech-46-99-cm-18-5-inch-hd-led-backlit-va-panel-monitor-mon-0061/p/itm5dbd01119e22b?pid=MONGS24HGUQH7DP6&lid=LSTMONGS24HGUQH7DP6A3G2UJ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=96659f01-4085-4c41-b099-1a33ec71a830.MONGS24HGUQH7DP6.SEARCH&ppt=None&ppn=None&ssid=wb9sxx7yu80000001739029886809&qH=08b5411f848a2581,2025-02-08 16:51:27,MON-0061,-,Black,46.99 cm (18.5 inch) LED Display,LED Backlit Backlight,VA Panel,1366 x 768 pixels,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,720p,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:9,"1000000:1, 1000000:1 (Dynamic)","130° (2D), 0° (3D)","90° (2D), 0° (3D)",5 ms,"250 nits (2D), 0 nits (3D)",0.3 mm,sRGB,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mount","No, Supported by - with -",-,-,-,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180 - 255V,"21 W (Operational), 0 W (Standby)",,"Yes, 1 x 1.4 Port","Yes, 15 Pin",Yes,0 x 0 Port,No,No,-,0 - 0° C,0 - 0° C,0 - 0° C,-,Yes,3-12 Degree,-,215 x 205 x 165 mm,Yes,-,-,No,"Auto, Menu, Up, Down, Power",Yes,No,"Windows 10, Windows 8, Windows 7",-,154 mm,350 mm,443 mm,2 kg,154 mm,343 mm,443 mm,1.95 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will be not covered under warranty,1 Year,Yes,,0 Hz,0 ms,0 - 0 %,0 Languages,,
"Acer NITRO VG1 series 68.58 cm (27 inch) WQHD IPS Panel with DCI-P3 95%, HDR10 support, 2X2W Inbuilt S...","₹14,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/q/m/d/-original-imagy55j2mg3pztr.jpeg?q=70,https://www.flipkart.com/acer-nitro-vg1-series-68-58-cm-27-inch-wqhd-ips-panel-dci-p3-95-hdr10-support-2x2w-inbuilt-speakers-display-widget-visioncare-tilt-able-stand-gaming-monitor-vg271u-m3/p/itme6fa3745e4cc3?pid=MONGTFA3VKJRNVPG&lid=LSTMONGTFA3VKJRNVPG0JV1BZ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=96659f01-4085-4c41-b099-1a33ec71a830.MONGTFA3VKJRNVPG.SEARCH&ppt=None&ppn=None&ssid=wb9sxx7yu80000001739029886809&qH=08b5411f848a2581,2025-02-08 16:51:27,VG271U M3,NITRO VG1 series,Black,68.58 cm (27 inch) LED Display,,IPS Panel,,WQHD,,"1 Monitor, Stand, Power Cord, Manual, HDMI Cable",Flat,,,,"180 Hz (Analog), 180 Hz (Digital)",,,,,1 ms,250 nits (2D),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0074),"₹2,649",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/0/t/x/mon-0074-hd-20-2024-mon-0074-frontech-original-imahfcg7gfpbrean.jpeg?q=70,https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm9e337ade78a95?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=96659f01-4085-4c41-b099-1a33ec71a830.MONH3VBQMXCYT5SQ.SEARCH&ppt=None&ppn=None&ssid=wb9sxx7yu80000001739029886809&qH=08b5411f848a2581,2025-02-08 16:51:27,MON-0074,-,Black,50.8 cm (20 inch) LED Display,LED Backlit Backlight,VA Panel,1600 x 900 pixels,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,HD,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:09,"1000000:1, 1000000:1 (Dynamic)","130° (2D), 160° (3D)","90° (2D), 0° (3D)",3 ms,"250 nits (2D), 0 nits (3D)",0.276 mm,86%,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by - with -",-,-,NA,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180V - 255V,"24 W (Operational), 0 W (Standby)",,"Yes, 1 x 1.3 Port","Yes, 15 Pin",Yes,0 x 0 Port,No,No,,0 - 50° C,0 - 0° C,20 - 60° C,NA,Yes,-3 to 12 Degree,0,215 x 205 x 165 mm,No,-,NA,No,"Auto, Menu, Up, Down, Power",Yes,No,"Windows 11, Windows 10, Windows 8.1, Windows 8",NA,220 mm,360 mm,471 mm,3.25 kg,220 mm,356 mm,471 mm,3 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,Yes,,0 Hz,0 ms,20 - 60 %,15 Languages,No,
"MSI 60.96 cm (24 inch) Full HD IPS Panel with Anti-Flicker Technology, Less Blue, Light, Wide Color Ga...","₹8,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/a/v/a/g244f-e2-full-hd-24-2023-g244f-e2-msi-original-imagwuaehtz8egvv.jpeg?q=70,https://www.flipkart.com/msi-60-96-cm-24-inch-full-hd-ips-panel-anti-flicker-technology-less-blue-light-wide-color-gamut-gaming-monitor-g244f-e2/p/itmf1c1639b7cc75?pid=MONGWSZ5DAZGPZJ2&lid=LSTMONGWSZ5DAZGPZJ284WG3T&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=96659f01-4085-4c41-b099-1a33ec71a830.MONGWSZ5DAZGPZJ2.SEARCH&ppt=None&ppn=None&ssid=wb9sxx7yu80000001739029886809&qH=08b5411f848a2581,2025-02-08 16:51:27,G244F E2,,Black,60.96 cm (24 inch) LCD Display,,IPS Panel,,Full HD,,"1 Monitor, Display Port Cable, HDMI Cable, Power Cable, Stand, User Manual",Flat,,,,"180 Hz (Analog), 180 Hz (Digital)",,,,,1 ms,300 nits (2D),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,
