title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Series,Color,Display,Backlight,Panel Type,Resolution,3D,Screen Resolution Type,Processor,Sales Package,Screen Form Factor,HD Standard,Display Screen Coating,Number of Colors,Maximum Refresh Rate,Maximum 3D Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Response Time,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Power Consumption,HDMI,DVI,VGA,Display Port,USB,Audio Out,Audio In,Operating Temperature,Non Operating Temperature,Storage Temperature,Operating Humidity Range,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,OSD Languages Supported,Plug and Play,HDCP Support,System Requirements,Other Features,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Other Connectivity Features,Audio Jacks,Other Power Features,Part Number
"SAMSUNG 60.96 cm (24 inch) Full HD IPS Panel Flicker-Free, HDMI, Display Port, Bezel-less Design Flat ...","₹7,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/q/6/9/-original-imah8pwhvz2tzucv.jpeg?q=70,https://www.flipkart.com/samsung-60-96-cm-24-inch-full-hd-ips-panel-flicker-free-hdmi-display-port-bezel-less-design-flat-monitor-ls24c330gawxxl/p/itm242e33dfe21e9?pid=MONGYYQGKSZJTEBP&lid=LSTMONGYYQGKSZJTEBPM0MVH1&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&spotlightTagId=BestsellerId_6bo%2Fg0i%2F9no&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=ef6365b3-c350-4216-a5bc-875ba3c56143.MONGYYQGKSZJTEBP.SEARCH&ppt=None&ppn=None&ssid=ip5o4h2kr40000001738685483465&qH=08b5411f848a2581,2/5/2025 17:11,LS24C330GAWXXL,,Black,60.96 cm (24 inch) LED Display,,IPS Panel,,,Full HD,,"1 Monitor, Accessory included, Power Cable (1.5M), HDMI Cable, User Manual",Flat,,,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",,16:09,,178° (2D),178° (2D),4 ms,250 nits (2D),,72%,,,,,,,,,,,,,,,AC 100 - 240 V,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Windows 10,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,
MarQ by Flipkart 68.58 cm (27 inch) Full HD LED Backlit VA Panel Monitor (27FHDMMQTT9B),"₹6,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/m/n/w/-original-imah4vd2wfp74j7k.jpeg?q=70,https://www.flipkart.com/marq-flipkart-68-58-cm-27-inch-full-hd-led-backlit-va-panel-monitor-27fhdmmqtt9b/p/itm3fc7d8f0c0c51?pid=MONGYS8DGZAMY3GQ&lid=LSTMONGYS8DGZAMY3GQZU81W9&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=ef6365b3-c350-4216-a5bc-875ba3c56143.MONGYS8DGZAMY3GQ.SEARCH&ppt=None&ppn=None&ssid=ip5o4h2kr40000001738685483465&qH=08b5411f848a2581,2/5/2025 17:11,27FHDMMQTT9B,,Black,68.58 cm (27 inch) LCD Display,LED Backlit Backlight,VA Panel,1920 x 1080 pixels,,Full HD,,"Monitor, Stand, Base, HDMI Cable, Power Adapter, User Manual",Flat,,,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",,16:09,,178° (2D),,5 ms,250 nits (2D),,,,"Anti-glare, Anti-flicker",No,,,,,No,No,No,No,,,,,,"Yes, 1 x HDMI 1.4 Port",No,"Yes, D-sub 15 pin",No,,No,No,,,,,,,,,,VESA,,,No,,,,,,,,,,,,,,,1 Year Warranty,Manufacturing Defects,Physical Damages,,,,,
ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel Wall Mountable Monitor (ZEB -AC32FHD LED),"₹11,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/s/x/zeb-ac32fhd-led-full-hd-32-2022-zeb-ac32fhd-zebronics-original-imagydzpqfy3tvaq.jpeg?q=70,https://www.flipkart.com/zebronics-81-28-cm-32-inch-curved-full-hd-va-panel-wall-mountable-monitor-zeb-ac32fhd-led/p/itmd0bf3471b1e6f?pid=MONGD4AF6HGGRHCT&lid=LSTMONGD4AF6HGGRHCTBR05JC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=en_9S0OoTNVPK2pQW7tmYmndXijYdVXH1G8kcvKpUIDOM2AA0plkgovAlAmSjCjtnsfrdKwI0Er8V7l8J_tBOUoWMDbPjpExlWhmpgUQnOg2ao%3D&ppt=None&ppn=None&ssid=ip5o4h2kr40000001738685483465&qH=08b5411f848a2581,2/5/2025 17:11,ZEB -AC32FHD LED,,White,81.28 cm (32 inch) LED Display,,VA Panel,1920x1080 pixels,,Full HD,,Monitor-1 unit,Curved,,,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",,16:09,500000:1 (Dynamic),178° (2D),178° (2D),8 ms,250 nits (2D),0.3637 mm,,,,,,,,,,,,,,,,,50 W (Standby),Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,715 mm,515 mm,8 mm,5 kg,,,,,Three year carry into service centre,Manufacturing defect,Any physical damage or accessories,3 Year,,,,
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),"₹2,469",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/y/p/mon-0065-hd-17-2023-mon-0065-frontech-original-imah8nybhchfkhmy.jpeg?q=70,https://www.flipkart.com/frontech-43-18-cm-17-inch-hd-led-backlit-va-panel-monitor-mon-0065/p/itmbc6d42fed6553?pid=MONGS24EAHXVJZMQ&lid=LSTMONGS24EAHXVJZMQACRRSN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_9S0OoTNVPK2pQW7tmYmndXijYdVXH1G8kcvKpUIDOM0SFE4zrzOTJM5rPgMsFzc9zohekIkFv0doImDMslvUSA%3D%3D&ppt=None&ppn=None&ssid=ip5o4h2kr40000001738685483465&qH=08b5411f848a2581,2/5/2025 17:11,MON-0065,-,Black,43.18 cm (17 inch) LED Display,LED Backlit Backlight,VA Panel,1280x1024 pixels,,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,1080p,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",,5:04,"1000000:1, 1000000:1 (Dynamic)",130° (2D),90° (2D),5 ms,250 nits (2D),0.264 mm,sRGB,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mount","No, Supported by - with -",,-,-,-,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180 - 255V,18 W (Operational),"Yes, 1 x 1.4 Port",,"Yes, 15 Pin",Yes,0 x 0 Port,No,No,-,-,-,,-,Yes,3-12 Degree,-,215 x 205 x 165 mm,Yes,-,-,No,"Auto, Menu, Up, Down, Power",,Yes,No,"Windows 10, Windows 8, Windows 7",-,370 mm,375 mm,370 mm,2.8 kg,200 mm,370 mm,370 mm,2.7 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,-,,-,
Frontech - 48.26 cm (19 inch) HD LED Backlit VA Panel Monitor (MON-0071),"₹2,812",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/p/8/w/mon-0071-hd-19-2023-mon-0071-frontech-original-imah8ny7xamhzun9.jpeg?q=70,https://www.flipkart.com/frontech-48-26-cm-19-inch-hd-led-backlit-va-panel-monitor-mon-0071/p/itm2845a72870749?pid=MONGS24CHXGMQNU8&lid=LSTMONGS24CHXGMQNU8RLMTRS&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&spotlightTagId=FkPickId_6bo%2Fg0i%2F9no&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=ef6365b3-c350-4216-a5bc-875ba3c56143.MONGS24CHXGMQNU8.SEARCH&ppt=None&ppn=None&ssid=ip5o4h2kr40000001738685483465&qH=08b5411f848a2581,2/5/2025 17:11,MON-0071,-,Black,48.26 cm (19 inch) LED Display,LED Backlit Backlight,VA Panel,1440 x 900 pixels,No,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,HD,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",0 Hz,16:10,"5000000:1, 5000000:1 (Dynamic)","130° (2D), 0° (3D)","90° (2D), 0° (3D)",5 ms,"250 nits (2D), 0 nits (3D)",0.2835 mm,sRGB,"80 kHz (Analog), 80 kHz (Digital)","Slim Design, Support Wall Mount","No, Supported by - with -",0 ms,-,-,-,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180-255V,"21 W (Operational), 0 W (Standby)","Yes, 1 x 1.4 Port",,"Yes, 15 Pin",Yes,0 x 0 Port,No,No,0 - 0° C,- - 50° C,0 - 60° C,0 - 0 %,-,Yes,3-12 Degree,-,215 x 205 x 165 mm,-,-,-,No,"Auto, Menu, Up, Down, Power",,Yes,No,"Windows10, Windows 7, Windows 8, Windows 8.1",-,154 mm,370 mm,438 mm,3 kg,154 mm,367 mm,438 mm,2.97 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,-,,-,
"Lenovo L-Series 55.88 cm (22 inch) Full HD LED Backlit IPS Panel with 99% sRGB, HDMI 1.4, VGA, 2X3W Sp...","₹7,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/v/y/i/l22i-40-full-hd-22-2023-67aekacbin-lenovo-original-imagxhhwprz7bxwn.jpeg?q=70,https://www.flipkart.com/lenovo-l-series-55-88-cm-22-inch-full-hd-led-backlit-ips-panel-99-srgb-hdmi-1-4-vga-2x3w-speakers-tilt-stand-home-office-use-ultraslim-monitor-l22i-40/p/itm3390f94a0fbda?pid=MONGXF42N5QQZCXE&lid=LSTMONGXF42N5QQZCXEQ357OC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=en_9S0OoTNVPK2pQW7tmYmndXijYdVXH1G8kcvKpUIDOM3vNtC6z12LovhkKc3BmbBwySURosZQq4VfADWsI5uA4lhWlg14bXFG9tZ2S67Bqg0%3D&ppt=None&ppn=None&ssid=ip5o4h2kr40000001738685483465&qH=08b5411f848a2581,2/5/2025 17:11,L22i-40,L-Series,Cloud Grey,55.88 cm (22 inch) LCD Display,LED Backlit Backlight,IPS Panel,,,Full HD,,"1 Monitor, HDMI Cable, Power Cable, Stand, User Guide",Flat,,Anti-glare,,"75 Hz (Analog), 75 Hz (Digital)",,16:09,,,,4 ms,250 nits (2D),,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,VESA,,,,,,Yes,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,
"ZEBRONICS Pure Pixel 60.96 cm (24 inch) Full HD VA Panel with 250 nits brightness, HDMI, VGA, Ultra Sl...","₹6,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/z/i/6/zeb-ea124-full-hd-24-2024-zeb-ea124-100hz-online-zebronics-original-imahf7v6fvf4w9tr.jpeg?q=70,https://www.flipkart.com/zebronics-pure-pixel-60-96-cm-24-inch-full-hd-va-panel-250-nits-brightness-hdmi-vga-ultra-slim-bezel-built-in-speakers-metal-stand-wall-mountable-monitor-zeb-ea124/p/itmf7d05ad8c20a5?pid=MONHYCUGHEWFHT66&lid=LSTMONHYCUGHEWFHT66HZHNQG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=ef6365b3-c350-4216-a5bc-875ba3c56143.MONHYCUGHEWFHT66.SEARCH&ppt=None&ppn=None&ssid=ip5o4h2kr40000001738685483465&qH=08b5411f848a2581,2/5/2025 17:11,ZEB-EA124,Pure Pixel,White 1,60.96 cm (24 inch) LED Display,,VA Panel,,,Full HD,,"Monitor - 1 unit, Base - 1 unit, Stem - 1 unit, HDMI cable - 1 unit, Power Adapter - 1 unit, User Manual - 1 unit",Flat,,,,"100 Hz (Analog), 100 Hz (Digital)",100 Hz,,,178° (2D),178° (2D),12 ms,250 nits (2D),0.2745 mm,,,,,12 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540 mm,390 mm,7.4 mm,2.62 kg,,,,,1 year carry into service center,Any manufacturing defect,Any physical or damage accessiors,,,,,
ZEBSTER 50.8 cm (20 inch) HD VA Panel Monitor (Z-GV120),"₹2,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/g/c/d/z-gv120-hd-20-2024-z-gv120-zebster-original-imah3zynqdxeuwfx.jpeg?q=70,https://www.flipkart.com/zebster-50-8-cm-20-inch-hd-va-panel-monitor-z-gv120/p/itm6b126669774ba?pid=MONH3YRKKXAEFY59&lid=LSTMONH3YRKKXAEFY59RMGCFG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=ef6365b3-c350-4216-a5bc-875ba3c56143.MONH3YRKKXAEFY59.SEARCH&ppt=None&ppn=None&ssid=ip5o4h2kr40000001738685483465&qH=08b5411f848a2581,2/5/2025 17:11,Z-GV120,,Black,50.8 cm (20 inch) LED Display,,VA Panel,,,HD,,"1 Monitor, Base, HDMI Cable, Power Cord, User Manual, Stem",Flat,,,,"60 Hz (Analog), 60 Hz (Digital)",,16:09,500000:1,,,8 ms,400 nits (2D),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year Warranty,Manufacturing Defects,Physical Damages,,,,,
"DELL 60.96 cm (24 inch) Full HD LED Backlit IPS Panel 99% sRGB, 250 nits brightness , 3H Hardness, Gra...","₹14,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/p/j/7/p2425h-full-hd-24-2024-k21w5-dell-original-imah34r7b635z7cf.jpeg?q=70,https://www.flipkart.com/dell-60-96-cm-24-inch-full-hd-led-backlit-ips-panel-99-srgb-250-nits-brightness-3h-hardness-gray-to-gray-fast-mode-1x-hdmi-1-4-1x-dp-1-2-vga-5x-usb-3-2-gen1-ports-tilt-swivel-pivot-height-adjustment-monitor-p2425h/p/itme067b244349c6?pid=MONH2MW23XTGFZGD&lid=LSTMONH2MW23XTGFZGDUSUUHN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=en_9S0OoTNVPK2pQW7tmYmndXijYdVXH1G8kcvKpUIDOM3LjJsoanRtdiZ3O-i8jHVZfFPiZW5elOKkBSePlh1Z752-SIbIDZ6lLvgRS75Tj4w%3D&ppt=None&ppn=None&ssid=ip5o4h2kr40000001738685483465&qH=08b5411f848a2581,2/5/2025 17:11,P2425H,,Black,60.96 cm (24 inch) LED Display,LED Backlit Backlight,IPS Panel,,,Full HD,,"1 Monitor, Power Cable, Stand, User Manual",Flat,,,,"100 Hz (Analog), 100 Hz (Digital)",,16:09,,,,5 ms,250 nits (2D),,,,,No,,,,,No,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,
"DELL 68.58 cm (27 inch) Full HD LED Backlit VA Panel with 16:9 Aspect Ratio, 300 Nits Brightness (Typi...","₹8,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/s/f/m/se2725h-full-hd-27-2024-3c8wm-dell-original-imah4gtzdhzh9pf6.jpeg?q=70,https://www.flipkart.com/dell-68-58-cm-27-inch-full-hd-led-backlit-va-panel-16-9-aspect-ratio-300-nits-brightness-typical-1x-hdmi-vga-power-connector-security-lock-tuv-certified-monitor-se2725h/p/itmffd5a40919516?pid=MONH4ECNAZQHY5AF&lid=LSTMONH4ECNAZQHY5AFYNMUCG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=en_9S0OoTNVPK2pQW7tmYmndXijYdVXH1G8kcvKpUIDOM2NL325ivYlYrlOxEFshKmJEzMLf9es1hnx8b32bQbvlUhz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=ip5o4h2kr40000001738685483465&qH=08b5411f848a2581,2/5/2025 17:11,SE2725H,,Black,68.58 cm (27 inch) LED Display,LED Backlit Backlight,VA Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, Power Cable, Stand, User Manual, Warranty Card",Flat,,,,"75 Hz (Analog), 75 Hz (Digital)",,16:09,,,,5 ms,300 nits (2D),,,,,,,,,,,,,,,,,,,"Yes, 1",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Years Warranty,Manufacturing Defects,Physical Damages,5 Year,,,,
Frontech - 48.26 cm (19 inch) HD LED Backlit VA Panel Monitor (MON-0001),"₹2,750",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/i/a/j/mon-0001-hd-19-2023-mon-0001-frontech-original-imah9fk6hp2krz9j.jpeg?q=70,https://www.flipkart.com/frontech-48-26-cm-19-inch-hd-led-backlit-va-panel-monitor-mon-0001/p/itm3371e2754e15b?pid=MONGS24CMA2KJYQX&lid=LSTMONGS24CMA2KJYQXWJK85K&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=ef6365b3-c350-4216-a5bc-875ba3c56143.MONGS24CMA2KJYQX.SEARCH&ppt=None&ppn=None&ssid=ip5o4h2kr40000001738685483465&qH=08b5411f848a2581,2/5/2025 17:11,MON-0001,-,Black,48.26 cm (19 inch) LED Display,LED Backlit Backlight,VA Panel,1440 x 900 pixels,,HD,-,"1 Monitor, 1 Stand, 1 Unit Power Cable, 1 Unit HDMI Cable, Quick Setup Guide, Warranty Card",Flat,HD,-,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",0 Hz,16:09,"5000000:1, 5000000:1 (Dynamic)","150° (2D), 0° (3D)","130° (2D), 0° (3D)",3 ms,"250 nits (2D), 0 nits (3D)",0.2835 mm,sRGB,"75 kHz (Analog), 75 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by 0 with 0",0 ms,0,0,-,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180 - 255V,"21 W (Operational), 0 W (Standby)","Yes, 1 x 1.4 Port",,"Yes, 15 Pin",Yes,0,No,No,0 - 50° C,0 - 0° C,20 - 60° C,20 - 60 %,-,Yes,0,0,215 x 205 x 165 mm,-,-,-,No,"Auto, Menu, Up, Down, Power",0 Languages,Yes,No,"Windows 10, Windows 8, Windows 10",NA,358 mm,220 mm,438 mm,2.23 kg,358 mm,200 mm,438 mm,2.23 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,NA,,-,
"LG 62.23 cm (24.5 inch) Full HD IPS Panel with Dynamic Action Sync, Black Stabilizer, OnScreen Control...","₹7,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/o/s/r/-original-imah5qbvmgfvkjmy.jpeg?q=70,https://www.flipkart.com/lg-62-23-cm-24-5-inch-full-hd-ips-panel-dynamic-action-sync-black-stabilizer-onscreen-control-ergonomic-design-monitor-25ms500-b-atr/p/itmcb800184124ef?pid=MONH4GVEJG9QTTZZ&lid=LSTMONH4GVEJG9QTTZZ4DKGRX&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=ef6365b3-c350-4216-a5bc-875ba3c56143.MONH4GVEJG9QTTZZ.SEARCH&ppt=None&ppn=None&ssid=ip5o4h2kr40000001738685483465&qH=08b5411f848a2581,2/5/2025 17:11,25MS500-B.ATR,,Black,62.23 cm (24.5 inch) LED Display,Non LED Backlit Backlight,IPS Panel,,,Full HD,,"1 Monitor, Stand Body, Stand Base, Screws, Adapter, Power Cord, HDMI Cable, User Manual",Flat,,,,"100 Hz (Analog), 100 Hz (Digital)",,,,,,5 ms,250 nits (2D),,,,,,,,,,No,,,No,,,,,,,No,No,No,,No,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,
Lenovo 68.58 cm (27 inch) Full HD VA Panel with TUV Eye Care Monitor (D27-40/D27-30),"₹7,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/i/u/w/-original-imagrkynyhv7vhzd.jpeg?q=70,https://www.flipkart.com/lenovo-68-58-cm-27-inch-full-hd-va-panel-tuv-eye-care-monitor-d27-40-d27-30/p/itm20eeaca295f0b?pid=MONFXZREMZYTJGNG&lid=LSTMONFXZREMZYTJGNGYRB0VL&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=en_9S0OoTNVPK2pQW7tmYmndXijYdVXH1G8kcvKpUIDOM3W0ZeKlX2cNAOWoopoy1Mu3KmKvAYuKJO2Yw-H1ARtcwAlvNo-tguW1XjLLiPm_o8%3D&ppt=None&ppn=None&ssid=ip5o4h2kr40000001738685483465&qH=08b5411f848a2581,2/5/2025 17:11,D27-40/D27-30,,Black,68.58 cm (27 inch) LED Display,,VA Panel,1920 x 1080 pixels,No,Full HD,,"1 Monitor with Stand, Power Cable (1.8m), HDMI Cable (1.8m), User Manual",Flat,1080p,,,"75 Hz (Analog), 75 Hz (Digital)",,16:09,3000:01:00,178° (2D),178° (2D),4 ms,,,72% NTSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Manufacturer Warranty,Manufacturing Defects,"Accidental Damage, Wear and Tear",3 Year,,,,
"DELL 68.58 cm (27 inch) Full HD IPS Panel Anti-Glare With 3H Hardness, Gray-To-Gray (Fast mode), Ports...","₹16,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/i/n/f/-original-imahfefd3asnh3zs.jpeg?q=70,https://www.flipkart.com/dell-68-58-cm-27-inch-full-hd-ips-panel-anti-glare-3h-hardness-gray-to-gray-fast-mode-ports-1x-hdmi-1x-dp-1-2-1x-vga-5x-usb-3-2-gen1-tilt-swivel-pivot-height-adjustment-monitor-p2725h/p/itmdf71a116e8141?pid=MONHYTHJZDGMPHYQ&lid=LSTMONHYTHJZDGMPHYQJWTDG9&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=en_9S0OoTNVPK2pQW7tmYmndXijYdVXH1G8kcvKpUIDOM0oFx23UueO9pMVSOx62sWfIEltt9xpkvvicX1o4ncR5lnKu_QkFD98oDn_xgTUm2M%3D&ppt=None&ppn=None&ssid=ip5o4h2kr40000001738685483465&qH=08b5411f848a2581,2/5/2025 17:11,P2725H,,Black,68.58 cm (27 inch) LED Display,,IPS Panel,,,Full HD,,"1 Monitor, Stand Riser, Stand Base, Quick Setup Guide Safety, Environmental and Regulatory Information, Factory Calibration Report, Power Cable, Display Port Cable 1.8 m, USB Type-C to USB Type-C Gen 2 Cable 1 m, USB Type-A to USB Type-C Gen 2 Cable 1 m",Flat,1080p,,,"100 Hz (Analog), 100 Hz (Digital)",,16:09,,178° (2D),178° (2D),5 ms,300 nits (2D),,,,,No,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Years Warranty,Manufacturing Defects,Physical Damages,5 Year,,,,
MarQ by Flipkart 60.96 cm (24 inch) Full HD IPS Panel Inbuilt Speakers Monitor (24FHDMEQNNXO),"₹6,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/j/q/e/-original-imagtdphdh2jcfqy.jpeg?q=70,https://www.flipkart.com/marq-flipkart-60-96-cm-24-inch-full-hd-ips-panel-inbuilt-speakers-monitor-24fhdmeqnnxo/p/itmaf882539be36e?pid=MONGQTEJZA4CEZPP&lid=LSTMONGQTEJZA4CEZPPYC4MNA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=ef6365b3-c350-4216-a5bc-875ba3c56143.MONGQTEJZA4CEZPP.SEARCH&ppt=None&ppn=None&ssid=ip5o4h2kr40000001738685483465&qH=08b5411f848a2581,2/5/2025 17:11,24FHDMEQNNXO,,White,60.96 cm (24 inch) LCD Display,,IPS Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, Stand, Base, HDMI Cable, Power Adapter, User Manual",Flat,,,,"100 Hz (Analog), 100 Hz (Digital)",,,,,,1 ms,300 Nits (2D),,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year Warranty,Manufacturing Defects,Physical Damages,,,,,
"Acer Nitro 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel with sRGB 99%, HDR10 Support, 2X2W Inbui...","₹7,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/9/g/s/-original-imagu3zrqukzdv7f.jpeg?q=70,https://www.flipkart.com/acer-nitro-60-45-cm-23-8-inch-full-hd-led-backlit-ips-panel-srgb-99-hdr10-support-2x2w-inbuilt-speakers-display-widget-visioncare-2-0-tilt-able-stand-gaming-monitor-vg240y/p/itme6fa3745e4cc3?pid=MONGTFA3JUYEHHHW&lid=LSTMONGTFA3JUYEHHHWIMC5GJ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=ef6365b3-c350-4216-a5bc-875ba3c56143.MONGTFA3JUYEHHHW.SEARCH&ppt=None&ppn=None&ssid=ip5o4h2kr40000001738685483465&qH=08b5411f848a2581,2/5/2025 17:11,VG240Y,Nitro,Black,60.45 cm (23.8 inch) LCD Display,LED Backlit Backlight,IPS Panel,1920 x 1080 Pixels pixels,No,Full HD,,"Monitor, Stand, Power Cord, Manual, HDMI Cable",Flat,,,,"180 Hz (Analog), 180 Hz (Digital)",,16:09,,178° (2D),178° (2D),0.5 ms,250 nits (2D),,99% SRGB,,,No,,,,,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",,,Yes,2,,2,,,"Yes, 2 x 2.0 Port",,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,Connectivity Options of 2 x HDMI (2.0) 1 x Display (1.2) Ports with Inbox HDMI Cable I Audio Out I Integrated 2W x 2 Stereo Speakers,Audio Out,,
