title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Color,Display,Panel Type,Resolution,Screen Resolution Type,Sales Package,Screen Form Factor,Number of Colors,Maximum Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Power Consumption,HDMI,VGA,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Touch Response Time,Speakers,Headphone Jack,Inbuilt Speaker,Series,Backlight,Processor,HD Standard,Display Screen Coating,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Microphone Jack,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Other Power Features,Display Port,USB,Audio Out,Audio In,Other Connectivity Features,Operating Temperature,Non Operating Temperature,Storage Temperature,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,Plug and Play,HDCP Support,System Requirements,Other Features,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,DVI,3D,Maximum 3D Refresh Rate,Operating Humidity Range,OSD Languages Supported,Audio Jacks,Part Number
"LG 68.58 cm (27 inch) Full HD IPS Panel with 3-Side Borderless Display,Tilt-able Stand, Black Stabiliz...","₹9,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/v/o/-original-imagyahhzh9hpxgx.jpeg?q=70,https://www.flipkart.com/lg-68-58-cm-27-inch-full-hd-ips-panel-3-side-borderless-display-tilt-able-stand-black-stabilizer-onscreen-control-ergo-design-monitor-27mr400-bb-ctrrmv/p/itmedabcd588a6b7?pid=MONGW5FWUTMQNPPP&lid=LSTMONGW5FWUTMQNPPPJEWXUM&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&spotlightTagId=TrendingId_6bo%2Fg0i%2F9no&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=c943b3b7-c3ef-4f69-81f4-dd5ee661e0c3.MONGW5FWUTMQNPPP.SEARCH&ppt=None&ppn=None&ssid=a08uxvsa800000001738523880821&qH=08b5411f848a2581,2025-02-02 20:18:00,27MR400-BB.CTRRMV,Black,68.58 cm (27 inch) LED Display,IPS Panel,,Full HD,"1 Monitor, Power Cord, HDMI Cable, Stand Body, Stand Base, Adapter, User Manual, Warranty Card",Flat,,"100 Hz (Analog), 60 Hz (Digital)",,,,,5 ms,,,,Yes,,,,,,3 Years Warranty,Manufacturing Defects,Physical and Water Damages,3 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontech - 48.26 cm (19 inch) HD LED Backlit VA Panel Monitor (MON-0001),"₹2,750",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/q/v/mon-0001-hd-19-2023-mon-0001-frontech-original-imah8pbufq6vgc5m.jpeg?q=70,https://www.flipkart.com/frontech-48-26-cm-19-inch-hd-led-backlit-va-panel-monitor-mon-0001/p/itm3371e2754e15b?pid=MONGS24CMA2KJYQX&lid=LSTMONGS24CMA2KJYQXZVHUUM&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=c943b3b7-c3ef-4f69-81f4-dd5ee661e0c3.MONGS24CMA2KJYQX.SEARCH&ppt=None&ppn=None&ssid=a08uxvsa800000001738523880821&qH=08b5411f848a2581,2025-02-02 20:18:00,MON-0001,Black,48.26 cm (19 inch) LED Display,VA Panel,1440 x 900 pixels,HD,"1 Monitor, 1 Stand, 1 Unit Power Cable, 1 Unit HDMI Cable, Quick Setup Guide, Warranty Card",Flat,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",16:09,"5000000:1, 5000000:1 (Dynamic)","150° (2D), 0° (3D)","130° (2D), 0° (3D)",3 ms,"250 nits (2D), 0 nits (3D)",0.2835 mm,"21 W (Operational), 0 W (Standby)","Yes, 1 x 1.4 Port","Yes, 15 Pin",358 mm,220 mm,438 mm,2.23 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,0 ms,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,-,LED Backlit Backlight,-,HD,-,sRGB,"75 kHz (Analog), 75 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by 0 with 0",0,0,-,No,0,NA,0,AC 180 - 255V,-,Yes,0,No,No,NA,0 - 50° C,0 - 0° C,20 - 60° C,-,Yes,0,0,215 x 205 x 165 mm,-,-,-,No,"Auto, Menu, Up, Down, Power",Yes,No,"Windows 10, Windows 8, Windows 10",NA,358 mm,200 mm,438 mm,2.23 kg,,,0 Hz,20 - 60 %,0 Languages,,
"ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel 80 cm, Wall Mountable, Slim Gaming Monitor (ZEB-A...","₹15,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/x/d/t/zeb-ac32fhd-led-full-hd-32-2022-zeb-ac32fhd-zebronics-original-imagydzr5hfmbk28.jpeg?q=70,https://www.flipkart.com/zebronics-81-28-cm-32-inch-curved-full-hd-va-panel-80-cm-wall-mountable-slim-gaming-monitor-zeb-ac32fhd-led/p/itm502967395ff52?pid=MONGD4AZBPZ24JGH&lid=LSTMONGD4AZBPZ24JGHESEKQA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=en_taGtRE9jUiG8BLtRx8bqY3Peu9DjLm11xRCFSi7hn-icz3u3B8eGqaifs_HmvDSKo1aIXucpngWMdkjg2rQ2hWJMZAJirnjvZRqZ0WhE16A%3D&ppt=None&ppn=None&ssid=a08uxvsa800000001738523880821&qH=08b5411f848a2581,2025-02-02 20:18:00,ZEB-AC32FHD LED,Black,81.28 cm (32 inch) LED Display,VA Panel,1920x1080 pixels,Full HD,Monitor-1 unit,Curved,16.7 m Colors,"165 Hz (Analog), 165 Hz (Digital)",16:9,500000:1 (Dynamic),178° (2D),178° (2D),12 ms,300 nits (2D),0.3637 mm,50 W (Standby),Yes,,715 mm,515 mm,8 mm,5 kg,Three year carry into service center,Manufacturing defect,Any physical damage or accessories,3 Year,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DELL S Series 68.58 cm (27 inch) Full HD IPS Panel with 5-Years warranty, 99% sRGB, Low Blue Light tec...","₹11,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/v/t/u/-original-imagysfvjzxaegke.jpeg?q=70,https://www.flipkart.com/dell-s-series-68-58-cm-27-inch-full-hd-ips-panel-5-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-3-sided-bezel-less-monitor-s2721hnm-s2721hn/p/itme14d367b6a471?pid=MONGYDFQE2JJHNF3&lid=LSTMONGYDFQE2JJHNF3HYP52D&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_taGtRE9jUiG8BLtRx8bqY3Peu9DjLm11xRCFSi7hn-hmUH7CR0Iwi3fqpuAjqSaezzYCp6MiNQSv808Yr3MgoCqhaHrzSI4OjvZa1DRoeKc%3D&ppt=None&ppn=None&ssid=a08uxvsa800000001738523880821&qH=08b5411f848a2581,2025-02-02 20:18:00,S2721HNM / S2721HN,Grey,68.58 cm (27 inch) LED Display,IPS Panel,1920 x 1080 pixels,Full HD,"1 Monitor, HDMI Cable",Flat,,"75 Hz (Analog), 75 Hz (Digital)",,,178° (2D),178° (2D),4 ms,300 nits (2D),0.3114 mm,,"Yes, 2 x HDMI 1.4 Port",,,,,6.5 kg,5 Years Warranty,Manufacturing Defects,Physical Damage,5 Year,,No,Yes,No,S Series,,,1080p,Anti Glare,,,,No,,,,,,,,,,,,,,Audio Line-out,,,,,,-5 - 21 Degrees,,100 x 100 mm,VESA,Yes,,No,,No,Yes,,"LED Edgelight System, 72% NTSC (CIE 1931) Colour Gamut, BFR/PVC-free, Mercury Free, Arsenic-free Glass, Dell Easy Arrange, Dell Comfort View, Low Blue Light Technology, 3-sided Bezel Less",,,,7.6 kg,,,,,,,
ZEBRONICS Zebster 46.99 cm (18.5 inch) HD LED Backlit Monitor (ZEBSTER),"₹2,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/g/h/k/zeb-v19hd-hd-19-v19hd-zebstar-original-imag3h947a8dr7gb.jpeg?q=70,https://www.flipkart.com/zebronics-zebster-46-99-cm-18-5-inch-hd-led-backlit-monitor-zebster/p/itmf8b9a0c688aa1?pid=MONGHQRK43RTS9HH&lid=LSTMONGHQRK43RTS9HHVEY64Z&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=c943b3b7-c3ef-4f69-81f4-dd5ee661e0c3.MONGHQRK43RTS9HH.SEARCH&ppt=None&ppn=None&ssid=a08uxvsa800000001738523880821&qH=08b5411f848a2581,2025-02-02 20:18:00,ZEBSTER,Black,46.99 cm (18.5 inch) LED Display,,1366 x 768 pixels,HD,"1 Nos Of 18.5"" Monitor, 1 Nos of Monitor Stand, Power and VGA connecting Cable, Quick Start Guide",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16.09,500000:1,"170° (2D), 160° (3D)",160° (2D),8 ms,,0.3 mm,,"Yes, 1","Yes, yes",,,,,1 Year Manufacturer Warranty,Manufacturing Defects,Burn Breakage Spillage or Physical Tampering,,,"No, 0 Speaker",No,No,Zebster,LED Backlit Backlight,,,,,"170 kHz (Analog), 170 kHz (Digital)",,No,,,,No,0,,,,,No,,No,No,,,,,,,,,,,,,No,,Yes,,,,,,,,No,No,,,,,
"Lenovo L-Series 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with 99% sRGB, 1xHDMI1.4, 1xVGA, Tilt...","₹12,349",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/3/l/j/l27i-4a-full-hd-24-2023-67bekac1in-lenovo-original-imah5r6xc4hcpcra.jpeg?q=70,https://www.flipkart.com/lenovo-l-series-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-99-srgb-1xhdmi1-4-1xvga-tilt-able-stand-3wx2-inbuilt-speakers-customization-artery-smart-display-monitor-l27i-4a/p/itm74ff808e8b852?pid=MONH5P8F9G6BGPVT&lid=LSTMONH5P8F9G6BGPVTEKIQRG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=en_taGtRE9jUiG8BLtRx8bqY3Peu9DjLm11xRCFSi7hn-iLUtIF4W2iy6eBdeP0IvEaJBTblgu7aUKHJvIQQ6R3CdmEaX_1OVaDgohoY5ZV-y8%3D&ppt=None&ppn=None&ssid=a08uxvsa800000001738523880821&qH=08b5411f848a2581,2025-02-02 20:18:00,L27i-4A,Cloud Grey,68.58 cm (27 inch) LED Display,IPS Panel,,Full HD,"1 Monitor, HDMI Cable, Power Cable, Warranty Booklet, Quick Setup Guide",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,,,,1 ms,300 nits (2D),,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,Yes,,Yes,L-Series,LED Backlit Backlight,,,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarQ by Flipkart 60.96 cm (24 inch) Full HD LED Backlit VA Panel Monitor (24FHDMMQTT9B),"₹5,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/s/u/n/-original-imah4vd2vzpgg3ny.jpeg?q=70,https://www.flipkart.com/marq-flipkart-60-96-cm-24-inch-full-hd-led-backlit-va-panel-monitor-24fhdmmqtt9b/p/itmc9432dbc45a3a?pid=MONGYS8DTADDAXFW&lid=LSTMONGYS8DTADDAXFWA8GEJQ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=c943b3b7-c3ef-4f69-81f4-dd5ee661e0c3.MONGYS8DTADDAXFW.SEARCH&ppt=None&ppn=None&ssid=a08uxvsa800000001738523880821&qH=08b5411f848a2581,2025-02-02 20:18:00,24FHDMMQTT9B,Black,60.96 cm (24 inch) LCD Display,VA Panel,1920 x 1080 pixels,Full HD,"Monitor, Stand, Base, HDMI Cable, Power Adapter, User Manual",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,,178° (2D),,5 ms,250 nits (2D),,,"Yes, 1 x HDMI 1.4 Port","Yes, D-sub 15 pin",,,,,1 Year Warranty,Manufacturing Defects,Physical Damages,,,No,No,No,,LED Backlit Backlight,,,,,,"Anti-glare, Anti-flicker",No,,,,No,,,,,,No,,No,No,,,,,,,,,,VESA,,,No,,,,,,,,,,No,,,,,,
MarQ by Flipkart 55.88 cm (22 inch) Full HD LED Backlit IPS Panel Monitor (22FHDMEQNNXO),"₹5,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/g/r/5/office-monitor-full-hd-22-2024-22fhdmeqnnxo-marq-by-flipkart-original-imahfqfgvmcngf5u.jpeg?q=70,https://www.flipkart.com/marq-flipkart-55-88-cm-22-inch-full-hd-led-backlit-ips-panel-monitor-22fhdmeqnnxo/p/itm811e8a6ec45d2?pid=MONGYS8D3BHSKUMG&lid=LSTMONGYS8D3BHSKUMGX5S6GV&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=c943b3b7-c3ef-4f69-81f4-dd5ee661e0c3.MONGYS8D3BHSKUMG.SEARCH&ppt=None&ppn=None&ssid=a08uxvsa800000001738523880821&qH=08b5411f848a2581,2025-02-02 20:18:00,22FHDMEQNNXO,White,55.88 cm (22 inch) LCD Display,IPS Panel,1920 x 1080 pixels,Full HD,"Monitor, Stand, Base, HDMI Cable, Power Adapter, User Manual",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,,178° (2D),,1 ms,300 nits (2D),,,"Yes, 1 x HDMI 1.4 Port",Yes,,,,,1 Year Warranty,Manufacturing Defects,Physical Damages,,,No,Yes,No,,LED Backlit Backlight,,,,,,"Anti-glare, Anti-flicker",No,,,,No,,,,,,No,,Yes,No,,,,,,,,,,VESA,,,No,,,,,,,,,,No,,,,,Audio Out,
"Lenovo L-Series 55.88 cm (22 inch) Full HD LED Backlit IPS Panel with 99% sRGB, HDMI 1.4, VGA, 2X3W Sp...","₹7,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/v/y/i/l22i-40-full-hd-22-2023-67aekacbin-lenovo-original-imagxhhwprz7bxwn.jpeg?q=70,https://www.flipkart.com/lenovo-l-series-55-88-cm-22-inch-full-hd-led-backlit-ips-panel-99-srgb-hdmi-1-4-vga-2x3w-speakers-tilt-stand-home-office-use-ultraslim-monitor-l22i-40/p/itm3390f94a0fbda?pid=MONGXF42N5QQZCXE&lid=LSTMONGXF42N5QQZCXEQ357OC&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=en_taGtRE9jUiG8BLtRx8bqY3Peu9DjLm11xRCFSi7hn-hqN-CQ-1qyO-f7Wk78YqCcase8qodNdP85vQXnivvJhEKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=a08uxvsa800000001738523880821&qH=08b5411f848a2581,2025-02-02 20:18:00,L22i-40,Cloud Grey,55.88 cm (22 inch) LCD Display,IPS Panel,,Full HD,"1 Monitor, HDMI Cable, Power Cable, Stand, User Guide",Flat,,"75 Hz (Analog), 75 Hz (Digital)",16:09,,,,4 ms,250 nits (2D),,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,Yes,,Yes,L-Series,LED Backlit Backlight,,,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,VESA,,,,,Yes,,,,,,,,,,,,,,
"ZEBRONICS 68.58 cm (27 inch) Full HD IPS Panel with 300 Nits Brightness, HDR10, 99% sRGB 1 x DP, 1 x H...","₹9,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/9/6/l/zeb-igm-102-zeb-n27a-full-hd-27-2024-zeb-igm-102-zeb-n27a-original-imah4awzey4fz6ey.jpeg?q=70,https://www.flipkart.com/zebronics-68-58-cm-27-inch-full-hd-ips-panel-300-nits-brightness-hdr10-99-srgb-1-x-dp-hdmi-3-5mm-built-in-speakers-anti-glare-display-gaming-monitor-zeb-igm-102-zeb-n27a/p/itmc0b0a3e21eaf1?pid=MONH3NVHAD6T4FG7&lid=LSTMONH3NVHAD6T4FG7HJYBWE&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=en_taGtRE9jUiG8BLtRx8bqY3Peu9DjLm11xRCFSi7hn-gASc6S3VzYZEe_yznfd-DMVZD3Wny6dL4sSwRo5ZswUJ2-SIbIDZ6lLvgRS75Tj4w%3D&ppt=None&ppn=None&ssid=a08uxvsa800000001738523880821&qH=08b5411f848a2581,2025-02-02 20:18:00,"ZEB-IGM 102,ZEB-N27A",Black,68.58 cm (27 inch) LED Display,IPS Panel,1920x1080 pixels,Full HD,"Monitor - 1U, Base - 1U, Stem - 1U, HDMI Cable - 1U, User Manual - 1U, Power Adapter - 1U",Flat,16.7 m Colors,"180 Hz (Analog), 180 Hz (Digital)",16:9,"1000000:1, 1000000:1 (Dynamic)","178° (2D), 178° (3D)","178° (2D), 178° (3D)",1 ms,"300 nits (2D), 300 nits (3D)",0.3114 mm,"48 W (Operational), 48 W (Standby)",Yes,,616 mm,442 mm,160 mm,3.8 kg,3 Year Carry into service center,Any manufacturing defect,Any Physical damage or accessories,,1 ms,"Yes, with 48 W Power Output Per Speaker",Yes,Yes,,,,1080p,,,,,,,,,,,,48,,,Yes,,,,,,,,,,,,,,,,,,,,,,616 mm,365 mm,12 mm,3.14 kg,,No,180 Hz,,,,
"SAMSUNG 68.58 cm (27 inch) Full HD IPS Panel Flicker-Free, HDMI, Display Port, Bezel-less Design Flat ...","₹9,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/m/y/-original-imah8pwhqqngwh8v.jpeg?q=70,https://www.flipkart.com/samsung-68-58-cm-27-inch-full-hd-ips-panel-flicker-free-hdmi-display-port-bezel-less-design-flat-monitor-ls27c330gawxxl/p/itm242e33dfe21e9?pid=MONGYYQGEEKHQZFB&lid=LSTMONGYYQGEEKHQZFBGG8SBB&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=c943b3b7-c3ef-4f69-81f4-dd5ee661e0c3.MONGYYQGEEKHQZFB.SEARCH&ppt=None&ppn=None&ssid=a08uxvsa800000001738523880821&qH=08b5411f848a2581,2025-02-02 20:18:00,LS27C330GAWXXL,Black,68.58 cm (27 inch) LED Display,IPS Panel,,Full HD,"1 Monitor, Accessory included, Power Cable (1.5M), HDMI Cable, User Manual",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,,178° (2D),178° (2D),4 ms,250 nits (2D),,,Yes,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,,,72%,,,,,,,,,,,AC 100 - 240 V,,Yes,,,,,,,,,,,,,,,,,,,Yes,Windows 10,,,,,,,,,,,,
Enter 50.8 cm (20 inch) HD VA Panel Gaming Monitor (20 INCH HDMI),"₹2,760",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/allinone-desktop/a/7/m/intel-core-i5-wifi-bluetooth-keyboard-and-mouse-rionix-original-imagwhx2fhsqcwrf.jpeg?q=70,https://www.flipkart.com/enter-50-8-cm-20-inch-hd-va-panel-gaming-monitor-inch-hdmi/p/itme8f651b128416?pid=MONH28QBACGJFPFA&lid=LSTMONH28QBACGJFPFAN4J4N2&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=c943b3b7-c3ef-4f69-81f4-dd5ee661e0c3.MONH28QBACGJFPFA.SEARCH&ppt=None&ppn=None&ssid=a08uxvsa800000001738523880821&qH=08b5411f848a2581,2025-02-02 20:18:00,20 INCH HDMI,Black,50.8 cm (20 inch) HD Display,VA Panel,1600*900 pixels,HD,"cpu , hdmi cable and power cable",Flat,,"60 Hz (Analog), 60 Hz (Digital)",,1000:1,"110° (2D), 160° (3D)",140° (2D),5 ms,250 nits (2D),,,Yes,Yes,,,,,1 Year carry in warranty,WARRANTY IS NOT COVERED0 ON DAMAGED AND BURNED CASE,Burn and broken,1 Year,,No,No,No,,,,,,,,,,,,,No,,,,,,Yes,,,,,,,,,,,,yes mm,,,,,,,,,,,,,,,,,,,,
Lenovo 68.58 cm (27 inch) Full HD VA Panel with TUV Eye Care Monitor (D27-40/D27-30),"₹7,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/i/u/w/-original-imagrkynyhv7vhzd.jpeg?q=70,https://www.flipkart.com/lenovo-68-58-cm-27-inch-full-hd-va-panel-tuv-eye-care-monitor-d27-40-d27-30/p/itm20eeaca295f0b?pid=MONFXZREMZYTJGNG&lid=LSTMONFXZREMZYTJGNGYRB0VL&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=en_taGtRE9jUiG8BLtRx8bqY3Peu9DjLm11xRCFSi7hn-gVu2at3PM44dOSQLqACYILxnqPHs8Ofs0boYKUu29w4L3nN5BP0oUQf7sdSRT1im4%3D&ppt=None&ppn=None&ssid=a08uxvsa800000001738523880821&qH=08b5411f848a2581,2025-02-02 20:18:00,D27-40/D27-30,Black,68.58 cm (27 inch) LED Display,VA Panel,1920 x 1080 pixels,Full HD,"1 Monitor with Stand, Power Cable (1.8m), HDMI Cable (1.8m), User Manual",Flat,,"75 Hz (Analog), 75 Hz (Digital)",16:09,3000:1,178° (2D),178° (2D),4 ms,,,,,,,,,,3 Years Manufacturer Warranty,Manufacturing Defects,"Accidental Damage, Wear and Tear",3 Year,,,,,,,,1080p,,72% NTSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
"Lenovo L-Series 68.58 cm (27 inch) Quad HD LED Backlit IPS Panel with 99% sRGB, 90% DCI-P3, 2xHDMI 2.1...","₹20,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/p/r/8/l27q-4a-full-hd-27-2023-67bfgac6in-lenovo-original-imah5r6wzavauenr.jpeg?q=70,https://www.flipkart.com/lenovo-l-series-68-58-cm-27-inch-quad-hd-led-backlit-ips-panel-99-srgb-90-dci-p3-2xhdmi-2-1-1xdp-1-4-tilt-swivel-pivot-height-adjustable-stand-3wx2-inbuilt-speakers-customization-artery-smart-display-monitor-l27q-4a/p/itmc89d3f8c296fa?pid=MONH5P8FNVRC7FFV&lid=LSTMONH5P8FNVRC7FFVFS2ALP&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=en_taGtRE9jUiG8BLtRx8bqY3Peu9DjLm11xRCFSi7hn-i9pgy7BkmMeBMSU0-a28EhuMb8xry46mz_pOuQH2n6YgAlvNo-tguW1XjLLiPm_o8%3D&ppt=None&ppn=None&ssid=a08uxvsa800000001738523880821&qH=08b5411f848a2581,2025-02-02 20:18:00,L27q-4A,Cloud Grey,68.58 cm (27 inch) LED Display,IPS Panel,,Quad HD,"1 Monitor, HDMI Cable, Power Cable, Warranty Booklet, Quick Setup Guide",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,,,,1 ms,350 nits (2D),,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,Yes,,Yes,L-Series,LED Backlit Backlight,,,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer Nitro 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel with sRGB 99%, HDR10 Support, 2X2W Inbui...","₹7,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/9/g/s/-original-imagu3zrqukzdv7f.jpeg?q=70,https://www.flipkart.com/acer-nitro-60-45-cm-23-8-inch-full-hd-led-backlit-ips-panel-srgb-99-hdr10-support-2x2w-inbuilt-speakers-display-widget-visioncare-2-0-tilt-able-stand-gaming-monitor-vg240y/p/itme6fa3745e4cc3?pid=MONGTFA3JUYEHHHW&lid=LSTMONGTFA3JUYEHHHWIMC5GJ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=c943b3b7-c3ef-4f69-81f4-dd5ee661e0c3.MONGTFA3JUYEHHHW.SEARCH&ppt=None&ppn=None&ssid=a08uxvsa800000001738523880821&qH=08b5411f848a2581,2025-02-02 20:18:00,VG240Y,Black,60.45 cm (23.8 inch) LCD Display,IPS Panel,1920 x 1080 Pixels pixels,Full HD,"Monitor, Stand, Power Cord, Manual, HDMI Cable",Flat,,"180 Hz (Analog), 180 Hz (Digital)",16:9,,178° (2D),178° (2D),0.5 ms,250 nits (2D),,,"Yes, 2 x 2.0 Port",,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",,Yes,Nitro,LED Backlit Backlight,,,,99% SRGB,,,No,,,,,2,,2,,,Yes,,Yes,,Connectivity Options of 2 x HDMI (2.0) 1 x Display (1.2) Ports with Inbox HDMI Cable I Audio Out I Integrated 2W x 2 Stereo Speakers,,,,,,,,,,,,,,,,,,,,,,,No,,,,Audio Out,
