title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Color,Display,Panel Type,Screen Resolution Type,Sales Package,Screen Form Factor,Number of Colors,Maximum Refresh Rate,Aspect Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Color Gamut,Power Requirement,HDMI,Display Port,HDCP Support,System Requirements,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Backlight,Resolution,HD Standard,Contrast Ratio,Pixel Pitch,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Power Consumption,VGA,Other Mounting Features,Plug and Play,Other Features,Width With Stand,Height With Stand,Depth With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Series,3D,Processor,Display Screen Coating,Maximum 3D Refresh Rate,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Response Time,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Number of Speakers,Other Audio Features,Power Output Per Speaker,DVI,USB,Audio Out,Audio In,Operating Temperature,Non Operating Temperature,Storage Temperature,Operating Humidity Range,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Inbuilt Webcam,Controls,OSD Languages Supported,Weight With Stand,Weight Without Stand,Other Power Features,Other Connectivity Features,Audio Jacks,Part Number
"Acer 54.61 cm (21.5 inch) Full HD LED Backlit VA Panel with ZeroFrame Design, Ergonomic Stand, Acer Vi...","₹5,695",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/z/l/6/-original-imagze3c9aggznc9.jpeg?q=70,https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-led-backlit-va-panel-zeroframe-design-ergonomic-stand-vision-care-flicker-free-monitor-ek220q/p/itme973196ea99d8?pid=MONG4GBU5GN9RNNK&lid=LSTMONG4GBU5GN9RNNK0YQLLF&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=8595241d-20d8-4504-ab50-31c53a78b06f.MONG4GBU5GN9RNNK.SEARCH&ppt=None&ppn=None&ssid=adrc2r8pa80000001738367297483&qH=08b5411f848a2581,2025-02-01 00:48:24,EK220Q,Black,54.61 cm (21.5 inch) LED Display,VA Panel,Full HD,"LCD MONITOR 1N, USER MANUAL 1N, POWER CABLE N/A",Flat,16.7 M Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,178° (2D),178° (2D),1 ms,250 nits (2D),72% NTSC,,"Yes, 1 x 1.4 Port",No,,,3 Years Warranty Provided by the Manufacturer from Date of Purchase,Manufacturing Defects,Physical Damages,3 Year,LED Backlit Backlight,1920 x 1080 pixels,1080p,"3000:1, 100000000:1 (Dynamic)",0.248 mm,No,No,No,No,,Yes,,,,503 mm,379 mm,181 mm,,,,,,,,,,"Flicker Free, Comfyview, Low Blue Light Technology, AMD Free Sync Technology",No,,,,,,,,No,,No,,,,,,,,5 - 20,,,,,,,,2.4 kg,,,,,
Frontech - 48.26 cm (19 inch) HD LED Backlit VA Panel Monitor (MON-0071),"₹2,812",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/p/8/w/mon-0071-hd-19-2023-mon-0071-frontech-original-imah8ny7xamhzun9.jpeg?q=70,https://www.flipkart.com/frontech-48-26-cm-19-inch-hd-led-backlit-va-panel-monitor-mon-0071/p/itm2845a72870749?pid=MONGS24CHXGMQNU8&lid=LSTMONGS24CHXGMQNU8RLMTRS&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&spotlightTagId=FkPickId_6bo%2Fg0i%2F9no&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=8595241d-20d8-4504-ab50-31c53a78b06f.MONGS24CHXGMQNU8.SEARCH&ppt=None&ppn=None&ssid=adrc2r8pa80000001738367297483&qH=08b5411f848a2581,2025-02-01 00:48:24,MON-0071,Black,48.26 cm (19 inch) LED Display,VA Panel,HD,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",16:10,"130° (2D), 0° (3D)","90° (2D), 0° (3D)",5 ms,"250 nits (2D), 0 nits (3D)",sRGB,AC 180-255V,"Yes, 1 x 1.4 Port",Yes,No,"Windows10, Windows 7, Windows 8, Windows 8.1",1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,LED Backlit Backlight,1440 x 900 pixels,HD,"5000000:1, 5000000:1 (Dynamic)",0.2835 mm,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,"21 W (Operational), 0 W (Standby)","Yes, 15 Pin",-,Yes,-,154 mm,370 mm,438 mm,154 mm,367 mm,438 mm,-,No,-,-,0 Hz,"80 kHz (Analog), 80 kHz (Digital)","Slim Design, Support Wall Mount","No, Supported by - with -",0 ms,-,-,-,0,NA,0,,0 x 0 Port,No,No,0 - 0° C,- - 50° C,0 - 60° C,0 - 0 %,-,Yes,3-12 Degree,-,215 x 205 x 165 mm,-,-,No,"Auto, Menu, Up, Down, Power",,3 kg,2.97 kg,-,-,,
"Lenovo L-Series 68.58 cm (27 inch) Quad HD LED Backlit IPS Panel with 99% sRGB, 90% DCI-P3, 2xHDMI 2.1...","₹20,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/p/r/8/l27q-4a-full-hd-27-2023-67bfgac6in-lenovo-original-imah5r6wzavauenr.jpeg?q=70,https://www.flipkart.com/lenovo-l-series-68-58-cm-27-inch-quad-hd-led-backlit-ips-panel-99-srgb-90-dci-p3-2xhdmi-2-1-1xdp-1-4-tilt-swivel-pivot-height-adjustable-stand-3wx2-inbuilt-speakers-customization-artery-smart-display-monitor-l27q-4a/p/itmc89d3f8c296fa?pid=MONH5P8FNVRC7FFV&lid=LSTMONH5P8FNVRC7FFVFS2ALP&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=en_bTaZ-nZ2T6Wip5ZUtvp1hj1nrE9qtAzDLVN_7d3viyaWUDK3En9GpNb3NkCOurhH8XILr573FIWZdzga5yn32oE8waCTrWcncKeK_ydPfoM%3D&ppt=None&ppn=None&ssid=adrc2r8pa80000001738367297483&qH=08b5411f848a2581,2025-02-01 00:48:24,L27q-4A,Cloud Grey,68.58 cm (27 inch) LED Display,IPS Panel,Quad HD,"1 Monitor, HDMI Cable, Power Cable, Warranty Booklet, Quick Setup Guide",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,,,1 ms,350 nits (2D),,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,LED Backlit Backlight,,,,,Yes,,,Yes,,,,,,,,,,,,L-Series,,,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo L-Series 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with 99% sRGB, 1xHDMI1.4, 1xVGA, Tilt...","₹12,349",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/3/l/j/l27i-4a-full-hd-24-2023-67bekac1in-lenovo-original-imah5r6xc4hcpcra.jpeg?q=70,https://www.flipkart.com/lenovo-l-series-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-99-srgb-1xhdmi1-4-1xvga-tilt-able-stand-3wx2-inbuilt-speakers-customization-artery-smart-display-monitor-l27i-4a/p/itm74ff808e8b852?pid=MONH5P8F9G6BGPVT&lid=LSTMONH5P8F9G6BGPVTEKIQRG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_bTaZ-nZ2T6Wip5ZUtvp1hj1nrE9qtAzDLVN_7d3viyYVYst8u3BHEblkZlaXKkWm0WYLdZ66QywOTjrHJwDaaU4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=None&ppn=None&ssid=adrc2r8pa80000001738367297483&qH=08b5411f848a2581,2025-02-01 00:48:24,L27i-4A,Cloud Grey,68.58 cm (27 inch) LED Display,IPS Panel,Full HD,"1 Monitor, HDMI Cable, Power Cable, Warranty Booklet, Quick Setup Guide",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,,,1 ms,300 nits (2D),,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,LED Backlit Backlight,,,,,Yes,,,Yes,,,,,,,,,,,,L-Series,,,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontech - 48.26 cm (19 inch) HD LED Backlit VA Panel Monitor (MON-0001),"₹2,750",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/q/v/mon-0001-hd-19-2023-mon-0001-frontech-original-imah8pbufq6vgc5m.jpeg?q=70,https://www.flipkart.com/frontech-48-26-cm-19-inch-hd-led-backlit-va-panel-monitor-mon-0001/p/itm3371e2754e15b?pid=MONGS24CMA2KJYQX&lid=LSTMONGS24CMA2KJYQXZVHUUM&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=8595241d-20d8-4504-ab50-31c53a78b06f.MONGS24CMA2KJYQX.SEARCH&ppt=None&ppn=None&ssid=adrc2r8pa80000001738367297483&qH=08b5411f848a2581,2025-02-01 00:48:24,MON-0001,Black,48.26 cm (19 inch) LED Display,VA Panel,HD,"1 Monitor, 1 Stand, 1 Unit Power Cable, 1 Unit HDMI Cable, Quick Setup Guide, Warranty Card",Flat,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",16:09,"150° (2D), 0° (3D)","130° (2D), 0° (3D)",3 ms,"250 nits (2D), 0 nits (3D)",sRGB,AC 180 - 255V,"Yes, 1 x 1.4 Port",Yes,No,"Windows 10, Windows 8, Windows 10",1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,LED Backlit Backlight,1440 x 900 pixels,HD,"5000000:1, 5000000:1 (Dynamic)",0.2835 mm,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,"21 W (Operational), 0 W (Standby)","Yes, 15 Pin",-,Yes,NA,358 mm,220 mm,438 mm,358 mm,200 mm,438 mm,-,,-,-,0 Hz,"75 kHz (Analog), 75 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by 0 with 0",0 ms,0,0,-,0,NA,0,,0,No,No,0 - 50° C,0 - 0° C,20 - 60° C,20 - 60 %,-,Yes,0,0,215 x 205 x 165 mm,-,-,No,"Auto, Menu, Up, Down, Power",0 Languages,2.23 kg,2.23 kg,-,NA,,
Lenovo 60.45 cm (23.8 inch) Full HD VA Panel 3-Side Near Edgeless with TUV Eye Care Monitor (D24-20/D2...,"₹6,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/ko8xtow0/monitor/t/a/y/d24-20-66aekac1in-lenovo-original-imag2qwzazcdmqtb.jpeg?q=70,https://www.flipkart.com/lenovo-60-45-cm-23-8-inch-full-hd-va-panel-3-side-near-edgeless-tuv-eye-care-monitor-d24-20-d24-40/p/itm7a2d267d21c3f?pid=MONFV5HRNF4QFVG4&lid=LSTMONFV5HRNF4QFVG4ATFEMN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=en_bTaZ-nZ2T6Wip5ZUtvp1hj1nrE9qtAzDLVN_7d3viyb-cKQInKCThu-8WeL26-C7vRWgORlBoxv9nbabAj_UdUKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=adrc2r8pa80000001738367297483&qH=08b5411f848a2581,2025-02-01 00:48:24,D24-20/D24-40,Black,60.45 cm (23.8 inch) LED Display,VA Panel,Full HD,"1 Monitor, Power Cable, HDMI Cable,Quick Setup Guide",Flat,,"75 Hz (Analog), 75 Hz (Digital)",,,,4 ms,,,,,,,,3 Years Manufacturer Warranty,Manufacturing Defects,Physical Damage,3 Year,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LG 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Side Borderless Display,Tilt-able Stand, Black Stabil...","₹7,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/9/n/9/-original-imagyahhmczxzhqw.jpeg?q=70,https://www.flipkart.com/lg-60-45-cm-23-8-inch-full-hd-ips-panel-3-side-borderless-display-tilt-able-stand-black-stabilizer-onscreen-control-ergo-design-monitor-24mr400-ba-ctrrmv/p/itm0e25cac2a60d6?pid=MONGW4N96FVHTT7C&lid=LSTMONGW4N96FVHTT7C1RULRO&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&spotlightTagId=BestsellerId_6bo%2Fg0i%2F9no&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=8595241d-20d8-4504-ab50-31c53a78b06f.MONGW4N96FVHTT7C.SEARCH&ppt=None&ppn=None&ssid=adrc2r8pa80000001738367297483&qH=08b5411f848a2581,2025-02-01 00:48:24,24MR400-BA.CTRRMV,Black,60.45 cm (23.8 inch) LED Display,IPS Panel,Full HD,"1 Monitor, Power Cord, HDMI Cable, Stand Body, Stand Base, Adapter, User Manual, Warranty Card",Flat,,"100 Hz (Analog), 60 Hz (Digital)",16:09,,,5 ms,200 nits (2D),,,Yes,Yes,,,3 Years Warranty,Manufacturing Defects,Physical and Water Damages,3 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarQ by Flipkart 55.88 cm (22 inch) Full HD LED Backlit IPS Panel Monitor (22FHDMEQNNXO),"₹5,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/g/r/5/office-monitor-full-hd-22-2024-22fhdmeqnnxo-marq-by-flipkart-original-imahfqfgvmcngf5u.jpeg?q=70,https://www.flipkart.com/marq-flipkart-55-88-cm-22-inch-full-hd-led-backlit-ips-panel-monitor-22fhdmeqnnxo/p/itm811e8a6ec45d2?pid=MONGYS8D3BHSKUMG&lid=LSTMONGYS8D3BHSKUMGX5S6GV&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=8595241d-20d8-4504-ab50-31c53a78b06f.MONGYS8D3BHSKUMG.SEARCH&ppt=None&ppn=None&ssid=adrc2r8pa80000001738367297483&qH=08b5411f848a2581,2025-02-01 00:48:24,22FHDMEQNNXO,White,55.88 cm (22 inch) LCD Display,IPS Panel,Full HD,"Monitor, Stand, Base, HDMI Cable, Power Adapter, User Manual",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,178° (2D),,1 ms,300 nits (2D),,,"Yes, 1 x HDMI 1.4 Port",No,,,1 Year Warranty,Manufacturing Defects,Physical Damages,,LED Backlit Backlight,1920 x 1080 pixels,,,,No,Yes,No,No,,Yes,,,,,,,,,,,,,,,,"Anti-glare, Anti-flicker",No,,,,,,,,No,,Yes,No,,,,,,,,,,VESA,,No,,,,,,,Audio Out,
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),"₹2,469",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/y/p/mon-0065-hd-17-2023-mon-0065-frontech-original-imah8nybhchfkhmy.jpeg?q=70,https://www.flipkart.com/frontech-43-18-cm-17-inch-hd-led-backlit-va-panel-monitor-mon-0065/p/itmbc6d42fed6553?pid=MONGS24EAHXVJZMQ&lid=LSTMONGS24EAHXVJZMQACRRSN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=en_bTaZ-nZ2T6Wip5ZUtvp1hj1nrE9qtAzDLVN_7d3viybg3x7vZ36ZoG5c4lt44s1vgjyUSSmsnoAKuxhaiEcQkw%3D%3D&ppt=None&ppn=None&ssid=adrc2r8pa80000001738367297483&qH=08b5411f848a2581,2025-02-01 00:48:24,MON-0065,Black,43.18 cm (17 inch) LED Display,VA Panel,HD,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",5:4,130° (2D),90° (2D),5 ms,250 nits (2D),sRGB,AC 180 - 255V,"Yes, 1 x 1.4 Port",Yes,No,"Windows 10, Windows 8, Windows 7",1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,LED Backlit Backlight,1280x1024 pixels,1080p,"1000000:1, 1000000:1 (Dynamic)",0.264 mm,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,18 W (Operational),"Yes, 15 Pin",-,Yes,-,370 mm,375 mm,370 mm,200 mm,370 mm,370 mm,-,,-,-,,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mount","No, Supported by - with -",,-,-,-,0,NA,0,,0 x 0 Port,No,No,-,-,-,,-,Yes,3-12 Degree,-,215 x 205 x 165 mm,Yes,-,No,"Auto, Menu, Up, Down, Power",,2.8 kg,2.7 kg,-,-,,
"SAMSUNG 60.96 cm (24 inch) Curved Full HD VA Panel with 1800R, HDMI, Audio Ports, HDMI, Flicker Free S...","₹7,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/t/s/t/ls24c360eawxxl-full-hd-24-2023-ls24c360eawxxl-samsung-original-imagqfu5qfcbszxk.jpeg?q=70,https://www.flipkart.com/samsung-60-96-cm-24-inch-curved-full-hd-va-panel-1800r-hdmi-audio-ports-flicker-free-slim-design-monitor-ls24c360eawxxl/p/itm11e7db316afa3?pid=MONGPWDYQB4JJMAY&lid=LSTMONGPWDYQB4JJMAYXAPSO5&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=en_bTaZ-nZ2T6Wip5ZUtvp1hj1nrE9qtAzDLVN_7d3viyZ8zQFOChk9_GYJzFDOnYRi-hXKnKuu64TtfvP65hiLWL3nN5BP0oUQf7sdSRT1im4%3D&ppt=None&ppn=None&ssid=adrc2r8pa80000001738367297483&qH=08b5411f848a2581,2025-02-01 00:48:24,LS24C360EAWXXL,Black,60.96 cm (24 inch) LED Backlit Display,VA Panel,Full HD,"1 Monitor, Power Cable, HDMI Cable",Curved,,"75 Hz (Analog), 75 Hz (Digital)",16:09,,,4 ms,200 nits (2D),,AC 100 - 240 V,Yes,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZEBRONICS 46.99 cm (18.5 inch) HD LED Backlit TN Panel HDMI, VGA Input, HD 1366 x 768, 16.7M Colors, G...","₹2,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/ktuewsw0/monitor/i/l/x/zeb-v19hd-led-hd-18-5-zeb-v19hd-led-zebronics-original-imag73hbg3zhz3zx.jpeg?q=70,https://www.flipkart.com/zebronics-46-99-cm-18-5-inch-hd-led-backlit-tn-panel-hdmi-vga-input-1366-x-768-16-7m-colors-glossy-panel-slim-design-wall-mountable-monitor-zeb-v19hd-led/p/itmcd404240dd818?pid=MONG6Z8GQEHKGZKF&lid=LSTMONG6Z8GQEHKGZKFNOT5TK&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=8595241d-20d8-4504-ab50-31c53a78b06f.MONG6Z8GQEHKGZKF.SEARCH&ppt=None&ppn=None&ssid=adrc2r8pa80000001738367297483&qH=08b5411f848a2581,2025-02-01 00:48:24,ZEB-V19HD LED,Black,46.99 cm (18.5 inch) LED Display,TN Panel,HD,"1 Monitor, Power Cord, VGA Cable, User Manual, Base",Flat,,"60 Hz (Analog), 60 Hz (Digital)",16:09,,,8 ms,,,,Yes,No,,,1 year carry into service center,ZEB-V19HD LED,Any Physical Damage,1 Year,LED Backlit Backlight,1366 x 768 pixels,,50000:1 (Dynamic),3 mm,No,No,No,No,,Yes,,Yes,,44 mm,33.5 mm,46.9 mm,,,,,No,,,,,,No,,,,,,,,,,No,,,,,,,,,,,,,No,,,2.5 kg,,,,,
"LG 62.23 cm (24.5 inch) Full HD IPS Panel with Dynamic Action Sync, Black Stabilizer, OnScreen Control...","₹7,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/o/s/r/-original-imah5qbvmgfvkjmy.jpeg?q=70,https://www.flipkart.com/lg-62-23-cm-24-5-inch-full-hd-ips-panel-dynamic-action-sync-black-stabilizer-onscreen-control-ergonomic-design-monitor-25ms500-b-atr/p/itmcb800184124ef?pid=MONH4GVEJG9QTTZZ&lid=LSTMONH4GVEJG9QTTZZ4DKGRX&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=8595241d-20d8-4504-ab50-31c53a78b06f.MONH4GVEJG9QTTZZ.SEARCH&ppt=None&ppn=None&ssid=adrc2r8pa80000001738367297483&qH=08b5411f848a2581,2025-02-01 00:48:24,25MS500-B.ATR,Black,62.23 cm (24.5 inch) LED Display,IPS Panel,Full HD,"1 Monitor, Stand Body, Stand Base, Screws, Adapter, Power Cord, HDMI Cable, User Manual",Flat,,"100 Hz (Analog), 100 Hz (Digital)",,,,5 ms,250 nits (2D),,,,No,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,Non LED Backlit Backlight,,,,,No,,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,No,,,,,,,,
Cooler Master 68.58 cm (27 inch) Full HD IPS Panel Gaming Monitor (GA2701S),"₹9,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/t/q/r/ga2701s-full-hd-27-2024-cmi-ga2701s-in-cooler-master-original-imahfrywkrpbmsdh.jpeg?q=70,https://www.flipkart.com/cooler-master-68-58-cm-27-inch-full-hd-ips-panel-gaming-monitor-ga2701s/p/itm7e1b7c22f9928?pid=MONHFRYWGSZ8R89T&lid=LSTMONHFRYWGSZ8R89TLYUEUW&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=en_bTaZ-nZ2T6Wip5ZUtvp1hj1nrE9qtAzDLVN_7d3viyaGn0xku1I3yKVVFMq5muYpwCDS_yT1gjtf8FljQqNYwg%3D%3D&ppt=None&ppn=None&ssid=adrc2r8pa80000001738367297483&qH=08b5411f848a2581,2025-02-01 00:48:24,GA2701S,Black,68.58 cm (27 inch) LCD Display,IPS Panel,Full HD,"Monitor, Power Cord",Flat,,"100 Hz (Analog), 100 Hz (Digital)",,,,1 ms,250 nits (2D),95% SRGB,,"Yes, 1",,,,3 years manufacturer warranty,Manufacturing defect only,Physical Damages,,,1920 x 1080 Pixels pixels,,,,,,,,,Yes,VESA Mount Capability (100x100 mm),,,,,,,,,,No,,,,,,No,,,,,,,,,,,,,,,,,,-5 degree to 20 degree,,,,,,,,,,,,,
Acer 68.58 cm (27 inch) 4K Ultra HD LED Backlit IPS Panel Monitor (CB272K-PD),"₹24,799",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/f/g/cb272k-pd-4k-ultra-hd-27-2024-um-hb2si-003-acer-original-imah5hf9ahauh3hj.jpeg?q=70,https://www.flipkart.com/acer-68-58-cm-27-inch-4k-ultra-hd-led-backlit-ips-panel-monitor-cb272k-pd/p/itm712d0b3541838?pid=MONH5HFAX7YWE7QF&lid=LSTMONH5HFAX7YWE7QFPEF7UV&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=en_bTaZ-nZ2T6Wip5ZUtvp1hj1nrE9qtAzDLVN_7d3viyasfNvqwYb5VqVqaFRlQWcPy5iZyFXs-0hoNlBorY_2zw%3D%3D&ppt=None&ppn=None&ssid=adrc2r8pa80000001738367297483&qH=08b5411f848a2581,2025-02-01 00:48:24,CB272K-PD,Black,68.58 cm (27 inch) LCD Display,IPS Panel,4K Ultra HD,"Monitor, stand, power cord, manual, Type C Cable, HDMI Cable",Flat,,"60 Hz (Analog), 60 Hz (Digital)",16:9,178° (2D),178° (2D),4 ms,350 nits (2D),,,Yes,Yes,,,3 years manufacturer warranty,Manufacturing defect only,Physical Damages,,LED Backlit Backlight,4K UHD 2160p pixels,,,,"Yes, 2 Speakers  with 2 W Power Output Per Speaker",,,Yes,,,,,,,,,,,,,No,,,,,,No,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,"1xType C PD 90W, 1xHDMI(2.0), 1xDisplay(1.2) Port with Inbox HDMI & Type C Cables I Audio Out I Integrated 2W x 2 Stereo Speakers.",,
"SAMSUNG 68.58 cm (27 inch) Full HD IPS Panel Flicker-Free, HDMI, Display Port, Bezel-less Design Flat ...","₹10,099",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/m/y/-original-imah8pwhqqngwh8v.jpeg?q=70,https://www.flipkart.com/samsung-68-58-cm-27-inch-full-hd-ips-panel-flicker-free-hdmi-display-port-bezel-less-design-flat-monitor-ls27c330gawxxl/p/itm242e33dfe21e9?pid=MONGYYQGEEKHQZFB&lid=LSTMONGYYQGEEKHQZFBGG8SBB&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=8595241d-20d8-4504-ab50-31c53a78b06f.MONGYYQGEEKHQZFB.SEARCH&ppt=None&ppn=None&ssid=adrc2r8pa80000001738367297483&qH=08b5411f848a2581,2025-02-01 00:48:24,LS27C330GAWXXL,Black,68.58 cm (27 inch) LED Display,IPS Panel,Full HD,"1 Monitor, Accessory included, Power Cable (1.5M), HDMI Cable, User Manual",Flat,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",16:09,178° (2D),178° (2D),4 ms,250 nits (2D),72%,AC 100 - 240 V,Yes,Yes,Yes,Windows 10,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
