title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Storage Type,Operating System,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Battery Backup,Power Supply,Chipset,Expandable Memory,RAM Frequency,Cache,RPM,Number of Cores,Expandable SSD Capacity,Supported Operating System,Mic In,HDMI Port,Multi Card Slot,Hardware Interface,Sound Chip,Sound Properties,Ethernet,Security Chip,Backlit Keyboard,Included Software,Additional Features,Domestic Warranty,Pointer Device,Battery Cell,OS Architecture,System Architecture,Inbuilt 4G LTE,Memory Slots,NFC Support,Wireless WAN,Face Recognition,Lock Port,Laptop Bag,EMMC Storage Capacity,RJ45,Refresh Rate,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Stylus Included,S-video,Dock Port,Firewire Port,RJ11,VGA Port,Brightness,Read/Write Speed,Antivirus,Recovery Options,Other Accessories,International Warranty,TGP,Color Gamut,Certification,HDD Capacity
Lenovo V14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Light Lapto...,"₹36,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/q/c/lenovo-v14-g3-laptop-lenovo-original-imah34rsm7bxeswg.jpeg?q=70,https://www.flipkart.com/lenovo-v14-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-v-14-thin-light-laptop/p/itme87a00a2ff6c2?pid=COMH76FG3MCSNRDV&lid=LSTCOMH76FG3MCSNRDVPDKKL7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_9&otracker=search&fm=organic&iid=f74f5d14-42a5-4e8c-9a94-19e0c5b8035a.COMH76FG3MCSNRDV.SEARCH&ppt=None&ppn=None&ssid=2cqwr5yeio0000001738684267908&qH=312f91285e048e09,2/5/2025 16:51,Laptop 1 ; Adapter 1 ; Power Cable 1,V 14,82TSA0CWIH,V14,V14,Iron Grey,Thin and Light Laptop,"Entertainment, Everyday Use, Learning, Processing & Multitasking, Travel & Business",No,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,1235U,Up to 4.4 GHz,Intel Integrated Intel,SSD,Windows 11 Home,,No,35.81 cm (14.1 inch),1920 x 1080 pixel,FHD,,,Yes,Yes,,,Not Available,Yes,No,English Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,upto 6 hours,,,,,12MB L3,,10,NA,Windows 11,Yes,,,,,,,,No,Windows 11,,12 Months,,3 Cell,64 bit,,No,2,No,YES,No,NA,No,,,,,,,,,,,,,,,,,,,,,
Acer Swift Go 14 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) SFG14-41-R6G9 Thin a...,"₹38,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/g/e/-original-imah3zvxy99qn787.jpeg?q=70,https://www.flipkart.com/acer-swift-go-14-amd-ryzen-5-hexa-core-7430u-16-gb-512-gb-ssd-windows-11-home-sfg14-41-r6g9-thin-light-laptop/p/itm52551833a1d42?pid=COMH3GFNKMHJEBYF&lid=LSTCOMH3GFNKMHJEBYFYBAVSV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_10&otracker=search&fm=organic&iid=f74f5d14-42a5-4e8c-9a94-19e0c5b8035a.COMH3GFNKMHJEBYF.SEARCH&ppt=None&ppn=None&ssid=2cqwr5yeio0000001738684267908&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",SFG14-41-R6G9,NX.KG3SI.006,SFG14-41,Swift Go 14,Pure Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,16 GB,LPDDR4X,7430U,Up to 4.3 GHz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1 port with power-off charging, 1 x USB 2.0 port, 1 x USB Type-C port with DC-in",No,35.56 cm (14 Inch),1920 x 1080 Pixel,,Two built-in front facing stereo speakers,Yes,Wi-Fi 6E Wireless,v5.1,321.71 x 211.72 x 15.9 mm,1.25 Kg,Not Available,"Video conferencing: UFC with Type USB FHD Camera, Compatible with Windows, 1920 x 1080 resolution, 1080p HD video at 60 fps with Temporal Noise Reduction",,83-/84-/87-key full-size FineTip backlit keyboard with international language support,1 Year Carry-in Warranty,Carry-In,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,"₹12,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/n/3/cx1500cka-ej0275-chromebook-asus-original-imah2mw8nykenzdx.jpeg?q=70,https://www.flipkart.com/asus-chromebook-intel-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os-cx1500cka-nj0393/p/itmc1d20ec9ce589?pid=COMGSHM3XESWZ6AT&lid=LSTCOMGSHM3XESWZ6ATVEMMNA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=TrendingId_6bo%2Fb5g&srno=s_1_11&otracker=search&fm=organic&iid=f74f5d14-42a5-4e8c-9a94-19e0c5b8035a.COMGSHM3XESWZ6AT.SEARCH&ppt=None&ppn=None&ssid=2cqwr5yeio0000001738684267908&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Charger, Product manual",CX1500CKA-NJ0393,90NX03Y2-M00E20,CX1500CKA-NJ0393,Chromebook,Transparent Silver,Chromebook,Processing & Multitasking,No,Intel,Celeron Dual Core,,No,,4 GB,LPDDR4X,N4500,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz,Intel Integrated UHD,eMMC,Chrome,"2 x USB 3.2 Gen 1 Type-A, 2 x USB 3.2 Gen 1 Type-C",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, LED Backlit",,,Wi-Fi 6 (802.11ax),v5.2,361.3 x 249.9 x 18.7 mm,1.80 Kg,Not Available,720p HD camera,No,Chiclet Keyboard with Num-key,1 Year Onsite Warranty,Onsite,Manufacturing Defect,Physical Damage,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,64 GB,,,,,,,,,,,,,,,,,,,,
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/512 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,"₹19,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/w/8/-original-imah8zvzzp5fjjta.jpeg?q=70,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-512-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmad38595c5a902?pid=COMH7NCZY2QDJ5Z4&lid=LSTCOMH7NCZY2QDJ5Z4RHDRWI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_12&otracker=search&fm=organic&iid=f74f5d14-42a5-4e8c-9a94-19e0c5b8035a.COMH7NCZY2QDJ5Z4.SEARCH&ppt=None&ppn=None&ssid=2cqwr5yeio0000001738684267908&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",A311-45,UN.354SI.002,Aspire 3,Aspire 3,Steel Grey,Thin and Light Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking",No,Intel,Celeron Dual Core,,Yes,512 GB,8 GB,DDR4,,,Intel Integrated UHD,SSD,Windows 11 Home,"1 x Type C Port, 3 x USB 3.2 Port",No,29.46 cm (11.6 inch),1366 x 768 Pixels,,Two Built-in Stereo Speakers,,802.11 a/b/g/n/ac Wireless LAN,v4.2,277.3 x 193.3 x 16.8 mm,1.0 kg,Not Available,1280 x 720 Resolution/720p HD Video,,74-/75-/78-key Acer FineTip Keyboard,1 Year Warranty,Onsite,Manufacturing Defects,Physical Damage,,3 Pin 36 W AC Adapter,,16 GB,,,,,,Windows 11 Home,,1 x HDMI Port,,,,,,,No,,,1 Year,"Multi Gesture Touchpad, Supporting Two Finger Scroll, Pinch, Action Center, Multitasking, Application Commands",38 Wh Li-ion Battery,64 bit,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,
Acer Swift Go 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) SFG14-41 Thin and Ligh...,"₹51,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/o/9/-original-imah3zvx86cw6kqy.jpeg?q=70,https://www.flipkart.com/acer-swift-go-14-amd-ryzen-7-octa-core-7730u-16-gb-1-tb-ssd-windows-11-home-sfg14-41-thin-light-laptop/p/itm52551833a1d42?pid=COMH3GFNEFQMQJHV&lid=LSTCOMH3GFNEFQMQJHVO4TW6M&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_13&otracker=search&fm=organic&iid=f74f5d14-42a5-4e8c-9a94-19e0c5b8035a.COMH3GFNEFQMQJHV.SEARCH&ppt=None&ppn=None&ssid=2cqwr5yeio0000001738684267908&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",SFG14-41,NX.KG3SI.008,SFG14-41,Swift Go 14,Pure Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 7 Octa Core,,Yes,1 TB,16 GB,LPDDR4X,7730U,Up to 4.5 GHz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1 port with power-off charging, 1 x USB 2.0 port, 1 x USB Type-C port with DC-in",No,35.56 cm (14 Inch),1920 x 1080 Pixel,,Two built-in front facing stereo speakers,Yes,Wi-Fi 6E Wireless,v5.1,321.71 x 211.72 x 15.9 mm,1.25 Kg,Not Available,"Video conferencing: UFC with Type USB FHD Camera, Compatible with Windows, 1920 x 1080 resolution, 1080p HD video at 60 fps with Temporal Noise Reduction",,83-/84-/87-key full-size FineTip backlit keyboard with international language support,1 Year Carry-in Warranty,Carry-In,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7X4HN/A,"₹91,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/v/v/-original-imagfdeqter4sj2j.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-16-gb-256-gb-ssd-macos-sequoia-mc7x4hn-a/p/itmdc5308fa78421?pid=COMH64PY76CJKBYU&lid=LSTCOMH64PY76CJKBYUOL7TOK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_14&otracker=search&fm=organic&iid=f74f5d14-42a5-4e8c-9a94-19e0c5b8035a.COMH64PY76CJKBYU.SEARCH&ppt=None&ppn=None&ssid=2cqwr5yeio0000001738684267908&qH=312f91285e048e09,2/5/2025 16:51,"13.6 inch MacBook Air USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",MC7X4HN/A,MC7X4HN/A,MacBook Air,MacBook AIR,Midnight,Thin and Light Laptop,Processing & Multitasking,No,Apple,M2,,Yes,256 GB,16 GB,Unified Memory,,,NA,SSD,macOS Sequoia,2 x Thunderbolt USB 4,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina display, LED-backlit display with IPS technology native resolution at 224 pixels per inch, 500 nits brightness",Built-in Speakers,,Wi-Fi 6 (802.11ax),v5.3,304.1 x 215.0 x 11.3 mm,1.24 kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,Upto 18 Hours,,,,,,,,,,Yes,,,,,Four-speaker sound system,,,Yes,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather",,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Swift Go 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) SFG14-41 Thin and Li...,"₹47,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/o/9/-original-imah3zvx86cw6kqy.jpeg?q=70,https://www.flipkart.com/acer-swift-go-14-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-sfg14-41-thin-light-laptop/p/itm52551833a1d42?pid=COMH3GFNZZGQTAEW&lid=LSTCOMH3GFNZZGQTAEWC1YE1V&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_15&otracker=search&fm=organic&iid=f74f5d14-42a5-4e8c-9a94-19e0c5b8035a.COMH3GFNZZGQTAEW.SEARCH&ppt=None&ppn=None&ssid=2cqwr5yeio0000001738684267908&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",SFG14-41,NX.KG3SI.007,SFG14-41,Swift Go 14,Pure Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,LPDDR4X,7730U,Up to 4.5 GHz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 3.2 Gen 1 port with power-off charging, 1 x USB 2.0 port, 1 x USB Type-C port with DC-in",No,35.56 cm (14 Inch),1920 x 1080 Pixel,,Two built-in front facing stereo speakers,Yes,Wi-Fi 6E Wireless,v5.1,321.71 x 211.72 x 15.9 mm,1.25 Kg,Not Available,"Video conferencing: UFC with Type USB FHD Camera, Compatible with Windows, 1920 x 1080 resolution, 1080p HD video at 60 fps with Temporal Noise Reduction",,83-/84-/87-key full-size FineTip backlit keyboard with international language support,1 Year Carry-in Warranty,Carry-In,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Ho...","₹32,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/6/e/-original-imah4dgwhghr66kw.jpeg?q=70,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj321ws-thin-light-laptop/p/itmbe5bbf6a5168b?pid=COMGT2ZXC24MFNFA&lid=LSTCOMGT2ZXC24MFNFAH8MFND&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_16&otracker=search&fm=organic&iid=f74f5d14-42a5-4e8c-9a94-19e0c5b8035a.COMGT2ZXC24MFNFA.SEARCH&ppt=None&ppn=None&ssid=2cqwr5yeio0000001738684267908&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",X1504ZA-NJ321WS,90NB1021-M00580,Vivobook 15,"Vivobook 15, with Backlit Keyboard,",Quiet Blue,Thin and Light Laptop,Travel & Business,Yes,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,1215U,Up to 4.4 GHz,Intel Integrated Integrated Intel® UHD Graphics,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A",No,39.62 cm (15.6 Inch),1920 x 1080 pixel,"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display",,,,YES,,,Not Available,720p HD camera With privacy shutter,,,1-year warranty,Onsite,Manufacturing Defects,Physical Damage,UPTO 8 HRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire Lite Intel Core i5 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) AL15-52H Thin and Light Lap...,"₹46,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/a/o/-original-imah7tknwg7brmfv.jpeg?q=70,https://www.flipkart.com/acer-aspire-lite-intel-core-i5-12th-gen-16-gb-1-tb-ssd-windows-11-home-al15-52h-thin-light-laptop/p/itmc262e2fa338ce?pid=COMH883AGRXJD8SB&lid=LSTCOMH883AGRXJD8SBYSNBXS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_17&otracker=search&fm=organic&iid=f74f5d14-42a5-4e8c-9a94-19e0c5b8035a.COMH883AGRXJD8SB.SEARCH&ppt=None&ppn=None&ssid=2cqwr5yeio0000001738684267908&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adaptor, User Guide, Warranty Documents",AL15-52H,UN.347SI.005,Aspire Lite,Aspire Lite,Pure Silver,Thin and Light Laptop,Processing & Multitasking,No,Intel,Core i5,12th Gen,Yes,1 TB,16 GB,LPDDR5,,,Intel Integrated UHD,SSD,Windows 11 Home,3 x USB 3.0 ports,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,,Yes,Yes,Wi-Fi 6,Yes,357.4 x 228.0 x 18.3 mm,1.77 Kg,Not Available,,No,99-/100-/103-key Acer Backlit keyboard layout with international language support,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,,90 W,,,,,,,,Windows 11 Home,Yes,1 x HDMI Port,,,,,Ethernet,,Yes,,,,Multi-gesture touchpad,54 Wh,64 bit,64 bit,,,,,,,No,,Yes,,,,,,,,,,,,,,,,,,,
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0413 ...,"₹15,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/n/3/cx1500cka-ej0275-chromebook-asus-original-imah2mw8nykenzdx.jpeg?q=70,https://www.flipkart.com/asus-chromebook-intel-celeron-dual-core-n4500-4-gb-128-gb-emmc-storage-chrome-os-cx1500cka-nj0413/p/itmc1d20ec9ce589?pid=COMGSHM3XZGQ5MGT&lid=LSTCOMGSHM3XZGQ5MGTFIHUN3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_18&otracker=search&fm=organic&iid=f74f5d14-42a5-4e8c-9a94-19e0c5b8035a.COMGSHM3XZGQ5MGT.SEARCH&ppt=None&ppn=None&ssid=2cqwr5yeio0000001738684267908&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Charger, Product manual",CX1500CKA-NJ0413,90NX03Y2-M00EU0,CX1500CKA-NJ0413,Chromebook,Transparent Silver,Chromebook,Processing & Multitasking,No,Intel,Celeron Dual Core,,No,,4 GB,LPDDR4X,N4500,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz,Intel Integrated UHD,eMMC,Chrome,"2 x USB 3.2 Gen 1 Type-A, 2 x USB 3.2 Gen 1 Type-C",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, LED Backlit",,,Wi-Fi 6 (802.11ax),v5.2,361.3 x 249.9 x 18.7 mm,1.80 Kg,Not Available,720p HD camera,No,Chiclet Keyboard with Num-key,1 Year Onsite Warranty,Onsite,Manufacturing Defect,Physical Damage,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,128 GB,,,,,,,,,,,,,,,,,,,,
ASUS ROG Ally AMD Ryzen Z1 Octa Core Extreme - (16 GB/512 GB SSD/Windows 11 Home) RC71L-NH001W Handhel...,"₹39,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/y/u/rc71l-nh001w-handheld-gaming-pc-asus-original-imah3drvrbztyabq.jpeg?q=70,https://www.flipkart.com/asus-rog-ally-amd-ryzen-z1-octa-core-extreme-16-gb-512-gb-ssd-windows-11-home-rc71l-nh001w-handheld-gaming-pc/p/itmb78a936e4a671?pid=COMGQKQ7GGNFR8N4&lid=LSTCOMGQKQ7GGNFR8N4RTUGBT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_19&otracker=search&fm=organic&iid=f74f5d14-42a5-4e8c-9a94-19e0c5b8035a.COMGQKQ7GGNFR8N4.SEARCH&ppt=None&ppn=None&ssid=2cqwr5yeio0000001738684267908&qH=312f91285e048e09,2/5/2025 16:51,"1 x Handheld Console PC, 1 xAdapter, 1 x User Manual",RC71L-NH001W,90NV0GY1-M000C0,RC71L-NH001W,ROG Ally,Pure White,Handheld Gaming PC,"Gaming, Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",No,AMD,Ryzen Z1 Octa Core,,Yes,512 GB,16 GB,LPDDR5,Extreme,3.3 GHz with Max Boost Up to 5.10 GHz,AMD Radeon RDNA 3 AMD,SSD,Windows 11 Home,"1 x ROG XG Mobile Interface and USB Type-C combo port (with USB 3.2 Gen2, support DisplayPort 1.4)",Yes,17.78 cm (7 Inch),1920 x 1080 Pixel,"Full HD, 120Hz Refresh Rate , 7ms Response Time (G2G), Gorilla Glass Victus, Gorilla Glass DXC coating,",2-speaker system with Smart Amplifier Technology,Built-in array microphone,Wi-Fi 6E(802.11ax) (Triple band) 2*2,v5.2,28.0 x 11.1 x 2.12 ~ 3.24 cm,1.7 kg,Not Available,,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,TYPE-C 65W AC Adapter,,,6400 MHz,24 MB,,8,,,Yes,,1x UHS-II microSD card reader,NVMe PCIe 4.0 (2230),,"AI noise-canceling technology, Dolby Atmos, Hi-Res certification",,,,3 months Xbox Game Pass Ultimate Subscription Included,"40WHrs, 4-cell Li-ion Battery, Support ROG XG Mobile eGPU (GC31R, GC32L, GC33Y),Built-in XBOX Controller support, Wired/Wireless Keyboard & Mouse Support",,,4 Cell,,,,,,,,,,,,120 Hz,,,,,,,,,,,,,,,,,,
SAMSUNG Galaxy Book4 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG3IN ...,"₹67,950",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/y/j/-original-imah3xrqppxmnzcv.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-book4-intel-core-i7-13th-gen-1355u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg3in-np750xgj-lg3in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDYPUZAAXD&lid=LSTCOMGZUYDYPUZAAXDBMAOEF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_20&otracker=search&fm=organic&iid=f74f5d14-42a5-4e8c-9a94-19e0c5b8035a.COMGZUYDYPUZAAXD.SEARCH&ppt=None&ppn=None&ssid=2cqwr5yeio0000001738684267908&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, 45W Charger, Data Cable(USB-C to C, 1.8m), Quick Start Guide",NP750XGJ-KG3IN / NP750XGJ-LG3IN,NP750XGJ-KG3IN|NP750XGJ-LG3IN,NP750XGJ-KG3IN / NP750XGJ-LG3IN,Galaxy Book4,Gray,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i7,13th Gen,Yes,512 GB,16 GB,LPDDR4X,1355U,Max Frequency Up to 5.0 GHz,Intel Integrated Iris Xe,SSD,Windows 11 Home,"Yes, 2 x USB Type C, 2 x USB 3.2 Type A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD LCD Display,"HD Audio Codec, Dolby Atmos, Embedded Stereo Speakers, Internal Digital MIC",Internal Digital MIC,802.11ax,v5.2,356.6 x 15.4 x 229.15mm,1.55 Kg,Not Available,"Yes, 1 Megapixel",Yes,QWERTY,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,Onsite,Manufacturer Defect Only,Physical Damage,,45W AC Adapter,,,,,,,,,Yes,"Yes, 1 x HDMI",,,,,,,,,,,,4 Cell Lithium Ion Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Pavilion Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-dv2014TU Thin and Lig...,"₹56,990",Data not available,Data not available,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/6/b/-original-imah4qsghesdqyau.jpeg?q=70,https://www.flipkart.com/hp-pavilion-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-14-dv2014tu-thin-light-laptop/p/itmb4b81cd1f873f?pid=COMGEG3ZNYZDAYVJ&lid=LSTCOMGEG3ZNYZDAYVJNYHV3Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_21&otracker=search&fm=organic&iid=f74f5d14-42a5-4e8c-9a94-19e0c5b8035a.COMGEG3ZNYZDAYVJ.SEARCH&ppt=None&ppn=None&ssid=2cqwr5yeio0000001738684267908&qH=312f91285e048e09,2/5/2025 16:51,"Laptop, Power Adapter, User Guide, Warranty Documents",14-dv2014TU,6K9C3PA#ACJ,14-dv2014TU,Pavilion,Natural Silver,Thin and Light Laptop,"Entertainment, Performance",Yes,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,1235U,Upto 4.4 GHz,Intel Integrated UHD Graphics,SSD,Windows 11 Home,"1x SuperSpeed USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge), 2x SuperSpeed USB Type-A 5Gbps signaling rate",No,35.56 cm (14 inch),1920 x 1080 Pixels,"FHD, IPS, micro-edge, BrightView (Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC)",Dual speakers,Integrated dual array digital Microphone,MediaTek Wi-Fi 6 MT7921 (2x2),v5.2,325 x 216 x 17.0 mm,1.41 Kg,Not Available,HP Wide Vision 720p HD camera with temporal noise reduction,Yes,"Full-size, backlit, Natural Silver keyboard",1 Year Onsite Warranty,"Contact : Ph : 18002587170, 18602583079, WhatsApp Helpline - +17864826615 / Mail : Self Service warranty lookup - support.hp.com/us-en/checkwarranty",Manufacturing Defects,Physical Damage,,,,,3200 MHz,12,,10,,Windows 11 Home,Yes,1x HDMI 2.1,,PCIe NVMe,,Audio by B&O,,,Yes,"Microsoft Office Home & Student 2021, HP Documentation, HP BIOS recovery, HP Smart","43 Wh Li-ion, Support battery fast charge",1 Year,HP Imagepad with multi-touch gesture support,3,64 bit,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
