title,price,collection_date,brand,model_name,screen_size,color,hard_disk_size,cpu_model,ram_memory,operating_system,special_feature
"Laptop, 16GB RAM 1152GB Storage, Laptop Computer with Celeron N5095 CPU(Up to 2.9GHz), FHD IPS 1200P Display, 38WH Battery, 2 Speakers, HDMI, 16 Inch Business Laptops.",$999.99,2025-01-18 13:31:06,jumper,Ezbook S7MAX,16.0,Gray,1.0,Celeron,16.0,Windows 11,HD Audio
"USB Docking Station Dual Monitor, GIISSMO 9-in-1 USB A 3.0 / USB C Docking Station Triple Monitor with 2 HDMI,VGA, 10Gbps USB 3.1, Gigabit Ethernet, Triple Display for Mac & MacBook & Windows Laptop",$49.99,2025-01-18 13:31:06,GIISSMO,Ezbook S7MAX,136.0,Grey,256.0,,16.0,Windows 11,Powered
"Opal Tadpole - 4K Webcam with a Clip, Built for Laptops. 4K Sensor, VisiMic Directional Microphones, Works on Mac, PC and Tablets - White",$129.00,2025-01-18 13:31:19,Opal Camera,Ezbook S7MAX,156.0,White,256.0,,16.0,Windows 11,"4K Video Recording, Directional Microphones, VisiMic Technology"
"Clicker PowerPoint Presentation Wireless Presenter Remote, Laser Pointer for Computer Clickers, USB C A Project Power Point PPT Clicker for Mac Laptop Office, Slideshow Google Slide Advancer",$15.99,2025-01-18 13:31:19,UBUYONE,Ezbook S7MAX,136.0,Black,256.0,,16.0,Windows 11,Ergonomic
"15.6 FHD Laptop, Win 11 Laptop Intel 12th Gen N100(Beat i3 1115G4), 16GB RAM 1TB SSD, WiFi 6, BT5.2, USB3.0, Type_C, Laptop Computer with Fingerprint Login Backlit Keyboard for Student and Business",$329.99,2025-01-18 13:31:19,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"18.5 Inch Laptops, Windows 11 Laptop Computers with 4GB RAM 128GB SSD, Celeron N5095 Quad-Core(Up to 2.9GHz), 1 Year Office 365, 8000mAh Battery, WiFi 6, BT5.2, USB 3.2, HDMI, Portable, Type-C",$999.99,2025-01-18 13:31:19,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"14 inch FHD Laptop Computer, 8GB DDR4 RAM/256GB SSD, Intel J4005 Processor (Up to 2.7GHz), Thin & Portable Notebook PC, WiFi / BT5.0 (Space Gray)",$179.00,2025-01-18 13:31:19,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"14 Inch Laptop,Laptop Computer with 1920×1080 FHD Screen,Quad-Core Intel Celeron J4125(Up to 2.70GHz),8GB RAM 512GB SSD Latops for Student and Office,34WH Battery,2.4/5G WiFi,Webcam,USB 3.0,Mini HDMI",$179.99,2025-01-18 13:31:19,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop, 17.3 Inch Laptops Computer, 4GB DDR3 128GB SSD Notebook with Celeron i3-5005U CPU(up to 2.0 GHz), Expandable 1TB, 8000mAh, Webcam, Mini HDMI, USB3.2 * 2, Type-C(Slim)",$479.99,2025-01-18 13:31:19,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"HeroBook Pro 14.1'' Laptop, 256GB SSD 8GB RAM, Windows 11 Laptop, 1TB SSD Expand, Intel Celeron N4020(up to 2.8GHz), 2K FHD IPS Display, Ultra Slim, Mini-HDMI, 5G WiFi, USB3.0, Webcam,TF Card",$189.90,2025-01-18 13:31:19,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Aspire 3 15.6"" Notebook FHD AMD Ryzen 7 5700U 16GB RAM 512GB SSD Windows 11 Home",$402.97,2025-01-18 13:31:19,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"15.6 Inch Laptops, Laptop Computers, 4GB DDR4 128GB SSD, Celeron N5095 Quad-Core CPU(Up to 2.9GHz), 1 Year Office 365, Support WiFi6, 7000mAh, USB 3.2, HDMI, Type-C, BT5.2, Portable Notebook",$199.99,2025-01-18 13:31:19,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Inspiron 3000 Series 3535 Laptop, 15.6"" FHD Display, AMD Ryzen 5 7530U, 24GB RAM, 1TB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black",$480.99,2025-01-18 13:31:19,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop Computer 16GB LPDDR4 512GB SDD Portable PC 15.6 inch Cerelon N5095 Chip Traditional Laptops 4K Full HD WiFi5 Bluetooth 4.2 Notebook Computer Support Fingerprint Unlock, Webcam",,2025-01-18 13:31:19,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",$319.99,2025-01-18 13:31:19,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"R565EA-UH31T VivoBook R565EA-UH31T 15.6"" Touch 4GB 128GB SSD Core i3-1115G4 4.1GHz Win10S, Slate Gray",,2025-01-18 13:31:19,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 256GB Storage (128GB eMMC + 128GB USB Card), Intel UHD Graphics, HD Camera, Fast Charge, 1 Year Office 365, Win 11 S, Silver",$258.00,2025-01-18 13:31:19,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"VivoBook 14 Slim Laptop Computer, 14"" IPS FHD Display, Intel Core i3-1115G4 Processor, 4GB DDR4, 128GB PCIe SSD, Fingerprint Reader, Windows 11 Home in S Mode, Slate Grey, F415EA-AS31",$269.00,2025-01-18 13:31:19,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Aspire 5 Touchscreen Laptop, 15.6"" Full HD, 13th Gen Core i5-13420H (8-Core), 8GB RAM, 512GB SSD, Windows 11 Home, Iris Xe Graphics, Gray",$404.99,2025-01-18 13:31:19,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Presentation Clickers for PowerPoint, Clicker for Laptop Presentations Remote, USB Wireless Presenter Remote, Power Point Remote Clicker for Computer/Mac/PPT/Google Slide Advancer",$14.99,2025-01-18 13:31:19,VILNIU,Ezbook S7MAX,136.0,Black,256.0,,16.0,Windows 11,Ergonomic
"2K Webcam for PC with Microphone & Light & Privacy Cover, Web Camera for Desktop Computer/Laptop/Monitor/Mac, USB Streaming Camera for Zoom/Skype/Teams/Video Calling/Studying and Conference",$49.99,2025-01-18 13:31:19,PixelForge,Ezbook S7MAX,1.0,Black,256.0,,16.0,Windows 11,Built-In Light
"Laptop Screen Extender, 14"" 1080P FHD Triple Monitor for Laptop Extension- 315°Rotate Portable Dual Monitor Screen for 13.3-16.5"" Laptops Type-C/HDMI/USB-A Plug & Play for Wins/Mac/Chro",$258.99,2025-01-18 13:31:35,QGE,Ezbook S7MAX,14.0,,256.0,,16.0,Windows 11,HD Audio
"USB Docking Station Dual Monitor, GIISSMO 9-in-1 USB A 3.0 / USB C Docking Station Triple Monitor with 2 HDMI,VGA, 10Gbps USB 3.1, Gigabit Ethernet, Triple Display for Mac & MacBook & Windows Laptop",$49.99,2025-01-18 13:31:35,GIISSMO,Ezbook S7MAX,136.0,Grey,256.0,,16.0,Windows 11,Powered
"Portable Monitor, 15.6'' 72% NTSC 100% sRGB USB C HDMI Travel Monitor for Laptop with Built-in Stand, Laptop Monitor with HDR Freesync Low Blue Light for PC Mac Phone PS5 Xbox Switch",$105.99,2025-01-18 13:31:35,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Bluetooth Mouse Rechargeable Wireless Mouse (BT5.0/3.0 & 2.4G) Ergonomic Mouse for Laptop, 4800 DPI Silent Computer Mouse with USB A Receiver, 8 Buttons Portable Mouse for PC Mac Chromebook",$16.99,2025-01-18 13:31:35,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Wireless HDMI Display Adapter 5G, 4K@30Hz Miracast Dongle Screen Mirroring Video & Audio Receiver for Laptop, PC, i-Phone, i-Pad, Tablet, Mac, Android, Windows to TV/Projector/Monitor Blue",$79.99,2025-01-18 13:31:35,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Aluminum Laptop Stand for Desk Compatible with Mac MacBook Pro Air Apple Notebook, Detachable Portable Holder Ergonomic Elevator Metal Riser for 10-17 inch Laptops…",$42.00,2025-01-18 13:31:35,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Tiny 2 Lite 4K Webcam for PC, AI Tracking PTZ Streaming Camera with 1/2"" Sensor, Gesture Control, 60 FPS, HDR, Microphones, Web Camera for Desktop Computer, Laptop, Meeting, Video Calls, etc.",$143.00,2025-01-18 13:31:35,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"2.4G Wireless Ergonomic Trackball Mouse and 3-Device Bluetooth Keyboard with Touchpad, Silent Buttons Roller Mouse, 600-1600 DPI, Rechargeable Touchpad, Compatible with Mac, Laptop, PC, Windows",,2025-01-18 13:31:35,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"External CD DVD Drive, USB 3.0 Portable Optical Drive, CD/DVD-RW Burner for Laptop, Desktop PC, Compatible with Windows 11/10/8/7, Linux, Mac OS",$39.99,2025-01-18 13:31:35,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Displaylink Triple Display Docking Station for MacBook M1/M2/M3/M4/Windows,DisplayLink Docking Station with 2 HDMI & 2 DisplayPort,100W Charge, USB-C Data, Ethernet, Audio,4 USBA Ports",$125.89,2025-01-18 13:31:35,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"140W Charger for MacBook Pro 16 14 inch, Mac Air 15 13 inch 2024 2023 2022 2021 M3 M2 M1【Original Quality】 USB-C Fast Charger Power Adapter & 6.6FT USB C to Magnetic 3 Cable LED (UL Safety Certified)",$39.99,2025-01-18 13:31:35,ATEGESE,Ezbook S7MAX,136.0,White,256.0,,16.0,Windows 11,"Travel, Short Circuit Protection, Charging Indicator, Fast Charging"
"15.6 inch Laptop Screen Extender, Potable Screen for Laptop Only One USB-C Cable Connection, Compatiable with Win/Mac (M1,M2, M3), FHD 1080P, 360° Rotation",$275.00,2025-01-18 13:31:35,MT-VIKI,Ezbook S7MAX,156.0,,256.0,,16.0,Windows 11,HD Audio
"Mac Docking Station Dual Monitor 2 HDMI for MacOS and USB C Port Windows Systems Laptop, Up to 4K/60Hz, Implement MST Display for MacBook Pro/Air and Hp Lenovo Dell Android Laptops",$99.99,2025-01-18 13:31:35,Auimce,Ezbook S7MAX,136.0,GREY,256.0,,16.0,Windows 11,HD Audio
"Canvio Basics 2TB Portable External Hard Drive USB 3.0, Black - HDTB520XK3AA",$76.45,2025-01-18 13:31:35,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Revodok 1071 USB C Hub for Laptop 7 in 1 USB C Dock 4K HDMI, 100W PD Charging, USB-C & 2 USB-A 5Gbps Data Ports, SD/TF Card Reader for MacBook Pro/Air, iPad Pro, XPS, Thinkpad",$22.99,2025-01-18 13:31:35,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Wireless Ergonomic Keyboard with Cushioned Palm Rest, Wave Keys, Comfortable Natural Typing, for Large Hands, 2.4GHz Full Size USB Computer Keyboard, for Windows, Laptop, Mac (Black White)",$19.99,2025-01-18 13:31:35,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Triple Display Docking Station with 150W Power Adapter for MacBook and Windows Laptops, Equipped with Multiple High-Speed Ports",$199.99,2025-01-18 13:31:35,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Bluetooth Mouse, Multi-Device Wireless Mouse with USB-A, USB-C Receiver Ergonomic Silent Clicking Rechargeable Mouse for Computer Desktop PC Laptop Mac iPad and Windows(Blue)",$21.99,2025-01-18 13:31:35,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
15.6 Inch 1080P FHD Portable Monitor Ultra Slim Travel Monitor USB-C HDMI with Cover & Cables for Laptop PC MAC PS Xbox Switch Screen Extender (15.6 Inch 1080P),$62.99,2025-01-18 13:31:35,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Universal Charger,Replacement for Mac Book Pro 13 and 15 Inch Retina Display Ac 85W 2 T Connector Power Adapter(Late 2012-2015)",$17.99,2025-01-18 13:31:35,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop Screen Extender Monitor Portable - 2.5K Triple Laptop Screen Extender, Plug and Play Multiple Screens Extended Fits 13-17.3 Inch Laptops Compatible with Mac, Windows, Chrome, Dex",$296.99,2025-01-18 13:31:35,Pitycbo,Ezbook S7MAX,141.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop, 16GB RAM 1152GB Storage, Laptop Computer with Celeron N5095 CPU(Up to 2.9GHz), FHD IPS 1200P Display, 38WH Battery, 2 Speakers, HDMI, 16 Inch Business Laptops.",$999.99,2025-01-18 13:31:35,jumper,Ezbook S7MAX,16.0,Gray,1.0,Celeron,16.0,Windows 11,HD Audio
"Opal Tadpole - 4K Webcam with a Clip, Built for Laptops. 4K Sensor, VisiMic Directional Microphones, Works on Mac, PC and Tablets - White",$129.00,2025-01-18 13:31:46,Opal Camera,Ezbook S7MAX,156.0,White,256.0,,16.0,Windows 11,"4K Video Recording, Directional Microphones, VisiMic Technology"
"Clicker PowerPoint Presentation Wireless Presenter Remote, Laser Pointer for Computer Clickers, USB C A Project Power Point PPT Clicker for Mac Laptop Office, Slideshow Google Slide Advancer",$15.99,2025-01-18 13:31:46,UBUYONE,Ezbook S7MAX,136.0,Black,256.0,,16.0,Windows 11,Ergonomic
32W PC Gaming Computer Speakers for Laptop Mac Desktop Woofer Bluetooth USB 3.5mm AUX Inputs RGB Lights Multimedia Speaker Black,$109.99,2025-01-18 13:31:46,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Hitachi LG External CD/DVD Drive | Portable Player Burner for Laptop, PC, Smartphone | USB Type-C | Multi OS (Window, Mac, Android, Fire) (Black)",$44.99,2025-01-18 13:31:46,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Portable Monitor for Laptop 15.6inch, Laptop Monitor Extender 1080P FHD USB C Plug&Play, HDMI HDR IPS Gaming Monitor, External Monitor for Laptop PC Mac Phone PS4 Xbox Switch",$58.59,2025-01-18 13:31:46,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Wireless Mouse for Laptop, 2.4G Noiseless Portable Mouse with USB Receiver, Ergonomics Cordless Computer Optical Silent Mice for Windows PC, Tablet, Laptop, Mac- 616 Black",$12.98,2025-01-18 13:31:46,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
Mac Duckhead AC Power Adapter Wall Folding Plug US Charger Adapter Standard Plugs Converter Duck Head Replace for A-pple MacBook/Mac iBook/iPhone/Ipad/iPod etc (2 Packs),$6.50,2025-01-18 13:31:46,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Compatible with MacBook Air 13 inch Case 2022,2021-2018 M1 A2337 A2179 A1932,Case for MacBook Air M1,Soft Fluffy Fuzzy Plush Faux Fur Leather Hard Shell Case&Keyboard Cover for Mac Air 13, Pink",$21.99,2025-01-18 13:31:46,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Displaylink Triple Display Docking Station for MacBook M1/M2/M3/M4/Windows,DisplayLink Docking Station with 2 HDMI & 2 DisplayPort,100W Charge, USB-C Data, Ethernet, Audio,4 USBA Ports",$125.89,2025-01-18 13:31:46,minisopuru,Ezbook S7MAX,136.0,Silver,256.0,,16.0,Windows 11,HD Audio
"Inspiroy H640P Drawing Tablet, 6x4 inch Art Tablet with Battery-Free Stylus, 8192 Pen Pressure, 6 Hot Keys, Graphics Tablet for Drawing, Writing, Design, Teaching, Work with Mac, PC & Mobile",$27.99,2025-01-18 13:31:46,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Aluminum Laptop Stand for Desk Compatible with Mac MacBook Pro Air Apple Notebook, Detachable Portable Holder Ergonomic Elevator Metal Riser for 10-17 inch Laptops…",$42.00,2025-01-18 13:31:46,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Universal Charger,Replacement for Mac Book Pro 13 and 15 Inch Retina Display Ac 85W 2 T Connector Power Adapter(Late 2012-2015)",$17.99,2025-01-18 13:31:46,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Vertical Laptop Stand Holder for Desk Compatible with MacBook Pro, MacBook Air Stand Vertical Aluminum Adjustable for Up to 17.3 Inch Gaming Laptop, Gray",$19.99,2025-01-18 13:31:46,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
15.6 Inch 1080P FHD Portable Monitor Ultra Slim Travel Monitor USB-C HDMI with Cover & Cables for Laptop PC MAC PS Xbox Switch Screen Extender (15.6 Inch 1080P),$62.99,2025-01-18 13:31:46,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"PD 100W 96W 90W 87W 70W 67W 61W USB C Laptop Car Charger DC 12V-24V Travel Adapter for 2022 2021 MacBook Pro 16""15""14"",Mac Air 13"",Surface Pro 9 8/Book 3 2,Lenovo Thankpad Yoga,Dell XPS Latitude",$30.99,2025-01-18 13:31:46,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Revodok 1071 USB C Hub for Laptop 7 in 1 USB C Dock 4K HDMI, 100W PD Charging, USB-C & 2 USB-A 5Gbps Data Ports, SD/TF Card Reader for MacBook Pro/Air, iPad Pro, XPS, Thinkpad",$22.99,2025-01-18 13:31:46,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"4-Port USB 3.0 SuperSpeed Hub - 5Gbps - Portable Mini Multiport USB Travel Dock - USB Extender Black for Business PC/Mac, laptops, TAA (ST4300MINU3B)",$21.81,2025-01-18 13:31:46,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"USB C Splitter 1 in 2 Out Dual Port Charging, Type C Male to Dual USB C Female Adapter Data Power Extension Y Cable Compatible with Laptop Mac Car Flash Drive Keyboard Mouse Printer",$8.99,2025-01-18 13:31:46,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Presentation Clickers for PowerPoint, Clicker for Laptop Presentations Remote, USB Wireless Presenter Remote, Power Point Remote Clicker for Computer/Mac/PPT/Google Slide Advancer",$14.99,2025-01-18 13:31:46,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"2K Webcam for PC with Microphone & Light & Privacy Cover, Web Camera for Desktop Computer/Laptop/Monitor/Mac, USB Streaming Camera for Zoom/Skype/Teams/Video Calling/Studying and Conference",$49.99,2025-01-18 13:31:46,PixelForge,Ezbook S7MAX,1.0,Black,256.0,,16.0,Windows 11,Built-In Light
"Opal Tadpole - 4K Webcam with a Clip, Built for Laptops. 4K Sensor, VisiMic Directional Microphones, Works on Mac, PC and Tablets - White",$129.00,2025-01-18 13:32:00,Opal Camera,Ezbook S7MAX,156.0,White,256.0,,16.0,Windows 11,"4K Video Recording, Directional Microphones, VisiMic Technology"
"Laptop, 16GB RAM 1152GB Storage, Laptop Computer with Celeron N5095 CPU(Up to 2.9GHz), FHD IPS 1200P Display, 38WH Battery, 2 Speakers, HDMI, 16 Inch Business Laptops.",$999.99,2025-01-18 13:32:00,jumper,Ezbook S7MAX,16.0,Gray,1.0,Celeron,16.0,Windows 11,HD Audio
"15.6’’ Triple Laptop Screen Extender Monitor Portable, DIY 1080P FHD Portable Dual Monitor for Laptop USB C HDMI, Plug-play 360° Rotation Detachable Laptop Monitor Extender for Mac/Wins/Android/Dex",$399.99,2025-01-18 13:32:00,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Laptop Screen Extender, 15.6"" 1080P FHD Portable Monitor with 360°Rotation Detachable Screen Triple Monitor Extender Plug & Play Fits Laptops (Mac/Win/Android)",$399.99,2025-01-18 13:32:00,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"14-in-1 FusionDock Pro 1+ for M1/ M2/ M3/M4 MacBook DisplayLink Docking Station with 180W Power Adapter, Triple 4K@60Hz Monitor Mac Mini Air Dock 3HDMI 2.0, 96W PD, 10Gbps, 2.5GbE, SD/TF 4.0",$299.99,2025-01-18 13:32:00,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
External USB Sound Card 3.5mm Jack Audio DAC Stereo Cards Adapter Line in Out Compatible with Headphone Headset Microphone Converter Gaming PC Laptop Mac PS5 PS4 Raspberry Pi Windows Linux,$8.99,2025-01-18 13:32:00,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"PM161Q Bbmiuux 15.6"" Full HD 1920 x 1080 IPS Business Slim Portable Monitor | AMD FreeSync | External Monitor for Laptop PC Mac I Two 1W Speakers | 2 - USB 3.1 Type-C Ports & 1 - Mini HDMI",$99.99,2025-01-18 13:32:00,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Compatible with 2024 Mac Mini M4 Stand Accessories,Wood Desk Stand is Suitable for Mac Mini M4/M4 Pro Mount,The Cooling Pad and Dust Proof Base is Suitable for M4 Host,Easy Power Button Access (brown)",$26.99,2025-01-18 13:32:00,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"DisplayLink Docking Station Triple Monitor 4K@60Hz for 3 Monitors, 100W Charging for Thunderbolt 4/3, USB C M1 M2 M3 M4 Mac/Windows/Chrome - 3 HDMI, 2 DP, 6 USB Ports, 160W Power, LAN, Audio",$199.86,2025-01-18 13:32:00,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Under Desk Laptop Mount,No Drill Metal Under Desk Laptop Holder,Under Desk Shelf Holder with Anti-Scratch Felt Board for Laptop, Mac Mini, MacBook, Keyboard",$27.99,2025-01-18 13:32:00,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"15.6-inch Student Laptop Computer, 12GB RAM 512GB SSD, Intel Celeron N100 (Beat i5-7200U, Up to 3.4GHz), Windows 11 Pro with FHD IPS Display, WiFi 5, BT5.0, Type-C, HDMI, USB 3.2",$289.00,2025-01-18 13:32:00,Akocrsiy,NE2151N-T,156.0,Silver,512.0,Intel N100,12.0,Windows 11 Pro,"Fingerprint Reader, Lightweight, Memory Card Slot"
"15.6-inch Windows 11 Laptop, 16GB RAM, 512GB SSD, FHD IPS Display Laptop Computer, Intel N5095 Quad Core, 2.4/5G WiFi, BT4.2 Backlit and Fingerprint, Lightweight and Portable",$249.00,2025-01-18 13:32:00,UOWAMOU,BCL550,156.0,Gray1,512.0,Celeron N,16.0,Windows 11 Pro,Backlit Keyboard
G2000 32W PC Computer Speakers for Gaming Desktop PC Laptop Mac Computer Woofer Speakers Bluetooth USB 3.5mm AUX Inputs RGB Lights Multimedia Speakers White,$109.99,2025-01-18 13:32:00,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
Mac Mini M4 Stand Aluminum Alloy Mount for Mac Mini M4/M4 Pro 2024 Ventilation Heat Dissipation Cooling Desktop Holder Accessories (MMS03),$16.99,2025-01-18 13:32:00,Hagibis,Ezbook S7MAX,136.0,Silver,256.0,,16.0,Windows 11,HD Audio
"External cd/dvd drive for laptop,CD Burner Clamshell Portable Reader Writer Optical disk Drive,Dvd player for Laptop +/-RW usb 3.0 with Carrying Case,External dvd drive for PC Windows Linux Mac",$29.99,2025-01-18 13:32:00,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"Brio PRO X 4K Webcam, Ultra 4K HD Video Calling, Noise-Canceling mic, HD Auto Light Correction, Adjustable Field of View, Microsoft Teams, Zoom, Google Voice, PC/Mac/Laptop/MacBook/Tablet",,2025-01-18 13:32:00,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"USB 3.0 and USB-C Universal Laptop Docking Station with 2 HDMI Ports for Windows, Mac, and ChromeOS (Gigabit Ethernet, Audio, 6 USB Ports)",,2025-01-18 13:32:00,Plugable,Ezbook S7MAX,136.0,Black,256.0,,16.0,Windows 11,HD Audio
"Wireless Mouse for Laptop, Bluetooth Mouse for Macbook Pro/Air/Mac/iPad/Chromebook/Computer -Rechargeale Dual Mode(USB 2.4Ghz + Bluetooth 5.2+ Bluetooth 3.0) Silent Cordless Mouse with USB C Adapter",$14.99,2025-01-18 13:32:00,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"4-Port USB 3.0 SuperSpeed Hub - 5Gbps - Portable Mini Multiport USB Travel Dock - USB Extender Black for Business PC/Mac, laptops, TAA (ST4300MINU3B)",$21.81,2025-01-18 13:32:00,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"USB-C to Triple Laptop Docking Stations – 4K 60Hz DisplayLink Solution for Apple Mac M1/M2/M3, Compatible with Thunderbolt MacBook and iMac, Driver Required",$79.99,2025-01-18 13:32:00,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
"DisplayLink Laptop Docking Station - Quad Monitor 5K/4K@60Hz, 100W Charging - Thunderbolt 4/3, USB-C/A - M1 M2 Mac/Windows/Chrome/Ubuntu - 4 HDMI, 4 DP, 180W Power, SD 4.0 CR, 2.5Gbps LAN",$299.99,2025-01-18 13:32:00,WAVLINK,Ezbook S7MAX,136.0,Black,256.0,,16.0,Windows 11,HD Audio
"10FT Mac Book Air Mac Book Pro Charger Fast Charging, 2Pack 30W USB C Charger Phone Laptop Charger 10Foot Extra Long USB C Cable for MacBook Pro 16/15/14/13 Inch,MacBook Air 13 Inch/iPad Pro/iPhone 15",$29.99,2025-01-18 13:32:00,ProTVSolutions,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,Fast Charging
"Opal Tadpole - 4K Webcam with a Clip, Built for Laptops. 4K Sensor, VisiMic Directional Microphones, Works on Mac, PC and Tablets - White",$129.00,2025-01-18 13:32:11,Opal Camera,Ezbook S7MAX,156.0,White,256.0,,16.0,Windows 11,"4K Video Recording, Directional Microphones, VisiMic Technology"
"Clicker PowerPoint Presentation Wireless Presenter Remote, Laser Pointer for Computer Clickers, USB C A Project Power Point PPT Clicker for Mac Laptop Office, Slideshow Google Slide Advancer",$15.99,2025-01-18 13:32:11,UBUYONE,Ezbook S7MAX,136.0,Black,256.0,,16.0,Windows 11,Ergonomic
"Wireless Keyboard Mouse Combo, USB Type C Rechargeable Slim Silent Keyboard Mouse, Compact Full-Size Keyboard with Number Pad and Cover for Windows, macOS, PC/Computer/Laptop - Silver",$36.77,2025-01-18 13:32:11,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
Wireless Mouse Sports Car Mouse Computer Optical Mice for PC Laptop MAC (Grey),$12.99,2025-01-18 13:32:11,jumper,Ezbook S7MAX,136.0,,256.0,,16.0,Windows 11,HD Audio
