title,price,image_url,product_url,Style,Warranty,Battery Power Rating,Weight,Color,Memory Storage Capacity,Item Weight,GPS,Operating System,Battery Capacity,Human Interface Input,Brand,Special Feature,Whats in the box,Screen Size,Department,Is Discontinued By Manufacturer,Supports Bluetooth,Voice command,Standing screen display size,Battery Cell Composition,Battery Life,Wireless Communication Standard,Item model number,Display technology,Manufacturer,Display Size,Date First Available,Other display features,Compatible Phone Models,Package Dimensions,Wireless communication technologies,Country of Origin,Compatible Devices,OS,Connectivity technologies,Scanner Resolution,Product Dimensions,ASIN,Connectivity Technology,Model Name,Special features,Ram Memory Installed Size,Batteries,Shape,Collection Date
Smart Watch for WomanMake/Answer Call Smartwatch for Women Heart Rate Sleep Blood ...,MAD 603,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/F327LUAIO-smart-watch-for-woman-make-answer-call-smartwatch-for-women-heart-rate-sleep-blood-oxygen-monitor-fitness-tracker-with-step-calorie-counter,,,,,,128 MB,4 ounces (113.4 grams),GPS Via Smartphone,"Android 4.4 and above, IOS9.0 and above",240 Amp Hours,,,"Activity Tracker, Alarm Clock, Phone Call, Notifications",,1.27 Inches (3.2 cm),,,,,1.27 Inches (3.2 cm),Lithium Ion,,Bluetooth,K35 Black,,KEEPONFIT,,21-Oct-24,,,10.94 x 3.58 x 0.79 inches (27.8 x 9.1 x 2 cm),,,,,,,,B0DDTP3X28,Bluetooth,,,,1 Lithium Ion batteries required. (included),Round,1/29/2025 22:27
Smart Watch for Android Phones Answer Make Calls SMS Reminder Smartwatch Compatible ...,MAD 876,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/7UAGVVPK4-smart-watch-for-android-phones-answer-make-calls-heart-rate-blood-oxygen-sms-reminder-smartwatch-compatible-iphone-bluetooth-stainless-steel-fitness,,,,,,,3.52 ounces (99.79 grams),No GPS,"Android,ios",300,,IOWODO,"Weather Forecast, Alarm Clock, Fitness Tracker, Sleep Monitor, Heart Rate Monitor, Calculator, Blood Oxygen (SpO2) Monitoring, Information Reminder, Pedometer, Sports Tracker, Bluetooth Calls, Music Control, Custom Dials    See more",,1.85 Inches (4.7 cm),unisex-adult,,,,1.85 Inches (4.7 cm),Lithium Ion,,Bluetooth,R30 Pro,,IOWODO,,14-Dec-23,,,,,China,,,,,0.04 x 0.04 x 0.04 inches (0.1 x 0.1 x 0.1 cm),B0CQ7GBV5B,Bluetooth,,,160 KB,1 Lithium Ion batteries required. (included),Square,1/29/2025 22:26
"Smart Watch for Men Women Answer/Make Calls,Fitness Watch with Heart Rate Monitor ...",MAD 603,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MQ0IEN7VU-smart-watch-for-men-women-answer-make-call-fitness-watch-with-heart-rate-monitor-sleep-monitor-100-sports-activity-trackers-ip68-waterproof,,,,,,,3.52 ounces (99.79 grams),No GPS,"Android,ios",300,,IOWODO,"Weather Forecast, Alarm Clock, Fitness Tracker, Sleep Monitor, Heart Rate Monitor, Calculator, Blood Oxygen (SpO2) Monitoring, Information Reminder, Pedometer, Sports Tracker, Bluetooth Calls, Music Control, Custom Dials    See more",,1.85 Inches (4.7 cm),unisex-adult,,,,1.85 Inches (4.7 cm),Lithium Ion,,Bluetooth,R30 Pro,,IOWODO,,14-Dec-23,,,,,China,,,,,0.04 x 0.04 x 0.04 inches (0.1 x 0.1 x 0.1 cm),B0CQ7GBV5B,Bluetooth,,,160 KB,1 Lithium Ion batteries required. (included),Square,1/29/2025 22:26
"Smart Watch for Men Women - 1.85''HD Screen with Make and Answer Calls, with AI ...","MAD 371                                                                        
                                                                            412",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/ICB0PSFXW-smart-watch-for-men-women-1-85-x27-x27-hd-screen-with-make-and-answer-calls-with-ai-voice-assistant-spo2-heart-rate-sleep-monitor-100-sports,,,,,,,3.52 ounces (99.79 grams),No GPS,"Android,ios",300,,IOWODO,"Weather Forecast, Alarm Clock, Fitness Tracker, Sleep Monitor, Heart Rate Monitor, Calculator, Blood Oxygen (SpO2) Monitoring, Information Reminder, Pedometer, Sports Tracker, Bluetooth Calls, Music Control, Custom Dials    See more",,1.85 Inches (4.7 cm),unisex-adult,,,,1.85 Inches (4.7 cm),Lithium Ion,,Bluetooth,R30 Pro,,IOWODO,,14-Dec-23,,,,,China,,,,,0.04 x 0.04 x 0.04 inches (0.1 x 0.1 x 0.1 cm),B0CQ7GBV5B,Bluetooth,,,160 KB,1 Lithium Ion batteries required. (included),Square,1/29/2025 22:27
"Smart Watch for Women Men Alexa Built-in, 1.8"" Compatible Android iOS, Answer&Make ...",MAD 521,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IDBGXJFGA-toobur-smartwatch-women-men-with-alexa-and-phone-function-1-8-inch-fitness-watch-with-100-sports-24-7-pulse-pedometer-and-fitness-tracker-ip68,,,380 Milliamp Hours,,Gold,128 MB,4.8 ounces (136.08 grams),GPS Via Smartphone,Android Wear 2.6,380 Milliamp Hours,"Touchscreen, Buttons",,"Pedometer Oxymeter (SpO2) Time Display Stress Tracking Shockproof Phone Call Touchscreen Sleep Monitor Voice Call Voice Control Weather Forecast, Activity Tracker Alarm Clock Blood Pressure Monitor Calorie Tracker Breath Monitor Custom Activity Tracking Cycle Tracking Custom Activity Tracking Daily Workout    See more","1x charging cable, 1x watch band, 1x manual, smart watch*1",2.01 Inches (5.1 cm),,,,,2.01 Inches (5.1 cm),Lithium Metal,,Bluetooth,rowatch F12,,rogbid,,14-Nov-24,,,6.3 x 2.36 x 0.98 inches (16 x 6 x 2.5 cm),,China,,Android Wear 2.6,Bluetooth,380x454,,B0DN1NMJZ5,Bluetooth,,"Pedometer Oxymeter (SpO2) Time Display Stress Tracking Shockproof Phone Call Touchscreen Sleep Monitor Voice Call Voice Control Weather Forecast, Activity Tracker Alarm Clock Blood Pressure Monitor Calorie Tracker Breath Monitor Custom Activity Tracking Cycle Tracking Custom Activity Tracking Daily Workout",128 MB,1 AAAA batteries required.,Rectangular,1/29/2025 22:27
"Smart Watch for women menAnswer/Make Calls2.01 ,Smart Watches for iOS and Android ...",MAD 220,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JMFONX61Y-smart-watch-for-women-men-answer-make-calls-2-01-smart-watches-for-ios-and-android-phones-ip67-waterproof-smartwatch-fitness-watch-with-heart-rate,,,380 Milliamp Hours,,Gold,128 MB,4.8 ounces (136.08 grams),GPS Via Smartphone,Android Wear 2.6,380 Milliamp Hours,"Touchscreen, Buttons",,"Pedometer Oxymeter (SpO2) Time Display Stress Tracking Shockproof Phone Call Touchscreen Sleep Monitor Voice Call Voice Control Weather Forecast, Activity Tracker Alarm Clock Blood Pressure Monitor Calorie Tracker Breath Monitor Custom Activity Tracking Cycle Tracking Custom Activity Tracking Daily Workout    See more","1x charging cable, 1x watch band, 1x manual, smart watch*1",2.01 Inches (5.1 cm),,,,,2.01 Inches (5.1 cm),Lithium Metal,,Bluetooth,rowatch F12,,rogbid,,14-Nov-24,,,6.3 x 2.36 x 0.98 inches (16 x 6 x 2.5 cm),,China,,Android Wear 2.6,Bluetooth,380x454,,B0DN1NMJZ5,Bluetooth,,"Pedometer Oxymeter (SpO2) Time Display Stress Tracking Shockproof Phone Call Touchscreen Sleep Monitor Voice Call Voice Control Weather Forecast, Activity Tracker Alarm Clock Blood Pressure Monitor Calorie Tracker Breath Monitor Custom Activity Tracking Cycle Tracking Custom Activity Tracking Daily Workout",128 MB,1 AAAA batteries required.,Rectangular,1/29/2025 22:26
"Smart Watches for Men Women with Bluetooth Call, Activity Fitness Tracker 1.96"" HD ...",MAD 1231,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/ICM3UY6QW-smart-watch-for-women-with-bluetooth-call-activity-fitness-tracker-1-96-hd-full-touch-screen-with-heart-rate-sleep-monitor-waterproof,,,380 Milliamp Hours,,Gold,128 MB,4.8 ounces (136.08 grams),GPS Via Smartphone,Android Wear 2.6,380 Milliamp Hours,"Touchscreen, Buttons",,"Pedometer Oxymeter (SpO2) Time Display Stress Tracking Shockproof Phone Call Touchscreen Sleep Monitor Voice Call Voice Control Weather Forecast, Activity Tracker Alarm Clock Blood Pressure Monitor Calorie Tracker Breath Monitor Custom Activity Tracking Cycle Tracking Custom Activity Tracking Daily Workout    See more","1x charging cable, 1x watch band, 1x manual, smart watch*1",2.01 Inches (5.1 cm),,,,,2.01 Inches (5.1 cm),Lithium Metal,,Bluetooth,rowatch F12,,rogbid,,14-Nov-24,,,6.3 x 2.36 x 0.98 inches (16 x 6 x 2.5 cm),,China,,Android Wear 2.6,Bluetooth,380x454,,B0DN1NMJZ5,Bluetooth,,"Pedometer Oxymeter (SpO2) Time Display Stress Tracking Shockproof Phone Call Touchscreen Sleep Monitor Voice Call Voice Control Weather Forecast, Activity Tracker Alarm Clock Blood Pressure Monitor Calorie Tracker Breath Monitor Custom Activity Tracking Cycle Tracking Custom Activity Tracking Daily Workout",128 MB,1 AAAA batteries required.,Rectangular,1/29/2025 22:26
"Smart Watches for Women Men Answer/Make Call, 1.8"" Alexa Built-in Fitness Tracker, ...",MAD 876,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MRSHMA4P2-smart-watch-for-men-women-answer-make-calls-sports-fitness-with-100-sports-alexa-built-in-heart-rate-spo2-sleep-stress-monitor-smartwatch-for,,,380 Milliamp Hours,,Gold,128 MB,4.8 ounces (136.08 grams),GPS Via Smartphone,Android Wear 2.6,380 Milliamp Hours,"Touchscreen, Buttons",,"Pedometer Oxymeter (SpO2) Time Display Stress Tracking Shockproof Phone Call Touchscreen Sleep Monitor Voice Call Voice Control Weather Forecast, Activity Tracker Alarm Clock Blood Pressure Monitor Calorie Tracker Breath Monitor Custom Activity Tracking Cycle Tracking Custom Activity Tracking Daily Workout    See more","1x charging cable, 1x watch band, 1x manual, smart watch*1",2.01 Inches (5.1 cm),,,,,2.01 Inches (5.1 cm),Lithium Metal,,Bluetooth,rowatch F12,,rogbid,,14-Nov-24,,,6.3 x 2.36 x 0.98 inches (16 x 6 x 2.5 cm),,China,,Android Wear 2.6,Bluetooth,380x454,,B0DN1NMJZ5,Bluetooth,,"Pedometer Oxymeter (SpO2) Time Display Stress Tracking Shockproof Phone Call Touchscreen Sleep Monitor Voice Call Voice Control Weather Forecast, Activity Tracker Alarm Clock Blood Pressure Monitor Calorie Tracker Breath Monitor Custom Activity Tracking Cycle Tracking Custom Activity Tracking Daily Workout",128 MB,1 AAAA batteries required.,Rectangular,1/29/2025 22:27
"Smart Watch for Men Women Answer/Make Calls,1.83"" HD IP68 Waterproof Fitness Watch ...","MAD 330                                                                        
                                                                            466",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M7I3HG320-smart-watches-for-men-answer-make-calls-ai-control-1-83-for-android-phones-iphone-samsung-compatible-fitness-tracker-blood-oxygen-heart-rate,,,,,,128 MB,2 ounces (56.7 grams),GPS Via Smartphone,Android,300 Milliamp Hours,,,Activity Tracker Alarm Clock Audio Recording Calendaring Camera Custom Activity Tracking Cycle Tracking Daily Workout Memory Email Gesture Control Lightweight Multisport Tracker Music Player Notifications Password protection Phone Call Sedentary Reminder Shockproof Text Messaging Time Display Touchscreen Video Call Video Recording Voice Call Voice Control Weather Forecast    See more,,1.32 Inches (3.4 cm),,,,,1.32 Inches (3.4 cm),Lithium Ion,,Bluetooth,99,,HOAIYO,,28-Dec-22,,,,,China,,,,,9.85 x 1.85 x 0.42 inches (25 x 4.7 x 1.1 cm),B0BR7CVWMY,Wireless,,,,1 Lithium Ion batteries required.,Round,1/29/2025 22:26
Smart Watches for Women with Call 2.01 Amoled Fitness Tracker with 24-Hour Heart ...,MAD 603,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/N1SE170Z4-smart-watches-for-women-with-call-2-01-amoled-fitness-tracker-with-24-hour-heart-rate-spo2-sleep-monitor-blood-pressure-5atm-waterproof-123-sport,,,,,,128 MB,2 ounces (56.7 grams),GPS Via Smartphone,Android,300 Milliamp Hours,,,Activity Tracker Alarm Clock Audio Recording Calendaring Camera Custom Activity Tracking Cycle Tracking Daily Workout Memory Email Gesture Control Lightweight Multisport Tracker Music Player Notifications Password protection Phone Call Sedentary Reminder Shockproof Text Messaging Time Display Touchscreen Video Call Video Recording Voice Call Voice Control Weather Forecast    See more,,1.32 Inches (3.4 cm),,,,,1.32 Inches (3.4 cm),Lithium Ion,,Bluetooth,99,,HOAIYO,,28-Dec-22,,,,,China,,,,,9.85 x 1.85 x 0.42 inches (25 x 4.7 x 1.1 cm),B0BR7CVWMY,Wireless,,,,1 Lithium Ion batteries required.,Round,1/29/2025 22:26
"Smart Watch for Women Men. 1.83"" Fitness Watch Answer/Make Call with Heart Rate ...",MAD 384,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MQ0CUFHVK-smart-watch-for-women-men-1-83-fitness-watch-answer-make-call-with-heart-rate-monitor-blood-pressure-blood-oxygen-monitor-sleep-tracker,,,,,,,1.76 ounces (49.9 grams),No GPS,android,,,WalkerFit,Blood Pressure Monitor,,1.4 Inches (3.6 cm),Unisex-Adult,,,,1.4 Inches (3.6 cm),Lithium Polymer,,Bluetooth,ZL73E,,WalkerFit,,10-Jul-23,,,,,China,,,,,9.5 x 1.7 x 0.43 inches (24.1 x 4.3 x 1.1 cm),B0C7KVBY12,Bluetooth,A2 Pro,,,1 Lithium Polymer batteries required. (included),Round,1/29/2025 22:26
"Smart Watches for Women Call Receive/Dial, 1.32"" Smartwatch with Heart Rate Sleep ...",MAD 330,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/BA7LPRZNM-hoaiyo-smart-watch-call-receive-dial-1-3-smartwatch-with-call-text-heart-rate-spo2-sleep-calories-counter-3atm-waterproof-20-sports-mode,,,,,,,1.76 ounces (49.9 grams),No GPS,android,,,WalkerFit,Blood Pressure Monitor,,1.4 Inches (3.6 cm),Unisex-Adult,,,,1.4 Inches (3.6 cm),Lithium Polymer,,Bluetooth,ZL73E,,WalkerFit,,10-Jul-23,,,,,China,,,,,9.5 x 1.7 x 0.43 inches (24.1 x 4.3 x 1.1 cm),B0C7KVBY12,Bluetooth,A2 Pro,,,1 Lithium Polymer batteries required. (included),Round,1/29/2025 22:26
"Smart Watch for MenMake/Answer Call Bluetooth Call 1.53"" HD Military Smartwatch for ...","MAD 875                                                                        
                                                                            1012",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/FMVKUVQY2-gamsaro-smart-watch-for-men-make-answer-call-bluetooth-call-1-53-hd-military-smartwatch-for-android-iphone-phones-ip68-waterproof-outdoor-sport,,,,,,,1.76 ounces (49.9 grams),No GPS,android,,,WalkerFit,Blood Pressure Monitor,,1.4 Inches (3.6 cm),Unisex-Adult,,,,1.4 Inches (3.6 cm),Lithium Polymer,,Bluetooth,ZL73E,,WalkerFit,,10-Jul-23,,,,,China,,,,,9.5 x 1.7 x 0.43 inches (24.1 x 4.3 x 1.1 cm),B0C7KVBY12,Bluetooth,A2 Pro,,,1 Lithium Polymer batteries required. (included),Round,1/29/2025 22:26
"Smart Watches for Men Women Answer Make Call, 1.95"" Fitness Watch with Blood Oxygen ...",MAD 289,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M5WG4U5U2-smart-watches-for-men-women-answer-make-call-1-95-fitness-watch-with-blood-oxygen-heart-rate-sleep-monitor-100-sports-ip68-waterproof,,,,,,,1.76 ounces (49.9 grams),No GPS,android,,,WalkerFit,Blood Pressure Monitor,,1.4 Inches (3.6 cm),Unisex-Adult,,,,1.4 Inches (3.6 cm),Lithium Polymer,,Bluetooth,ZL73E,,WalkerFit,,10-Jul-23,,,,,China,,,,,9.5 x 1.7 x 0.43 inches (24.1 x 4.3 x 1.1 cm),B0C7KVBY12,Bluetooth,A2 Pro,,,1 Lithium Polymer batteries required. (included),Round,1/29/2025 22:26
"Mens Smart Watch, Receive/Dial Call Waterproof Fitness Watch with Sleep Monitor, ...",MAD 466,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/F97ZFMXGC-smart-watch-fitness-tracker-with-heart-rate-monitor-blood-pressure-blood-oxygen-tracking-2023-upgrade-smartwatch-fitness,,,230 Milliamp Hours,0.1 Kilograms,Blue,,3.52 ounces (99.79 grams),Built-in GPS,Android and iOS,230 Milliamp Hours,Touchscreen,Bemtava,"AI voice, GPS,Oxymeter (SpO2), health activity tacking, weather forecast, Music Player, text messaging reminder, distance tracker, heart rate monitor, sleep monitor, 8 Sport Modes, Alarms, Step Counter, IP68 Waterproof, Calorie Burned Counter    See more",1 x Smartwatch,1.9,,No,,,1.9,Lithium Polymer,,Bluetooth,7.13425E+11,,Bemtava,,6-Jun-22,,,6.46 x 3.03 x 1.14 inches (16.4 x 7.7 x 2.9 cm),Bluetooth,China,,Android and iOS,Bluetooth,245*285,,B0B39DPGX6,Bluetooth,,"AI voice, GPS,Oxymeter (SpO2), health activity tacking, weather forecast, Music Player, text messaging reminder, distance tracker, heart rate monitor, sleep monitor, 8 Sport Modes, Alarms, Step Counter, IP68 Waterproof, Calorie Burned Counter",,1 Lithium Polymer batteries required. (included),Heart,1/29/2025 22:26
"Smart Watch Answer/Make Call 2024 Newest Fitness Tracker, Heart Rate/Sleep ...",MAD 207,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MOR52U4GQ-smart-watch-answer-make-call-2024-newest-fitness-tracker-heart-rate-sleep-monitor-pedometer-calories-multiple-sport-modes-1-3-inch-ip67,,,230 Milliamp Hours,0.1 Kilograms,Blue,,3.52 ounces (99.79 grams),Built-in GPS,Android and iOS,230 Milliamp Hours,Touchscreen,Bemtava,"AI voice, GPS,Oxymeter (SpO2), health activity tacking, weather forecast, Music Player, text messaging reminder, distance tracker, heart rate monitor, sleep monitor, 8 Sport Modes, Alarms, Step Counter, IP68 Waterproof, Calorie Burned Counter    See more",1 x Smartwatch,1.9,,No,,,1.9,Lithium Polymer,,Bluetooth,7.13425E+11,,Bemtava,,6-Jun-22,,,6.46 x 3.03 x 1.14 inches (16.4 x 7.7 x 2.9 cm),Bluetooth,China,,Android and iOS,Bluetooth,245*285,,B0B39DPGX6,Bluetooth,,"AI voice, GPS,Oxymeter (SpO2), health activity tacking, weather forecast, Music Player, text messaging reminder, distance tracker, heart rate monitor, sleep monitor, 8 Sport Modes, Alarms, Step Counter, IP68 Waterproof, Calorie Burned Counter",,1 Lithium Polymer batteries required. (included),Heart,1/29/2025 22:26
"Smart Watches for Men Bluetooth Call Answer/Make Call, 1.39'' IP68 Smartwatch for ...",MAD 876,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/LSE79YIMI-lige-smart-watches-for-men-bluetooth-call-answer-make-call-1-39-x27-x27-smartwatch-for-android-phones-and-ios-compatible-with-100-sport-modes,,,230 Milliamp Hours,0.1 Kilograms,Blue,,3.52 ounces (99.79 grams),Built-in GPS,Android and iOS,230 Milliamp Hours,Touchscreen,Bemtava,"AI voice, GPS,Oxymeter (SpO2), health activity tacking, weather forecast, Music Player, text messaging reminder, distance tracker, heart rate monitor, sleep monitor, 8 Sport Modes, Alarms, Step Counter, IP68 Waterproof, Calorie Burned Counter    See more",1 x Smartwatch,1.9,,No,,,1.9,Lithium Polymer,,Bluetooth,7.13425E+11,,Bemtava,,6-Jun-22,,,6.46 x 3.03 x 1.14 inches (16.4 x 7.7 x 2.9 cm),Bluetooth,China,,Android and iOS,Bluetooth,245*285,,B0B39DPGX6,Bluetooth,,"AI voice, GPS,Oxymeter (SpO2), health activity tacking, weather forecast, Music Player, text messaging reminder, distance tracker, heart rate monitor, sleep monitor, 8 Sport Modes, Alarms, Step Counter, IP68 Waterproof, Calorie Burned Counter",,1 Lithium Polymer batteries required. (included),Heart,1/29/2025 22:26
"Smart Watch Answer/Make Call, 1.9"" Smartwatch Fitness Tracker for Android and iOS ...",MAD 289,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/C0KWTITDC-smart-watch-answer-make-call-1-9-smartwatch-fitness-tracker-for-android-and-ios-phones-with-heart-rate-sleep-tracking-multi-sport-modes,,,230 Milliamp Hours,0.1 Kilograms,Blue,,3.52 ounces (99.79 grams),Built-in GPS,Android and iOS,230 Milliamp Hours,Touchscreen,Bemtava,"AI voice, GPS,Oxymeter (SpO2), health activity tacking, weather forecast, Music Player, text messaging reminder, distance tracker, heart rate monitor, sleep monitor, 8 Sport Modes, Alarms, Step Counter, IP68 Waterproof, Calorie Burned Counter    See more",1 x Smartwatch,1.9,,No,,,1.9,Lithium Polymer,,Bluetooth,7.13425E+11,,Bemtava,,6-Jun-22,,,6.46 x 3.03 x 1.14 inches (16.4 x 7.7 x 2.9 cm),Bluetooth,China,,Android and iOS,Bluetooth,245*285,,B0B39DPGX6,Bluetooth,,"AI voice, GPS,Oxymeter (SpO2), health activity tacking, weather forecast, Music Player, text messaging reminder, distance tracker, heart rate monitor, sleep monitor, 8 Sport Modes, Alarms, Step Counter, IP68 Waterproof, Calorie Burned Counter",,1 Lithium Polymer batteries required. (included),Heart,1/29/2025 22:26
"Smart Watch Answer/Make Call, 1.9"" Smartwatch Fitness Tracker for Android and iOS ...",MAD 289,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/C19YLPQSW-smart-watch-answer-make-call-1-9-smartwatch-fitness-tracker-for-android-and-ios-phones-with-heart-rate-sleep-tracking-multi-sport-modes,,,,,,128 MB,4 ounces (113.4 grams),GPS Via Smartphone,"Android 4.4 and above, IOS9.0 and above",240 Amp Hours,,,"Activity Tracker, Alarm Clock, Phone Call, Notifications",,1.27 Inches (3.2 cm),,,,,1.27 Inches (3.2 cm),Lithium Ion,,Bluetooth,K35 Black,,KEEPONFIT,,21-Oct-24,,,10.94 x 3.58 x 0.79 inches (27.8 x 9.1 x 2 cm),,,,,,,,B0DDTP3X28,Bluetooth,,,,1 Lithium Ion batteries required. (included),Round,1/29/2025 22:26
"Smart Watch for Women Men. 1.83"" Fitness Watch Answer/Make Call with Heart Rate ...",MAD 371,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M1L8HSTN4-smart-watch-for-women-men-with-heart-rate-monitor-blood-pressure-blood-oxygen-monitor-sleep-tracker-fitness-watch-compatible-with-iphone-android,,,,,,128 MB,4 ounces (113.4 grams),GPS Via Smartphone,"Android 4.4 and above, IOS9.0 and above",240 Amp Hours,,,"Activity Tracker, Alarm Clock, Phone Call, Notifications",,1.27 Inches (3.2 cm),,,,,1.27 Inches (3.2 cm),Lithium Ion,,Bluetooth,K35 Black,,KEEPONFIT,,21-Oct-24,,,10.94 x 3.58 x 0.79 inches (27.8 x 9.1 x 2 cm),,,,,,,,B0DDTP3X28,Bluetooth,,,,1 Lithium Ion batteries required. (included),Round,1/29/2025 22:26
"Smart Watch for Women Men, Alexa Built-in,1.8 Inches Large Display, Bluetooth ...","MAD 876                                                                        
                                                                            1149",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IQBLS32R8-wnh-smart-watch-1-8-x27-x27-large-display-smart-watches-for-women-men-with-60db-clear-calls-24-7-health-monitoring-fitness-tracking-waterproof,,,,,,128 MB,4 ounces (113.4 grams),GPS Via Smartphone,"Android 4.4 and above, IOS9.0 and above",240 Amp Hours,,,"Activity Tracker, Alarm Clock, Phone Call, Notifications",,1.27 Inches (3.2 cm),,,,,1.27 Inches (3.2 cm),Lithium Ion,,Bluetooth,K35 Black,,KEEPONFIT,,21-Oct-24,,,10.94 x 3.58 x 0.79 inches (27.8 x 9.1 x 2 cm),,,,,,,,B0DDTP3X28,Bluetooth,,,,1 Lithium Ion batteries required. (included),Round,1/29/2025 22:27
"Smart Watch, Alexa Built-in, Stable Bluetooth Call, 2025 Newest Fitness Tracker ...",MAD 876,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/I73H0WIRA-aeac-smart-watch-for-men-women-with-alexa-built-in-bluetooth-answer-make-call-1-8-fitness-tracker-with-heart-rate-spo2-stress-sleep-monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/29/2025 22:26
"Smart Watches for Men, Fitness Tracker with Heart Rate & SpO2 Monitor, IP67 ...","MAD 521                                                                        
                                                                            603",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MJUTEZANA-smart-watches-for-women-fitness-tracker-with-heart-rate-spo2-monitor-ip67-waterproof-activity-tracker-for-men-women-smart-sports-watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/29/2025 22:27
"Smart Watches for Men Answer/Make Call, Fitness Tracker with 123 Sport Modes, Heart ...",MAD 384,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MBSB7LOL6-smart-watch-smart-watches-for-men-women-answer-make-call-fitness-tracker-with-123-sport-modes-heart-rate-monitor-sleep-monitor-spo2-pedometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/29/2025 22:26
"Smart Watches for Men Women - 1.83"" HD Smartwatch for Android iOS Compatible with ...",MAD 466,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/N1RUROY8G-smart-watches-for-men-women-1-83-hd-smartwatch-for-android-ios-compatible-with-bluetooth-answer-make-calls-android-watch-ip68-waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/29/2025 22:26
"Smart Watches for Men with AI Voice/Bluetooth Call,1.43 AMOLED Always On ...",MAD 603,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/ICP1JD8PU-esfoe-military-smart-watch-for-me-st19-p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/29/2025 22:26
"Smart Watch, 1.91"" Smartwatch for Women Men Answer/Make Call, Fitness Tracker with ...","MAD 466                                                                        
                                                                            740",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MRBWALQF4-smart-watch-smartwatch-for-men-women-answer-make-call-fitness-tracker-with-100-sport-modes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/29/2025 22:26
