title,price,image_url,product_url,Manufacturer,Colour,Model number,Graphics Card Description,Graphics processor manufacturer,Package Weight,Brand Name,Number of Processors,Country of Origin,Resolution,Memory Clock Speed,Series,Product Dimensions,Computer Memory Type,Graphics RAM size,Language,Graphics co-processor,Guaranteed software updates until,Package Dimensions,Card Description,Color,Graphics Ram Size,Graphics Card Ram Size,Item Dimensions  LxWxH,Compatible devices,Graphics Processor Manufacturer,GPU Clock Speed,Graphics Card Interface,Item Weight,ASIN,Included components,Item model number,Batteries,Video output interface,Graphics Coprocessor,Max Screen Resolution,Are Batteries Included,Processor,Voltage,Is Discontinued By Manufacturer,Operating System,Wattage,GPU clock speed,Memory Speed,Graphics Chipset Brand,Hardware Platform,Brand,Recommended uses for product,Number of Items,RAM,Video Output Interface,Form Factor,Graphics RAM type,Graphics RAM Type,Chipset Brand,Date First Available
PNY GeForce RTX  4070 Ti 12GB Verto Triple Fan Graphics Card DLSS 3,"MAD 10168                                                                        
                                                                            10988",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/8K2BFUUHK-pny-geforce-rtx-4070-ti-12gb-verto-led-triple-fan-graphics-card-geforce-rtx-4070-ti-12-gb-gddr6x-pcie-4-0-x16-hdmi-3-x-displayport,ZOTAC,,,,,,,,,,,RTX 3080,12.5 x 4.8 x 2.3 inches (31.8 x 12.2 x 5.8 cm),,,,,,,Dedicated,,10 GB,10 GB,12.5 x 4.8 x 2.3 inches (31.8 x 12.2 x 5.8 cm),,,1725 MHz,,3.09 pounds (1.4 kg),B099ZCG8T5,,ZT-A30800J-10PLHR,,,NVIDIA GeForce RTX 3080,,,,,,Windows 10 64-bit (build 2004 or later),,,1725 MHz,,,ZOTAC,,,,"DisplayPort, HDMI",,,,ZOTAC,"September 23, 2021"
AMD RX 580 Graphics Card 4 GB GDDR5 Performance 80% of GTX1660 Super 131% of GTX ...,MAD 1355,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/N2F9ELQXC-amd-rx-580-graphics-card-4-gb-gddr5-performance-80-of-gtx1660-super-131-of-gtx-1650-98-of-rx-6500xt-256bit-2049sp-pci-express-3-0x16-dp-hdmi,ZOTAC,,,,,,,,,,,RTX 3080,12.5 x 4.8 x 2.3 inches (31.8 x 12.2 x 5.8 cm),,,,,,,Dedicated,,10 GB,10 GB,12.5 x 4.8 x 2.3 inches (31.8 x 12.2 x 5.8 cm),,,1725 MHz,,3.09 pounds (1.4 kg),B099ZCG8T5,,ZT-A30800J-10PLHR,,,NVIDIA GeForce RTX 3080,,,,,,Windows 10 64-bit (build 2004 or later),,,1725 MHz,,,ZOTAC,,,,"DisplayPort, HDMI",,,,ZOTAC,"September 23, 2021"
PNY Nvidia GeForce 7950 GT 512MB GDDR3 PCI Express Graphics Card,MAD 2953,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/3ZSDQRJJ6-pny-nvidia-geforce-7950-gt-512mb-gddr3-pci-express-graphics-card,ZOTAC,,,,,,,,,,,RTX 3080,12.5 x 4.8 x 2.3 inches (31.8 x 12.2 x 5.8 cm),,,,,,,Dedicated,,10 GB,10 GB,12.5 x 4.8 x 2.3 inches (31.8 x 12.2 x 5.8 cm),,,1725 MHz,,3.09 pounds (1.4 kg),B099ZCG8T5,,ZT-A30800J-10PLHR,,,NVIDIA GeForce RTX 3080,,,,,,Windows 10 64-bit (build 2004 or later),,,1725 MHz,,,ZOTAC,,,,"DisplayPort, HDMI",,,,ZOTAC,"September 23, 2021"
ZOTAC GeForce RTX  3080 Trinity OC LHR 10GB GDDR6X 320-bit 19 Gbps PCIE 4.0 Gaming ...,MAD 10291,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1H96BQDC8-zotac-gaming-geforce-rtx-3080-trinity-oc-lhr-10gb-gddr6x-320-bit-19-gbps-pcie-4-0-gaming-graphics-card-zt-a30800j-10plhr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOTAC Gaming GeForce RTX  3080 Ti Trinity OC 12GB GDDR6X 384-bit 19 Gbps PCIE 4.0 ...,MAD 14937,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1C37QB2EW-zotac-gaming-geforce-rtx-3080-ti-trinity-oc-12gb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOTAC Gaming GeForce RTX 4070 Twin Edge OC White GDDR6 DLSS 3 12GB GDDR6 192-bit 20 ...,MAD 9189,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MBPXDQ2ZW-gaming-geforce-rtx-4070-twin-edge-oc-white-gddr6-dlss-3-12gb-gddr6-192-bit-20-gbps-pcie-4-0-compact-sff-gaming-graphics-card-icestorm-2-0-advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RX 5500 8gb GDDR6 Graphics Card,128 Bit, 3XDP, HDMI, PCI Express 4.0X8, 8pin with ...",MAD 1969,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/J4BF324JA-rx-5500-8gb-gddr6-graphics-card-128-bit-3xdp-hdmi-pci-express-4-0x8-8pin-with-fan-intelligent-system-gaming-pc-computer-video-cards-with-3x,KAER,,,,,,,,China,,,,6.1 x 4.92 x 0.79 inches (15.5 x 12.5 x 2 cm),,,,,,,,,4.00,,,,,1333 MHz,,12.9 ounces (365.72 grams),B09HXQ6LRM,,XB-GT 730-4GB,,,GT 730 4GB,,,,,No,,,,,,,KAER,,,,"VGA, DVI, HDMI",,,,,"October 8, 2021"
"ciciglow Graphics Card, 730 4G DDR3B 128bit Computer Graphics Card with Cooling ...",MAD 735,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/FMA5B2J4E-ciciglow-graphics-card-gt-730-4g-ddr3b-128bit-computer-graphics-card-with-cooling-fan-support-vga-dvi-hdmi-output-pci-express-2-0-x-16-bus-interface,KAER,,,,,,,,China,,,,6.1 x 4.92 x 0.79 inches (15.5 x 12.5 x 2 cm),,,,,,,,,4.00,,,,,1333 MHz,,12.9 ounces (365.72 grams),B09HXQ6LRM,,XB-GT 730-4GB,,,GT 730 4GB,,,,,No,,,,,,,KAER,,,,"VGA, DVI, HDMI",,,,,"October 8, 2021"
PNY GeForce RTX  4070 Super 12GB XLR8 Gaming Verto  Epic-X RGB  OC Triple Fan ...,MAD 9020,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IKFTZ6WHS-pny-geforce-rtx-4070-super-12gb-xlr8-gaming-verto-epic-x-rgb-overclocked-triple-fan-graphics-card-dlss-3,KAER,,,,,,,,China,,,,6.1 x 4.92 x 0.79 inches (15.5 x 12.5 x 2 cm),,,,,,,,,4.00,,,,,1333 MHz,,12.9 ounces (365.72 grams),B09HXQ6LRM,,XB-GT 730-4GB,,,GT 730 4GB,,,,,No,,,,,,,KAER,,,,"VGA, DVI, HDMI",,,,,"October 8, 2021"
"KAER GT 730 Graphics Card, 4GB DDR3, DirectX 11 128 Bit, VGA/DVI-D/HDMI, PCI ...",MAD 1013,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/4161CT7ZS-kaer-nvidia-gt-730-graphics-card-4gb-ddr3-directx-11-128-bit-dp-dvi-d-hdmi-pci-express-2-0-low-profile-video-card-computer-gpu,VBESTLIFE,,,,,,,,China,,,,,,,,,,11.89 x 6.5 x 2.05 inches (30.2 x 16.5 x 5.2 cm),,,8 GB,,,,,1460 MHz,,1.94 pounds (0.88 kg),B0CSZBXQSX,,VBESTLIFEn576axsuid,,,AMD Radeon RX 590,,,,,,,,,,,,VBESTLIFE,,,,DisplayPort,,,,,"January 22, 2024"
"RX 5500 8gb GDDR6 Graphics Card,128 Bit, 3XDP, HDMI, PCI Express 4.0X8, 8pin with ...",MAD 1969,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IL5Q8N6SQ-rx-5500-8gb-gddr6-graphics-card-128-bit-3xdp-hdmi-pci-express-4-0x8-8pin-with-fan-intelligent-system-gaming-pc-computer-video-cards-with-3x,VBESTLIFE,,,,,,,,China,,,,,,,,,,11.89 x 6.5 x 2.05 inches (30.2 x 16.5 x 5.2 cm),,,8 GB,,,,,1460 MHz,,1.94 pounds (0.88 kg),B0CSZBXQSX,,VBESTLIFEn576axsuid,,,AMD Radeon RX 590,,,,,,,,,,,,VBESTLIFE,,,,DisplayPort,,,,,"January 22, 2024"
ZOTAC Gaming GeForce RTX 4060 Ti 8GB Twin Edge OC DLSS 3 8GB GDDR6 128-bit 18 Gbps ...,MAD 6410,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/G6JGUNP56-zotac-gaming-geforce-rtx-4060-ti-8gb-twin-edge-oc-dlss-3-8gb-gddr6-128-bit-18-gbps-pcie-4-0-compact-gaming-graphics-card-icestorm-2-0-advanced,GOSHYDA,,,,,,,,China,,,,,,,,,,7.6 x 5.83 x 1.65 inches (19.3 x 14.8 x 4.2 cm),,,1 GB,,,,,1800 MHz,,7.4 ounces (209.79 grams),B0C7DCVJKM,,GOSHYDAe0wu2mizca,,,GT610,,,,,,,,,,,,Goshyda,,,,VGA,,,,,"June 7, 2023"
"KAER GT 730 Graphics Card, 4GB DDR3, DirectX 11 128 Bit, VGA/DVI-D/HDMI, PCI ...",MAD 1013,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/41G0D608E-kaer-amd-radeon-rx-550-graphics-card-4gb-gddr5-128-bit-directx-12-pci-express-3-0-dp-hdmi-dvi-d-desktop-gaming-video-card-computer-gpu,GOSHYDA,,,,,,,,China,,,,,,,,,,7.6 x 5.83 x 1.65 inches (19.3 x 14.8 x 4.2 cm),,,1 GB,,,,,1800 MHz,,7.4 ounces (209.79 grams),B0C7DCVJKM,,GOSHYDAe0wu2mizca,,,GT610,,,,,,,,,,,,Goshyda,,,,VGA,,,,,"June 7, 2023"
"VBESTLIFE RX590 8GB Graphics Card, GDDR5, 256bit, PCI Express 3.0 x16, ...","MAD 1696                                                                        
                                                                            1786",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JNOC9LU14-vbestlife-rx590-8gb-graphics-card-gddr5-256bit-pci-express-3-0-x16-1460-8000mhz-4096x2160-gaming-video-card-with-dvi-d-and-3-ports,GOSHYDA,,,,,,,,China,,,,,,,,,,7.6 x 5.83 x 1.65 inches (19.3 x 14.8 x 4.2 cm),,,1 GB,,,,,1800 MHz,,7.4 ounces (209.79 grams),B0C7DCVJKM,,GOSHYDAe0wu2mizca,,,GT610,,,,,,,,,,,,Goshyda,,,,VGA,,,,,"June 7, 2023"
"Yoidesu 4GB GDDR5 Gaming Graphics Card with 650MHz Frequency, Supports DirectX 11, ...",MAD 751,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/ILGD91QF4-4gb-gddr5-gaming-graphics-card-with-650mhz-core-frequency-supports-directx-11-pci-express-x16-2-1,evga,,,,,,,,,,,,10.5 x 4.4 x 4 inches (26.7 x 11.2 x 10.2 cm),,,,,,,,,8 GB,,,,,1733 MHz,,3.34 pounds (1.51 kg),B079B9BF3V,,08G-P4-6282-KB,,,NVIDIA GeForce GTX 1080,,,,,No,,,,,,,EVGA,,,,"DisplayPort, DVI, HDMI",,,,,"January 25, 2018"
ZOTAC Gaming GeForce RTX 4080 16GB Trinity OC White Edition DLSS 3 16GB GDDR6X ...,MAD 23695,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/G6SP1OY64-gaming-geforce-rtx-4080-16gb-trinity-oc-white-edition-dlss-3-16gb-gddr6x-256-bit-22-4-gbps-pcie-4-0-gaming-graphics-card-icestorm-2-0-advanced,evga,,,,,,,,,,,,10.5 x 4.4 x 4 inches (26.7 x 11.2 x 10.2 cm),,,,,,,,,8 GB,,,,,1733 MHz,,3.34 pounds (1.51 kg),B079B9BF3V,,08G-P4-6282-KB,,,NVIDIA GeForce GTX 1080,,,,,No,,,,,,,EVGA,,,,"DisplayPort, DVI, HDMI",,,,,"January 25, 2018"
"GT610 1GB DDR3 Graphics Card, 64bit 1800MHz Computer Video Card with Cooling Fan, ...","MAD 494                                                                        
                                                                            528",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/EJ4TH4P3K-gt610-1gb-ddr3-graphics-card-64bit-1800mhz-computer-video-card-with-cooling-fan-dvi-vga-hdmi-pcie-x16-2-0-bus,evga,,,,,,,,,,,,10.5 x 4.4 x 4 inches (26.7 x 11.2 x 10.2 cm),,,,,,,,,8 GB,,,,,1733 MHz,,3.34 pounds (1.51 kg),B079B9BF3V,,08G-P4-6282-KB,,,NVIDIA GeForce GTX 1080,,,,,No,,,,,,,EVGA,,,,"DisplayPort, DVI, HDMI",,,,,"January 25, 2018"
Geforce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 Graphics Card Titanium and Black,MAD 15729,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/19RRIBOES-new-2021-geforce-rtx-3080-ti-12gb-gddr6x-pci-express-4-0-graphics-card-titanium-and-black,evga,,,,,,,,,,,,10.5 x 4.4 x 4 inches (26.7 x 11.2 x 10.2 cm),,,,,,,,,8 GB,,,,,1733 MHz,,3.34 pounds (1.51 kg),B079B9BF3V,,08G-P4-6282-KB,,,NVIDIA GeForce GTX 1080,,,,,No,,,,,,,EVGA,,,,"DisplayPort, DVI, HDMI",,,,,"January 25, 2018"
EVGA - NVIDIA GeForce GTX 1080 8GB GDDR5X PCI Express 3.0 Graphics Card - ...,MAD 8228,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/3P0D98KCM-evga-nvidia-geforce-gtx-1080-8gb-gddr5x-pci-express-3-0-graphics-card-blacksilver,YESTON,,,,,,,,China,,,,6.3 x 2.68 x 0.1 inches (16 x 6.8 x 0.3 cm),,,,,,,,,6 GB,,,,,14 GB,,10.9 ounces (309.02 grams),B0DGT7KKNK,,,,,NVIDIA GeForce RTX 3050,,,,,,,,,,,,Yeston,,,,"DisplayPort, HDMI",,,,,"September 12, 2024"
Special Bundle Gaming GeForce RTX 3060 Gaming OC 12G rev. 2.0 GDDR6 12GB Gaming ...,MAD 6342,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IROCS2VVK-special-bundle-gaming-geforce-rtx-3060-gaming-oc-12g-rev-2-0-gddr6-12gb-gaming-graphics-card-w-cooler-master-xg750-750w-plus-platinum-argb-fully,YESTON,,,,,,,,China,,,,6.3 x 2.68 x 0.1 inches (16 x 6.8 x 0.3 cm),,,,,,,,,6 GB,,,,,14 GB,,10.9 ounces (309.02 grams),B0DGT7KKNK,,,,,NVIDIA GeForce RTX 3050,,,,,,,,,,,,Yeston,,,,"DisplayPort, HDMI",,,,,"September 12, 2024"
"960 Gaming Graphics Card 4GB GDDR5 128Bit 7012MHz PCI Express 3.0 X16, DVI, Cooling ...",MAD 1919,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/ICJUEUC90-ashata-gtx-960-gaming-graphics-card-4gb-gddr5-7012-mhz-pci-express-3-0-x16-128-bit-dp-hdmi-dvi-gaming-video-card-for-computer-pc,YESTON,,,,,,,,China,,,,6.3 x 2.68 x 0.1 inches (16 x 6.8 x 0.3 cm),,,,,,,,,6 GB,,,,,14 GB,,10.9 ounces (309.02 grams),B0DGT7KKNK,,,,,NVIDIA GeForce RTX 3050,,,,,,,,,,,,Yeston,,,,"DisplayPort, HDMI",,,,,"September 12, 2024"
Yeston RTX 3050 6GB GDDR6 Graphics Cards Nvidia pci Express 4.0 x8 Video Cards ...,MAD 3049,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M868KHLUC-yeston-rtx-3050-6gb-gddr6-graphics-cards-nvidia-pci-express-4-0-x8-video-cards-desktop-computer-pc-video-gaming-graphics-card,EVGA,,,,,4.52 Pound,,,,,,GeForce RTX 2080 Graphic Card - 1.82 GHz Boost Clock - 8 GB GDDR6,4.5 x 10.6 x 2.36 inches (11.4 x 26.9 x 6 cm),,,,,,,NVIDIA GeForce RTX 2080,,8 GB,8 GB,4.5 x 10.6 x 2.36 inches (11.4 x 26.9 x 6 cm),,,1815 MHz,,2.92 pounds (1.32 kg),B07GHVK4KN,,08G-P4-2183-KR,,,NVIDIA GeForce RTX 2080,,,,,No,,,,14000 MHz,,,EVGA,,,8 GB,DisplayPort,,,,NVIDIA,"August 19, 2018"
"VisionTek Radeon 5450 2GB DDR3 DVI-I, HDMI, VGA Graphics Card - 900356","MAD 920                                                                        
                                                                            963",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/3NMCM5S-visiontek-radeon-5450-2gb-ddr3-dvi-i-hdmi-vga-graphics-card-900356,EVGA,,,,,4.52 Pound,,,,,,GeForce RTX 2080 Graphic Card - 1.82 GHz Boost Clock - 8 GB GDDR6,4.5 x 10.6 x 2.36 inches (11.4 x 26.9 x 6 cm),,,,,,,NVIDIA GeForce RTX 2080,,8 GB,8 GB,4.5 x 10.6 x 2.36 inches (11.4 x 26.9 x 6 cm),,,1815 MHz,,2.92 pounds (1.32 kg),B07GHVK4KN,,08G-P4-2183-KR,,,NVIDIA GeForce RTX 2080,,,,,No,,,,14000 MHz,,,EVGA,,,8 GB,DisplayPort,,,,NVIDIA,"August 19, 2018"
"Dpofirs RX 580 8GB Graphics Card, 3 DP 1244MHz GPU,GDDR5 with 2 Fans, 256 Bit ...",MAD 2566,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/FOVQAC9ES-dpofirs-amd-radeon-rx-580-8gb-graphics-card-3-dp-1244mhz-gpu-gddr5-with-2-fans-256-bit-graphics-card-for-gaming-pc-hd-pci-express-3-0,EVGA,,,,,4.52 Pound,,,,,,GeForce RTX 2080 Graphic Card - 1.82 GHz Boost Clock - 8 GB GDDR6,4.5 x 10.6 x 2.36 inches (11.4 x 26.9 x 6 cm),,,,,,,NVIDIA GeForce RTX 2080,,8 GB,8 GB,4.5 x 10.6 x 2.36 inches (11.4 x 26.9 x 6 cm),,,1815 MHz,,2.92 pounds (1.32 kg),B07GHVK4KN,,08G-P4-2183-KR,,,NVIDIA GeForce RTX 2080,,,,,No,,,,14000 MHz,,,EVGA,,,8 GB,DisplayPort,,,,NVIDIA,"August 19, 2018"
"GALAX GeForce RTX  4060 Ti 1-Click OC, Xtreme Tuner App Control, 8GB, GDDR6, ...",MAD 5385,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/F5CIDXCJE-galax-geforce-rtx-4060-ti-1-click-oc-xtreme-tuner-app-control-8gb-gddr6-128-bit-dp-3-hdmi-2-1-dlss-3-gaming-graphics-card,EVGA,,,,,4.52 Pound,,,,,,GeForce RTX 2080 Graphic Card - 1.82 GHz Boost Clock - 8 GB GDDR6,4.5 x 10.6 x 2.36 inches (11.4 x 26.9 x 6 cm),,,,,,,NVIDIA GeForce RTX 2080,,8 GB,8 GB,4.5 x 10.6 x 2.36 inches (11.4 x 26.9 x 6 cm),,,1815 MHz,,2.92 pounds (1.32 kg),B07GHVK4KN,,08G-P4-2183-KR,,,NVIDIA GeForce RTX 2080,,,,,No,,,,14000 MHz,,,EVGA,,,8 GB,DisplayPort,,,,NVIDIA,"August 19, 2018"
"EVGA GeForce RTX 2080 XC ULTRA GAMING, 8GB GDDR6, Dual HDB Fans & RGB LED Graphics ...",MAD 11657,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/3MOYMQ4DK-evga-geforce-rtx-2080-xc-ultra-gaming-8gb-gddr6-dual-hdb-fans-rgb-led-graphics-card-08g-p4-2183-kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RX590 Graphics Card 8GB GDDR5 256bit, PCI Express 3.0 X16, 3D API, Fan Quiet Fast ...",MAD 2158,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/I7FP0AHW2-sxhlseller-rx590-graphics-card-8gb-gddr5-256bit-pci-express-3-0-x16-3d-api-dual-fan-quiet-fast-heat-dissipation-game-graphics-card-for-desktop,YOVDA,,,,,,,,China,,,,7 x 11 x 2 inches (17.8 x 27.9 x 5.1 cm),,,,,,,,,4.00,,,,,993 MHz,,1.06 pounds (0.48 kg),B097PJTHGT,,RX550,,,GT730-4GB,,,,,,,,,,,,Yeston,,,,4*HDMI,,,,,"March 1, 2022"
"GT 740 2GB Graphics Card,128Bit 1250MHZ GDDR5 PCI Express 2.0 Graphics Card, DVI ...",MAD 740,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/ICCV5D5EM-gt-740-2gb-graphics-card-128bit-1250mhz-gddr5-pci-express-2-0-graphics-card-dvi-vga-hdmi-low-profile-graphics-card-with-cooling-fan,YOVDA,,,,,,,,China,,,,7 x 11 x 2 inches (17.8 x 27.9 x 5.1 cm),,,,,,,,,4.00,,,,,993 MHz,,1.06 pounds (0.48 kg),B097PJTHGT,,RX550,,,GT730-4GB,,,,,,,,,,,,Yeston,,,,4*HDMI,,,,,"March 1, 2022"
"EVGA GeForce RTX 3060 Ti FTW Ultra Gaming, 08G-P5-3667-KR, 8GB GDDR6, iCX3 Cooling, ...",MAD 6725,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/48NCIXQMW-evga-geforce-rtx-3060-ti-ftw-ultra-gaming-08g-p5-3667-kr-8gb-gddr6-icx3-cooling-argb-led,MSI,,,,,,,,,,,GeForce RTX 4070 VENTUS 2X E 12G OC,8.07 x 12.64 x 3.15 inches (20.5 x 32.1 x 8 cm),DIMM,,English,,,,dediziert,black,12 GB,12 GB,8.07 x 12.64 x 3.15 inches (20.5 x 32.1 x 8 cm),,,2505 MHz,,1.46 pounds (0.66 kg),B0CH1D81Z8,,V513-432R,,,NVIDIA GeForce RTX 4070,7680 x 4320,,,,,,,,2100 MHz,,,MSI,,,,HDMI,,,,NVIDIA,"October 20, 2023"
Special Bundle Gaming GeForce RTX 3060 Gaming OC 12G rev. 2.0 GDDR6 12GB Gaming ...,MAD 5235,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IPOQDCETQ-special-bundle-gaming-geforce-rtx-3060-gaming-oc-12g-rev-2-0-gddr6-12gb-gaming-graphics-card-w-cooler-master-xg850-850w-plus-platinum-argb-fully,MSI,,,,,,,,,,,GeForce RTX 4070 VENTUS 2X E 12G OC,8.07 x 12.64 x 3.15 inches (20.5 x 32.1 x 8 cm),DIMM,,English,,,,dediziert,black,12 GB,12 GB,8.07 x 12.64 x 3.15 inches (20.5 x 32.1 x 8 cm),,,2505 MHz,,1.46 pounds (0.66 kg),B0CH1D81Z8,,V513-432R,,,NVIDIA GeForce RTX 4070,7680 x 4320,,,,,,,,2100 MHz,,,MSI,,,,HDMI,,,,NVIDIA,"October 20, 2023"
"Yeston GT730 4GB 4HDMI Gaming Graphics Cards ,128 bit DDR3 993/1600MHz 4-Screen ...",MAD 2229,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/1AH36EVLK-yeston-radeon-rx550-gaming-graphics-cards-4gb-ram-gddr5-128bit-6000mhz-vga-hdmi-dvi-d-gpu-mainstream-graphics-card-for-pc-gaming,MSI,,,,,,,,,,,GeForce RTX 4070 VENTUS 2X E 12G OC,8.07 x 12.64 x 3.15 inches (20.5 x 32.1 x 8 cm),DIMM,,English,,,,dediziert,black,12 GB,12 GB,8.07 x 12.64 x 3.15 inches (20.5 x 32.1 x 8 cm),,,2505 MHz,,1.46 pounds (0.66 kg),B0CH1D81Z8,,V513-432R,,,NVIDIA GeForce RTX 4070,7680 x 4320,,,,,,,,2100 MHz,,,MSI,,,,HDMI,,,,NVIDIA,"October 20, 2023"
"EVGA Geforce RTX 3080 Ti Ftw3 Ultra Gaming, 12G-P5-3967-Kr, 12Gb Gddr6X, Icx3 ...",MAD 15086,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/4FFTNCQ0K-evga-geforce-rtx-3080-ti-ftw3-ultra-gaming-12g-p5-3967-kr-12gb-gddr6x-icx3-technology-argb-led-metal-backplate,Sanpyl,,,,,,,,,,,,,,,,,,10.63 x 5.91 x 2.36 inches (27 x 15 x 6 cm),,,8 GB,,,,,1284 MHz,,1.96 pounds (0.89 kg),B0C3WJW7W8,,Sanpyld7feb21nzg,,,AMD RX580,,,,,,,,,,,,Sanpyl,,,,"DisplayPort, DVI, HDMI",,,,,"April 28, 2023"
MSI GeForce RTX 4070 Ventus 2X E 12G OC,MAD 10641,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/I5PF6CLJ4-msi-geforce-rtx-4070-ventus-2x-e-12g-oc,Sanpyl,,,,,,,,,,,,,,,,,,10.63 x 5.91 x 2.36 inches (27 x 15 x 6 cm),,,8 GB,,,,,1284 MHz,,1.96 pounds (0.89 kg),B0C3WJW7W8,,Sanpyld7feb21nzg,,,AMD RX580,,,,,,,,,,,,Sanpyl,,,,"DisplayPort, DVI, HDMI",,,,,"April 28, 2023"
Graphics CardDesktop Computer Graphics Card Fit for GTX1050TI 1GB DDR5 Graphics ...,MAD 7429,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/LUENC33QG-graphics-carddesktop-computer-graphics-card-fit-for-gtx1050ti-1gb-ddr5-graphics-card-green-128bit-dvi-vga-gpu-game-video-card-for-pc-gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
