title,price,promo,coupon,product_url,collection_date,brand,model_name,screen_size,color,hard_disk_size,cpu_model,ram_memory,operating_system,special_feature
15.6 Inch 1080P FHD Portable Monitor Ultra Slim Travel Monitor USB-C HDMI with Cover & Cables for Laptop PC MAC PS Xbox Switch Screen Extender (15.6 Inch 1080P),$62.99,"Thu, Jan 30",No coupon,https://www.amazon.com/FMC-15-6-Inch-1080P-Portable/dp/B0D89ZCRD5/ref=sr_1_238?dib=eyJ2IjoiMSJ9.HAYdM2jbAvSPejxbv6IEnb4zR8rNiBC4cmjX-o8ChSv_AZL_CzJoU0Ypqlj9Bwx1jdLu9UJMpHxEy43cadNO-c7Abj2nKeo_e8g6-7yPWryvHRrgW23rJFM0mWP9UNIXb78VtJt2vc95kZJToZoFztwk_xEe-9RV02gyOjvwBLmKN6wLqi7_U8g_oYICZ9d78AhxiwtJEue9qRtif4jQ4MNKLyOeEOJJ7TxP6e7UAvo.BnpJ5SPICwCKcuZVzA4FdG8dK2j_97Rg91aQAuL7WtA&dib_tag=se&keywords=laptop+Mac&qid=1737203505&sr=8-238,2025-01-18 13:31:46,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
"PD 100W 96W 90W 87W 70W 67W 61W USB C Laptop Car Charger DC 12V-24V Travel Adapter for 2022 2021 MacBook Pro 16""15""14"",Mac Air 13"",Surface Pro 9 8/Book 3 2,Lenovo Thankpad Yoga,Dell XPS Latitude",$30.99,"Thu, Jan 30",10% off coupon applied,https://www.amazon.com/Charger-HKY-12V-24V-Adapter-Replacement/dp/B08MQ7HMPY/ref=sr_1_239?dib=eyJ2IjoiMSJ9.HAYdM2jbAvSPejxbv6IEnb4zR8rNiBC4cmjX-o8ChSv_AZL_CzJoU0Ypqlj9Bwx1jdLu9UJMpHxEy43cadNO-c7Abj2nKeo_e8g6-7yPWryvHRrgW23rJFM0mWP9UNIXb78VtJt2vc95kZJToZoFztwk_xEe-9RV02gyOjvwBLmKN6wLqi7_U8g_oYICZ9d78AhxiwtJEue9qRtif4jQ4MNKLyOeEOJJ7TxP6e7UAvo.BnpJ5SPICwCKcuZVzA4FdG8dK2j_97Rg91aQAuL7WtA&dib_tag=se&keywords=laptop+Mac&qid=1737203505&sr=8-239,2025-01-18 13:31:46,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
"Revodok 1071 USB C Hub for Laptop 7 in 1 USB C Dock 4K HDMI, 100W PD Charging, USB-C & 2 USB-A 5Gbps Data Ports, SD/TF Card Reader for MacBook Pro/Air, iPad Pro, XPS, Thinkpad",$22.99,"Thu, Jan 30",No coupon,https://www.amazon.com/UGREEN-Delivery-MacBook-Surface-Thinkpad/dp/B0BLNDNBG1/ref=sr_1_240?dib=eyJ2IjoiMSJ9.HAYdM2jbAvSPejxbv6IEnb4zR8rNiBC4cmjX-o8ChSv_AZL_CzJoU0Ypqlj9Bwx1jdLu9UJMpHxEy43cadNO-c7Abj2nKeo_e8g6-7yPWryvHRrgW23rJFM0mWP9UNIXb78VtJt2vc95kZJToZoFztwk_xEe-9RV02gyOjvwBLmKN6wLqi7_U8g_oYICZ9d78AhxiwtJEue9qRtif4jQ4MNKLyOeEOJJ7TxP6e7UAvo.BnpJ5SPICwCKcuZVzA4FdG8dK2j_97Rg91aQAuL7WtA&dib_tag=se&keywords=laptop+Mac&qid=1737203505&sr=8-240,2025-01-18 13:31:46,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
"4-Port USB 3.0 SuperSpeed Hub - 5Gbps - Portable Mini Multiport USB Travel Dock - USB Extender Black for Business PC/Mac, laptops, TAA (ST4300MINU3B)",$21.81,"Thu, Jan 30",No coupon,https://www.amazon.com/StarTech-com-Port-USB-3-0-Built/dp/B00DHW07XS/ref=sr_1_241?dib=eyJ2IjoiMSJ9.HAYdM2jbAvSPejxbv6IEnb4zR8rNiBC4cmjX-o8ChSv_AZL_CzJoU0Ypqlj9Bwx1jdLu9UJMpHxEy43cadNO-c7Abj2nKeo_e8g6-7yPWryvHRrgW23rJFM0mWP9UNIXb78VtJt2vc95kZJToZoFztwk_xEe-9RV02gyOjvwBLmKN6wLqi7_U8g_oYICZ9d78AhxiwtJEue9qRtif4jQ4MNKLyOeEOJJ7TxP6e7UAvo.BnpJ5SPICwCKcuZVzA4FdG8dK2j_97Rg91aQAuL7WtA&dib_tag=se&keywords=laptop+Mac&qid=1737203505&sr=8-241,2025-01-18 13:31:46,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
"USB C Splitter 1 in 2 Out Dual Port Charging, Type C Male to Dual USB C Female Adapter Data Power Extension Y Cable Compatible with Laptop Mac Car Flash Drive Keyboard Mouse Printer",$8.99,No promotion,No coupon,https://www.amazon.com/KiwiBird-Splitter-Charging-Extension-Compatible/dp/B0DSZCVCPT/ref=sr_1_242?dib=eyJ2IjoiMSJ9.HAYdM2jbAvSPejxbv6IEnb4zR8rNiBC4cmjX-o8ChSv_AZL_CzJoU0Ypqlj9Bwx1jdLu9UJMpHxEy43cadNO-c7Abj2nKeo_e8g6-7yPWryvHRrgW23rJFM0mWP9UNIXb78VtJt2vc95kZJToZoFztwk_xEe-9RV02gyOjvwBLmKN6wLqi7_U8g_oYICZ9d78AhxiwtJEue9qRtif4jQ4MNKLyOeEOJJ7TxP6e7UAvo.BnpJ5SPICwCKcuZVzA4FdG8dK2j_97Rg91aQAuL7WtA&dib_tag=se&keywords=laptop+Mac&qid=1737203505&sr=8-242,2025-01-18 13:31:46,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
"Presentation Clickers for PowerPoint, Clicker for Laptop Presentations Remote, USB Wireless Presenter Remote, Power Point Remote Clicker for Computer/Mac/PPT/Google Slide Advancer",$14.99,"Thu, Jan 30",No coupon,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNzU2NzE0NTY3ODExNzk0OjE3MzcyMDM1MDU6c3BfYnRmOjIwMDEzNzk0NTE0OTM5ODo6MDo6&url=%2FPresentation-Clickers-PowerPoint-Presentations-Presenter%2Fdp%2FB0B257B6WM%2Fref%3Dsr_1_243_sspa%3Fdib%3DeyJ2IjoiMSJ9.HAYdM2jbAvSPejxbv6IEnb4zR8rNiBC4cmjX-o8ChSv_AZL_CzJoU0Ypqlj9Bwx1jdLu9UJMpHxEy43cadNO-c7Abj2nKeo_e8g6-7yPWryvHRrgW23rJFM0mWP9UNIXb78VtJt2vc95kZJToZoFztwk_xEe-9RV02gyOjvwBLmKN6wLqi7_U8g_oYICZ9d78AhxiwtJEue9qRtif4jQ4MNKLyOeEOJJ7TxP6e7UAvo.BnpJ5SPICwCKcuZVzA4FdG8dK2j_97Rg91aQAuL7WtA%26dib_tag%3Dse%26keywords%3Dlaptop%2BMac%26qid%3D1737203505%26sr%3D8-243-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2025-01-18 13:31:46,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
"2K Webcam for PC with Microphone & Light & Privacy Cover, Web Camera for Desktop Computer/Laptop/Monitor/Mac, USB Streaming Camera for Zoom/Skype/Teams/Video Calling/Studying and Conference",$49.99,"Thu, Jan 30",$10.00 off coupon applied,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNzU2NzE0NTY3ODExNzk0OjE3MzcyMDM1MDU6c3BfYnRmOjMwMDU5MTUyODY1ODAwMjo6MDo6&url=%2FPixelForge-Microphone-Computer-Streaming-Conference%2Fdp%2FB0DK6LCX11%2Fref%3Dsr_1_244_sspa%3Fdib%3DeyJ2IjoiMSJ9.HAYdM2jbAvSPejxbv6IEnb4zR8rNiBC4cmjX-o8ChSv_AZL_CzJoU0Ypqlj9Bwx1jdLu9UJMpHxEy43cadNO-c7Abj2nKeo_e8g6-7yPWryvHRrgW23rJFM0mWP9UNIXb78VtJt2vc95kZJToZoFztwk_xEe-9RV02gyOjvwBLmKN6wLqi7_U8g_oYICZ9d78AhxiwtJEue9qRtif4jQ4MNKLyOeEOJJ7TxP6e7UAvo.BnpJ5SPICwCKcuZVzA4FdG8dK2j_97Rg91aQAuL7WtA%26dib_tag%3Dse%26keywords%3Dlaptop%2BMac%26qid%3D1737203505%26sr%3D8-244-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2025-01-18 13:31:46,PixelForge,Data not available,1 Inches,Black,Data not available,Data not available,Data not available,Data not available,Built-In Light
"Opal Tadpole - 4K Webcam with a Clip, Built for Laptops. 4K Sensor, VisiMic Directional Microphones, Works on Mac, PC and Tablets - White",$129.00,"Thu, Jan 30",No coupon,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMzk1Mjc0OTI5MjE1MjkyOjE3MzcyMDM1MTg6c3BfYXRmX25leHQ6MzAwMTA4Mjc1OTA3NzAyOjowOjo&url=%2FOpal-Tadpole-Laptops-Directional-Microphones%2Fdp%2FB0CM8V52PG%2Fref%3Dsr_1_241_sspa%3Fdib%3DeyJ2IjoiMSJ9.YSFlgVO5TTc0_RN0BpCxBg2vcZojIuBO8q8P5-2qkrr1tyb9CAvhGUfbcP7tAoLpCgH9DhmZd1nZ6lIf9NeDo3gz9ladsxIqgX_CpZIxMnmXzjCF8pesHp3AReLxtQw6s3BKXl5ffM5PprmQUqYTjnBYh83lSEJAGKCNcYhH3uwEnnMjraBPVj6EgQrRHa6UCAaRBK6ntR1ROHWowEasubvLc9ai_seRh1V2Vkohs0Q.LZdcN-oLal_StkrmGGwHThn_Hk5F1E39TzoCI6TM1RM%26dib_tag%3Dse%26keywords%3Dlaptop%2BMac%26qid%3D1737203518%26sr%3D8-241-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,2025-01-18 13:32:00,Opal Camera,Data not available,15.6 Centimeters,White,Data not available,Data not available,Data not available,Data not available,"4K Video Recording, Directional Microphones, VisiMic Technology"
"Laptop, 16GB RAM 1152GB Storage, Laptop Computer with Celeron N5095 CPU(Up to 2.9GHz), FHD IPS 1200P Display, 38WH Battery, 2 Speakers, HDMI, 16 Inch Business Laptops.",$999.99,"Wed, Jan 29",No coupon,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMzk1Mjc0OTI5MjE1MjkyOjE3MzcyMDM1MTg6c3BfYXRmX25leHQ6MzAwNjI0NzQxNjg4MzAyOjowOjo&url=%2Fjumper-Computer-Speakers-Business-Laptops%2Fdp%2FB0DJ6LK7S8%2Fref%3Dsr_1_242_sspa%3Fdib%3DeyJ2IjoiMSJ9.YSFlgVO5TTc0_RN0BpCxBg2vcZojIuBO8q8P5-2qkrr1tyb9CAvhGUfbcP7tAoLpCgH9DhmZd1nZ6lIf9NeDo3gz9ladsxIqgX_CpZIxMnmXzjCF8pesHp3AReLxtQw6s3BKXl5ffM5PprmQUqYTjnBYh83lSEJAGKCNcYhH3uwEnnMjraBPVj6EgQrRHa6UCAaRBK6ntR1ROHWowEasubvLc9ai_seRh1V2Vkohs0Q.LZdcN-oLal_StkrmGGwHThn_Hk5F1E39TzoCI6TM1RM%26dib_tag%3Dse%26keywords%3Dlaptop%2BMac%26qid%3D1737203518%26sr%3D8-242-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA13G88ZT9OU5F1,2025-01-18 13:32:00,jumper,Ezbook S7MAX,16 Inches,Gray,1 TB,Celeron,16 GB,Windows 11,HD Audio
"15.6’’ Triple Laptop Screen Extender Monitor Portable, DIY 1080P FHD Portable Dual Monitor for Laptop USB C HDMI, Plug-play 360° Rotation Detachable Laptop Monitor Extender for Mac/Wins/Android/Dex",$399.99,"Wed, Jan 29",No coupon,https://www.amazon.com/Extender-Portable-Plug-play-Rotation-Detachable/dp/B0DL9XL9LK/ref=sr_1_243?dib=eyJ2IjoiMSJ9.YSFlgVO5TTc0_RN0BpCxBg2vcZojIuBO8q8P5-2qkrr1tyb9CAvhGUfbcP7tAoLpCgH9DhmZd1nZ6lIf9NeDo3gz9ladsxIqgX_CpZIxMnmXzjCF8pesHp3AReLxtQw6s3BKXl5ffM5PprmQUqYTjnBYh83lSEJAGKCNcYhH3uwEnnMjraBPVj6EgQrRHa6UCAaRBK6ntR1ROHWowEasubvLc9ai_seRh1V2Vkohs0Q.LZdcN-oLal_StkrmGGwHThn_Hk5F1E39TzoCI6TM1RM&dib_tag=se&keywords=laptop+Mac&qid=1737203518&sr=8-243,2025-01-18 13:32:00,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
"Laptop Screen Extender, 15.6"" 1080P FHD Portable Monitor with 360°Rotation Detachable Screen Triple Monitor Extender Plug & Play Fits Laptops (Mac/Win/Android)",$399.99,"Wed, Jan 29",No coupon,https://www.amazon.com/Enzion-Extender-Portable-360%C2%B0Rotation-Detachable/dp/B0DMZKJMH8/ref=sr_1_244?dib=eyJ2IjoiMSJ9.YSFlgVO5TTc0_RN0BpCxBg2vcZojIuBO8q8P5-2qkrr1tyb9CAvhGUfbcP7tAoLpCgH9DhmZd1nZ6lIf9NeDo3gz9ladsxIqgX_CpZIxMnmXzjCF8pesHp3AReLxtQw6s3BKXl5ffM5PprmQUqYTjnBYh83lSEJAGKCNcYhH3uwEnnMjraBPVj6EgQrRHa6UCAaRBK6ntR1ROHWowEasubvLc9ai_seRh1V2Vkohs0Q.LZdcN-oLal_StkrmGGwHThn_Hk5F1E39TzoCI6TM1RM&dib_tag=se&keywords=laptop+Mac&qid=1737203518&sr=8-244,2025-01-18 13:32:00,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
"14-in-1 FusionDock Pro 1+ for M1/ M2/ M3/M4 MacBook DisplayLink Docking Station with 180W Power Adapter, Triple 4K@60Hz Monitor Mac Mini Air Dock 3HDMI 2.0, 96W PD, 10Gbps, 2.5GbE, SD/TF 4.0",$299.99,"Wed, Jan 29",No coupon,https://www.amazon.com/IVANKY-iVANKY-FusionDock-Max-1/dp/B0CNXF1GBK/ref=sr_1_245?dib=eyJ2IjoiMSJ9.YSFlgVO5TTc0_RN0BpCxBg2vcZojIuBO8q8P5-2qkrr1tyb9CAvhGUfbcP7tAoLpCgH9DhmZd1nZ6lIf9NeDo3gz9ladsxIqgX_CpZIxMnmXzjCF8pesHp3AReLxtQw6s3BKXl5ffM5PprmQUqYTjnBYh83lSEJAGKCNcYhH3uwEnnMjraBPVj6EgQrRHa6UCAaRBK6ntR1ROHWowEasubvLc9ai_seRh1V2Vkohs0Q.LZdcN-oLal_StkrmGGwHThn_Hk5F1E39TzoCI6TM1RM&dib_tag=se&keywords=laptop+Mac&qid=1737203518&sr=8-245,2025-01-18 13:32:00,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
External USB Sound Card 3.5mm Jack Audio DAC Stereo Cards Adapter Line in Out Compatible with Headphone Headset Microphone Converter Gaming PC Laptop Mac PS5 PS4 Raspberry Pi Windows Linux,$8.99,No promotion,No coupon,https://www.amazon.com/Compatible-Headphone-Microphone-Converter-Raspberry/dp/B09MGDDZWF/ref=sr_1_246?dib=eyJ2IjoiMSJ9.YSFlgVO5TTc0_RN0BpCxBg2vcZojIuBO8q8P5-2qkrr1tyb9CAvhGUfbcP7tAoLpCgH9DhmZd1nZ6lIf9NeDo3gz9ladsxIqgX_CpZIxMnmXzjCF8pesHp3AReLxtQw6s3BKXl5ffM5PprmQUqYTjnBYh83lSEJAGKCNcYhH3uwEnnMjraBPVj6EgQrRHa6UCAaRBK6ntR1ROHWowEasubvLc9ai_seRh1V2Vkohs0Q.LZdcN-oLal_StkrmGGwHThn_Hk5F1E39TzoCI6TM1RM&dib_tag=se&keywords=laptop+Mac&qid=1737203518&sr=8-246,2025-01-18 13:32:00,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
"PM161Q Bbmiuux 15.6"" Full HD 1920 x 1080 IPS Business Slim Portable Monitor | AMD FreeSync | External Monitor for Laptop PC Mac I Two 1W Speakers | 2 - USB 3.1 Type-C Ports & 1 - Mini HDMI",$99.99,"Thu, Jan 30",No coupon,https://www.amazon.com/Business-Portable-FreeSync-External-Speakers/dp/B0CN771QHZ/ref=sr_1_247?dib=eyJ2IjoiMSJ9.YSFlgVO5TTc0_RN0BpCxBg2vcZojIuBO8q8P5-2qkrr1tyb9CAvhGUfbcP7tAoLpCgH9DhmZd1nZ6lIf9NeDo3gz9ladsxIqgX_CpZIxMnmXzjCF8pesHp3AReLxtQw6s3BKXl5ffM5PprmQUqYTjnBYh83lSEJAGKCNcYhH3uwEnnMjraBPVj6EgQrRHa6UCAaRBK6ntR1ROHWowEasubvLc9ai_seRh1V2Vkohs0Q.LZdcN-oLal_StkrmGGwHThn_Hk5F1E39TzoCI6TM1RM&dib_tag=se&keywords=laptop+Mac&qid=1737203518&sr=8-247,2025-01-18 13:32:00,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
"Compatible with 2024 Mac Mini M4 Stand Accessories,Wood Desk Stand is Suitable for Mac Mini M4/M4 Pro Mount,The Cooling Pad and Dust Proof Base is Suitable for M4 Host,Easy Power Button Access (brown)",$26.99,No promotion,No coupon,https://www.amazon.com/Compatible-Accessories-Suitable-Cooling-Button/dp/B0DQ18ZD99/ref=sr_1_248?dib=eyJ2IjoiMSJ9.YSFlgVO5TTc0_RN0BpCxBg2vcZojIuBO8q8P5-2qkrr1tyb9CAvhGUfbcP7tAoLpCgH9DhmZd1nZ6lIf9NeDo3gz9ladsxIqgX_CpZIxMnmXzjCF8pesHp3AReLxtQw6s3BKXl5ffM5PprmQUqYTjnBYh83lSEJAGKCNcYhH3uwEnnMjraBPVj6EgQrRHa6UCAaRBK6ntR1ROHWowEasubvLc9ai_seRh1V2Vkohs0Q.LZdcN-oLal_StkrmGGwHThn_Hk5F1E39TzoCI6TM1RM&dib_tag=se&keywords=laptop+Mac&qid=1737203518&sr=8-248,2025-01-18 13:32:00,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
"DisplayLink Docking Station Triple Monitor 4K@60Hz for 3 Monitors, 100W Charging for Thunderbolt 4/3, USB C M1 M2 M3 M4 Mac/Windows/Chrome - 3 HDMI, 2 DP, 6 USB Ports, 160W Power, LAN, Audio",$199.86,"Wed, Jan 29",No coupon,https://www.amazon.com/WAVLINK-DisplayLink-Monitors-Charging-Thunderbolt/dp/B0BNNCXR6J/ref=sr_1_249?dib=eyJ2IjoiMSJ9.YSFlgVO5TTc0_RN0BpCxBg2vcZojIuBO8q8P5-2qkrr1tyb9CAvhGUfbcP7tAoLpCgH9DhmZd1nZ6lIf9NeDo3gz9ladsxIqgX_CpZIxMnmXzjCF8pesHp3AReLxtQw6s3BKXl5ffM5PprmQUqYTjnBYh83lSEJAGKCNcYhH3uwEnnMjraBPVj6EgQrRHa6UCAaRBK6ntR1ROHWowEasubvLc9ai_seRh1V2Vkohs0Q.LZdcN-oLal_StkrmGGwHThn_Hk5F1E39TzoCI6TM1RM&dib_tag=se&keywords=laptop+Mac&qid=1737203518&sr=8-249,2025-01-18 13:32:00,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
"Under Desk Laptop Mount,No Drill Metal Under Desk Laptop Holder,Under Desk Shelf Holder with Anti-Scratch Felt Board for Laptop, Mac Mini, MacBook, Keyboard",$27.99,"Thu, Jan 30",15% off coupon applied,https://www.amazon.com/osseph-Laptop-Anti-Scratch-MacBook-Keyboard/dp/B0DKJ1FWPH/ref=sr_1_250?dib=eyJ2IjoiMSJ9.YSFlgVO5TTc0_RN0BpCxBg2vcZojIuBO8q8P5-2qkrr1tyb9CAvhGUfbcP7tAoLpCgH9DhmZd1nZ6lIf9NeDo3gz9ladsxIqgX_CpZIxMnmXzjCF8pesHp3AReLxtQw6s3BKXl5ffM5PprmQUqYTjnBYh83lSEJAGKCNcYhH3uwEnnMjraBPVj6EgQrRHa6UCAaRBK6ntR1ROHWowEasubvLc9ai_seRh1V2Vkohs0Q.LZdcN-oLal_StkrmGGwHThn_Hk5F1E39TzoCI6TM1RM&dib_tag=se&keywords=laptop+Mac&qid=1737203518&sr=8-250,2025-01-18 13:32:00,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
"15.6-inch Student Laptop Computer, 12GB RAM 512GB SSD, Intel Celeron N100 (Beat i5-7200U, Up to 3.4GHz), Windows 11 Pro with FHD IPS Display, WiFi 5, BT5.0, Type-C, HDMI, USB 3.2",$289.00,"Wed, Jan 29",No coupon,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMzk1Mjc0OTI5MjE1MjkyOjE3MzcyMDM1MTg6c3BfbXRmOjMwMDQ5MTQwMjU0NjUwMjo6MDo6&url=%2FAkocrsiy-15-6-inch-Student-Computer-i5-7200U%2Fdp%2FB0DGFX1HQ6%2Fref%3Dsr_1_251_sspa%3Fdib%3DeyJ2IjoiMSJ9.YSFlgVO5TTc0_RN0BpCxBg2vcZojIuBO8q8P5-2qkrr1tyb9CAvhGUfbcP7tAoLpCgH9DhmZd1nZ6lIf9NeDo3gz9ladsxIqgX_CpZIxMnmXzjCF8pesHp3AReLxtQw6s3BKXl5ffM5PprmQUqYTjnBYh83lSEJAGKCNcYhH3uwEnnMjraBPVj6EgQrRHa6UCAaRBK6ntR1ROHWowEasubvLc9ai_seRh1V2Vkohs0Q.LZdcN-oLal_StkrmGGwHThn_Hk5F1E39TzoCI6TM1RM%26dib_tag%3Dse%26keywords%3Dlaptop%2BMac%26qid%3D1737203518%26sr%3D8-251-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,2025-01-18 13:32:00,Akocrsiy,NE2151N-T,15.6 Inches,Silver,512 GB,Intel N100,12 GB,Windows 11 Pro,"Fingerprint Reader, Lightweight, Memory Card Slot"
"15.6-inch Windows 11 Laptop, 16GB RAM, 512GB SSD, FHD IPS Display Laptop Computer, Intel N5095 Quad Core, 2.4/5G WiFi, BT4.2 Backlit and Fingerprint, Lightweight and Portable",$249.00,No promotion,No coupon,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMzk1Mjc0OTI5MjE1MjkyOjE3MzcyMDM1MTg6c3BfbXRmOjMwMDQ5MDA0NDgxNTIwMjo6MDo6&url=%2FUOWAMOU-15-6-inch-Computer-Fingerprint-Lightweight%2Fdp%2FB0DBZ5SL9T%2Fref%3Dsr_1_252_sspa%3Fdib%3DeyJ2IjoiMSJ9.YSFlgVO5TTc0_RN0BpCxBg2vcZojIuBO8q8P5-2qkrr1tyb9CAvhGUfbcP7tAoLpCgH9DhmZd1nZ6lIf9NeDo3gz9ladsxIqgX_CpZIxMnmXzjCF8pesHp3AReLxtQw6s3BKXl5ffM5PprmQUqYTjnBYh83lSEJAGKCNcYhH3uwEnnMjraBPVj6EgQrRHa6UCAaRBK6ntR1ROHWowEasubvLc9ai_seRh1V2Vkohs0Q.LZdcN-oLal_StkrmGGwHThn_Hk5F1E39TzoCI6TM1RM%26dib_tag%3Dse%26keywords%3Dlaptop%2BMac%26qid%3D1737203518%26sr%3D8-252-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,2025-01-18 13:32:00,UOWAMOU,BCL550,15.6 Inches,Gray1,512 GB,Celeron N,16 GB,Windows 11 Pro,Backlit Keyboard
G2000 32W PC Computer Speakers for Gaming Desktop PC Laptop Mac Computer Woofer Speakers Bluetooth USB 3.5mm AUX Inputs RGB Lights Multimedia Speakers White,$109.99,No promotion,No coupon,https://www.amazon.com/Edifier-G2000-Computer-Bluetooth-Multimedia/dp/B095S69RTK/ref=sr_1_253?dib=eyJ2IjoiMSJ9.YSFlgVO5TTc0_RN0BpCxBg2vcZojIuBO8q8P5-2qkrr1tyb9CAvhGUfbcP7tAoLpCgH9DhmZd1nZ6lIf9NeDo3gz9ladsxIqgX_CpZIxMnmXzjCF8pesHp3AReLxtQw6s3BKXl5ffM5PprmQUqYTjnBYh83lSEJAGKCNcYhH3uwEnnMjraBPVj6EgQrRHa6UCAaRBK6ntR1ROHWowEasubvLc9ai_seRh1V2Vkohs0Q.LZdcN-oLal_StkrmGGwHThn_Hk5F1E39TzoCI6TM1RM&dib_tag=se&keywords=laptop+Mac&qid=1737203518&sr=8-253,2025-01-18 13:32:00,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
Mac Mini M4 Stand Aluminum Alloy Mount for Mac Mini M4/M4 Pro 2024 Ventilation Heat Dissipation Cooling Desktop Holder Accessories (MMS03),$16.99,No promotion,No coupon,https://www.amazon.com/Hagibis-Ventilation-Dissipation-Accessories-MMS03/dp/B0DR2C64VT/ref=sr_1_254?dib=eyJ2IjoiMSJ9.YSFlgVO5TTc0_RN0BpCxBg2vcZojIuBO8q8P5-2qkrr1tyb9CAvhGUfbcP7tAoLpCgH9DhmZd1nZ6lIf9NeDo3gz9ladsxIqgX_CpZIxMnmXzjCF8pesHp3AReLxtQw6s3BKXl5ffM5PprmQUqYTjnBYh83lSEJAGKCNcYhH3uwEnnMjraBPVj6EgQrRHa6UCAaRBK6ntR1ROHWowEasubvLc9ai_seRh1V2Vkohs0Q.LZdcN-oLal_StkrmGGwHThn_Hk5F1E39TzoCI6TM1RM&dib_tag=se&keywords=laptop+Mac&qid=1737203518&sr=8-254,2025-01-18 13:32:00,Hagibis,Data not available,Data not available,Silver,Data not available,Data not available,Data not available,Data not available,Data not available
"External cd/dvd drive for laptop,CD Burner Clamshell Portable Reader Writer Optical disk Drive,Dvd player for Laptop +/-RW usb 3.0 with Carrying Case,External dvd drive for PC Windows Linux Mac",$29.99,"Thu, Jan 30",30% off coupon applied,https://www.amazon.com/External-Clamshell-Portable-Optical-Carrying/dp/B0DS9MW5TZ/ref=sr_1_255?dib=eyJ2IjoiMSJ9.YSFlgVO5TTc0_RN0BpCxBg2vcZojIuBO8q8P5-2qkrr1tyb9CAvhGUfbcP7tAoLpCgH9DhmZd1nZ6lIf9NeDo3gz9ladsxIqgX_CpZIxMnmXzjCF8pesHp3AReLxtQw6s3BKXl5ffM5PprmQUqYTjnBYh83lSEJAGKCNcYhH3uwEnnMjraBPVj6EgQrRHa6UCAaRBK6ntR1ROHWowEasubvLc9ai_seRh1V2Vkohs0Q.LZdcN-oLal_StkrmGGwHThn_Hk5F1E39TzoCI6TM1RM&dib_tag=se&keywords=laptop+Mac&qid=1737203518&sr=8-255,2025-01-18 13:32:00,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available
