title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Brand,Graphics Engine,GPU Clock,Bus Standard,Model ID,Part Number,Memory,VGA/D-SUB Output,DVI and HDMI Interface,Other Interface,Dimensions,Weight,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Service Type,Power Supply Required,Processors and Cores,Graphics Technologies Supported,Memory Bandwidth,Shader,Cooling and Heatsink,HD Content Support,Maximum Resolution,Supported OS,GPU Manufacturing Process,3D Support,Mini HDMI,Other System Requirements,RAMDAC Clock Speed,Software Included,Additional Features
NexLens AMD/ATI 3D VR Headset | Virtual Reality Glasses...,₹542,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/g/r/j/3d-vr-headset-virtual-reality-glasses-for-interactive-gaming-original-imah55hfyhkdfxgr.jpeg?q=70,https://www.flipkart.com/nexlens-amd-ati-3d-vr-headset-virtual-reality-glasses-interactive-gaming-video-2-gb-ddr2-graphics-card/p/itm00a958a7e3cb3?pid=GRCH55AASPHNFBFQ&lid=LSTGRCH55AASPHNFBFQ9SJX3S&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_261&otracker=search&fm=organic&iid=ecc397df-2dd4-42c5-8be3-3c8e317be02b.GRCH55AASPHNFBFQ.SEARCH&ppt=None&ppn=None&ssid=8uo45fjij40000001739028429263&qH=ae2a487734c75ca2,2025-02-08 16:27:09,"1VR BOX, 1USER MANUAL",NexLens,AMD/ATI vr headset,5.3 MHz,VR BOX,3D VR Headset | Virtual Reality Glasses for Interactive Gaming & Video,2210,"2-bit, 2 GB DDR2 Memory with 0 MHz",0xVGA DSub Output,"0 x DVI Output Out, Yes x Dual Link DVI Out, 0 x HDMI Output Out, 0","Yes x Co-Axial TV Out, Yes x VIVO Out, 0 x Display Port Out, 0 x Mini Display Port Out, 0",0 x 0 x 0 mm,0 g,NA,NA,NA,0,0 W,"0 Stream Processor, 0 Shader Processors, 0 CUDA Cores","Microsoft DirectX v0, Open GL Optimization v0,  AMD CrossFireX supported, Yes support",0 Gbps,Shader Version 0 with Clock speed of 0 MHz,0,HDCP Support and HDTV Support,"0 (Digital), 0 (Analog)",0,0 nm,Yes support,0 x Mini HDMI Output,0,0 MHz,0,0
MSI NVIDIA GeForce RTX 4070 SUPER 12G GAMING DUKE 3X 12...,"₹72,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/n/x/5/geforce-rtx-4070-super-12g-gaming-duke-3x-msi-original-imah78hn9ftrzsfh.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4070-super-12g-gaming-duke-3x-12-gb-gddr6-graphics-card/p/itm300e5b6ca32c0?pid=GRCH77HD4ZTDG4GJ&lid=LSTGRCH77HD4ZTDG4GJ6YDNHH&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_265&otracker=search&fm=organic&iid=ecc397df-2dd4-42c5-8be3-3c8e317be02b.GRCH77HD4ZTDG4GJ.SEARCH&ppt=None&ppn=None&ssid=8uo45fjij40000001739028429263&qH=ae2a487734c75ca2,2025-02-08 16:27:09,1 (GeForce RTX 4070 SUPER 12G GAMING DUKE 3X ),MSI,NVIDIA NVIDIA GeForce RTX 4070 SUPER,2490 MHz,PCI Express Gen 4,GeForce RTX 4070 SUPER 12G GAMING DUKE 3X,12 GB GDDR6,"192-bit, 12 GB GDDR6 Memory",,,,319 x 45 x 122 mm,928 g,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,,,,,,,,Good Quality Product
MSI NVIDIA GeForce RTX 4070 SUPER 12G VENTUS 2X WHITE O...,"₹72,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/2/8/h/geforce-rtx-4070-super-12g-ventus-2x-white-oc-msi-original-imah78hnmgvfckvc.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4070-super-12g-ventus-2x-white-oc-12-gb-gddr6-graphics-card/p/itm1f9f953e82440?pid=GRCH77HEGWXVTW4X&lid=LSTGRCH77HEGWXVTW4XAT488Z&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_269&otracker=search&fm=organic&iid=ecc397df-2dd4-42c5-8be3-3c8e317be02b.GRCH77HEGWXVTW4X.SEARCH&ppt=None&ppn=None&ssid=8uo45fjij40000001739028429263&qH=ae2a487734c75ca2,2025-02-08 16:27:09,1 (GeForce RTX 4070 SUPER 12G VENTUS 2X WHITE OC ),MSI,NVIDIA NVIDIA GeForce RTX 4070 SUPER,2520 MHz,PCI Express Gen 4,GeForce RTX 4070 SUPER 12G VENTUS 2X WHITE OC,12 GB GDDR6,"192-bit, 12 GB GDDR6 Memory",,,,242 x 43 x 125 mm,998 g,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,,,,,,,,Good Quality Product
Electronic Spices AMD Radeon Zotac NTK FD5010U12S DC 12...,₹474,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/j/i/p/amd-zotac-ntk-fd5010u12s-dc-12v-0-22amp-graphics-fan-original-imagrj9cwgzkpzx3.jpeg?q=70,https://www.flipkart.com/electronic-spices-amd-radeon-zotac-ntk-fd5010u12s-dc-12v-0-22amp-graphics-fan-1-gb-ddr5-card/p/itm0c0cbe1eab81f?pid=GRCGRJ9SUHFA6JS7&lid=LSTGRCGRJ9SUHFA6JS75YL4KL&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_273&otracker=search&fm=organic&iid=ecc397df-2dd4-42c5-8be3-3c8e317be02b.GRCGRJ9SUHFA6JS7.SEARCH&ppt=None&ppn=None&ssid=8uo45fjij40000001739028429263&qH=ae2a487734c75ca2,2025-02-08 16:27:09,1* FAN,Electronic Spices,AMD Radeon AMD,6000 MHz,NA,Zotac NTK FD5010U12S DC 12V 0.22AMP graphics fan,FD5010U12S,"64-bit, 1 GB DDR5 Memory",,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,
NexLens AMD/ATI 3D VR Headset | Virtual Reality Glasses...,₹563,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/c/e/s/3d-vr-headset-virtual-reality-glasses-for-movies-mobile-gaming-original-imah55htf7xvdbez.jpeg?q=70,https://www.flipkart.com/nexlens-amd-ati-3d-vr-headset-virtual-reality-glasses-movies-mobile-gaming-2-gb-ddr2-graphics-card/p/itmf857119651950?pid=GRCH55C37HTU6AVD&lid=LSTGRCH55C37HTU6AVDVUQ8XS&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_277&otracker=search&fm=organic&iid=ecc397df-2dd4-42c5-8be3-3c8e317be02b.GRCH55C37HTU6AVD.SEARCH&ppt=None&ppn=None&ssid=8uo45fjij40000001739028429263&qH=ae2a487734c75ca2,2025-02-08 16:27:09,"1VR BOX, USER MANUAL",NexLens,AMD/ATI vr headset,5.3 MHz,VR BOX,3D VR Headset | Virtual Reality Glasses for Movies & Mobile Gaming,2210,"2-bit, 2 GB DDR2 Memory with 0 MHz",0xVGA DSub Output,"0 x DVI Output Out, Yes x Dual Link DVI Out, 0 x HDMI Output Out, 0","Yes x Co-Axial TV Out, Yes x VIVO Out, 0 x Display Port Out, 0 x Mini Display Port Out, 0",0 x 0 x 0 mm,0 g,NA,NA,NA,0,0 W,"0 Stream Processor, 0 Shader Processors, 0 CUDA Cores","Microsoft DirectX v0, Open GL Optimization v0,  AMD CrossFireX supported, Yes support",0 Gbps,Shader Version 0 with Clock speed of 0 MHz,0,HDCP Support and HDTV Support,"0 (Digital), 0 (Analog)",0,0 nm,Yes support,0 x Mini HDMI Output,0,0 MHz,0,0
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:27:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:27:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,₹499,3.7,Data not available,https://rukminim2.flixcart.com/image/300/300/kw3v0cw0/graphics-card/i/7/p/8-pin-female-to-2-6-2-pin-male-pin-8pin-female-pcie-to-2-pcie-original-imag8uyexqymhn7y.jpeg?q=90,URL not available,2025-02-08 16:27:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:27:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:27:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobo NVIDIA ER010S Plus USB 3.0 PCI-E Riser VER 010S Pl...,₹540,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kwqq1zk0/graphics-card/u/a/j/er010s-plus-usb-3-0-pci-e-riser-ver-010s-plus-express-1x-to-16x-original-imag9cw3rbse3uhh.jpeg?q=70,https://www.flipkart.com/tobo-nvidia-er010s-plus-usb-3-0-pci-e-riser-ver-010s-express-1x-16x-extender-pcie-adapter-card-sata-6-led-light-1-gb-ddr2-graphics/p/itmdbc2a9223697f?pid=GRCG9CW3PQ2DUNSS&lid=LSTGRCG9CW3PQ2DUNSSEWFA9C&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_281&otracker=search&fm=organic&iid=afec9096-40c2-42b7-8b4d-1290622b51ef.GRCG9CW3PQ2DUNSS.SEARCH&ppt=None&ppn=None&ssid=yok72w2kg00000001739028454129&qH=ae2a487734c75ca2,2025-02-08 16:27:34,Pack of 1,Tobo,NVIDIA USB 3.0 PCI-E Riser,1000 MHz,Riser Adapter Card,ER010S Plus USB 3.0 PCI-E Riser VER 010S Plus Express 1X to 16X Extender Pcie Riser Adapter Card SATA 6 LED Light,USB 3.0 PCI-E Riser,"1000-bit, 1 GB DDR2 Memory",,,,,,Product External damage,Product External damage,Product replacement warranty,Product replacement warranty,,,,,,,HDTV Support,,,,,,,,,
Electronic Spices AMD Radeon FD5010U12S 12V 0.22AMP for...,₹495,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/d/t/p/fd5010u12s-12v-0-22amp-for-hd7350-for-raedon-amd-graphic-card-original-imagrj9nmvqy8wgn.jpeg?q=70,https://www.flipkart.com/electronic-spices-amd-radeon-fd5010u12s-12v-0-22amp-hd7350-raedon-graphic-card-cooler-cooling-fan-1-gb-gddr5x-graphics/p/itma05ca1a3358a5?pid=GRCGRJ9NNG3TFRQ8&lid=LSTGRCGRJ9NNG3TFRQ8QCDOEP&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_285&otracker=search&fm=organic&iid=afec9096-40c2-42b7-8b4d-1290622b51ef.GRCGRJ9NNG3TFRQ8.SEARCH&ppt=None&ppn=None&ssid=yok72w2kg00000001739028454129&qH=ae2a487734c75ca2,2025-02-08 16:27:34,1* FAN,Electronic Spices,AMD Radeon AMD,6000 MHz,NA,FD5010U12S 12V 0.22AMP for hd7350 For Raedon AMD graphic card cooler cooling fan,FD5010U12S,"64-bit, 1 GB GDDR5X Memory",,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,
LipiWorld NVIDIA (Pack Of 6) VER012-PRO Riser Card 10 C...,"₹2,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/w/q/5/pack-of-6-ver012-pro-riser-card-10-capacitors-pci-e-1x-to-16x-original-imaggsjqdkjcg5qz.jpeg?q=70,https://www.flipkart.com/lipiworld-nvidia-pack-6-ver012-pro-riser-card-10-capacitors-pci-e-1x-16x-v012-16-gb-gddr4-graphics/p/itm9e2ddbe807a8b?pid=GRCGGSJQYFJUUKWQ&lid=LSTGRCGGSJQYFJUUKWQTPPIU1&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_289&otracker=search&fm=organic&iid=afec9096-40c2-42b7-8b4d-1290622b51ef.GRCGGSJQYFJUUKWQ.SEARCH&ppt=None&ppn=None&ssid=yok72w2kg00000001739028454129&qH=ae2a487734c75ca2,2025-02-08 16:27:34,Set of 6,LipiWorld,NVIDIA NVIDIA 1,120 MHz,3.0,(Pack Of 6) VER012-PRO Riser Card 10 Capacitors PCI-E 1X to 16X V012 Riser Card,VER012-PRO Riser Card,"64-bit, 16 GB GDDR4 Memory",,,,,,Seller Warranty,1 Month,If damaged will not be repaired/covered under warranty,Seller Warranty,,,,,,,,,,,,,,,,
LipiWorld NVIDIA Pack Of 4 VER011-PRO Riser Card 10 Cap...,"₹1,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l02r1jk0/graphics-card/5/f/7/pack-of-4-ver011-pro-riser-card-10-capacitors-pci-e-1x-to-16x-original-imagbxvbtghmqx5h.jpeg?q=70,https://www.flipkart.com/lipiworld-nvidia-pack-4-ver011-pro-riser-card-10-capacitors-pci-e-1x-16x-16-gb-gddr4-graphics/p/itme83af78e48518?pid=GRCGBXVBYQKGCUZ4&lid=LSTGRCGBXVBYQKGCUZ4USGQOY&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_293&otracker=search&fm=organic&iid=afec9096-40c2-42b7-8b4d-1290622b51ef.GRCGBXVBYQKGCUZ4.SEARCH&ppt=None&ppn=None&ssid=yok72w2kg00000001739028454129&qH=ae2a487734c75ca2,2025-02-08 16:27:34,4 Piss VER011-PRO Riser Card,LipiWorld,NVIDIA NVIDIA 1,120 MHz,3.0,Pack Of 4 VER011-PRO Riser Card 10 Capacitors PCI-E 1X to 16X,VER011-PRO,"64-bit, 16 GB GDDR4 Memory",,,,,,Seller Warranty,1 Month,If damaged will not be repaired/covered under warranty,Seller Warranty,,,,,,,,,,,,,,,,
Etzin NVIDIA NVIDIA PCIe x1 to 4 USB Hub PCI-Expres(EPL...,"₹2,597",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l3lx8cw0/graphics-card/o/f/x/pcie-x1-to-4-usb-hub-pci-express-16x-slots-riser-card-etzin-original-imagepfvhj8v9vg9.jpeg?q=70,https://www.flipkart.com/etzin-nvidia-pcie-x1-4-usb-hub-pci-expres-epl-750pc-1-gb-ddr2-graphics-card/p/itm6b3f047c61fe6?pid=GRCGEPFWQKVQKZ3Y&lid=LSTGRCGEPFWQKVQKZ3YB3ZCIL&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_297&otracker=search&fm=organic&iid=afec9096-40c2-42b7-8b4d-1290622b51ef.GRCGEPFWQKVQKZ3Y.SEARCH&ppt=None&ppn=None&ssid=yok72w2kg00000001739028454129&qH=ae2a487734c75ca2,2025-02-08 16:27:34,4 port USB expansion card,Etzin,NVIDIA PCI-E Riser Card,60 MHz,PE031,NVIDIA PCIe x1 to 4 USB Hub PCI-Expres(EPL-750PC),16X Slots Riser Card,"6-bit, 1 GB DDR2 Memory",,,,,,1 MONTH,only internal Issue,"Physical Damage, Damage by Human, Water Damage etc.","customer has to return product through courier, once we received product we will check and confirm issue/defect/problem in the product, after that only we will send new and fresh product.",,,,,,,,,,,,,,,,
"Etzin NVIDIA Riser Card V011-PRO, PCI-E 1X to 16X Riser...","₹1,649",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kz4gh3k0/graphics-card/g/b/v/riser-card-v011-pro-pci-e-1x-to-16x-riser-cardv011-pro-pack-1-original-imagb7g8dgkxxdee.jpeg?q=70,https://www.flipkart.com/etzin-nvidia-riser-card-v011-pro-pci-e-1x-16x-cardv011-pro-pack-1-11-gb-ddr2-graphics/p/itm7e1484a955eb8?pid=GRCGB7G8KMNMN4DK&lid=LSTGRCGB7G8KMNMN4DKNQPZ83&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_301&otracker=search&fm=organic&iid=afec9096-40c2-42b7-8b4d-1290622b51ef.GRCGB7G8KMNMN4DK.SEARCH&ppt=None&ppn=None&ssid=yok72w2kg00000001739028454129&qH=ae2a487734c75ca2,2025-02-08 16:27:34,BOX,Etzin,NVIDIA Riser Card V011-PRO,3 MHz,Express Card,"Riser Card V011-PRO, PCI-E 1X to 16X Riser CardV011-PRO-Pack-1",Riser Card V011-PRO,"6-bit, 11 GB DDR2 Memory",,,,,,1 Months Manufacturer Warranty,only internal Issue.,Physical Damage.,1 Months Manufacturer Warranty,,,,,,,,,,,,,,,,
Xsentuals NVIDIA PCI-E 1x to 16x Adapter Card USB3.0 Da...,₹399,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/ks3jjbk0/graphics-card/9/3/9/pcie-riser-adapter-card-ver009s-009s-black-gold-16x-to-1x-60cm-original-imag5qx5uq2vnujr.jpeg?q=70,https://www.flipkart.com/xsentuals-nvidia-pci-e-1x-16x-adapter-card-usb3-0-data-cable-power-kit-mining-16-gb-gddr4-graphics/p/itm10609bbb2fd99?pid=GRCG5QX6HNUACEYZ&lid=LSTGRCG5QX6HNUACEYZ6WQJ5N&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_305&otracker=search&fm=organic&iid=afec9096-40c2-42b7-8b4d-1290622b51ef.GRCG5QX6HNUACEYZ.SEARCH&ppt=None&ppn=None&ssid=yok72w2kg00000001739028454129&qH=ae2a487734c75ca2,2025-02-08 16:27:34,1 x VER009S / 009S PCIe Riser Card,Xsentuals,NVIDIA 1,120 MHz,3.0,PCI-E 1x to 16x Adapter Card USB3.0 Data Cable Power Cable Kit Mining Card,VER006S / 006S,"64-bit, 16 GB GDDR4 Memory",,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,
Nextar NVIDIA VER 009S Riser Cable Black PCIE Riser 1X ...,"₹2,007",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/ktvucnk0/graphics-card/z/b/m/ver-009s-riser-cable-black-pcie-riser-1x-to-16x-graphics-original-imag74twtge8gzg4.jpeg?q=70,https://www.flipkart.com/nextar-nvidia-ver-009s-riser-cable-black-pcie-1x-16x-graphics-extension-gpu-mining-powered-adapter-card-60cm-usb-3-0-cable-4-solid-capacitors-two-6pin-molex-3-power-options-pack-0f-3-16-gb-gddr4-card/p/itm746cf3ef3fcc0?pid=GRCG74UFBQQXWDGF&lid=LSTGRCG74UFBQQXWDGFHUXTHA&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_309&otracker=search&fm=organic&iid=afec9096-40c2-42b7-8b4d-1290622b51ef.GRCG74UFBQQXWDGF.SEARCH&ppt=None&ppn=None&ssid=yok72w2kg00000001739028454129&qH=ae2a487734c75ca2,2025-02-08 16:27:34,3PC VER009S Riser Card,Nextar,NVIDIA 1,120 MHz,3,"VER 009S Riser Cable Black PCIE Riser 1X to 16X Graphics Extension for GPU Mining Powered Riser Adapter Card, 60cm USB 3.0 Cable, 4 Solid Capacitors, Two 6PIN & Molex 3 Power Options(Pack 0f 3)",009S-1,"64-bit, 16 GB GDDR4 Memory",,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,
LipiWorld NVIDIA (Pack Of 2) VER012-PRO Riser Card 10 C...,"₹1,067",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/g/m/j/pack-of-2-ver012-pro-riser-card-10-capacitors-pci-e-1x-to-16x-original-imaggsjsq58sh72b.jpeg?q=70,https://www.flipkart.com/lipiworld-nvidia-pack-2-ver012-pro-riser-card-10-capacitors-pci-e-1x-16x-v012-16-gb-gddr4-graphics/p/itm45b793f0aebbb?pid=GRCGGSJ49GAKXZCX&lid=LSTGRCGGSJ49GAKXZCXNZGYEN&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_313&otracker=search&fm=organic&iid=afec9096-40c2-42b7-8b4d-1290622b51ef.GRCGGSJ49GAKXZCX.SEARCH&ppt=None&ppn=None&ssid=yok72w2kg00000001739028454129&qH=ae2a487734c75ca2,2025-02-08 16:27:34,2 Piss ?VER012-PRO Riser Card,LipiWorld,NVIDIA NVIDIA 1,120 MHz,3.0,(Pack Of 2) VER012-PRO Riser Card 10 Capacitors PCI-E 1X to 16X V012 Riser Card,?VER012-PRO Riser Card,"64-bit, 16 GB GDDR4 Memory",,,,,,Seller Warranty,1 Month,If damaged will not be repaired/covered under warranty,Seller Warranty,,,,,,,,,,,,,,,,
MSI AMD Radeon Radeon RX 6600 XT MECH 2X 8G OCV1 8 GB G...,"₹35,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kz4gh3k0/graphics-card/o/b/1/radeon-rx-6600-xt-mech-2x-8g-ocv1-msi-original-imagb7fnm8hjtdzf.jpeg?q=70,https://www.flipkart.com/msi-amd-radeon-rx-6600-xt-mech-2x-8g-ocv1-8-gb-gddr6-graphics-card/p/itm4725b4d67f206?pid=GRCGB7FDAGNUXGRG&lid=LSTGRCGB7FDAGNUXGRGH4O0VD&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_317&otracker=search&fm=organic&iid=afec9096-40c2-42b7-8b4d-1290622b51ef.GRCGB7FDAGNUXGRG.SEARCH&ppt=None&ppn=None&ssid=yok72w2kg00000001739028454129&qH=ae2a487734c75ca2,2025-02-08 16:27:34,Graphic Card and user manual,MSI,AMD Radeon AMD Radeon RX 6600 XT,2602 MHz,PCI Express 4.0 x8,Radeon RX 6600 XT MECH 2X 8G OCV1,Radeon RX 6600 XT MECH 2X 8G OCV1,"128-bit, 8 GB GDDR6 Memory",,,,,,3 Years Limited Warranty,Manufacturing defects,Physical damage not covered,Please contact MSI Repair Center,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:27:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:27:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,₹604,3,Data not available,https://rukminim2.flixcart.com/image/300/300/kyag87k0/graphics-card/9/0/i/nvidia-pci-e-riser-card-ver011-pro-10-capacitors-for-bit-coin-original-imagak4pgfs3wfhf.jpeg?q=90,URL not available,2025-02-08 16:27:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:27:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:28:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI NVIDIA GeForce RTX 4070 SUPER 12G GAMING X SLIM WHI...,"₹88,330",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/u/3/g/geforce-rtx-4070-super-12g-gaming-x-slim-white-msi-original-imagxhg7basrqbya.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4070-super-12g-gaming-x-slim-white-12-gb-gddr6x-graphics-card/p/itm4e656e9afdc39?pid=GRCGXF4NTDCUVWBM&lid=LSTGRCGXF4NTDCUVWBM1KSERZ&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_9_321&otracker=search&fm=organic&iid=a34fa2f3-d9c9-439f-aa5a-ae02dc3515e1.GRCGXF4NTDCUVWBM.SEARCH&ppt=None&ppn=None&ssid=pl4uivzb1s0000001739028477903&qH=ae2a487734c75ca2,2025-02-08 16:28:00,"1 Graphics Card, Quick Setup Guide, Warranty Card",MSI,NVIDIA NVIDIA GeForce RTX 4070 SUPER,2640 MHz,PCI Express Gen 4,GeForce RTX 4070 SUPER 12G GAMING X SLIM WHITE,GeForce RTX 4070 SUPER 12G GAMING X SLIM WHITE,"192-bit, 12 GB GDDR6X Memory",,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,Carry-in,245 W,,,21 Gbps,,,,,,,,,,,,
MSI NVIDIA GeForce RTX 4070 SUPER 12G GAMING X SLIM 12 ...,"₹93,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/m/m/g/geforce-rtx-4070-super-12g-gaming-x-slim-msi-original-imah78hnxfhz54fn.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4070-super-12g-gaming-x-slim-12-gb-gddr6-graphics-card/p/itmdb70b9af81a68?pid=GRCH77HJZJDUGY8G&lid=LSTGRCH77HJZJDUGY8G9EOLVH&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_9_325&otracker=search&fm=organic&iid=a34fa2f3-d9c9-439f-aa5a-ae02dc3515e1.GRCH77HJZJDUGY8G.SEARCH&ppt=None&ppn=None&ssid=pl4uivzb1s0000001739028477903&qH=ae2a487734c75ca2,2025-02-08 16:28:00,1 (GeForce RTX 4070 SUPER 12G GAMING X SLIM ),MSI,NVIDIA NVIDIA GeForce RTX 4070 SUPER,2640 MHz,PCI Express Gen 4,GeForce RTX 4070 SUPER 12G GAMING X SLIM,12 GB GDDR6,"192-bit, 12 GB GDDR6 Memory",,,,307 x 2.5 x 124 mm,1760 g,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,,,,,,,,Good Quality Product
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:28:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:28:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:28:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:28:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:28:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:28:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:28:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:28:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:28:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:28:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-08 16:28:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
