title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Brand,Graphics Engine,GPU Clock,Bus Standard,Model ID,Power Supply Required,Part Number,Memory,Memory Bandwidth,Graphics Technologies Supported,3D Support,DVI and HDMI Interface,Other Interface,HD Content Support,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Service Type,VGA/D-SUB Output,Supported OS,Processors and Cores,GPU Manufacturing Process,Shader,RAMDAC Clock Speed,Cooling and Heatsink,Maximum Resolution,Other System Requirements,Software Included,Weight,Additional Features,Dimensions,Mini HDMI
AARVEX NVIDIA GT 730 4GB GDDR3 GPU 4 GB DDR3 Graphics C...,"₹3,105",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/n/h/p/gt-730-4gb-gddr3-gpu-aarvex-original-imah3t5fmmeeazda.jpeg?q=70,https://www.flipkart.com/aarvex-nvidia-gt-730-4gb-gddr3-gpu-4-gb-ddr3-graphics-card/p/itmfd1d910f58f68?pid=GRCH3T5SWBPRSHCG&lid=LSTGRCH3T5SWBPRSHCGZINPGD&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_213&otracker=search&fm=organic&iid=0c4f7662-b71b-43c8-bf40-a5e908ed428a.GRCH3T5SWBPRSHCG.SEARCH&ppt=None&ppn=None&ssid=b7gufli4hs0000001738522975355&qH=ae2a487734c75ca2,2025-02-02 20:02:55,"AARVEX Graphic Card GT730 4GB, Speed up your PC multimedia experience. Upgrade to the new GT730 dedicated graphics card and get high-speed web browsing, and incredible photo and video editing. It is not a dream to run high-end games with middle-end graphics cards., Hardware-accelerated Blu-ray 3D playback enables the Aarvex GT730 to provide spectacular stereoscopic high-definition video with compatible displays and playback software. The graphics card is equipped with a high-speed 4GB GDDR3 Ram which speeds up the whole process and, a heatsink that cools down the temperature of the GPU in longuses.",AARVEX,NVIDIA GeForce GT 730,1800 MHz,Supports PCI Express (2.0) ×8,GT 730 4GB GDDR3 GPU,350 W,GT730LP-4GD3,"64-bit, 4 GB DDR3 Memory with 1800 MHz",14.4 Gbps,"Microsoft DirectX v12, Open GL Optimization v4.5, No support",No support,"1 x DVI Output Out, No x Dual Link DVI Out, 1 x HDMI Output Out","Yes x Co-Axial TV Out, No x VIVO Out, 3 x Display Port Out, Common Outputs on GT 730: HDMI, DVI, VGA., Potential Features: Audio over HDMI, multi-display support., Additional Connectivity: DisplayPort may be present in some third-party models; adapters are available for connecting different types of displays.",HDCP Support and HDTV Support,3 Year,Not Working,Physical & Damaged,Carry In,1xVGA DSub Output,"Windows 11, Windows 10, Windows 8.1 and 8, Windows 7, Windows XP, Linux: Supported on various distributions, including Ubuntu and Debian, with necessary drivers.","384 Stream Processor, 384 Shader Processors, 192 CUDA Cores",28 nm,Clock speed of 1333 MHz,400 MHz,single-slot cooling solution,"8294400 (Digital), 3145728 (Analog)","Power Supply: Minimum 300 watts; check for specific power connector requirements based on the card model., Physical Slot: PCI Express x16 slot required., Physical Size: Ensure the card fits in your PC case., System RAM: At least 4 GB recommended., Operating System: Compatible with Windows 7, 8, 8.1, 10, 11, and various Linux distributions with appropriate drivers., CPU: A modern processor to avoid performance bottlenecks., Display Connectivity: Match the monitor connections (HDMI, DVI, VGA) with the GPU outputs., Cooling: Adequate case ventilation is important.",Driver,190 g,"NVIDIA GPU Boost: While more prominent in higher-end NVIDIA cards, basic versions of GPU Boost are available in the GT 730, allowing for slight performance increases under certain conditions. However, its capabilities are limited compared to higher-end models., Control Panel: Provides a range of settings and customization options, including display configurations, color adjustments, and performance settings. The NVIDIA Control Panel allows users to tweak various settings for better performance or visual quality., PhysX Support: The GT 730 supports NVIDIA PhysX, a physics simulation engine that enhances the realism of physical interactions and effects in supported games., CUDA Support: Allows the GT 730 to use its GPU cores for parallel computing tasks beyond graphics rendering. CUDA (Compute Unified Device Architecture) is useful for applications that leverage GPU acceleration for tasks such as video encoding or scientific computing., Video Decoding: The GT 730 supports hardware-accelerated video decoding for formats such as H.264 and MPEG-2, which can improve video playback performance and efficiency., Display Configuration: Supports multiple monitors simultaneously through its HDMI, DVI, and VGA outputs. The number of monitors you can connect and manage will depend on the specific outputs available on your GT 730 model., DirectX 12: Provides support for the latest DirectX features, though it’s limited to the feature level available on the GT 730.
OpenGL 4.5: Allows the card to run applications and games that use OpenGL for rendering., Low Power Consumption: The GT 730 is designed to be energy efficient, consuming less power compared to higher-end GPUs. This can be advantageous for systems where power consumption is a concern., HDMI 1.4/2.0: Depending on the specific model, the GT 730 may support HDMI 1.4 or HDMI 2.0, which can provide high-definition audio and video output., V-Sync: Prevents screen tearing by synchronizing the frame rate of the GPU with the refresh rate of the monitor. Adaptive V-Sync adjusts this synchronization dynamically to improve performance during varying frame rates.",,
"Zorbes NVIDIA Graphics Card Bracket, GPU Stand,Graphics...",₹594,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/j/y/n/graphics-card-bracket-gpu-stand-graphics-card-gpu-brace-zorbes-original-imahywmbhhhsdjzh.jpeg?q=70,https://www.flipkart.com/zorbes-nvidia-graphics-card-bracket-gpu-stand-graphics-brace-1-gb-ddr3/p/itm77be3283e7180?pid=GRCGTCECBQ9RUGJH&lid=LSTGRCGTCECBQ9RUGJHARHZG7&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_217&otracker=search&fm=organic&iid=0c4f7662-b71b-43c8-bf40-a5e908ed428a.GRCGTCECBQ9RUGJH.SEARCH&ppt=None&ppn=None&ssid=b7gufli4hs0000001738522975355&qH=ae2a487734c75ca2,2025-02-02 20:02:55,1,Zorbes,NVIDIA genforce,589 MHz,Standard,"Graphics Card Bracket, GPU Stand,Graphics Card GPU Brace",,Graphic Card Bracket,"64-bit, 1 GB DDR3 Memory",,,,,,,Without Warranty,Without Warranty,Without Warranty,Without Warranty,,,,,,,,,,,,,,
Inno3D NVIDIA 3090 x4 4 GB GDDR6X Graphics Card,"₹2,98,900",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/klqx30w0/graphics-card/y/8/k/rtx-3090-inno3d-original-imagytf5svszccgr.jpeg?q=70,https://www.flipkart.com/inno3d-nvidia-3090-x4-4-gb-gddr6x-graphics-card/p/itm0e6f8a4d2ff5f?pid=GRCG7HF8Z4AYWRQU&lid=LSTGRCG7HF8Z4AYWRQUL5QTO2&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_221&otracker=search&fm=organic&iid=0c4f7662-b71b-43c8-bf40-a5e908ed428a.GRCG7HF8Z4AYWRQU.SEARCH&ppt=None&ppn=None&ssid=b7gufli4hs0000001738522975355&qH=ae2a487734c75ca2,2025-02-02 20:02:55,graphic card,Inno3D,NVIDIA ?PCI-Express x16,19.5 MHz,4.0,3090 x4,,C30904-246XX-1880VA36,"64-bit, 4 GB GDDR6X Memory",,,,,,,3 years,failure,damage,manufacturer,,,,,,,,,,,,,,
MSI NVIDIA GeForce RTX 3080 VENTUS 3X PLUS 12G OC LHR 1...,"₹1,17,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kz4gh3k0/graphics-card/a/5/l/geforce-rtx-3080-ventus-3x-plus-12g-oc-lhr-msi-original-imagb7fz7tvfdpju.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-3080-ventus-3x-plus-12g-oc-lhr-12-gb-gddr6x-graphics-card/p/itm63a25c0fd40c7?pid=GRCGB7FCEJTJ7WK9&lid=LSTGRCGB7FCEJTJ7WK9KGFGTN&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_225&otracker=search&fm=organic&iid=0c4f7662-b71b-43c8-bf40-a5e908ed428a.GRCGB7FCEJTJ7WK9.SEARCH&ppt=None&ppn=None&ssid=b7gufli4hs0000001738522975355&qH=ae2a487734c75ca2,2025-02-02 20:02:55,Graphic Card and user manual,MSI,NVIDIA NVIDIA GeForce RTX 3080,1740 MHz,PCI Express Gen 4,GeForce RTX 3080 VENTUS 3X PLUS 12G OC LHR,,GeForce RTX 3080 VENTUS 3X PLUS 12G OC LHR,"384-bit, 12 GB GDDR6X Memory",,,,,,,3 Years Limited Warranty,Manufacturing defects,Physical damage not covered,Please contact MSI Repair Center,,,,,,,,,,,,,,
FIRSTPOINTSHOP NVIDIA LAPCARE GAMEX LGC-730 2 GB DDR3 G...,"₹3,700",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/y/i/l/lapcare-gamex-lgc-610-firstpointshop-original-imah6euhqbeeyehb.jpeg?q=70,https://www.flipkart.com/firstpointshop-nvidia-lapcare-gamex-lgc-730-2-gb-ddr3-graphics-card-4/p/itm62612ab6930fd?pid=GRCH6FTNXJKZ4VDA&lid=LSTGRCH6FTNXJKZ4VDATI8N1V&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_229&otracker=search&fm=organic&iid=0c4f7662-b71b-43c8-bf40-a5e908ed428a.GRCH6FTNXJKZ4VDA.SEARCH&ppt=None&ppn=None&ssid=b7gufli4hs0000001738522975355&qH=ae2a487734c75ca2,2025-02-02 20:02:55,1 Unit Graphics Card,FIRSTPOINTSHOP,NVIDIA GT730,700 MHz,PCI 2.0,LAPCARE GAMEX LGC-730 2 GB DDR3 Graphics Card,,LGC-730,"128-bit, 4 GB DDR3 Memory with 700 MHz",40 Gbps,,,,,HDTV Support,3 Years,Manufacturer defect,Broken Product not covered warranty,Carry in,,,,,,,Heatsink,2560x1600 (Digital),,,,,,
GALEX NVIDIA 3070TI 8 GB GDDR6 Graphics Card,"₹64,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/n/u/g/3070ti-galex-original-imagg9xyfedtdegj.jpeg?q=70,https://www.flipkart.com/galex-nvidia-3070ti-8-gb-gddr6-graphics-card/p/itmbe82b4b055ed3?pid=GRCGG9XYHATR6MG2&lid=LSTGRCGG9XYHATR6MG27PN9BC&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_233&otracker=search&fm=organic&iid=0c4f7662-b71b-43c8-bf40-a5e908ed428a.GRCGG9XYHATR6MG2.SEARCH&ppt=None&ppn=None&ssid=b7gufli4hs0000001738522975355&qH=ae2a487734c75ca2,2025-02-02 20:02:55,1,GALEX,NVIDIA Microsoft® DirectX® 12 Ultimate,1725 MHz,256,3070TI,,03,"256-bit, 8 GB GDDR6 Memory",,,,,,,3,3,3,REPAIR/REPLACE,,,,,,,,,,,,,,
GALAX NVIDIA NVIDIA-GEFORCE-3060 12 GB GDDR6 Graphics C...,"₹36,000",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kzogn0w0/graphics-card/m/8/1/nvidia-geforce-3060-galax-original-imagbmrzzcqn2zun.jpeg?q=70,https://www.flipkart.com/galax-nvidia-nvidia-geforce-3060-12-gb-gddr6-graphics-card/p/itme3b483d551007?pid=GRCGBMRZPYTYYSXJ&lid=LSTGRCGBMRZPYTYYSXJTOZDRF&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_237&otracker=search&fm=organic&iid=0c4f7662-b71b-43c8-bf40-a5e908ed428a.GRCGBMRZPYTYYSXJ.SEARCH&ppt=None&ppn=None&ssid=b7gufli4hs0000001738522975355&qH=ae2a487734c75ca2,2025-02-02 20:02:55,"GALAX GeForce RTX 3060 (1-Click OC) 12GB GDDR6 192-bit DP*3/HDMI Graphics Card, 3 Years Warranty with 7 Days Replacement by Seller in case of DoA Clause, User Manual",GALAX,NVIDIA NVIDIA GeForce RTX,1777 MHz,PCI Express-compliant Motherboard with one dual-width x16 graphics slot,NVIDIA-GEFORCE-3060,550 W,36NOL7MD1VOC,"192-bit, 12 GB GDDR6 Memory",360 Gbps,,,,,,3 Years Warranty - 7 Days Replacement in case of Dead on Arrival subject to Investigation,Dead on Arrival (DoA) Clause subject to Investigation,Physical / Liquid Damage,Carry In,,,3584 CUDA Cores,,,,(x2) 90mm Cooling Fans,7680 x 4320 @60 Hz (Digital),(x1) PCIe 8-pin Supplementary Power Connector,"Xtreme Tuner (For PC, Android and iOS Devices) - Free Download from Google PlayStore / iTunes Store / Official GALAX Website",800 g,,258 x 126 x 41.55 mm,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:02:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:02:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹4,150",4.1,Data not available,https://rukminim2.flixcart.com/image/300/300/k2dm7bk0/graphics-card/h/k/p/msi-geforce-gt-710-original-imaegdxtjv6htwnz.jpeg?q=90,URL not available,2025-02-02 20:02:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:02:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:03:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GALEX NVIDIA 3070TI 8 GB GDDR6 Graphics Card,"₹64,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/n/u/g/3070ti-galex-original-imagg9xyfedtdegj.jpeg?q=70,https://www.flipkart.com/galex-nvidia-3070ti-8-gb-gddr6-graphics-card/p/itmbe82b4b055ed3?pid=GRCGG9XYHATR6MG2&lid=LSTGRCGG9XYHATR6MG27PN9BC&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_241&otracker=search&fm=organic&iid=5d84d9f4-3fde-4e87-ad78-18b1cbfeaae9.GRCGG9XYHATR6MG2.SEARCH&ppt=None&ppn=None&ssid=bi0u4ks4lc0000001738523008220&qH=ae2a487734c75ca2,2025-02-02 20:03:28,1,GALEX,NVIDIA Microsoft® DirectX® 12 Ultimate,1725 MHz,256,3070TI,,03,"256-bit, 8 GB GDDR6 Memory",,,,,,,3,3,3,REPAIR/REPLACE,,,,,,,,,,,,,,
ZEB NVIDIA GT610-2GD3 2 GB DDR3 Graphics Card,"₹2,450",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/v/a/i/zebronics-graphics-cards-zeb-gt-610-1gb-rashmove-original-imagpe7fyye96trk.jpeg?q=70,https://www.flipkart.com/zeb-nvidia-gt610-2gd3-2-gb-ddr3-graphics-card/p/itmcd84e3a3e2929?pid=GRCGQDFKK5HEGWMB&lid=LSTGRCGQDFKK5HEGWMBJCFQV5&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_245&otracker=search&fm=organic&iid=5d84d9f4-3fde-4e87-ad78-18b1cbfeaae9.GRCGQDFKK5HEGWMB.SEARCH&ppt=None&ppn=None&ssid=bi0u4ks4lc0000001738523008220&qH=ae2a487734c75ca2,2025-02-02 20:03:28,GRAPHIC CARD 1N CD 1N,ZEB,NVIDIA NVIDIA 610,1000 MHz,PCI 2.0,GT610-2GD3,,2GB GT610,"64-bit, 2 GB DDR3 Memory",,,,,,,3 YEAR,DEAD OR IN CASE OF NOT DETECTING,PHYISICAL DAMAGE OR WATER DAMAGE,FROM SERVICE CENTRE,,,,,,,,,,,,,,
AMD AMD Radeon Sapphire NITRO+ Radeon™ RX 6800 Graphic ...,"₹1,12,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l0vbukw0/graphics-card/e/k/0/sapphire-nitro-radeon-rx-6800-graphic-card-with-16-gb-gddr6-rdna-original-imagckhgtzjfgczd.jpeg?q=70,https://www.flipkart.com/amd-radeon-sapphire-nitro-radeon-rx-6800-graphic-card-16-gb-gddr6-rdna-2-gddr6-graphics/p/itmef036594f5964?pid=GRCGCG63VU2ZWFNE&lid=LSTGRCGCG63VU2ZWFNEMQOEPW&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_249&otracker=search&fm=organic&iid=5d84d9f4-3fde-4e87-ad78-18b1cbfeaae9.GRCGCG63VU2ZWFNE.SEARCH&ppt=None&ppn=None&ssid=bi0u4ks4lc0000001738523008220&qH=ae2a487734c75ca2,2025-02-02 20:03:28,"1 Graphic Card, Quick Installation Guide",AMD,AMD Radeon RX 6800,1980 MHz,PCIe 4.0,"Sapphire NITRO+ Radeon™ RX 6800 Graphic Card with 16 GB GDDR6, RDNA™ 2",750 W,11305-01-20G,"256-bit, 16 GB GDDR6 Memory with 16 MHz",,"Microsoft DirectX v12, Open GL Optimization v4.6",,,,HDTV Support,3 Years Limited Warranty,Manufacturing Defects if Any,"Burn, Physical Damage",Carry In,0xVGA DSub Output,Windows,3480 Stream Processor,7 nm,,,Air Cooling,7680 x 4320 (Digital),,,,,,
LipiWorld NVIDIA (Pack Of 2) VER-14Pro V014 Pro PCI-E 1...,"₹1,199",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l572ufk0/graphics-card/9/k/j/pack-of-2-ver-14pro-v014-pro-pci-e-1x-to-16x-pcie-riser-card-original-imagfxgtjpntqw3z.jpeg?q=70,https://www.flipkart.com/lipiworld-nvidia-pack-2-ver-14pro-v014-pro-pci-e-1x-16x-pcie-riser-card-16-gb-gddr4-graphics/p/itm44ec3bead6c03?pid=GRCGFXGUXTFBMW6A&lid=LSTGRCGFXGUXTFBMW6AT0H1U6&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_253&otracker=search&fm=organic&iid=5d84d9f4-3fde-4e87-ad78-18b1cbfeaae9.GRCGFXGUXTFBMW6A.SEARCH&ppt=None&ppn=None&ssid=bi0u4ks4lc0000001738523008220&qH=ae2a487734c75ca2,2025-02-02 20:03:28,2 Piss VER0-14Pro Riser Card,LipiWorld,NVIDIA NVIDIA 1,120 MHz,3.0,(Pack Of 2) VER-14Pro V014 Pro PCI-E 1X to 16X Pcie Riser Card,,VER-14Pro V014 Pro,"64-bit, 16 GB GDDR4 Memory",,,,,,,NA,1 Month,If damaged will not be repaired/covered under warranty,NA,,,,,,,,,,,,,,
NexLens AMD/ATI 3D VR Glasses | Virtual Reality Headset...,₹571,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/processor/r/o/i/3d-vr-headset-with-adjustable-lenses-vr-glasses-for-iphone-original-imah54hc52s4phzg.jpeg?q=70,https://www.flipkart.com/nexlens-amd-ati-3d-vr-glasses-virtual-reality-headset-gaming-movies-entertainment-2-gb-ddr2-graphics-card/p/itm7b3e0abfcdf33?pid=GRCH55A78NEHCTBG&lid=LSTGRCH55A78NEHCTBGPPHH3U&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_257&otracker=search&fm=organic&iid=5d84d9f4-3fde-4e87-ad78-18b1cbfeaae9.GRCH55A78NEHCTBG.SEARCH&ppt=None&ppn=None&ssid=bi0u4ks4lc0000001738523008220&qH=ae2a487734c75ca2,2025-02-02 20:03:28,"1VR BOX, USER MANUAL",NexLens,AMD/ATI vr headset,5.3 MHz,VR BOX,"3D VR Glasses | Virtual Reality Headset for Gaming, Movies & Entertainment",0 W,2210,"2-bit, 2 GB DDR2 Memory with 0 MHz",0 Gbps,"Microsoft DirectX v0, Open GL Optimization v0,  AMD CrossFireX supported, Yes support",Yes support,"0 x DVI Output Out, Yes x Dual Link DVI Out, 0 x HDMI Output Out, 0","Yes x Co-Axial TV Out, Yes x VIVO Out, 0 x Display Port Out, 0 x Mini Display Port Out, 0",HDCP Support and HDTV Support,NA,NA,NA,0,0xVGA DSub Output,0,"0 Stream Processor, 0 Shader Processors, 0 CUDA Cores",0 nm,Shader Version 0 with Clock speed of 0 MHz,0 MHz,0,"0 (Digital), 0 (Analog)",0,0,0 g,0,0 x 0 x 0 mm,0 x Mini HDMI Output
"Etzin NVIDIA PCI-E 1 to 6 Riser Card,PCI-E 1X to Extern...","₹2,699",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l23mhzk0/graphics-card/g/p/4/6-in-1-pci-e-riser-adapter-board-1-to-6-pci-e-1x-express-usb3-0-original-imagdgjvh9enj4gm.jpeg?q=70,https://www.flipkart.com/etzin-nvidia-pci-e-1-6-riser-card-pci-e-1x-external-usb-3-0-adapte-gb-ddr2-graphics-card/p/itm793cc3f63169c?pid=GRCGAYDBNGKNWPEJ&lid=LSTGRCGAYDBNGKNWPEJQQWPAV&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_261&otracker=search&fm=organic&iid=5d84d9f4-3fde-4e87-ad78-18b1cbfeaae9.GRCGAYDBNGKNWPEJ.SEARCH&ppt=None&ppn=None&ssid=bi0u4ks4lc0000001738523008220&qH=ae2a487734c75ca2,2025-02-02 20:03:28,1 PCI-E 1 to 6 PCI CARD,Etzin,NVIDIA PCI-E 1 to 6 Riser Card,60 MHz,PCI-E-1X6-USB3.0,"PCI-E 1 to 6 Riser Card,PCI-E 1X to External 6 PCI-E USB 3.0 Adapte",,PCI-E-1X6-USB3.0,"6-bit, 1 GB DDR2 Memory",,,,,,,1 Month,Product External damage,Product replacement warranty,Product replacement warranty,,,,,,,,,,,,,,
microware NVIDIA USB 3.0 PCIE EXPRESS 1X TO 16X EXTENDE...,₹569,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/q/m/c/usb-3-0-pcie-express-1x-to-16x-extender-riser-adapter-set-card-original-imaggx3xsxbvgyhn.jpeg?q=70,https://www.flipkart.com/microware-nvidia-usb-3-0-pcie-express-1x-16x-extender-riser-adapter-set-card-power-cable-2-gb-ddr2-graphics/p/itm87723ebdfd9ec?pid=GRCGGX3XHFZHZF3H&lid=LSTGRCGGX3XHFZHZF3HB7QQWN&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_265&otracker=search&fm=organic&iid=5d84d9f4-3fde-4e87-ad78-18b1cbfeaae9.GRCGGX3XHFZHZF3H.SEARCH&ppt=None&ppn=None&ssid=bi0u4ks4lc0000001738523008220&qH=ae2a487734c75ca2,2025-02-02 20:03:28,1 X PCIE stand board 1 X PCIE 1-X Adapter Card 1 x 6 pin 1 X USB 3.0 cable,microware,NVIDIA NVIDIA Riser Card V007,3 MHz,USB 3.0 Extension Cable & 6PIN SATA Power Cable,USB 3.0 PCIE EXPRESS 1X TO 16X EXTENDER RISER ADAPTER SET CARD & POWER CABLE,,VER 007 PCI-E,"6-bit, 2 GB DDR2 Memory",,,,,,,3 months,Warranty of the product is limited to manufacturing defects only,Warranty does not cover any external damage,Replacement,,,,,,,,,,,,,,
"Tobo NVIDIA M.2 to 2.5 inch SATA Enclosure,M.2 SSD to 2...","₹1,310",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/ksaoqkw0/hard-drive-enclosure/f/h/q/2-5-m-2-to-2-5-inch-sata-enclosure-m-2-ssd-to-2-5-inch-sata-original-imag5w6hszpyhfaq.jpeg?q=70,https://www.flipkart.com/tobo-nvidia-m-2-2-5-inch-sata-enclosure-m-2-ssd-adapter-case-10-gb-ddr2-graphics-card/p/itm5b4359a5e02d0?pid=GRCGEWTWWDXXWMHV&lid=LSTGRCGEWTWWDXXWMHVBZQRZR&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_269&otracker=search&fm=organic&iid=5d84d9f4-3fde-4e87-ad78-18b1cbfeaae9.GRCGEWTWWDXXWMHV.SEARCH&ppt=None&ppn=None&ssid=bi0u4ks4lc0000001738523008220&qH=ae2a487734c75ca2,2025-02-02 20:03:28,"1 x M.2 NGFF to SATA 2.5"" Enclosure",Tobo,NVIDIA PCI-E,3 MHz,2.5 inch,"M.2 to 2.5 inch SATA Enclosure,M.2 SSD to 2.5 inch SATA Adapter with case",,M.2 to 2.5 inch SATA,"500-bit, 10 GB DDR2 Memory",,,,,,,1Month Manufacturer Warranty,Only Internal Damage/Issue Will Cover,"External Damage/Issue Will Not Cover i.e. Water Damage, Physical Damage",Product Replacement warranty,,,,,,,,,,,5 g,,6.7 x 9.5 x 1 mm,
GALAX NVIDIA 3070 Ti Exg 8 GB GDDR6 Graphics Card,"₹60,000",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/e/q/q/3070-ti-exg-galax-original-imagg9s7fa6pqqxa.jpeg?q=70,https://www.flipkart.com/galax-nvidia-3070-ti-exg-8-gb-gddr6-graphics-card/p/itmad7de934dd22c?pid=GRCGG9S759HHYFG4&lid=LSTGRCGG9S759HHYFG4NWAL23&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_273&otracker=search&fm=organic&iid=5d84d9f4-3fde-4e87-ad78-18b1cbfeaae9.GRCGG9S759HHYFG4.SEARCH&ppt=None&ppn=None&ssid=bi0u4ks4lc0000001738523008220&qH=ae2a487734c75ca2,2025-02-02 20:03:28,Graphic card,GALAX,NVIDIA NVIDIA NVIDIA Galax RTX 3070 Ti,1770 MHz,PCI Express Gen 4,3070 Ti Exg,,37ISM6MD4COC,"256-bit, 8 GB GDDR6 Memory",,,,,,,1 Year,Manufacturing defects,Physical damaged not covered,Carry In,,,,,,,,,,,,,,
NexLens AMD/ATI VR Glasses with Comfort Strap | Virtual...,₹558,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/o/k/i/vr-glasses-with-comfort-strap-virtual-reality-headset-for-gaming-original-imah55hxygpqzapm.jpeg?q=70,https://www.flipkart.com/nexlens-amd-ati-vr-glasses-comfort-strap-virtual-reality-headset-gaming-movies-2-gb-ddr2-graphics-card/p/itmb04cb50cf736e?pid=GRCH55BZCTQZN4UW&lid=LSTGRCH55BZCTQZN4UW8FTEQD&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_277&otracker=search&fm=organic&iid=5d84d9f4-3fde-4e87-ad78-18b1cbfeaae9.GRCH55BZCTQZN4UW.SEARCH&ppt=None&ppn=None&ssid=bi0u4ks4lc0000001738523008220&qH=ae2a487734c75ca2,2025-02-02 20:03:28,"1VR BOX, USER MANUAL",NexLens,AMD/ATI vr headset,5.3 MHz,VR BOX,VR Glasses with Comfort Strap | Virtual Reality Headset for Gaming & Movies,0 W,2210,"2-bit, 2 GB DDR2 Memory with 0 MHz",0 Gbps,"Microsoft DirectX v0, Open GL Optimization v0,  AMD CrossFireX supported, Yes support",Yes support,"0 x DVI Output Out, Yes x Dual Link DVI Out, 0 x HDMI Output Out, 0","Yes x Co-Axial TV Out, Yes x VIVO Out, 0 x Display Port Out, 0 x Mini Display Port Out, 0",HDCP Support and HDTV Support,NA,NA,NA,0,0xVGA DSub Output,0,"0 Stream Processor, 0 Shader Processors, 0 CUDA Cores",0 nm,Shader Version 0 with Clock speed of 0 MHz,0 MHz,0,"0 (Digital), 0 (Analog)",0,0,0 g,0,0 x 0 x 0 mm,0 x Mini HDMI Output
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:03:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-02-02 20:03:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,₹499,3.7,Data not available,https://rukminim2.flixcart.com/image/300/300/kw3v0cw0/graphics-card/i/7/p/8-pin-female-to-2-6-2-pin-male-pin-8pin-female-pcie-to-2-pcie-original-imag8uyexqymhn7y.jpeg?q=90,URL not available,2025-02-02 20:03:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
