title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Storage Type,Operating System,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Battery Cell,Backlit Keyboard,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,HDMI Port,Refresh Rate,Face Recognition,Battery Backup,Power Supply,Number of Cores,Mic In,Sound Properties,Pointer Device,Included Software,Additional Features,Domestic Warranty,Cache,Supported Operating System,EMMC Storage Capacity,Chipset,Expandable Memory,RAM Frequency,RPM,Expandable SSD Capacity,Multi Card Slot,Hardware Interface,Sound Chip,Ethernet,Security Chip,TGP,Memory Slots,RJ45,Antivirus,Inbuilt 4G LTE,Stylus Included,OS Architecture,System Architecture,S-video,Dock Port,Firewire Port,RJ11,VGA Port,Brightness,NFC Support,Wireless WAN,Read/Write Speed,Lock Port,Recovery Options,Laptop Bag,Other Accessories,International Warranty,Color Gamut
ASUS Vivobook S 15 OLED Intel EVO H-Series Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 1...,"75,990",4.5,113 Ratings & 12 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/e/r/-original-imagpxgrfnuappjr.jpeg?q=70,https://www.flipkart.com/asus-vivobook-s-15-oled-intel-evo-h-series-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-s5504va-ma541ws-thin-light-laptop/p/itm8486d594ff56b?pid=COMHYWSWHTGX8BWG&lid=LSTCOMHYWSWHTGX8BWGUIGHE6&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_9&otracker=search&fm=organic&iid=c757fe4a-48eb-45b5-a221-56b0c5093bd5.COMHYWSWHTGX8BWG.SEARCH&ppt=None&ppn=None&ssid=xn9uzmh4ls0000001738102237895&qH=312f91285e048e09,2025-01-28 23:10:38,"Laptop, Power Adaptor, User Guide, Warranty Documents",S5504VA-MA541WS,90NB0ZK1-M007Y0,S5504VA-MA541WS,Vivobook S 15 OLED Intel EVO H-Series,Solar Blue,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,LPDDR5,13500H,Max turbo frequency at 4.7 Ghz,Intel Integrated Iris Xe,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x Thunderbolt 4 supports display / power delivery",No,39.62 cm (15.6 inch),2880 x 1620 Pixel,"2.8K, OLED, 16:9 aspect ratio, 0.2ms response time, 120Hz refresh rate, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light",Yes,Yes,Wi-Fi 6E(802.11ax) (Dual band) 2*2,v5.3,359.3 x 229.4 x 17.9 mm,1.7 Kg,Not Available,1080p FHD camera With privacy shutter,Yes,Backlit Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,4 cell,Yes,,,1 x HDMI 1.4,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook S 15 OLED Powered Copilot + , AI PC Qualcomm Snapdragon X Plus - (16 GB/1 TB SSD/Windows...","89,990",4.1,9 Ratings & 1 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/m/4/-original-imah4fhvg7hggyje.jpeg?q=70,https://www.flipkart.com/asus-vivobook-s-15-oled-powered-copilot-ai-pc-qualcomm-snapdragon-x-plus-16-gb-1-tb-ssd-windows-11-home-s5507qa-ma551ws-thin-light-laptop/p/itm64aa566d270be?pid=COMHFCBZ64HJFXKG&lid=LSTCOMHFCBZ64HJFXKGRNINFT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_10&otracker=search&fm=organic&iid=c757fe4a-48eb-45b5-a221-56b0c5093bd5.COMHFCBZ64HJFXKG.SEARCH&ppt=None&ppn=None&ssid=xn9uzmh4ls0000001738102237895&qH=312f91285e048e09,2025-01-28 23:10:38,"Laptop, Power Adaptor, User Guide, Warranty Documents",S5507QA-MA551WS,90NB14Q2-M00150,S5507QA-MA551WS,"Vivobook S 15 OLED Powered Copilot + , AI PC",Cool Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Qualcomm,Snapdragon X Plus,,Yes,1 TB,16 GB,LPDDR5X,X1P 42 100,Max Frequency up to 3.4GHz,NA,SSD,Windows 11 Home,"2 x USB 3.2 Gen 1 Type-A, 2 x USB 4.0 Gen 3 Type-C support display / power delivery",No,39.62 cm (15.6 Inch),2880 x 1620 Pixel,"3K OLED 16:9 aspect ratio, 0.2ms response time, 120Hz refresh rate, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, Glossy display, 70% less harmful blue light, TUV Rheinland-certified, SGS Eye Care Display",Yes,Yes,Wi-Fi 7(802.11be) (Tri-band)2*2,v5.4,352.6 x 226.9 x 15.9 mm,1.42 Kg,Not Available,FHD camera with IR function to support Windows Hello With privacy shutter,,Backlit Chiclet Keyboard 1-Zone RGB with Num-key With Copilot key,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical damage,3 Cell,,,,1 x HDMI 2.1,,,,70 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,"79,990",4.7,"15,896 Ratings & 967 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/v/v/-original-imagfdeqter4sj2j.jpeg?q=70,https://www.flipkart.com/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mly33hn-a/p/itmdc5308fa78421?pid=COMGFB2GMCRXZG85&lid=LSTCOMGFB2GMCRXZG855GPGWQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_11&otracker=search&fm=organic&iid=en_JWP88fvCi8kVGNbXUSMajhXyJxmEFaxT_OcgF-xLM4YceaH9x2Zdopn66wKX7NbUi2hU4ZUanKv5yEL3fjlKNevN4Mn-dv-pi277bRzMbnY%3D&ppt=None&ppn=None&ssid=xn9uzmh4ls0000001738102237895&qH=312f91285e048e09,2025-01-28 23:10:38,"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLY33HN/A,MLY33HN/A,MacBook Air,MacBook AIR,Midnight,Thin and Light Laptop,Processing & Multitasking,No,Apple,M2,,Yes,256 GB,8 GB,Unified Memory,Apple M2 Chip,,NA,SSD,Mac OS Monterey,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic Array with Directional Beamforming,802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3,1.24 Kg,Not Available,1080p FaceTime HD camera,,Backlit Magic Keyboard,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,,Yes,,,,,,Upto 18 Hours,30 W USB-C Power Adapter,8,Yes,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos",Force Touch Trackpad,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",52.6 Watt Hour Lithium Polymer Battery,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG2IN ...,"62,990",4.5,"4,460 Ratings & 404 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/g/m/-original-imah3xrqttkdbss4.jpeg?q=70,https://www.flipkart.com/samsung-galaxy-book4-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4JPVIN2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_12&otracker=search&fm=organic&iid=en_JWP88fvCi8kVGNbXUSMajhXyJxmEFaxT_OcgF-xLM4ZLnuriypg0UAC1JzIGc4h1Mg6vLF1VzchvADrGHnhuMkhz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=xn9uzmh4ls0000001738102237895&qH=312f91285e048e09,2025-01-28 23:10:38,"Laptop, 45W Charger, Data Cable(USB-C to C, 1.8m), Quick Start Guide",NP750XGJ-KG2IN / NP750XGJ-LG2IN,NP750XGJ-KG2IN|NP750XGJ-LG2IN,NP750XGJ-KG2IN / NP750XGJ-LG2IN,Galaxy Book4,Gray,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,LPDDR4X,1335U,Max Frequency Up to 4.60 GHz,Intel Integrated Iris Xe,SSD,Windows 11 Home,"Yes, 2 x USB Type C, 2 x USB 3.2 Type A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD LCD Display,"HD Audio Codec, Dolby Atmos, Embedded Stereo Speakers, Internal Digital MIC",Internal Digital MIC,802.11ax,v5.2,356.6 x 15.4 x 229.15mm,1.55 Kg,Not Available,"Yes, 1 Megapixel",Yes,QWERTY,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,Onsite,Manufacturer Defect Only,Physical Damage,4 Cell Lithium Ion Battery,,,,"Yes, 1 x HDMI",,,,45W AC Adapter,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...","46,990",4.2,"6,528 Ratings & 353 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/9/4/-original-imah4qspccqnpsc4.jpeg?q=70,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj540ws-x1504za-nj542ws-thin-light-laptop/p/itm200184e4e0443?pid=COMHYG8ZSP9DC2GZ&lid=LSTCOMHYG8ZSP9DC2GZECEZQA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_13&otracker=search&fm=organic&iid=c757fe4a-48eb-45b5-a221-56b0c5093bd5.COMHYG8ZSP9DC2GZ.SEARCH&ppt=None&ppn=None&ssid=xn9uzmh4ls0000001738102237895&qH=312f91285e048e09,2025-01-28 23:10:38,"Laptop, Power Adaptor, User Guide, Warranty Documents",X1504ZA-NJ540WS|X1504ZA-NJ542WS,90NB14H2-M00010|90NB1022-M00H20,X1504ZA-NJ540WS|X1504ZA-NJ542WS,"Vivobook 15, with Backlit Keyboard,",Cool Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,1235U,Upto 4.4 GHz,Intel Integrated Integrated,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A, 1 x DC-in",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD 16:9 aspect ratio, LED Backlit, Refresh rate: 60Hz, Brightness: 250nits, Color gamut: 45% NTSC color gamut, Glare: Anti-glare display, TÜV Rheinland-certified: Screen-to-body ratio: 84%",Built-in speaker,Built-in array microphone,Wi-Fi 6E(802.11ax) (Dual band) 1 x 1,v5.3,359.7 x 232.5 x 17.9mm,1.70 Kg,Not Available,720p HD camera With privacy shutter,,Backlit Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,3 Cell,Yes,,,1 x HDMI 1.4,,,,,10,Yes,,,,42 WHrs Li-ion,1 Year,12 MB,Windows 11 Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0315TU Thin and Light Laptop,"55,990",3.9,116 Ratings & 6 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/v/1/-original-imah4qsdnznjxykw.jpeg?q=70,https://www.flipkart.com/hp-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-15-fd0315tu-thin-light-laptop/p/itm01c07721bb10b?pid=COMH2FFGSTXTR8ZB&lid=LSTCOMH2FFGSTXTR8ZBNMPF3U&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=TrendingId_6bo%2Fb5g&srno=s_1_14&otracker=search&fm=organic&iid=c757fe4a-48eb-45b5-a221-56b0c5093bd5.COMH2FFGSTXTR8ZB.SEARCH&ppt=None&ppn=None&ssid=xn9uzmh4ls0000001738102237895&qH=312f91285e048e09,2025-01-28 23:10:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Touch Chromebook MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 Chromebook,"9,990",3.3,767 Ratings & 62 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/a/e/11mk-g9-chromebook-hp-original-imah3behyxsb4auh.jpeg?q=70,https://www.flipkart.com/hp-touch-chromebook-mediatek-mt8183-4-gb-32-gb-emmc-storage-chrome-os-11mk-g9/p/itmbcfcbc0ab424f?pid=COMGZFFXQ9GEXPVR&lid=LSTCOMGZFFXQ9GEXPVR8ZDRE7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_15&otracker=search&fm=organic&iid=c757fe4a-48eb-45b5-a221-56b0c5093bd5.COMGZFFXQ9GEXPVR.SEARCH&ppt=None&ppn=None&ssid=xn9uzmh4ls0000001738102237895&qH=312f91285e048e09,2025-01-28 23:10:38,"Laptop, Power Adaptor, User Guide, Warranty Documents",11MK G9,7D2W1PC#ACJ,11MK G9,Touch Chromebook,Black,Chromebook,Processing & Multitasking,No,MediaTek,MT8183,,No,,4 GB,LPDDR4X,,,MediaTek Integrated ARM Mali G72 MP3 Graphics,eMMC,Chrome,"1 x USB 2.0 Type-A, 1 x SuperSpeed USB Type-C 5Gbps signaling rate",Yes,29.46 cm (11.6 Inch),1366 x 768 Pixel,"HD, touch, IPS, anti-glare, 220 nits, 50% NTSC",Yes,Yes,Qualcomm Atheros QCA6174A-5 802.11a/b/g/n/ac (2x2) Wi-Fi,v4.2,295 x 205.3 x 18.8 mm,1.34 Kg,Not Available,720p HD camera,,"Spill resistant, full-size, Chrome keyboard with skirt anchored keycaps",1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,32 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ549WS Thi...,"46,490",4.2,"6,528 Ratings & 353 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/i/7/x1504za-nj521ws-x1504za-nj520ws-thin-and-light-laptop-asus-original-imah4fv4jrrag9dq.jpeg?q=70,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj549ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMHYG8ZPYAZAFTY&lid=LSTCOMHYG8ZPYAZAFTYUFI8OO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_16&otracker=search&fm=organic&iid=c757fe4a-48eb-45b5-a221-56b0c5093bd5.COMHYG8ZPYAZAFTY.SEARCH&ppt=None&ppn=None&ssid=xn9uzmh4ls0000001738102237895&qH=312f91285e048e09,2025-01-28 23:10:38,"Laptop, Power Adaptor, User Guide, Warranty Documents",X1504ZA-NJ549WS,90NB14H1-M00050,X1504ZA-NJ549WS,Vivobook 15,Quiet Blue,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,1235U,Upto 4.4 GHz,Intel Integrated Integrated,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A, 1 x DC-in",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD 16:9 aspect ratio, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified",Built-in speaker,Built-in array microphone,Wi-Fi 6E(802.11ax) (Dual band) 1 x 1,v5.3,359.7 x 232.5 x 17.9mm,1.70 kg,Not Available,720p HD camera With privacy shutter,Yes,Chiclet Keyboard with Num-key,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,3 Cell,No,,,1 x HDMI 1.4,,,,,10,Yes,,,,42 WHrs Li-ion,1 Year,12 MB,Windows 11 Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,"33,990",4.2,775 Ratings & 74 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/6/c/-original-imah8gg2x4afkpxe.jpeg?q=70,https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itma6a6812aa712e?pid=COMH4B6CGTPNVJW9&lid=LSTCOMH4B6CGTPNVJW9JOF4ZC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_17&otracker=search&fm=organic&iid=en_JWP88fvCi8kVGNbXUSMajhXyJxmEFaxT_OcgF-xLM4YVVRo2Kxgwro0LYzI0HgLexX3G0PKL_LvjbO9dlUK0RK8iqbiwhGf4dwbXVx7ZSks%3D&ppt=None&ppn=None&ssid=xn9uzmh4ls0000001738102237895&qH=312f91285e048e09,2025-01-28 23:10:38,"Laptop, Power Adaptor, User Guide, Warranty Documents",A324-53,UN.34RSI.002,A324-53,Aspire 3,Steel Gray,Thin and Light Laptop,Everyday Use,No,Intel,Core i3,13th Gen,Yes,512 GB,8 GB,DDR4,1305U,Max Frequency up to 4.50 GHz,Intel Integrated UHD,SSD,Windows 11 Home,"2 x USB 3.2 port, 1 x USB 2.0 port, 1 x Type-C port for PD Adapter",No,35.56 cm (14 Inch),1920 x 1080 Pixel,Full HD,Two built-in stereo speakers,Yes,WIFI 6,v5.2,321.7 x 206.6 x 19.4 mm,1.45 Kg,Not Available,Video conferencing: 2M With Privacy Camera Shutter,,84-key Acer keyboard layout with US language: Additional feature.,1 Year Carry-in Warranty,Carry-in,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and...,"40,990",4.2,"1,828 Ratings & 145 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/s/l/-original-imah8frsyvcstwd8.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-1-amd-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-15alc7-thin-light-laptop/p/itmce54714ae1cd8?pid=COMGN2YDSFGGXYG3&lid=LSTCOMGN2YDSFGGXYG3MJBCRU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_18&otracker=search&fm=organic&iid=en_JWP88fvCi8kVGNbXUSMajhXyJxmEFaxT_OcgF-xLM4aCPSY_flFhGYr8FZ8t7vOeoXnQ57h_J8bCB9VUWKFCYPKSJvID5C-RdFfAlzwDiqI%3D&ppt=None&ppn=None&ssid=xn9uzmh4ls0000001738102237895&qH=312f91285e048e09,2025-01-28 23:10:38,"Laptop, Power Adaptor, Quick Start Guide, Warranty Document",15ALC7,82R400ERIN/82KU0238IN,Ideapad Slim 1,IdeaPad Slim 1,Cloud Grey,Thin and Light Laptop,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",Yes,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,16 GB,DDR4,5500U,"Base Frequency 2.1 GHz, Max Turbo Boost at 4.0 GHz",AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (Support Data Transfer Only)",No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD, IPS, Brightness: 300 nits, Anti-glare",Built-in 1.5W Dual Stereo Speakers,Built-in Dual Array Microphone,802.11ac 2 x 2,v5.0,359.2 x 236.5 x 19.9 mm,1.65 kg,Not Available,HD 720p with Privacy Shutter,No,"Non Backlit, English",2 Yr Warranty,Carry-In,Manufacturing Defects,Physical Damage,,No,,,1 x HDMI 1.4b,,,Upto 9.0 Hour,"65W Round Tip (2 Pin, Wall Mount)",6,Yes,Dolby Audio,,Microsoft Office Home & Student 2021,"Integrated 45Wh, Surface Treatment: IMR (In-Mold Decoration by Roller)",1 Year,3 MB,Windows 11 Home,,AMD SoC Platform,NA,3200 MHz,3200,NA,1 x Card Reader (4-in-1 Card Reader),M.2 2280 PCIe 3.0 x 4 NVMe,"High Definition (HD) Audio, Realtek ALC3287 Codec",No Onboard Ethernet,Firmware TPM 2.0,,,,,,,,,,,,,,,,,,,,,,,
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ527WS|X150...,"41,990",4.2,"6,528 Ratings & 353 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/9/4/-original-imah4qspccqnpsc4.jpeg?q=70,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj527ws-x1504za-nj522ws-thin-light-laptop/p/itm200184e4e0443?pid=COMH4Y6KZGGKYCGP&lid=LSTCOMH4Y6KZGGKYCGP6QZMPB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_19&otracker=search&fm=organic&iid=c757fe4a-48eb-45b5-a221-56b0c5093bd5.COMH4Y6KZGGKYCGP.SEARCH&ppt=None&ppn=None&ssid=xn9uzmh4ls0000001738102237895&qH=312f91285e048e09,2025-01-28 23:10:38,"Laptop, Power Adaptor, User Guide, Warranty Documents",X1504ZA-NJ527WS|X1504ZA-NJ522WS,90NB1022-M029P0|90NB1022-M00H00,X1504ZA-NJ527WS|X1504ZA-NJ522WS,Vivobook 15,Cool Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,1235U,Base frequency 0.9 GHz upto Max Turbo Frequency 4.4 GHz,Intel Integrated Iris Xe,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display",Built-in speaker,Built-in array microphone,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.3,359.7 x 232.5 x 17.9 mm,1.70 Kg,Not Available,720p HD camera With privacy shutter,No,Backlit Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK323...,"46,990",4.4,"3,273 Ratings & 348 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/e/h/e1504fa-lk543ws-thin-and-light-laptop-asus-original-imahf7yvddama8xh.jpeg?q=70,https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk323ws-thin-light-laptop/p/itm3de88f71e558b?pid=COMGMGXFGF7ZTKHF&lid=LSTCOMGMGXFGF7ZTKHFBG8NVU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_20&otracker=search&fm=organic&iid=c757fe4a-48eb-45b5-a221-56b0c5093bd5.COMGMGXFGF7ZTKHF.SEARCH&ppt=None&ppn=None&ssid=xn9uzmh4ls0000001738102237895&qH=312f91285e048e09,2025-01-28 23:10:38,"Laptop, battery, power adapter, user guide",E1504FA-LK323WS,90NB0ZR3-M00HZ0,E1504FA-LK323WS,Vivobook Go 15 OLED,Green Grey,Thin and Light Laptop,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",Yes,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,LPDDR5,7320U,2.4 GHz upto max turbo frequency at 4.1 Ghz,AMD Radeon AMD,SSD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD (1920 x 1080) OLED 16:9 aspect ratio, Glossy display, 0.2ms response time, 600nits HDR peak Brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500, 1.07 billion Color depth, PANTONE Validated, 70% less harmful blue light, TUV Rheinland-certified, 84 % Screen-to-body ratio",Built-in Speakers,Yes,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.0,360.3 x 232.5 x 17.9 mm,1.63 Kg,Not Available,720p HD camera With privacy shutter,No,Backlit Chiclet Keyboard,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
