title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Model Number,Model Name,Dial Shape,Strap Color,Strap Material,Size,Touchscreen,Water Resistant,Water Resistance Depth,Usage,Dial Material,Ideal For,Compatible OS,Brand Strap Color,Closure,Sensor,Compatible Device,Battery Type,Charge Time,Battery Life,Rechargeable Battery,Charger Type,Operating System,Number of Cores,Processor Name,Processor Speed,Internal Memory,Call Function,Bluetooth,Wi-Fi,GPS,Messaging Support,Bluetooth Version,Email Support,Operating Range,Call Features,Third Party App Support,Other Connectivity Features,Display Resolution,Display Size,Display Type,Scratch Resistant,Calorie Count,Step Count,Heart Rate Monitor,Other Fitness Features,Date & Time Display,Compass,Calendar,Alarm Clock,Number of Buttons,Other Watch Functions,Speaker,Microphone,Voice Control,Width,Height,Thickness,Weight,Domestic Warranty,Notification,Notification Type,Other Features,Other Camera Features,Backlight Display,Other Display Features,Altimeter,Chronograph,Language,Audio Features,Gesture Control,Other Multimedia Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Talk time,Stand By Time,Dial Color,Maximum Operating Altitude,RAM,Flash,Supported Audio Format,Other Dimensions,International Warranty,Diameter,Expandable Memory,Video Features,Primary Camera,Speaker Volume,Supported Video Format,HD Recording,HD Playback,Compatible Operating System
Fire-Boltt Hunter 51.1mm (2.01) HD Display Buetooth Cal...,"₹1,399",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/l/y/y/-original-imah45fgkhmhyz6q.jpeg?q=70,https://www.flipkart.com/fire-boltt-hunter-51-1mm-2-01-hd-display-buetooth-calling-single-chipset-metal-body-smartwatch/p/itmeab306171d720?pid=SMWGZKABZQDUSDMP&lid=LSTSMWGZKABZQDUSDMPKNZSL5&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_1_33&otracker=search&fm=organic&iid=f242cb1c-2abf-4f83-983d-fd7017101604.SMWGZKABZQDUSDMP.SEARCH&ppt=None&ppn=None&ssid=b926zj6jps0000001738113730406&qH=87968ec020b2016b,1/29/2025 2:22,"Smartwatch, Charging Cable, Manual, Warranty Card",BSW127,"Hunter 51.1mm (2.01) HD Display Buetooth Calling with Single Chipset, Metal Body",Square,Blue,Silicone,Free Size,Yes,Yes,1 m,"Fitness & Outdoor, Health & Medical","ABS+PC 
Zinc alloy, vacuum plating",Men & Women,Android & iOS,Dark Blue,Buckle,"Bluetooth Calling, SpO2, Heart Rate Sensor HRS3600, Accelerometer 3-Axis Sens, Barometer, Pedometer SC7A20",Mobile Phones,Lithium Ion,180 min,Upto 5 Days,Yes,USB Cable With Metalic Charging Points,,,,,,Yes,Yes,No,Yes,No,v5.0,No,10 m,"Reject Calls, Take Calls, Speed Dial, Save Contacts, Call History, Can Take Calls with inbuilt Mic and Speaker",Limited Support,,240 x 296 Pixels,2.01 inch,TFT,Yes,Yes,Yes,Yes,"Pedometer, Heart Rate Monitor with HX3600 Sensor, SpO2 (Blood Oxygen Monitor), Sleep Monitoring, Sedentary Reminders, 120+ Sports Modes, Breathe Monitor",Date & Time,No,No,Yes,1,"First Ever Largest 2.01"" Square Display
This is a Single Chip Bluetooth Connection Smartwatch
The watch comes with a 240*296 pixel high resolution
This watch is a Bluetooth calling watch 
The watch supports making and receiving calls on the go
It comes with an inbuilt mic & speaker for best calling experience
The watch supports AI Voice Assistant and helps to better know and get things done
The watch has 120+ sports modes, track yoga, swimming and much more
Track accurate Heart Rate with the HX3600 sensor
The watch supports tracking SpO2, Sleep and other health parameters
Remote Control your music + camera to have the best pictures and listen to purest songs
There are multiple watch faces for you to change and style each day",Yes,Yes,Yes,39 mm,9.8 mm,9.8 mm,36.8 g,1 Year,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion","Vibration, Ringer","First Ever Largest 2.01"" Square Display
This is a Single Chip Bluetooth Connection Smartwatch
The watch comes with a 240*296 pixel high resolution
This watch is a Bluetooth calling watch 
The watch supports making and receiving calls on the go
It comes with an inbuilt mic & speaker for best calling experience
The watch supports AI Voice Assistant and helps to better know and get things done
The watch has 120+ sports modes, track yoga, swimming and much more
Track accurate Heart Rate with the HX3600 sensor
The watch supports tracking SpO2, Sleep and other health parameters
Remote Control your music + camera to have the best pictures and listen to purest songs
There are multiple watch faces for you to change and style each day",Remote control your camera functions through the watch,No,"2.01"" Large Square Display with 240*296"" resolution
OGS capacitive full touch screen",No,Yes,English,,Wrist Wake,,Covers Manufacturing Defects,Contact infocare@boltt.com to Claim Warranty. Replacement will be given by the brand against Manufacturing Defects.,Manufacturing Defects,Physical & Water Damage,,360 Hr,Silver,,,,,,,51.308 mm,,,,,,,,
"boAt Wave Fury with 1.83'' HD Display, Bluetooth Callin...","₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/0/n/c/-original-imagy97zqacba8e3.jpeg?q=70,https://www.flipkart.com/boat-wave-fury-1-83-hd-display-bluetooth-calling-functional-crown-smartwatch/p/itm8b1063e8ac3d5?pid=SMWGR65X7FRS4XCQ&lid=LSTSMWGR65X7FRS4XCQQDMOOV&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_1_37&otracker=search&fm=organic&iid=en_qDuUExRnKyG3ic_744byhfw0hy3WOpdwgvrNoWOXfP5bqFV6N5EfoFJdR-fsh8HSkG4iLt_rknF81eFdxVKQ6J2-SIbIDZ6lLvgRS75Tj4w%3D&ppt=None&ppn=None&ssid=b926zj6jps0000001738113730406&qH=87968ec020b2016b,1/29/2025 2:22,"Smartwatch, USB Magnetic Charging Cable, User Manual, Warranty Card",Wave Fury,"Wave Fury with 1.83'' HD Display, Bluetooth Calling & Functional Crown",Rectangle,Grey,Stainless steel,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Metal Grey,,"Accelerometer, HR and SpO2",,,,7 Days,,,iOS 9 and Above | Android 6 and Above,,,,,Yes,Yes,,,,,,,,,,240x284 pixel,1.83 inch,,,Yes,Yes,Yes,100+ Sports Modes,Yes,,Yes,Yes,,,Yes,Yes,,,,,,1 Year,"Text, Call and Social Media",,,,,,,,,,,,1 Year Warranty from the Date of Purchase,Reach out to us at : info@imaginemarketingindia.com,Manufacturing Defects,Physical Damages,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹1,199",4.1,Data not available,Image not available,URL not available,1/29/2025 2:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,1/29/2025 2:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"boAt Lunar Discovery w/ Turn by Turn Navigation, 3.53 c...","₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/p/j/a/-original-imah5upykzphmxkv.jpeg?q=70,https://www.flipkart.com/boat-lunar-discovery-w-turn-navigation-3-53-cm-hd-display-bt-calling-smartwatch/p/itm49ddaa9294db0?pid=SMWH44GEEK2WDVHU&lid=LSTSMWH44GEEK2WDVHUYEJ6CE&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_2_41&otracker=search&fm=organic&iid=en_pRnXuEsL7NmJTIVWpdAevzTuWh-Ci5vtTUDqkc96KduevDI-bTrnPPdZZXQ-2oOpZ04hkzWR-kXIdNTMBpbYHvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=mlkyiu5w4g0000001738113761871&qH=87968ec020b2016b,1/29/2025 2:22,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Lunar Discovery,"Lunar Discovery w/ Turn by Turn Navigation, 3.53 cm HD Display & BT Calling",Round,Black,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Active Black,,"HR, SpO2, G-sensor",,,,7 Days,,,,,,,,Yes,Yes,,,,,,,,,,240 x 240 pixel,35.3 mm,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,1 Year,,,,,,,,,,,,,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,Physical Damages,,,,,,,,,,,,,,,,,,
Fire-Boltt Ninja Talk 35.3mm (1.39) Round Bluetooth Cal...,"₹1,599",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/r/s/n/-original-imah4fe3bdxzdcyb.jpeg?q=70,https://www.flipkart.com/fire-boltt-ninja-talk-35-3mm-1-39-round-bluetooth-calling-metal-body-120-sports-modes-smartwatch/p/itm68c26854c1448?pid=SMWGNYZK2EYJHRCG&lid=LSTSMWGNYZK2EYJHRCGFHC24E&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_2_45&otracker=search&fm=organic&iid=8b169ee8-a4ee-4f05-9aa2-c6211ce6f16a.SMWGNYZK2EYJHRCG.SEARCH&ppt=None&ppn=None&ssid=mlkyiu5w4g0000001738113761871&qH=87968ec020b2016b,1/29/2025 2:22,"Smartwatch, Charging Cable, Manual, Warranty Card",BSW136,"Ninja Talk 35.3mm (1.39) Round Bluetooth Calling Metal Body,120 Sports Modes",Round,Grey,Silicone,"1.39""",Yes,Yes,1 m,"Fitness & Outdoor, Health & Medical, Watchphone",Zinc alloy,Men & Women,Android & iOS,Grey,Buckle,"SpO2, Heart Rate Sensor","Mobile Phones, Smart Phones",Lithium Ion,120 Min,Upto 5 Days,Yes,Magnetic Charging,,,,,,Yes,Yes,No,No,No,v5.0,No,10 m,"Make Calls, Answer Calls, Reject Calls, Speed Dial, Contact Sync",Limited Support,Android 5.0 or IOS 9.0 Supporting Bluetooth 5.0 Mobile Phones with System Version and Above,240 x 240 Pixels,1.39 inch,TFT,Yes,Yes,Yes,Yes,"SPO2, Heart Rate Tracking, Sports Data Analysis, Sleep Tracking, Step Count, Calorie Count, Distance Measurement, Multiple Sports Mode",Date & Time,No,No,Yes,1,"1. Fire-Boltt Ninja Talk Bluetooth Calling Smartwatch with Metal Body & AI Voice Assistant
2. Round Bigger Display : 1.39"" Round Display featuring 240*240 pixel high resolution
3.Supports Bluetooth Calling : Recieve and dial calls from Fire-Boltt Ninja Talk
4.AI Voice Assistant - The watch supports waking your mobile phone's AI Voice to ensure you get your work on time
5. 360 Health Control : Monitor your Blood Oxygen Levels and heart rate (dynamic & continuous) on this watch
6. Multiple Sports Modes - Track 120+ sports modes efficiently and with 
7.Metal Body - This watch features a metal body for longer and lasting durability with anti-corrossion properties
8.Built in Mic and Speaker for HD, person to person calling experience
9.Contact Sync : Sync favourite contacts on your watch via your the app
10.Call Logs : Check missed calls and answered calls on the watch
11.Sedentary Reminders : Time to work out, change the unhealthy mode of life
12.Other Functions : Alarm clock, Stopwatch, Timer, Low Power Mode, DND, Flashlight & more.",Yes,Yes,Yes,39 mm,9.8 mm,9.8 mm,36.8 mm,1 Year,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",Ring (Only in Bluetooth Calling Mode) and Vibration,"1. Fire-Boltt Ninja Talk Bluetooth Calling Smartwatch with Metal Body & AI Voice Assistant
2. Round Bigger Display : 1.39"" Round Display featuring 240*240 pixel high resolution
3.Supports Bluetooth Calling : Recieve and dial calls from Fire-Boltt Ninja Talk
4.AI Voice Assistant - The watch supports waking your mobile phone's AI Voice to ensure you get your work on time
5. 360 Health Control : Monitor your Blood Oxygen Levels and heart rate (dynamic & continuous) on this watch
6. Multiple Sports Modes - Track 120+ sports modes efficiently and with 
7.Metal Body - This watch features a metal body for longer and lasting durability with anti-corrossion properties
8.Built in Mic and Speaker for HD, person to person calling experience
9.Contact Sync : Sync favourite contacts on your watch via your the app
10.Call Logs : Check missed calls and answered calls on the watch
11.Sedentary Reminders : Time to work out, change the unhealthy mode of life
12.Other Functions : Alarm clock, Stopwatch, Timer, Low Power Mode, DND, Flashlight & more.",Remote Camera Control,No,"1.39"" Round Display with High Resolution of 240 x 240 Pixels",No,Yes,English,Playing music through the watch via the inbuilt speaker,,,Covers Manufacturing Defects,Customer Support,Manufacturing Defects,Physical & Water Damage,,360 Hr,Grey,,,,,,,35.3 mm,,,,,,,,
"Fire-Boltt 4G Pro Volte Calling- 2.02"" TFT Display, 4G ...","₹1,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/t/f/a/51-3-bsw217-android-ios-fire-boltt-yes-original-imah4rb8wuyaj77b.jpeg?q=70,https://www.flipkart.com/fire-boltt-4g-pro-volte-calling-2-02-tft-display-nano-sim-gps-smartwatch/p/itm16a3716f7398e?pid=SMWH4D8VMYVV962Z&lid=LSTSMWH4D8VMYVV962ZIFYMEQ&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_2_49&otracker=search&fm=organic&iid=8b169ee8-a4ee-4f05-9aa2-c6211ce6f16a.SMWH4D8VMYVV962Z.SEARCH&ppt=None&ppn=None&ssid=mlkyiu5w4g0000001738113761871&qH=87968ec020b2016b,1/29/2025 2:22,"Smartwatch, Charging Cable, Manual, Warranty Card",BSW217,"4G Pro Volte Calling- 2.02"" TFT Display, 4G Nano-SIM GPS",Square,Blue,Silicone,Free Size,Yes,Yes,1 m,"Fitness & Outdoor, Health & Medical",Zinc Alloy,Men & Women,Android & iOS,Blue,Buckle,"Heart Rate, SpO2, Pedometer",,Lithium Ion,180 Hr,5 Days,Yes,USB Cable,,,,,,Yes,Yes,No,No,No,,No,10 m,"Reject Calls, Take Calls",,Android 6.0 or iOS 12.0 Supporting Bluetooth 5.0 Mobile Phones with System Version and Above,240 x 296 Pixels,51.3 mm,HD,Yes,Yes,Yes,Yes,"SPO2, Heart Rate Tracking, Sports Data Analysis, Sleep Tracking, Step Count, Calorie Count",,No,No,Yes,1,,Yes,Yes,Yes,33 mm,9.8 mm,9.8 mm,56.1 g,1 Year,"Call, SMS, Whatsapp, Facebook, Twiter, Other Social Apps, Sedentary Reminder, Goal Completion",Vibrate,,,No,"2.02"" Square Display with 240 x 296 px High Resolution",No,No,,,,,Covers Manufacturing Defects,Customer Support,Manufacturing Defects,Physical & Water Damage,,720 Hr,,,,,,,,51.308 mm,,,,,,,,
"Boult Trail 2.01"" 3D Curved HD Display, Working Crown, ...","₹1,399",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/i/7/k/-original-imahyxqdcgnesyyd.jpeg?q=70,https://www.flipkart.com/boult-trail-2-01-3d-curved-hd-display-working-crown-190-watch-faces-health-track-smartwatch/p/itmc277c13bc2117?pid=SMWHYJMV4E826X6W&lid=LSTSMWHYJMV4E826X6WTAK24Y&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_2_53&otracker=search&fm=organic&iid=8b169ee8-a4ee-4f05-9aa2-c6211ce6f16a.SMWHYJMV4E826X6W.SEARCH&ppt=None&ppn=None&ssid=mlkyiu5w4g0000001738113761871&qH=87968ec020b2016b,1/29/2025 2:22,"Smartwatch, Charging Cable, Warranty Card, User Manual",Trail,"Trail 2.01"" 3D Curved HD Display, Working Crown, 190+ Watch Faces, Health Track",Square,Black,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,,Men & Women,Android & iOS,Raven Black,,"Real Heart Rate, SPO2, Pedometer",Smartphone,Lithium Polymer,150 min,Upto 7 Days,Yes,Magnetic Charging Cable,,,,,,Yes,Yes,No,No,No,v5.3,No,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial, Dedicated Speaker and Mic, AI Voice Assistant",,,240 x 296 Pixel,51.054 mm,IPS HD,No,Yes,Yes,Yes,120+ Workout Modes,Date and Time,No,No,Yes,1,"Bluetooth Calling, 2.01inch? with 240 x 296 Display Resolution, Working Crown, Complete Health Monitoring, Female Cycle Tracker, 190+ Cloud Watch Faces with Custom Watch Face, 120+ Workout Modes, Sleep Tracking, Intelligent AI Voice Assistance, Weather Details, Find My Phone, Remote Camera Option, Other Functions : Alarm Clock, Stopwatch, Timer, DND, Flashlight & More",Yes,Yes,Yes,38.1 mm,48.1 mm,12.9 mm,49.5 g,1 Year,"Social Media, Messages, Incoming Calls, Emails, Water Drink Reminder, Sedentary Reminder, Alarm Clock, Low Battery Reminder",Vibrate,"World Clock, Remote Camera, 190+ Watch Faces with Custom Watch Faces, 2.01 inch Display?, 120+ Sports Modes, Health Monitor- 24x7 Heart Rate Monitor, SpO2 Blood Oxygen Saturation Monitor, Female Menstrual Cycle Tracking, Blood Pressure Monitor, Drink Water Reminders, Sedentary Reminders, Sleep Monitoring, Calories Count",,Yes,"3D Curved Glass, IPS Screen",No,No,English (Default),,Raise to Wake,,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",,,,,,,,,,,,,,,,,,
"boAt Lunar Vista w/ 3.8 cm(1.52"") HD & Always On Displa...","₹1,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/y/p/x/-original-imah4rgecdbyhptn.jpeg?q=70,https://www.flipkart.com/boat-lunar-vista-w-3-8-cm-1-52-hd-always-display-bt-calling-functional-crown-smartwatch/p/itmeb8245d23caf1?pid=SMWH4DGGD4QRQ6GC&lid=LSTSMWH4DGGD4QRQ6GC4I35MX&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_2_57&otracker=search&fm=organic&iid=en_pRnXuEsL7NmJTIVWpdAevzTuWh-Ci5vtTUDqkc96Kdt9ZK7E1HwCWVskKn2RiY9asQXbna1v2I-VlT5Zj0Um8PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=mlkyiu5w4g0000001738113761871&qH=87968ec020b2016b,1/29/2025 2:22,"Smartwatch, Charging Cable, User Manual",Lunar Vista,"Lunar Vista w/ 3.8 cm(1.52"") HD & Always On Display,BT Calling, Functional Crown",Round,Black,Silicone,Free Size,Yes,Yes,,Fitness & Outdoor,,Men & Women,Android & iOS,Active Black,,"HR, SpO2 & G-sensor",,,,Upto 7 days,,,,,,,,Yes,Yes,,,,,,,,,,360 x 360 Pixels,38.6 mm,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,1 year warranty from the date of purchase,Reach out to us at info@imaginemarketingindia.com,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,
"Boult Drift BT Calling 1.69"" HD Display, 140+ Watchface...","₹1,399",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/d/v/o/-original-imagysbhces2vkrk.jpeg?q=70,https://www.flipkart.com/boult-drift-bt-calling-1-69-hd-display-140-watchfaces-complete-health-monitoring-smartwatch/p/itmc86093ba5f54b?pid=SMWGMH4RUBYE7SHF&lid=LSTSMWGMH4RUBYE7SHFJEOYVO&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_2_61&otracker=search&fm=organic&iid=en_pRnXuEsL7NmJTIVWpdAevzTuWh-Ci5vtTUDqkc96Kdu7_MI6uJKv4-YSgyCWqwAq3P_zsPZdlOZp4v6Fn2eIo4E8waCTrWcncKeK_ydPfoM%3D&ppt=None&ppn=None&ssid=mlkyiu5w4g0000001738113761871&qH=87968ec020b2016b,1/29/2025 2:22,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift,"Drift BT Calling 1.69"" HD Display, 140+ Watchfaces, Complete Health Monitoring",Rectangle,Black,Silicone,Free Size,Yes,Yes,1.5 m,Fitness & Outdoor,ABS,Men & Women,Android & iOS,Sand Black,,"Real Heart Rate, Real SPO2, Pedometer",Smartphone,Lithium Polymer,60 min,Upto 7 Days,Yes,Magnetic Charging Cable,,,,,,Yes,Yes,No,No,No,v5.0,,10 m,"Pick Up Incoming Calls, Reject Incoming Calls, Dial",,,240 x 280 Pixels,1.69 Inch,TFT,No,Yes,Yes,Yes,60 Workout Modes,Date and Time,No,No,Yes,1,"Female Cycle Tracker, Multiple Workout Modes, Sleep Tracking, Weather Details, Find Phone",1 Speaker,Yes,Yes,35.78 mm,44.17 mm,11.6 mm,45 g,1 Year,"Social Media, Messages, Incoming Calls, Emails",Vibrate,"Fun Mini Games, Remote Camera, Custom Watch Face Option, 150+ watch faces, 500 nits high brightness display, Multiple Sports Modes",,Yes,High Brightness,No,No,English,,,,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,"Physical Damage, Loss of Smartwatch or Any Accessories",,288 Hr,,,,,,,,,,,,,,,,
"Melbon T800 Trending Bluetooth caliing,Game,Fitness, He...",₹630,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/a/c/r/49-t800-ultra-notifications-watch-20-android-ios-melbon-yes-original-imah7kvvzdffjvqs.jpeg?q=70,https://www.flipkart.com/melbon-t800-trending-bluetooth-caliing-game-fitness-health-ai-nfc-touch-screen-1-99-smartwatch/p/itm3e9bcfb3cc875?pid=SMWH3BHZSMKYHFCQ&lid=LSTSMWH3BHZSMKYHFCQ8BAYJE&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_2_65&otracker=search&fm=organic&iid=8b169ee8-a4ee-4f05-9aa2-c6211ce6f16a.SMWH3BHZSMKYHFCQ.SEARCH&ppt=None&ppn=None&ssid=mlkyiu5w4g0000001738113761871&qH=87968ec020b2016b,1/29/2025 2:22,"Smart watch , user manual, wireless charging cable",T800 Ultra notifications watch 20,"T800 Trending Bluetooth caliing,Game,Fitness, Health, Ai, NFC Touch screen 1.99""",Rectangle,Orange,Silicone,1.99,Yes,Yes,0.5 m,"Fitness & Outdoor, Health & Medical, Notifier",IPS HD,Men & Women,Android & iOS,Orange,Clip-on,"Health and fitness, Heart Rate Monitor, ?Sleep Monitor, Email, Blood Pressure Monitor, Alarm Clock, Notifications",All smart phone and iOS,Lithium Polymer,120 min,3 Days,Yes,wireless,Android and ios,,,,,Yes,Yes,No,No,Yes,5,No,10 m,"Take call, make calls, mute calls, reject calls, SOS calls, Speed dial calls",,App and Bluetooth,420*420 pixel,49 mm,IPS HD,Yes,Yes,Yes,Yes,"running, walking, heart tracking, blood monitor, sport, sleep monitor, meditations,",Yes,No,No,Yes,3,"chronograph, THERMOMETER, Lighting, Calendar, Alarm Clock, Week, MONTH, WORLD TIME, Remote Control, Countdown, Sleep Tracker, Speed Measurement, Fitness Tracker, Small Second, Calculators, Passometer, Call Reminder, Answer Call, Push Message, Message Reminder, Dial Call, Heart Rate Tracker, Interactive Music, Big Three Needles, 24 hour instruction, Permanent Calendar, Blood oxygen monitor,",yes,Yes,Yes,,,,,0 Months,"Call, SMS, Health and fitness, SOS, Alert, App notifications",Vibrate and ringing,"THERMOMETER, Calendar, Alarm Clock, WORLD TIME, Sleep Tracker, Fitness Tracker, Calculators, Passometer, Call Reminder, Answer Call, Mood Tracker, Message Reminder, Dial Call, Altitude Meter, Heart Rate Tracker, MP3 Playback, Touch Screen, Auto Focus, Qwerty Keyboard, APP Control",,Yes,Sunlight proof,No,No,English,,Yes,Streaming musicVoice assistanceMake call and received callNotifications,NA,NA,NA,NA,4 hr,72 hr,Silver,10 m,,Yes,,,0 Months,,,,,,,,,
Noise Loop 1.85'' Display with Advanced Bluetooth Calli...,"₹1,399",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/p/f/k/-original-imagkjtjgdzhgdz5.jpeg?q=70,https://www.flipkart.com/noise-loop-1-85-display-advanced-bluetooth-calling-550-nits-brightness-smartwatch/p/itme297b19fba0d5?pid=SMWGG6GFKUF9G2UC&lid=LSTSMWGG6GFKUF9G2UCG7YPH4&marketplace=FLIPKART&q=smart+watches&store=ajy%2Fbuh&srno=s_2_69&otracker=search&fm=organic&iid=8b169ee8-a4ee-4f05-9aa2-c6211ce6f16a.SMWGG6GFKUF9G2UC.SEARCH&ppt=None&ppn=None&ssid=mlkyiu5w4g0000001738113761871&qH=87968ec020b2016b,1/29/2025 2:22,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfitloop-std-blu_blu,"Loop 1.85'' Display with Advanced Bluetooth Calling, 550 Nits Brightness",Square,Blue,Silicone,Regular,Yes,Yes,1.5 m,Fitness & Outdoor,Polycarbonate,Men & Women,Android & iOS,Blue,Buckle,"Accelerometer , Heart Rate",,,,7 Days,Yes,Magnetic Charger,,,,,,Yes,Yes,,,Yes,,Yes,10 m,"Mute Calls, Reject Calls, Take Calls, Speed Dial",,,240 x 284 pixel,46.99 mm,TFT,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,,,,,,1 Year,"Smart Notifications (Text, Email, Social Media App Alerts, Weather), Alarm Clock, Calendar Alerts",Vibration,"• 1.85” TFT display: Experience bold and vibrant visuals on this big screen smartwatch.
• 2.5D Curved glass: Stand out in the crowd with its premium curved glass design. 
• Noise Buzz: Manage calls directly from your wrist. Access your call logs, make calls from the dial pad and save up to 10 favourite contacts. 
• Noise Health SuiteTM: Take better care of your daily health with a series of health monitoring tools – Blood oxygen monitor, Sleep monitor, 24x7 heart rate monitor, Stress measurement & Female cycle tracker.
• NoiseFit app: Make the most out of your smartwatch by pairing it with the NoiseFit app. 
• 130+ sports modes: Indulge in the routine of your preference with several sports modes to choose from. 
• Up to 7-day battery: Go through a full week without charging with up to 7 days of battery life. 
• 200+ cloud based & customised watch faces: Make your selection from a series of fun and trendy watch faces. 
• Productivity Suite: Increase your daily productivity with a number of features - call, SMS & app notifications, stocks, reminder, calculator, weather, quick reply, smart DND, world clock, alarm, stopwatch & timer.
• IP68 water resistance: Stay protected from splashes, dust and moisture at all times.",,,,,,,,,,1 Year Manufacturer Warranty,Contact - productfeedback@nexxbase.com | support.gonoise.com | +91 8882132132,Manufacturing Defects,Physical Damage,,,Blue,,,,,,,,,,,,,,,
