title,price,rating,reviews,image_url,product_url,collection_date,Model Name,Series,Color,Display,Backlight,Panel Type,Resolution,3D,Screen Resolution Type,Processor,Sales Package,Screen Form Factor,HD Standard,Display Screen Coating,Number of Colors,Maximum Refresh Rate,Maximum 3D Refresh Rate,Aspect Ratio,Contrast Ratio,Horizontal Viewing Angle,Vertical Viewing Angle,Response Time,Brightness,Pixel Pitch,Color Gamut,Horizontal Scanning Frequencies,Other Display Features,Touchscreen Support,Touch Response Time,Touch Accuracy,Touch Capabilities,Other Touchscreen Features,Speakers,Headphone Jack,Microphone Jack,Inbuilt Speaker,Number of Speakers,Other Audio Features,Power Output Per Speaker,Power Requirement,Power Consumption,HDMI,DVI,VGA,Display Port,USB,Audio Out,Audio In,Operating Temperature,Non Operating Temperature,Storage Temperature,Operating Humidity Range,Other Operating Requirements,Stand,Stand Tilt,Stand Swivel,Wall Mounting,Wall Mount Standard,Security Lock Slot,Other Mounting Features,Inbuilt Webcam,Controls,OSD Languages Supported,Plug and Play,HDCP Support,System Requirements,Other Features,Width With Stand,Height With Stand,Depth With Stand,Weight With Stand,Width Without Stand,Height Without Stand,Depth Without Stand,Weight Without Stand,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Other Power Features,Other Connectivity Features,Audio Jacks,Part Number
Frontech - 48.26 cm (19 inch) HD LED Backlit VA Panel Monitor (MON-0071),"₹2,812",3.8,"5,144 Ratings & 433 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/p/8/w/mon-0071-hd-19-2023-mon-0071-frontech-original-imah8ny7xamhzun9.jpeg?q=70,https://www.flipkart.com/frontech-48-26-cm-19-inch-hd-led-backlit-va-panel-monitor-mon-0071/p/itm2845a72870749?pid=MONGS24CHXGMQNU8&lid=LSTMONGS24CHXGMQNU8RLMTRS&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&spotlightTagId=FkPickId_6bo%2Fg0i%2F9no&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=67898c67-9ee5-4314-94f7-46527465bb0d.MONGS24CHXGMQNU8.SEARCH&ppt=None&ppn=None&ssid=87dtgjcahs0000001738110761582&qH=08b5411f848a2581,1/29/2025 1:32,MON-0071,-,Black,48.26 cm (19 inch) LED Display,LED Backlit Backlight,VA Panel,1440 x 900 pixels,No,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,HD,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",0 Hz,16:10,"5000000:1, 5000000:1 (Dynamic)","130° (2D), 0° (3D)","90° (2D), 0° (3D)",5 ms,"250 nits (2D), 0 nits (3D)",0.2835 mm,sRGB,"80 kHz (Analog), 80 kHz (Digital)","Slim Design, Support Wall Mount","No, Supported by - with -",0 ms,-,-,-,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180-255V,"21 W (Operational), 0 W (Standby)","Yes, 1 x 1.4 Port",,"Yes, 15 Pin",Yes,0 x 0 Port,No,No,0 - 0° C,- - 50° C,0 - 60° C,0 - 0 %,-,Yes,3-12 Degree,-,215 x 205 x 165 mm,-,-,-,No,"Auto, Menu, Up, Down, Power",,Yes,No,"Windows10, Windows 7, Windows 8, Windows 8.1",-,154 mm,370 mm,438 mm,3 kg,154 mm,367 mm,438 mm,2.97 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,-,-,,
MarQ by Flipkart 60.96 cm (24 inch) Full HD LED Backlit VA Panel Monitor (24FHDMMQTT9B),"₹5,899",4.3,505 Ratings & 96 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/s/u/n/-original-imah4vd2vzpgg3ny.jpeg?q=70,https://www.flipkart.com/marq-flipkart-60-96-cm-24-inch-full-hd-led-backlit-va-panel-monitor-24fhdmmqtt9b/p/itmc9432dbc45a3a?pid=MONGYS8DTADDAXFW&lid=LSTMONGYS8DTADDAXFWA8GEJQ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=67898c67-9ee5-4314-94f7-46527465bb0d.MONGYS8DTADDAXFW.SEARCH&ppt=None&ppn=None&ssid=87dtgjcahs0000001738110761582&qH=08b5411f848a2581,1/29/2025 1:32,24FHDMMQTT9B,,Black,60.96 cm (24 inch) LCD Display,LED Backlit Backlight,VA Panel,1920 x 1080 pixels,,Full HD,,"Monitor, Stand, Base, HDMI Cable, Power Adapter, User Manual",Flat,,,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",,16:09,,178° (2D),,5 ms,250 nits (2D),,,,"Anti-glare, Anti-flicker",No,,,,,No,No,No,No,,,,,,"Yes, 1 x HDMI 1.4 Port",No,"Yes, D-sub 15 pin",No,,No,No,,,,,,,,,,VESA,,,No,,,,,,,,,,,,,,,1 Year Warranty,Manufacturing Defects,Physical Damages,,,,,
"ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel 80 cm, Wall Mountable, Slim Gaming Monitor (ZEB-A...","₹15,999",4.2,890 Ratings & 82 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/x/d/t/zeb-ac32fhd-led-full-hd-32-2022-zeb-ac32fhd-zebronics-original-imagydzr5hfmbk28.jpeg?q=70,https://www.flipkart.com/zebronics-81-28-cm-32-inch-curved-full-hd-va-panel-80-cm-wall-mountable-slim-gaming-monitor-zeb-ac32fhd-led/p/itm502967395ff52?pid=MONGD4AZBPZ24JGH&lid=LSTMONGD4AZBPZ24JGHESEKQA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=en_4MgQesgkGgn4C7Nv8gzF0dWDVsJBJrJo4TS_hQEerryBSjTD00bPjEGMhRTcytbMVxe_rpRTcxlubhI4nUJV504IsYyWu-Pj9cxFjFAoaLk%3D&ppt=None&ppn=None&ssid=87dtgjcahs0000001738110761582&qH=08b5411f848a2581,1/29/2025 1:32,ZEB-AC32FHD LED,,Black,81.28 cm (32 inch) LED Display,,VA Panel,1920x1080 pixels,,Full HD,,Monitor-1 unit,Curved,,,16.7 m Colors,"165 Hz (Analog), 165 Hz (Digital)",,16:09,500000:1 (Dynamic),178° (2D),178° (2D),12 ms,300 nits (2D),0.3637 mm,,,,,,,,,Yes,Yes,,Yes,,,,,50 W (Standby),Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,715 mm,515 mm,8 mm,5 kg,,,,,Three year carry into service center,Manufacturing defect,Any physical damage or accessories,3 Year,,,,
Lenovo 60.45 cm (23.8 inch) Full HD VA Panel 3-Side Near Edgeless with TUV Eye Care Monitor (D24-20/D2...,"₹6,599",4.3,"4,603 Ratings & 506 Reviews",https://rukminim2.flixcart.com/image/312/312/ko8xtow0/monitor/t/a/y/d24-20-66aekac1in-lenovo-original-imag2qwzazcdmqtb.jpeg?q=70,https://www.flipkart.com/lenovo-60-45-cm-23-8-inch-full-hd-va-panel-3-side-near-edgeless-tuv-eye-care-monitor-d24-20-d24-40/p/itm7a2d267d21c3f?pid=MONFV5HRNF4QFVG4&lid=LSTMONFV5HRNF4QFVG4ATFEMN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_4MgQesgkGgn4C7Nv8gzF0dWDVsJBJrJo4TS_hQEerrzmere71_VDi_FQjbQh5TEBjvTy9colWy5KCFTXv0dikoQEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=87dtgjcahs0000001738110761582&qH=08b5411f848a2581,1/29/2025 1:32,D24-20/D24-40,,Black,60.45 cm (23.8 inch) LED Display,,VA Panel,,No,Full HD,,"1 Monitor, Power Cable, HDMI Cable,Quick Setup Guide",Flat,,,,"75 Hz (Analog), 75 Hz (Digital)",,,,,,4 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Manufacturer Warranty,Manufacturing Defects,Physical Damage,3 Year,,,,
Frontech - 48.26 cm (19 inch) HD LED Backlit VA Panel Monitor (MON-0001),"₹2,750",3.7,"6,022 Ratings & 607 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/q/v/mon-0001-hd-19-2023-mon-0001-frontech-original-imah8pbufq6vgc5m.jpeg?q=70,https://www.flipkart.com/frontech-48-26-cm-19-inch-hd-led-backlit-va-panel-monitor-mon-0001/p/itm3371e2754e15b?pid=MONGS24CMA2KJYQX&lid=LSTMONGS24CMA2KJYQXZVHUUM&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=67898c67-9ee5-4314-94f7-46527465bb0d.MONGS24CMA2KJYQX.SEARCH&ppt=None&ppn=None&ssid=87dtgjcahs0000001738110761582&qH=08b5411f848a2581,1/29/2025 1:32,MON-0001,-,Black,48.26 cm (19 inch) LED Display,LED Backlit Backlight,VA Panel,1440 x 900 pixels,,HD,-,"1 Monitor, 1 Stand, 1 Unit Power Cable, 1 Unit HDMI Cable, Quick Setup Guide, Warranty Card",Flat,HD,-,16.7 m Colors,"75 Hz (Analog), 75 Hz (Digital)",0 Hz,16:09,"5000000:1, 5000000:1 (Dynamic)","150° (2D), 0° (3D)","130° (2D), 0° (3D)",3 ms,"250 nits (2D), 0 nits (3D)",0.2835 mm,sRGB,"75 kHz (Analog), 75 kHz (Digital)","Slim Design, Support Wall Mountable","No, Supported by 0 with 0",0 ms,0,0,-,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180 - 255V,"21 W (Operational), 0 W (Standby)","Yes, 1 x 1.4 Port",,"Yes, 15 Pin",Yes,0,No,No,0 - 50° C,0 - 0° C,20 - 60° C,20 - 60 %,-,Yes,0,0,215 x 205 x 165 mm,-,-,-,No,"Auto, Menu, Up, Down, Power",0 Languages,Yes,No,"Windows 10, Windows 8, Windows 10",NA,358 mm,220 mm,438 mm,2.23 kg,358 mm,200 mm,438 mm,2.23 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,-,NA,,
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),"₹2,469",3.8,"5,144 Ratings & 433 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/y/p/mon-0065-hd-17-2023-mon-0065-frontech-original-imah8nybhchfkhmy.jpeg?q=70,https://www.flipkart.com/frontech-43-18-cm-17-inch-hd-led-backlit-va-panel-monitor-mon-0065/p/itmbc6d42fed6553?pid=MONGS24EAHXVJZMQ&lid=LSTMONGS24EAHXVJZMQACRRSN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=en_4MgQesgkGgn4C7Nv8gzF0dWDVsJBJrJo4TS_hQEerryuBEM1yayN9wJ_R636awb8qFFGs0XgJPgzEHjSvluSxA%3D%3D&ppt=None&ppn=None&ssid=87dtgjcahs0000001738110761582&qH=08b5411f848a2581,1/29/2025 1:32,MON-0065,-,Black,43.18 cm (17 inch) LED Display,LED Backlit Backlight,VA Panel,1280x1024 pixels,,HD,-,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual",Flat,1080p,-,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",,5:04,"1000000:1, 1000000:1 (Dynamic)",130° (2D),90° (2D),5 ms,250 nits (2D),0.264 mm,sRGB,"60 kHz (Analog), 60 kHz (Digital)","Slim Design, Support Wall Mount","No, Supported by - with -",,-,-,-,"No, 0 Speaker  with 0 W Power Output Per Speaker",No,No,No,0,NA,0,AC 180 - 255V,18 W (Operational),"Yes, 1 x 1.4 Port",,"Yes, 15 Pin",Yes,0 x 0 Port,No,No,-,-,-,,-,Yes,3-12 Degree,-,215 x 205 x 165 mm,Yes,-,-,No,"Auto, Menu, Up, Down, Power",,Yes,No,"Windows 10, Windows 8, Windows 7",-,370 mm,375 mm,370 mm,2.8 kg,200 mm,370 mm,370 mm,2.7 kg,1 Year Warranty,Manufacturing Defects,Physical Damages will not Cover Under Warranty,1 Year,-,-,,
"Acer 54.61 cm (21.5 inch) Full HD LED Backlit VA Panel with ZeroFrame Design, Ergonomic Stand, Acer Vi...","₹5,695",4.4,"5,008 Ratings & 538 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/z/l/6/-original-imagze3c9aggznc9.jpeg?q=70,https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-led-backlit-va-panel-zeroframe-design-ergonomic-stand-vision-care-flicker-free-monitor-ek220q/p/itme973196ea99d8?pid=MONG4GBU5GN9RNNK&lid=LSTMONG4GBU5GN9RNNK0YQLLF&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=67898c67-9ee5-4314-94f7-46527465bb0d.MONG4GBU5GN9RNNK.SEARCH&ppt=None&ppn=None&ssid=87dtgjcahs0000001738110761582&qH=08b5411f848a2581,1/29/2025 1:32,EK220Q,,Black,54.61 cm (21.5 inch) LED Display,LED Backlit Backlight,VA Panel,1920 x 1080 pixels,,Full HD,,"LCD MONITOR 1N, USER MANUAL 1N, POWER CABLE N/A",Flat,1080p,,16.7 M Colors,"100 Hz (Analog), 100 Hz (Digital)",,16:09,"3000:1, 100000000:1 (Dynamic)",178° (2D),178° (2D),1 ms,250 nits (2D),0.248 mm,72% NTSC,,"Flicker Free, Comfyview, Low Blue Light Technology, AMD Free Sync Technology",No,,,,,No,No,No,No,,,,,,"Yes, 1 x 1.4 Port",No,Yes,No,,No,,,,,,,,20-May,,,,,,,,,,,,,503 mm,379 mm,181 mm,2.4 kg,,,,,3 Years Warranty Provided by the Manufacturer from Date of Purchase,Manufacturing Defects,Physical Damages,3 Year,,,,
"LG 62.23 cm (24.5 inch) Full HD IPS Panel with Dynamic Action Sync, Black Stabilizer, OnScreen Control...","₹7,899",3.5,39 Ratings & 2 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/o/s/r/-original-imah5qbvmgfvkjmy.jpeg?q=70,https://www.flipkart.com/lg-62-23-cm-24-5-inch-full-hd-ips-panel-dynamic-action-sync-black-stabilizer-onscreen-control-ergonomic-design-monitor-25ms500-b-atr/p/itmcb800184124ef?pid=MONH4GVEJG9QTTZZ&lid=LSTMONH4GVEJG9QTTZZ4DKGRX&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=67898c67-9ee5-4314-94f7-46527465bb0d.MONH4GVEJG9QTTZZ.SEARCH&ppt=None&ppn=None&ssid=87dtgjcahs0000001738110761582&qH=08b5411f848a2581,1/29/2025 1:32,25MS500-B.ATR,,Black,62.23 cm (24.5 inch) LED Display,Non LED Backlit Backlight,IPS Panel,,,Full HD,,"1 Monitor, Stand Body, Stand Base, Screws, Adapter, Power Cord, HDMI Cable, User Manual",Flat,,,,"100 Hz (Analog), 100 Hz (Digital)",,,,,,5 ms,250 nits (2D),,,,,,,,,,No,,,No,,,,,,,No,No,No,,No,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,
"DELL S Series 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Years warranty, 99% sRGB, Low Blue Light t...","₹9,799",4.5,"4,090 Ratings & 530 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/n/r/g/-original-imagyr8vrpzzgrac.jpeg?q=70,https://www.flipkart.com/dell-s-series-60-45-cm-23-8-inch-full-hd-ips-panel-3-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-ultra-thin-bezel-monitor-s2421hnm-s2421hn/p/itm60f8947b5f259?pid=MONGYDFQTN8ZTEHG&lid=LSTMONGYDFQTN8ZTEHGUGWX0A&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=en_4MgQesgkGgn4C7Nv8gzF0dWDVsJBJrJo4TS_hQEerrxzL06IXGeWlEnIQ99z6kVNzirDQLzv3W96ZpZAnUt6jZ2-SIbIDZ6lLvgRS75Tj4w%3D&ppt=None&ppn=None&ssid=87dtgjcahs0000001738110761582&qH=08b5411f848a2581,1/29/2025 1:32,S2421HNM / S2421HN,S Series,Grey,60.45 cm (23.8 inch) LED Display,,IPS Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, HDMI Cable",Flat,1080p,Anti Glare,,"75 Hz (Analog), 75 Hz (Digital)",,16:09,,178° (2D),178° (2D),4 ms,,0.3114 mm,,,,No,,,,,No,Yes,,No,,,,,,"Yes, 2 x HDMI 1.4 Port",,,,,,,,,,,,,,,,,Yes,,No,,,No,No,,"LED Edgelight System, 72% NTSC (CIE 1931) Colour Gamut, BFR/PVC-free, Mercury Free, Arsenic-free Glass, Dell Easy Arrange, Dell Comfort View, Low Blue Light Technology, 3-sided Bezel Less",,,,5 kg,,,,6 kg,3 Years Warranty,Manufacturing Defects,Physical Damage,3 Year,,Audio Line-out,,
"ZEBRONICS 68.58 cm (27 inch) Full HD IPS Panel with 300 Nits Brightness, HDR10, 99% sRGB 1 x DP, 1 x H...","₹11,799",4.2,154 Ratings & 29 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/9/6/l/zeb-igm-102-zeb-n27a-full-hd-27-2024-zeb-igm-102-zeb-n27a-original-imah4awzey4fz6ey.jpeg?q=70,https://www.flipkart.com/zebronics-68-58-cm-27-inch-full-hd-ips-panel-300-nits-brightness-hdr10-99-srgb-1-x-dp-hdmi-3-5mm-built-in-speakers-anti-glare-display-gaming-monitor-zeb-igm-102-zeb-n27a/p/itmc0b0a3e21eaf1?pid=MONH3NVHAD6T4FG7&lid=LSTMONH3NVHAD6T4FG7HJYBWE&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=en_4MgQesgkGgn4C7Nv8gzF0dWDVsJBJrJo4TS_hQEerrwz5I35PCOmZLIQzOqXinpo8UjjnD18wx5Fmlt_F1Q23khz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=87dtgjcahs0000001738110761582&qH=08b5411f848a2581,1/29/2025 1:32,"ZEB-IGM 102,ZEB-N27A",,Black,68.58 cm (27 inch) LED Display,,IPS Panel,1920x1080 pixels,No,Full HD,,"Monitor - 1U, Base - 1U, Stem - 1U, HDMI Cable - 1U, User Manual - 1U, Power Adapter - 1U",Flat,1080p,,16.7 m Colors,"180 Hz (Analog), 180 Hz (Digital)",180 Hz,16:09,"1000000:1, 1000000:1 (Dynamic)","178° (2D), 178° (3D)","178° (2D), 178° (3D)",1 ms,"300 nits (2D), 300 nits (3D)",0.3114 mm,,,,,1 ms,,,,"Yes, with 48 W Power Output Per Speaker",Yes,,Yes,,,48,,"48 W (Operational), 48 W (Standby)",Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,616 mm,442 mm,160 mm,3.8 kg,616 mm,365 mm,12 mm,3.14 kg,3 Year Carry into service center,Any manufacturing defect,Any Physical damage or accessories,,,,,
"SAMSUNG 68.58 cm (27 inch) Full HD IPS Panel Flicker-Free, HDMI, Display Port, Bezel-less Design Flat ...","₹9,699",4.4,"1,502 Ratings & 166 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/r/m/y/-original-imah8pwhqqngwh8v.jpeg?q=70,https://www.flipkart.com/samsung-68-58-cm-27-inch-full-hd-ips-panel-flicker-free-hdmi-display-port-bezel-less-design-flat-monitor-ls27c330gawxxl/p/itm242e33dfe21e9?pid=MONGYYQGEEKHQZFB&lid=LSTMONGYYQGEEKHQZFBGG8SBB&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=67898c67-9ee5-4314-94f7-46527465bb0d.MONGYYQGEEKHQZFB.SEARCH&ppt=None&ppn=None&ssid=87dtgjcahs0000001738110761582&qH=08b5411f848a2581,1/29/2025 1:32,LS27C330GAWXXL,,Black,68.58 cm (27 inch) LED Display,,IPS Panel,,,Full HD,,"1 Monitor, Accessory included, Power Cable (1.5M), HDMI Cable, User Manual",Flat,,,16.7 m Colors,"100 Hz (Analog), 100 Hz (Digital)",,16:09,,178° (2D),178° (2D),4 ms,250 nits (2D),,72%,,,,,,,,,,,,,,,AC 100 - 240 V,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Windows 10,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,
Elista 54.61 cm (21.5 inch) Full HD LED Backlit IPS Panel Monitor (ELS-V2210 HD LED Bezel less),"₹5,199",4.2,108 Ratings & 22 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/m/r/els-v2210-hd-led-bezel-less-full-hd-21-5-2023-els-v2210-hd-led-original-imah4fgzhkhv3x2e.jpeg?q=70,https://www.flipkart.com/elista-54-61-cm-21-5-inch-full-hd-led-backlit-ips-panel-monitor-els-v2210-bezel-less/p/itm6202c978219d6?pid=MONGSJWYP2QHCFYD&lid=LSTMONGSJWYP2QHCFYDU3JPSN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=67898c67-9ee5-4314-94f7-46527465bb0d.MONGSJWYP2QHCFYD.SEARCH&ppt=None&ppn=None&ssid=87dtgjcahs0000001738110761582&qH=08b5411f848a2581,1/29/2025 1:32,ELS-V2210 HD LED Bezel less,,Black,54.61 cm (21.5 inch) LED Display,LED Backlit Backlight,IPS Panel,1920 x 1080 pixels,,Full HD,,"Monitor-01 No, Base- 01 No, HDMI Cable- 01 No, Power Cord-01 No, User Manual",Flat,1920 x 1080,,16.7 m Colors,"60 Hz (Analog), 60 Hz (Digital)",,16:09,500000:1 (Dynamic),178° (2D),178° (2D),4 ms,250 nits (2D),0.248 mm,,,,,,,,,No,No,No,No,,,,,"22 W (Operational), 0.5 W (Standby)","Yes, 1",,Yes,,,,,,,,,,,,,,,,Can be Wall mounted (Mounting Kit not provided as standard packaging),,,,Yes,,,"Frameless | IPS Display, | HD Resolution 1920 x 1080, | No Splash, | Flicker Free",540 mm,520 mm,30 mm,,540 mm,340 mm,30 mm,,1 Year Carry in to brand service center.,Products are warranted against defects in materials and craftsmanship for a period of one year from the date of original retail purchase,"The warranty does not include damage resulting from accidents, improper use, maintenance, repair, or from other causes that are not defects in materials or craftsmanship, Burnt or defects arising due to use of CFL",1 Year,,,,
"DELL S Series 68.58 cm (27 inch) Full HD IPS Panel with 5-Years warranty, 99% sRGB, Low Blue Light tec...","₹11,999",4.4,"4,941 Ratings & 536 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/v/t/u/-original-imagysfvjzxaegke.jpeg?q=70,https://www.flipkart.com/dell-s-series-68-58-cm-27-inch-full-hd-ips-panel-5-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-3-sided-bezel-less-monitor-s2721hnm-s2721hn/p/itme14d367b6a471?pid=MONGYDFQE2JJHNF3&lid=LSTMONGYDFQE2JJHNF3HYP52D&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=en_4MgQesgkGgn4C7Nv8gzF0dWDVsJBJrJo4TS_hQEerrwO9SiBNYHfdTonNW6BdghOFO1pmmkdOmxogDe-GNtFBQAlvNo-tguW1XjLLiPm_o8%3D&ppt=None&ppn=None&ssid=87dtgjcahs0000001738110761582&qH=08b5411f848a2581,1/29/2025 1:32,S2721HNM / S2721HN,S Series,Grey,68.58 cm (27 inch) LED Display,,IPS Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, HDMI Cable",Flat,1080p,Anti Glare,,"75 Hz (Analog), 75 Hz (Digital)",,,,178° (2D),178° (2D),4 ms,300 nits (2D),0.3114 mm,,,,No,,,,,No,Yes,,No,,,,,,"Yes, 2 x HDMI 1.4 Port",,,,,,,,,,,,,-5 - 21 Degrees,,100 x 100 mm,VESA,Yes,,No,,,No,Yes,,"LED Edgelight System, 72% NTSC (CIE 1931) Colour Gamut, BFR/PVC-free, Mercury Free, Arsenic-free Glass, Dell Easy Arrange, Dell Comfort View, Low Blue Light Technology, 3-sided Bezel Less",,,,6.5 kg,,,,7.6 kg,5 Years Warranty,Manufacturing Defects,Physical Damage,5 Year,,Audio Line-out,,
"DELL 60.96 cm (24 inch) Full HD LED Backlit IPS Panel 99% sRGB, 250 nits brightness , 3H Hardness, Gra...","₹14,499",4.1,104 Ratings & 12 Reviews,https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/p/j/7/p2425h-full-hd-24-2024-k21w5-dell-original-imah34r7b635z7cf.jpeg?q=70,https://www.flipkart.com/dell-60-96-cm-24-inch-full-hd-led-backlit-ips-panel-99-srgb-250-nits-brightness-3h-hardness-gray-to-gray-fast-mode-1x-hdmi-1-4-1x-dp-1-2-vga-5x-usb-3-2-gen1-ports-tilt-swivel-pivot-height-adjustment-monitor-p2425h/p/itme067b244349c6?pid=MONH2MW23XTGFZGD&lid=LSTMONH2MW23XTGFZGDUSUUHN&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=en_4MgQesgkGgn4C7Nv8gzF0dWDVsJBJrJo4TS_hQEerrzUP3F6jbbJO_TPIo5N35uQtaK2vvwdcU6DQQwlPcFuQVnKu_QkFD98oDn_xgTUm2M%3D&ppt=None&ppn=None&ssid=87dtgjcahs0000001738110761582&qH=08b5411f848a2581,1/29/2025 1:32,P2425H,,Black,60.96 cm (24 inch) LED Display,LED Backlit Backlight,IPS Panel,,,Full HD,,"1 Monitor, Power Cable, Stand, User Manual",Flat,,,,"100 Hz (Analog), 100 Hz (Digital)",,16:09,,,,5 ms,250 nits (2D),,,,,No,,,,,No,,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Years Warranty,Manufacturing Defects,Physical Damages,3 Year,,,,
MarQ by Flipkart 68.58 cm (27 inch) Full HD IPS Panel Inbuilt Speakers Monitor (27FHDMEQNNXO),"₹7,899",4.3,"3,807 Ratings & 615 Reviews",https://rukminim2.flixcart.com/image/312/312/xif0q/monitor/d/i/m/-original-imagtdphhzehdhyb.jpeg?q=70,https://www.flipkart.com/marq-flipkart-68-58-cm-27-inch-full-hd-ips-panel-inbuilt-speakers-monitor-27fhdmeqnnxo/p/itm2bf4a30641fe6?pid=MONGQTEJJQDWJNNC&lid=LSTMONGQTEJJQDWJNNCAWZO02&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=67898c67-9ee5-4314-94f7-46527465bb0d.MONGQTEJJQDWJNNC.SEARCH&ppt=None&ppn=None&ssid=87dtgjcahs0000001738110761582&qH=08b5411f848a2581,1/29/2025 1:32,27FHDMEQNNXO,,White,68.58 cm (27 inch) LCD Display,,IPS Panel,1920 x 1080 pixels,,Full HD,,"1 Monitor, Stand, Base, HDMI Cable, Power Adapter, User Manual",Flat,,,,"100 Hz (Analog), 100 Hz (Digital)",,,,,,1 ms,300 Nits (2D),,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Year Warranty,Manufacturing Defects,Physical Damages,,,,,
