title,price,rating,reviews,image_url,product_url,collection_date,Sales Package,Brand,Graphics Engine,GPU Clock,Bus Standard,Model ID,Part Number,Memory,VGA/D-SUB Output,DVI and HDMI Interface,HD Content Support,Supported OS,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Service Type,Maximum Resolution,Processors and Cores,GPU Manufacturing Process,Graphics Technologies Supported,Other Interface,Shader,Cooling and Heatsink,Power Supply Required,Software Included,Dimensions,Weight,Additional Features,3D Support,Mini HDMI,Memory Bandwidth,RAMDAC Clock Speed,Other System Requirements
MSI NVIDIA GeForce RTX 4070 Ti SUPER 16G VENTUS 3X OC 1...,"₹93,149",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/j/r/c/geforce-rtx-4070-ti-super-16g-ventus-3x-oc-msi-original-imah78h8vhmhk46f.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4070-ti-super-16g-ventus-3x-oc-16-gb-gddr6-graphics-card/p/itm60e816bebc39e?pid=GRCH77HECGRDGFGX&lid=LSTGRCH77HECGRDGFGX0Z21JR&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_217&otracker=search&fm=organic&iid=49604bd9-94bb-43e2-b2ad-865c4a0a0356.GRCH77HECGRDGFGX.SEARCH&ppt=None&ppn=None&ssid=2c7d0opce80000001738114727141&qH=ae2a487734c75ca2,2025-01-29 02:38:46,1 (GeForce RTX 4070 Ti SUPER 16G VENTUS 3X OC ),MSI,NVIDIA NVIDIA GeForce RTX 4070 TI SUPER,2655 MHz,PCI Express Gen 4,GeForce RTX 4070 Ti SUPER 16G VENTUS 3X OC,16 GB GDDR6,"256-bit, 16 GB GDDR6 Memory",,,,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,,308 x 50 x 120 mm,1661 g,Good Quality Product,,,,,
MSI NVIDIA GeForce RTX 3080 VENTUS 3X PLUS 12G OC LHR 1...,"₹1,17,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kz4gh3k0/graphics-card/a/5/l/geforce-rtx-3080-ventus-3x-plus-12g-oc-lhr-msi-original-imagb7fz7tvfdpju.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-3080-ventus-3x-plus-12g-oc-lhr-12-gb-gddr6x-graphics-card/p/itm63a25c0fd40c7?pid=GRCGB7FCEJTJ7WK9&lid=LSTGRCGB7FCEJTJ7WK9KGFGTN&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_221&otracker=search&fm=organic&iid=49604bd9-94bb-43e2-b2ad-865c4a0a0356.GRCGB7FCEJTJ7WK9.SEARCH&ppt=None&ppn=None&ssid=2c7d0opce80000001738114727141&qH=ae2a487734c75ca2,2025-01-29 02:38:46,Graphic Card and user manual,MSI,NVIDIA NVIDIA GeForce RTX 3080,1740 MHz,PCI Express Gen 4,GeForce RTX 3080 VENTUS 3X PLUS 12G OC LHR,GeForce RTX 3080 VENTUS 3X PLUS 12G OC LHR,"384-bit, 12 GB GDDR6X Memory",,,,,3 Years Limited Warranty,Manufacturing defects,Physical damage not covered,Please contact MSI Repair Center,,,,,,,,,,,,,,,,,
Xsentuals NVIDIA STC PCIe Riser Adapter VER 008S PCI-E ...,₹449,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/ks3jjbk0/graphics-card/f/y/c/stc-pcie-riser-adapter-ver-008s-pci-e-16x-to-1x-60-cm-usb-3-0-original-imag5qx9kdz6qnvw.jpeg?q=70,https://www.flipkart.com/xsentuals-nvidia-stc-pcie-riser-adapter-ver-008s-pci-e-16x-1x-60-cm-usb-3-0-extension-cable-4-pin-6-pinb-sata-power-ethereum-mining-eth-16-gb-gddr4-graphics-card/p/itm9d6f4a8e3d7ae?pid=GRCG5QX99FYDJT8Y&lid=LSTGRCG5QX99FYDJT8YL4NV3L&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_225&otracker=search&fm=organic&iid=49604bd9-94bb-43e2-b2ad-865c4a0a0356.GRCG5QX99FYDJT8Y.SEARCH&ppt=None&ppn=None&ssid=2c7d0opce80000001738114727141&qH=ae2a487734c75ca2,2025-01-29 02:38:46,1 Riser Card,Xsentuals,NVIDIA 1,120 MHz,3.0,STC PCIe Riser Adapter VER 008S PCI-E 16x to 1x 60 cm USB 3.0 Extension Cable and 4 Pin 6 PinB-SATA Power -Ethereum Mining ETH,VER008S / 008S,"64-bit, 16 GB GDDR4 Memory",,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
mytechvision AMD Radeon RX 580 8 GB GDDR5 Graphics Card,"₹11,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/r/f/u/rx-580-mytechvision-original-imagn3hsd5zayq6q.jpeg?q=70,https://www.flipkart.com/mytechvision-amd-radeon-rx-580-8-gb-gddr5-graphics-card/p/itme9a56adb3c07c?pid=GRCGN3HSXJVU3FSE&lid=LSTGRCGN3HSXJVU3FSEVHZMBY&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_229&otracker=search&fm=organic&iid=49604bd9-94bb-43e2-b2ad-865c4a0a0356.GRCGN3HSXJVU3FSE.SEARCH&ppt=None&ppn=None&ssid=2c7d0opce80000001738114727141&qH=ae2a487734c75ca2,2025-01-29 02:38:46,1 X RX 580 8GB GRAPHICS CARD,mytechvision,AMD Radeon RX 580,1700 MHz,PCIE X16,RX 580,AMD RADEON,"256-bit, 8 GB GDDR5 Memory",,,,,1 YEAR CONTACT,ALL,PHYSICAL DAMAGE,REPLACEMENT,,2048 Shader Processors,,,,,,450 W,,,,,,,,,
LipiWorld NVIDIA Pack Of 2 VER011-PRO Riser Card 10 Cap...,"₹1,129",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/kz4gh3k0/graphics-card/g/b/v/riser-card-v011-pro-pci-e-1x-to-16x-riser-cardv011-pro-pack-1-original-imagb7g8dgkxxdee.jpeg?q=70,https://www.flipkart.com/lipiworld-nvidia-pack-2-ver011-pro-riser-card-10-capacitors-pci-e-1x-16x-16-gb-gddr4-graphics/p/itm07ae8fdc8ce55?pid=GRCGBXUY3VYPVGJA&lid=LSTGRCGBXUY3VYPVGJATDVTPV&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_233&otracker=search&fm=organic&iid=49604bd9-94bb-43e2-b2ad-865c4a0a0356.GRCGBXUY3VYPVGJA.SEARCH&ppt=None&ppn=None&ssid=2c7d0opce80000001738114727141&qH=ae2a487734c75ca2,2025-01-29 02:38:46,2 Piss VER011-PRO Riser Card,LipiWorld,NVIDIA NVIDIA 1,120 MHz,3.0,Pack Of 2 VER011-PRO Riser Card 10 Capacitors PCI-E 1X to 16X,VER011-PRO,"64-bit, 16 GB GDDR4 Memory",,,,,Seller Warranty,1 Month,If damaged will not be repaired/covered under warranty,Seller Warranty,,,,,,,,,,,,,,,,,
Colorful NVIDIA COLORFULGT1030-4G-V 4 GB GDDR4 Graphics...,"₹2,790",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/l29c9e80/graphics-card/s/p/r/colorfulgt1030-4g-v-colorful-original-imagdmusggt9ubng.jpeg?q=70,https://www.flipkart.com/colorful-nvidia-colorfulgt1030-4g-v-4-gb-gddr4-graphics-card/p/itmf118e859f7d86?pid=GRCGDMUSWF2HXA4F&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_6_237&otracker=search&fm=organic&iid=49604bd9-94bb-43e2-b2ad-865c4a0a0356.GRCGDMUSWF2HXA4F.SEARCH&ppt=None&ppn=None&ssid=2c7d0opce80000001738114727141&qH=ae2a487734c75ca2,2025-01-29 02:38:46,CARD,Colorful,NVIDIA GeForce GT 1030,1227 MHz,PCI express,COLORFULGT1030-4G-V,405525,"64-bit, 4 GB GDDR4 Memory",,,,,3yr,CARD,DAMAGE,carry in RASHI SERVICE,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:38:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:38:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,"₹4,150",4.1,Data not available,https://rukminim2.flixcart.com/image/300/300/k2dm7bk0/graphics-card/h/k/p/msi-geforce-gt-710-original-imaegdxtjv6htwnz.jpeg?q=90,URL not available,2025-01-29 02:38:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:38:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:39:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JieShuo AMD Radeon RX 580 White RGB 8 GB GDDR5 Graphics...,"₹10,299",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/r/u/y/rx-580-white-rgb-jieshuo-original-imah5r3m47kxzb6y.jpeg?q=70,https://www.flipkart.com/jieshuo-amd-radeon-rx-580-white-rgb-8-gb-gddr5-graphics-card/p/itm5f9e9546c26f5?pid=GRCH5QNJ4A4GPFDW&lid=LSTGRCH5QNJ4A4GPFDWFXXQNF&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_241&otracker=search&fm=organic&iid=97080372-b2ee-447b-b370-749ff1fe73ed.GRCH5QNJ4A4GPFDW.SEARCH&ppt=None&ppn=None&ssid=9taxjbmfa80000001738114755073&qH=ae2a487734c75ca2,2025-01-29 02:39:14,1 Graphics Card,JieShuo,AMD Radeon AMD,1284 MHz,PCI Express 16,RX 580 White RGB,RX580,"256-bit, 8 GB GDDR5 Memory with 2100 MHz",,1 x HDMI Output Out,,"Windows 11, Windows 10, Windows 7, Windows 7, Linux",1 Year Seller Warranty from NJ Infotech +91 9906910066,Manufacturing defects,Burnt and Physical damage,Replacement,7680x4320 (Digital),2048 Shader Processors,,"AMD CrossFireX supported, No support",2 x Display Port Out,,Cooper,550 W,AMD Adraline,30 x 4 x 12 mm,800 g,,,,,,
HANNEA NVIDIA PCI-E PCI Express 3.0 X4 to NVME M.2 NVME...,₹556,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/q/x/p/pci-e-pci-express-3-0-x4-to-nvme-m-2-nvme-to-nvme-ssd-pci-e-3-0-original-imahyyhhqv9ggrqg.jpeg?q=70,https://www.flipkart.com/hannea-nvidia-pci-e-pci-express-3-0-x4-nvme-m-2-ssd-16-gb-ddr3-graphics-card/p/itm5030c501cff2f?pid=GRCGTMEPPVYGAVJ8&lid=LSTGRCGTMEPPVYGAVJ8JSNZTW&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_245&otracker=search&fm=organic&iid=97080372-b2ee-447b-b370-749ff1fe73ed.GRCGTMEPPVYGAVJ8.SEARCH&ppt=None&ppn=None&ssid=9taxjbmfa80000001738114755073&qH=ae2a487734c75ca2,2025-01-29 02:39:14,1,HANNEA,NVIDIA NA,589 MHz,Express 3.0,PCI-E PCI Express 3.0 X4 to NVME M.2 NVME to NVME SSD PCI-e,NA,"64-bit, 16 GB DDR3 Memory",,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
JieShuo AMD Radeon RX 5500XT 8 GB GDDR5 Graphics Card,"₹14,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/d/p/n/rx-5500xt-jieshuo-original-imah858byfcprsfy.jpeg?q=70,https://www.flipkart.com/jieshuo-amd-radeon-rx-5500xt-8-gb-gddr5-graphics-card/p/itmd81a5ce05301a?pid=GRCH858BK7YAMYBC&lid=LSTGRCH858BK7YAMYBCKZHFT8&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_249&otracker=search&fm=organic&iid=97080372-b2ee-447b-b370-749ff1fe73ed.GRCH858BK7YAMYBC.SEARCH&ppt=None&ppn=None&ssid=9taxjbmfa80000001738114755073&qH=ae2a487734c75ca2,2025-01-29 02:39:14,1 Graphics Card,JieShuo,AMD Radeon AMD,1717 MHz,PCI Express 16,RX 5500XT,RX5500XT,"256-bit, 8 GB GDDR5 Memory with 1845 MHz",,1 x HDMI Output Out,,"Windows 11, Windows 10, Windows 7, Windows 7, Linux",1 Year Seller Warranty from NJ Infotech +91 9906910066,Manufacturing defects,Burnt and Physical damage,Replacement,7680x4320 (Digital),1408 Shader Processors,,"AMD CrossFireX supported, No support",3 x Display Port Out,Shader Version 5 with Clock speed of 1200 MHz,High Quality Cooper,600 W,AMD Adraline,30 x 4 x 12 mm,800 g,It requires a mandatory 600W of Power Supply,,,224 Gbps,,
Sapphire AMD/ATI 11335-04-20G 12 GB GDDR6 Graphics Card,"₹41,349",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/p/t/x/11335-04-20g-sapphire-original-imahfehezzdcgdkh.jpeg?q=70,https://www.flipkart.com/sapphire-amd-ati-11335-04-20g-12-gb-gddr6-graphics-card/p/itmaf89669cab037?pid=GRCGY988WVRR3YCD&lid=LSTGRCGY988WVRR3YCDBJLLHZ&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_253&otracker=search&fm=organic&iid=97080372-b2ee-447b-b370-749ff1fe73ed.GRCGY988WVRR3YCD.SEARCH&ppt=None&ppn=None&ssid=9taxjbmfa80000001738114755073&qH=ae2a487734c75ca2,2025-01-29 02:39:14,"1 Graphics Card, User Manual, Warranty Card",Sapphire,AMD/ATI RX 7700 XT,2544 MHz,192 Bit DDR6,11335-04-20G,PULSE AMD RADEON� RX 7700 XT,"192-bit, 12 GB GDDR6 Memory",,,,,2 Years Warranty,Manufaturing Defects,Physical Damages,In Case Any Query Customer Needs to Mail Us at Service@arkinfo.in,,,,,,,,700 W,Driver,,,,,,18 Gbps,,
MSI NVIDIA GeForce RTX 4070 SUPER 12G GAMING SLIM World...,"₹79,499",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/5/l/u/geforce-rtx-4070-super-12g-gaming-slim-world-of-warcraft-edition-original-imah78hn7jzrwew5.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4070-super-12g-gaming-slim-world-warcraft-12-gb-gddr6-graphics-card/p/itm75ca632eaab0b?pid=GRCH77HZBYHGUPRD&lid=LSTGRCH77HZBYHGUPRDDLRLG8&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_257&otracker=search&fm=organic&iid=97080372-b2ee-447b-b370-749ff1fe73ed.GRCH77HZBYHGUPRD.SEARCH&ppt=None&ppn=None&ssid=9taxjbmfa80000001738114755073&qH=ae2a487734c75ca2,2025-01-29 02:39:14,1 (GeForce RTX 4070 SUPER 12G GAMING SLIM World of Warcraft EDITION ),MSI,NVIDIA NVIDIA GeForce RTX 4070 SUPER,2490 MHz,PCI Express Gen 4,GeForce RTX 4070 SUPER 12G GAMING SLIM World of Warcraft EDITION,12 GB GDDR6,"192-bit, 12 GB GDDR6 Memory",,,,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,,307 x 46 x 125 mm,972 g,Good Quality Product,,,,,
Geforce NVIDIA 3070 Ti 8 GB GDDR6X Graphics Card,"₹60,000",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/q/9/f/3070-ti-geforce-original-imagg9qk4yxr7ktr.jpeg?q=70,https://www.flipkart.com/geforce-nvidia-3070-ti-8-gb-gddr6x-graphics-card/p/itm0fe4acf27e55a?pid=GRCGG9QK6E3HSQG7&lid=LSTGRCGG9QK6E3HSQG7IYGHYR&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_261&otracker=search&fm=organic&iid=97080372-b2ee-447b-b370-749ff1fe73ed.GRCGG9QK6E3HSQG7.SEARCH&ppt=None&ppn=None&ssid=9taxjbmfa80000001738114755073&qH=ae2a487734c75ca2,2025-01-29 02:39:14,Graphic card,Geforce,NVIDIA NVIDIA NVIDIA GeForce RTX 3070 Ti,1770 MHz,PCI Express Gen 4,3070 Ti,GV-N307TGAMING-8GD,"256-bit, 8 GB GDDR6X Memory",,,,,1 year,Manufacturing defects,Physical damaged not covered,Carry In,,,,,,,,,,,,,,,,,
Geforce NVIDIA 1650 4 GB GDDR6X Graphics Card,"₹60,000",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/o/j/p/1650-geforce-original-imagg9qk3hpat9w9.jpeg?q=70,https://www.flipkart.com/geforce-nvidia-1650-4-gb-gddr6x-graphics-card/p/itmaf90361534f4a?pid=GRCGG9QKSHX5DHZ8&lid=LSTGRCGG9QKSHX5DHZ8QOHQ6N&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_265&otracker=search&fm=organic&iid=97080372-b2ee-447b-b370-749ff1fe73ed.GRCGG9QKSHX5DHZ8.SEARCH&ppt=None&ppn=None&ssid=9taxjbmfa80000001738114755073&qH=ae2a487734c75ca2,2025-01-29 02:39:14,Graphic card,Geforce,NVIDIA NVIDIA NVIDIA GeForce GTX 1650,1710 MHz,PCI Express Gen 4,1650,GV-N1650OC-4GD,"256-bit, 4 GB GDDR6X Memory",,,,,1 year,Manufacturing defects,Physical damaged not covered,Carry In,,,,,,,,,,,,,,,,,
MSI NVIDIA GeForce RTX 4070 SUPER 12G GAMING X SLIM MLG...,"₹88,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/9/a/g/geforce-rtx-4070-super-12g-gaming-x-slim-mlg-msi-original-imah77hkaz9rfyc5.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4070-super-12g-gaming-x-slim-mlg-12-gb-gddr6-graphics-card/p/itmef74d0992c367?pid=GRCH77HKFZAAKZMB&lid=LSTGRCH77HKFZAAKZMBJTCNV2&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_269&otracker=search&fm=organic&iid=97080372-b2ee-447b-b370-749ff1fe73ed.GRCH77HKFZAAKZMB.SEARCH&ppt=None&ppn=None&ssid=9taxjbmfa80000001738114755073&qH=ae2a487734c75ca2,2025-01-29 02:39:14,1 (GeForce RTX 4070 SUPER 12G GAMING X SLIM MLG ),MSI,NVIDIA NVIDIA GeForce RTX 4070 SUPER,2640 MHz,PCI Express Gen 4,GeForce RTX 4070 SUPER 12G GAMING X SLIM MLG,12 GB GDDR6,"192-bit, 12 GB GDDR6 Memory",,,,,NA,NA,NA,NA,,,,,,,,,,307 x 2.5 x 124 mm,982 g,Good Quality Product,,,,,
Verilux Intel PCI-E PCI Express 3.0 X4 to NVME M.2 NVME...,₹471,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/c/g/f/pci-e-pci-express-3-0-x4-to-nvme-m-2-nvme-to-nvme-ssd-pci-e-3-0-original-imah8yc9x4gueuuh.jpeg?q=70,https://www.flipkart.com/verilux-intel-pci-e-pci-express-3-0-x4-nvme-m-2-ssd-x-4-host-control-1-gb-ddr3-graphics-card/p/itmb681a4e6de950?pid=GRCGZWKKJF9UCSHF&lid=LSTGRCGZWKKJF9UCSHFXHPHD4&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_273&otracker=search&fm=organic&iid=97080372-b2ee-447b-b370-749ff1fe73ed.GRCGZWKKJF9UCSHF.SEARCH&ppt=None&ppn=None&ssid=9taxjbmfa80000001738114755073&qH=ae2a487734c75ca2,2025-01-29 02:39:14,1,Verilux,Intel Pcb (16 Interface Card For Computer),589 MHz,2280 2260 2242 2230,PCI-E PCI Express 3.0 X4 to NVME M.2 NVME to NVME SSD PCI-e 3.0 x 4 Host Control,Card Support M Key SSD Type 2280 2260 2242 2230 Adapter Converter Graphic Card,"64-bit, 1 GB DDR3 Memory",,,,,Covered Under Warranty,Covered Under Warranty,Covered Under Warranty,Covered Under Warranty,,,,,,,,,,,,,,,,,
MSI NVIDIA GeForce RTX 4070 SUPER 12G GAMING DUKE 3X 12...,"₹72,899",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/n/x/5/geforce-rtx-4070-super-12g-gaming-duke-3x-msi-original-imah78hn9ftrzsfh.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4070-super-12g-gaming-duke-3x-12-gb-gddr6-graphics-card/p/itm300e5b6ca32c0?pid=GRCH77HD4ZTDG4GJ&lid=LSTGRCH77HD4ZTDG4GJ6YDNHH&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_7_277&otracker=search&fm=organic&iid=97080372-b2ee-447b-b370-749ff1fe73ed.GRCH77HD4ZTDG4GJ.SEARCH&ppt=None&ppn=None&ssid=9taxjbmfa80000001738114755073&qH=ae2a487734c75ca2,2025-01-29 02:39:14,1 (GeForce RTX 4070 SUPER 12G GAMING DUKE 3X ),MSI,NVIDIA NVIDIA GeForce RTX 4070 SUPER,2490 MHz,PCI Express Gen 4,GeForce RTX 4070 SUPER 12G GAMING DUKE 3X,12 GB GDDR6,"192-bit, 12 GB GDDR6 Memory",,,,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,,319 x 45 x 122 mm,928 g,Good Quality Product,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:39:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:39:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,₹499,3.7,Data not available,https://rukminim2.flixcart.com/image/300/300/kw3v0cw0/graphics-card/i/7/p/8-pin-female-to-2-6-2-pin-male-pin-8pin-female-pcie-to-2-pcie-original-imag8uyexqymhn7y.jpeg?q=90,URL not available,2025-01-29 02:39:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:39:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data not available,Data not available,Data not available,Data not available,Image not available,URL not available,2025-01-29 02:39:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI NVIDIA GeForce RTX 4070 SUPER 12G VENTUS 2X WHITE O...,"₹72,999",Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/2/8/h/geforce-rtx-4070-super-12g-ventus-2x-white-oc-msi-original-imah78hnmgvfckvc.jpeg?q=70,https://www.flipkart.com/msi-nvidia-geforce-rtx-4070-super-12g-ventus-2x-white-oc-12-gb-gddr6-graphics-card/p/itm1f9f953e82440?pid=GRCH77HEGWXVTW4X&lid=LSTGRCH77HEGWXVTW4XAT488Z&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_281&otracker=search&fm=organic&iid=446a2755-2b5f-41e2-b7f5-bc85ad358ace.GRCH77HEGWXVTW4X.SEARCH&ppt=None&ppn=None&ssid=f0ddwx17e80000001738114778930&qH=ae2a487734c75ca2,2025-01-29 02:39:38,1 (GeForce RTX 4070 SUPER 12G VENTUS 2X WHITE OC ),MSI,NVIDIA NVIDIA GeForce RTX 4070 SUPER,2520 MHz,PCI Express Gen 4,GeForce RTX 4070 SUPER 12G VENTUS 2X WHITE OC,12 GB GDDR6,"192-bit, 12 GB GDDR6 Memory",,,,,1 Year from the date of purchase,Warranty is applicable on manufacturing defects (If any) for 1 Year from the date of purchase.,"Unauthorized tampering, modification or repair physical damage; water Damage or any other damage due to heat, humidity, moisture and mishandling doing operations",Warranty claim along with the necessary contact information required: RMA Portal - www.acrorma.com or mail on support@acrorma.com,,,,,,,,,,242 x 43 x 125 mm,998 g,Good Quality Product,,,,,
NexLens AMD/ATI 3D VR Headset | Virtual Reality Glasses...,₹556,Data not available,Data not available,https://rukminim2.flixcart.com/image/612/612/xif0q/graphics-card/g/r/j/3d-vr-headset-virtual-reality-glasses-for-interactive-gaming-original-imah55hfyhkdfxgr.jpeg?q=70,https://www.flipkart.com/nexlens-amd-ati-3d-vr-headset-virtual-reality-glasses-interactive-gaming-video-2-gb-ddr2-graphics-card/p/itm00a958a7e3cb3?pid=GRCH55AASPHNFBFQ&lid=LSTGRCH55AASPHNFBFQ9SJX3S&marketplace=FLIPKART&q=graphics+card&store=4rr%2Ftin%2F6zn&srno=s_8_285&otracker=search&fm=organic&iid=446a2755-2b5f-41e2-b7f5-bc85ad358ace.GRCH55AASPHNFBFQ.SEARCH&ppt=None&ppn=None&ssid=f0ddwx17e80000001738114778930&qH=ae2a487734c75ca2,2025-01-29 02:39:38,"1VR BOX, 1USER MANUAL",NexLens,AMD/ATI vr headset,5.3 MHz,VR BOX,3D VR Headset | Virtual Reality Glasses for Interactive Gaming & Video,2210,"2-bit, 2 GB DDR2 Memory with 0 MHz",0xVGA DSub Output,"0 x DVI Output Out, Yes x Dual Link DVI Out, 0 x HDMI Output Out, 0",HDCP Support and HDTV Support,0,NA,NA,NA,0,"0 (Digital), 0 (Analog)","0 Stream Processor, 0 Shader Processors, 0 CUDA Cores",0 nm,"Microsoft DirectX v0, Open GL Optimization v0,  AMD CrossFireX supported, Yes support","Yes x Co-Axial TV Out, Yes x VIVO Out, 0 x Display Port Out, 0 x Mini Display Port Out, 0",Shader Version 0 with Clock speed of 0 MHz,0,0 W,0,0 x 0 x 0 mm,0 g,0,Yes support,0 x Mini HDMI Output,0 Gbps,0 MHz,0
